[00:00:15.505 --> 00:00:16.271]  InfoWars.
[00:00:16.633 --> 00:00:17.520]  Tomorrow's news.
[00:00:17.822 --> 00:00:18.164]  Today.
[00:00:34.842 --> 00:00:40.005]  358 days until the 2020 general election.
[00:00:40.545 --> 00:00:42.966]  History is happening before us right now.
[00:00:42.986 --> 00:00:52.051]  And if we're not fully engaged, the forces of the post-human, satanic world are going to win major battles.
[00:00:52.952 --> 00:00:57.114]  And the world is going to accelerate into an end times scenario.
[00:00:58.141 --> 00:01:02.745]  Yes, the Bible says it will end up happening one way or the other, but we can get a reprieve like Nineveh.
[00:01:03.325 --> 00:01:05.547]  Maybe a hundred years, maybe a thousand, maybe a decade.
[00:01:05.947 --> 00:01:06.628]  It doesn't matter.
[00:01:07.328 --> 00:01:08.229]  God judges the heart.
[00:01:08.249 --> 00:01:21.979]  And what matters is what we do now, as this world government is openly unfolding, as this satanic pedophile run system, this vampiric system, throws down the gauntlet that we rise to the challenge.
[00:01:21.999 --> 00:01:23.340]  358 days.
[00:01:30.612 --> 00:01:54.254]  I talked about this when he got arrested back in July again and I talked about it when he died a few months later but I've never seen such a zeitgeist explosion as Jeffrey Epstein and the pedophile rings and how it goes this whole deep state blackmail operation.
[00:01:56.098 --> 00:02:02.023]  And I've been saying on air for months since he was murdered unceremoniously in that D.C.
[00:02:02.063 --> 00:02:05.826]  jail cell by a couple of goons breaking his neck in three places.
[00:02:07.648 --> 00:02:11.191]  Two of the same bones were broken, then another bone, so it was three bones total.
[00:02:12.052 --> 00:02:15.415]  Two different coroners saying it's completely indicative of homicide.
[00:02:16.416 --> 00:02:21.100]  I said then, the zeitgeist has just absolutely erupted on this.
[00:02:21.880 --> 00:02:23.582]  Well, now no one can deny it.
[00:02:24.824 --> 00:02:30.807]  I am seeing Jeffrey Epstein didn't kill himself spray-painted on the highway without looking this morning.
[00:02:32.148 --> 00:02:33.409]  It's all over the internet.
[00:02:33.489 --> 00:02:35.790]  You can't swing a stick in the dark without hitting it.
[00:02:38.231 --> 00:02:47.336]  This is the globalist's greatest fear, is that people will start acting out in public, in the media, at church, at work.
[00:02:48.797 --> 00:03:08.069]  Challenging the establishment narrative that men can have babies, and that families are bad, and that pedophilia is good, and that borders are evil, and that Donald Trump's a racist, and Easter bunnies are, you know, fornicating with leprechauns while riding rainbow unicorns.
[00:03:08.369 --> 00:03:11.551]  People don't buy what the establishment's doing.
[00:03:11.811 --> 00:03:17.255]  You may have some useful idiots and followers that think they're part of the establishment that go along with mainstream media, but that's maybe 20% of the public.
[00:03:18.837 --> 00:03:24.620]  The sleeping giant of the hard-working majority, the silent majority as it's called, is not silent anymore.
[00:03:25.381 --> 00:03:27.442]  And you can feel the rumble that's begun.
[00:03:27.462 --> 00:03:36.327]  I can tell you that this detonation of the zeitgeist, if you heard a cap go off in the back of a cartridge for say a .357 Magnum,
[00:03:41.311 --> 00:03:41.751]  Caliber.
[00:03:42.552 --> 00:03:51.957]  You'd think it was a big pop, but you never hear that pop because the bigger millisecond later, full explosion of the powder projecting the bullet down the barrel.
[00:03:52.978 --> 00:03:58.021]  But the big explosions you're hearing of awakening is only the detonator.
[00:03:59.842 --> 00:04:01.583]  The detonator has been hit.
[00:04:02.464 --> 00:04:10.889]  And then the detonator, like putting little small explosive charges inside plastic explosive or setting an electric charge into it, depending on how you do it.
[00:04:12.090 --> 00:04:15.072]  It has now ignited the big kahuna.
[00:04:16.612 --> 00:04:20.394]  And I tremble, tremble in its presence.
