[00:00:15.504 --> 00:00:16.265]  InfoWars.
[00:00:16.625 --> 00:00:18.246]  Tomorrow's news, today.
[00:00:18.266 --> 00:00:25.912]  Defending the Republic from enemies, foreign and domestic.
[00:00:26.632 --> 00:00:33.537]  It's Alex Jones.
[00:00:33.617 --> 00:00:35.038]  Dark days for the globalists.
[00:00:36.519 --> 00:00:40.262]  Across the planet, humanity is awakening to the corporate tyranny.
[00:00:42.003 --> 00:00:44.125]  And the globalist alliance with Communist China
[00:00:45.182 --> 00:00:59.865]  Patriots have elected presidents and prime ministers and other key leaders to positions from Brazil to Germany, from Russia to Japan, in the fight against the New World Order.
[00:01:00.545 --> 00:01:06.246]  But the powerful megabanks who stole the trillions of dollars they now control are fighting back.
[00:01:07.126 --> 00:01:13.448]  Thank you for joining us, ladies and gentlemen, on this October 27th, 2019 worldwide transmission.
[00:01:13.468 --> 00:01:14.868]  I am your host, Alex Jones.
[00:01:16.730 --> 00:01:29.176]  It has been said many times that if Trump came out with the cure for cancer, mainstream, enemy of the people, corporate media would say that that was a bad thing.
[00:01:30.736 --> 00:01:34.218]  Well, Obama and Hillary, in Trump's own words, it's true.
[00:01:35.418 --> 00:01:36.579]  Senator Paul's exposed it.
[00:01:37.299 --> 00:01:38.980]  Senator Cruz has exposed it.
[00:01:39.000 --> 00:01:40.841]  The Pentagon's exposed it.
[00:01:43.803 --> 00:01:55.652]  Obama and Hillary were the co-founders of ISIS, that was just a collection of Al Qaeda, Wahhabis, Saudi Arabian funded taking over Syria in an invasion launched eight years ago.
[00:01:56.093 --> 00:02:01.357]  And Trump, along with the Russians and others, our own military, have removed them.
[00:02:02.497 --> 00:02:07.461]  And the deep state is very upset that their precious Islamic state is in trouble.
[00:02:09.011 --> 00:02:12.213]  Al-Baghdadi, the leader of ISIS, is killed yesterday.
[00:02:12.233 --> 00:02:13.614]  We learned about it this morning.
[00:02:13.634 --> 00:02:15.715]  He's killed in northern Syria.
[00:02:19.338 --> 00:02:22.320]  And we have a compilation we're putting together right now.
[00:02:22.340 --> 00:02:24.281]  It's up on Infowars.com.
[00:02:24.301 --> 00:02:26.062]  A bunch of clips we're putting together right now.
[00:02:26.082 --> 00:02:28.063]  We'll have it at the end of next segment.
[00:02:29.444 --> 00:02:32.286]  Openly decrying it and saying Trump's bad.
[00:02:32.346 --> 00:02:36.329]  And the Washington Post wrote an editorial
[00:02:37.930 --> 00:02:42.552]  Peace, or an obituary praising al-Baghdadi.
[00:02:48.115 --> 00:02:50.296]  I'm telling you folks, the globalists hate America.
[00:02:50.936 --> 00:03:00.721]  And their entire team is made up of a collection of groups and organizations sworn to destroy us because of our Christian ethos they fear could return.
[00:03:02.782 --> 00:03:04.963]  Like a typhoon smashing their systems.
[00:03:05.644 --> 00:03:08.005]  Let's play a few clips of the President talking about this today.
[00:03:09.786 --> 00:03:14.209]  Last night was a great night for the United States and for the world.
[00:03:15.410 --> 00:03:23.675]  A brutal killer, one who has caused so much hardship and death, has violently been eliminated.
[00:03:25.196 --> 00:03:29.979]  He will never again harm another innocent man, woman, or child.
[00:03:31.121 --> 00:03:32.381]  He died like a dog.
[00:03:33.221 --> 00:03:34.542]  He died like a coward.
[00:03:35.502 --> 00:03:38.963]  The world is now a much safer place.
[00:03:41.243 --> 00:03:42.963]  God bless America.
[00:03:43.204 --> 00:03:43.644]  Thank you.
[00:03:44.804 --> 00:03:51.545]  I want to thank the soldiers and sailors, airmen and marines involved in last night's operation.
[00:03:52.586 --> 00:03:55.586]  You are the very best there is anywhere in the world.
[00:03:55.666 --> 00:03:59.307]  No matter where you go, there is nobody even close.
[00:04:00.939 --> 00:04:05.200]  I want to thank General Mark Milley and our Joint Chiefs of Staff.
[00:04:06.100 --> 00:04:19.804]  And I also want to thank our professionals who work in other agencies of the United States government and were critical to the mission's unbelievable success.
[00:04:22.484 --> 00:04:28.246]  Last night, the United States brought the world's number one terrorist leader to justice.
[00:04:29.850 --> 00:04:34.193]  Abu Bakr al-Baghdadi is dead.
[00:04:35.534 --> 00:04:42.159]  He was the founder and leader of ISIS, the most ruthless and violent terror organization anywhere in the world.
[00:04:43.420 --> 00:04:49.085]  The United States has been searching for Baghdadi for many years.
[00:04:50.045 --> 00:04:57.071]  Capturing or killing Baghdadi has been the top national security priority of my administration.
[00:04:58.254 --> 00:04:58.534]  U.S.
[00:04:58.554 --> 00:05:10.762]  Special Operations Forces executed a dangerous and daring nighttime raid in northwestern Syria and accomplished their mission in grand style.
[00:05:12.243 --> 00:05:12.663]  The U.S.
[00:05:12.703 --> 00:05:13.364]  personnel?
[00:05:13.384 --> 00:05:14.925]  We'll be right back.
[00:05:31.693 --> 00:05:35.602]  If you are receiving this transmission, you are the resistance.
[00:05:37.185 --> 00:05:41.915]  Live from the InfoWars.com studios, it's Alex Jones.
