[00:00:02.230 --> 00:00:04.873]  Waging war on corruption.
[00:00:04.873 --> 00:00:14.482]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:14.482 --> 00:00:18.346]  Well, I told you that we learn from internal documents.
[00:00:18.346 --> 00:00:22.731]  Six months ago, PayPal, after 20 years of business with us, banned us.
[00:00:24.779 --> 00:00:28.503]  That we've been listed as international terrorists.
[00:00:28.503 --> 00:00:41.997]  It's a hazard or danger designation that means you're a convicted murderer, child trafficker, child molester, international terrorist, criminal.
[00:00:41.997 --> 00:00:42.638]  And now you saw...
[00:00:43.948 --> 00:01:00.381]  Eight days ago, Facebook banned myself, Paul Watson, from people even talking about us in a positive light, saying that we're, quote, dangerous, and they listed in the same order what I got internally from what's filed by private corporations in the Interpol and the banks.
[00:01:00.381 --> 00:01:02.483]  So this is the whole future for everyone.
[00:01:02.483 --> 00:01:10.249]  Actual governments and corporations terrorizing people with perfect credit scores and no criminal records.
[00:01:11.377 --> 00:01:21.342]  The end of due process, the end of free speech, they are the terrorist when they do this.
[00:01:21.342 --> 00:01:27.866]  And it is just incredible how they build the pretext on a fake article about an anti-Semitic article we supposedly posted.
[00:01:27.866 --> 00:01:32.629]  Then you read it and it says, oh, 4% of the comments were anti-Semitic.
[00:01:32.629 --> 00:01:34.790]  So by that yardstick, anybody could just randomly
[00:01:35.894 --> 00:01:43.918]  Go to your Facebook post, type a few anti-Jew comments in and you'd be banned from the internet, banned from banking, banned from life.
[00:01:43.918 --> 00:01:46.399]  There's no judge, there's no jury, there's no executioner.
[00:01:46.399 --> 00:01:55.524]  These aren't private companies, these are multinational combines working in unison to defraud people of their basic rights and it's going to come to an end.
[00:01:55.524 --> 00:01:57.865]  It's going to be defeated.
[00:01:57.865 --> 00:02:04.569]  Worldwide there's what they're calling a constitutional convention with Zuckerberg, with the whole world
[00:02:06.209 --> 00:02:07.470]  We've created a vacuum.
[00:02:26.598 --> 00:02:38.825]  Where the Chi-Coms and the EU and the leftists in Hollywood can come in and can create their own system and obliterate free speech.
[00:02:38.825 --> 00:02:45.528]  And you're watching it happen right now in front of everyone.
[00:02:45.528 --> 00:02:49.711]  And it's ahead of big events that are already taking place and set to take place.
