[00:00:15.504 --> 00:00:16.264]  InfoWars.
[00:00:16.625 --> 00:00:17.485]  Tomorrow's news.
[00:00:17.805 --> 00:00:18.245]  Today.
[00:00:21.587 --> 00:00:23.608]  Waging war on corruption.
[00:00:24.008 --> 00:00:25.149]  It's Alex Jones.
[00:00:29.657 --> 00:00:31.698]  All right, welcome to the Alex Jones Show.
[00:00:31.738 --> 00:00:33.858]  Mike Adams filling in for Alex today.
[00:00:33.898 --> 00:00:35.419]  We've got a bombshell show.
[00:00:35.459 --> 00:00:36.739]  I mean, that's an understatement.
[00:00:37.440 --> 00:00:38.620]  Everything is at stake right now.
[00:00:38.680 --> 00:00:42.641]  The deep state attack on America has reached a new crescendo.
[00:00:43.481 --> 00:00:44.622]  All the chips are on the table.
[00:00:44.942 --> 00:00:45.822]  Everything is at stake.
[00:00:46.182 --> 00:00:53.605]  And importantly, this is what's coming up here today, InfoWars has decoded the deep state coup to some extent here.
[00:00:54.605 --> 00:01:03.052]  Infowars knows the identity of the second quote whistleblower, who of course was the source for the first quote whistleblower.
[00:01:03.912 --> 00:01:07.976]  And as I said, I don't know, 10 days ago or so, there is no first whistleblower.
[00:01:08.016 --> 00:01:09.096]  The whole thing is a farce.
[00:01:09.857 --> 00:01:13.060]  And now this second quote whistleblower is being called to testify.
[00:01:13.100 --> 00:01:15.662]  So it's really one person pretending to be three people.
[00:01:15.682 --> 00:01:23.588]  We're going to cover that in much more detail today as we embark on this extraordinary show.
[00:01:25.307 --> 00:01:27.088]  I'm going to bring in some things here today.
[00:01:27.108 --> 00:01:30.491]  In fact, I'm going to ask you to call your friends.
[00:01:30.531 --> 00:01:31.171]  Tell them to tune in.
[00:01:31.211 --> 00:01:35.054]  I have an emergency message for President Trump at the bottom of this hour.
[00:01:35.654 --> 00:01:37.055]  Alex Jones has a special report.
[00:01:37.950 --> 00:01:58.857]  In about 45 minutes or so from now, and in the second hour, we're being joined by a special guest who is an expert in preparedness for civil war activities, an expert in strategy, someone who has a tremendous amount of experience in surviving and being prepared and understanding what happens when countries shift into chaos.
[00:01:59.557 --> 00:02:02.519]  Which is exactly the goal of this deep state coup.
[00:02:02.539 --> 00:02:04.300]  They want America to fall into chaos.
[00:02:05.000 --> 00:02:15.027]  They want to push Trump to where he has no choice but to declare or invoke the Insurrection Act, possibly declare martial law, and then they will say that he's a dictator.
[00:02:15.902 --> 00:02:16.923]  I have to sign letters.
[00:02:16.963 --> 00:02:18.023]  It's the hardest thing I have to do.
[00:02:18.043 --> 00:02:18.604]  I sign letters
[00:02:39.577 --> 00:02:55.426]  Dear Mr. and Mrs. Smith from Arkansas, dear Mr. and Mrs. Jones from Alabama, dear Mr. and Mrs. Somebody from some great state, I'm sorry to inform you, your son has been killed in combat.
[00:02:56.306 --> 00:02:57.067]  I'm so sorry.
[00:02:57.087 --> 00:02:59.168]  It's the hardest thing that I have to do.
[00:03:00.012 --> 00:03:03.713]  And I signed those letters and it just, it breaks your heart.
[00:03:04.173 --> 00:03:07.674]  And sometimes I go out to a place, Dover Air Force Base.
[00:03:08.674 --> 00:03:11.174]  It's a very tough experience.
[00:03:11.534 --> 00:03:18.976]  We go out there and we meet the parents and the families, the wives, the children, the sisters, the brothers.
[00:03:19.616 --> 00:03:22.357]  We meet them and we talk to them.
[00:03:23.117 --> 00:03:25.657]  These things are just impossible.
[00:03:25.777 --> 00:03:28.258]  I don't know how parents can do it, even.
[00:03:29.295 --> 00:03:33.957]  And I'll be talking to some of the parents and they'll act like they're fine.
[00:03:33.977 --> 00:03:35.118]  I said, how are you doing?
[00:03:35.398 --> 00:03:36.158]  We're fine, sir.
[00:03:36.739 --> 00:03:37.239]  We're fine.
[00:03:37.939 --> 00:03:38.639]  We're really good.
[00:03:39.320 --> 00:03:40.060]  I said, that's great.
[00:03:40.460 --> 00:03:41.461]  And I'll tell the colonel.
[00:03:41.481 --> 00:03:43.942]  I said, Colonel, I think they're doing great.
[00:03:44.302 --> 00:03:44.702]  No, sir.
[00:03:45.263 --> 00:03:46.163]  They're not going to do great.
[00:03:46.892 --> 00:03:47.392]  You'll see.
[00:03:47.572 --> 00:03:49.153]  And I didn't know what he was talking about.
[00:03:49.373 --> 00:03:50.354]  This is the first step.
[00:03:50.814 --> 00:03:59.879]  And then we went outside to the runway, and this incredible machine is flying in, and it lands, and it comes over, and it pulls up.
[00:04:00.599 --> 00:04:01.840]  That door opens up.
[00:04:02.100 --> 00:04:12.445]  And the colonel told me, he said, Sir, when that door opens up, those same people that you think are okay do things that you'll never see.
[00:04:13.386 --> 00:04:15.127]  You will hear sounds like you've never heard.
[00:04:15.187 --> 00:04:15.847]  That's what he does.
[00:04:16.863 --> 00:04:34.368]  And I saw that door open up with a coffin, with a flag over it, and these beautiful soldiers, five or six on each side, lifting the coffin and walking down the runway, the plank they call it, off this cargo plane.
[00:04:35.388 --> 00:04:43.050]  And I see parents make sounds, scream and cry, like you've never seen before.
[00:04:43.710 --> 00:04:46.211]  A mother who was fine 20 minutes ago, you think,
[00:04:47.042 --> 00:04:53.886]  Breaking the military line and jumping off and then jumping onto a coffin of her son or her daughter.
[00:04:55.067 --> 00:04:59.030]  Jumping on, on top of the flowers, on top of the American flag.
[00:04:59.070 --> 00:04:59.730]  I've seen this.
[00:05:00.291 --> 00:05:03.793]  We were supposed to be in Syria for 30 days.
[00:05:04.093 --> 00:05:06.314]  We've now been there for 10 years.
[00:05:06.795 --> 00:05:10.177]  We were supposed to be in Afghanistan for a short period of time.
[00:05:10.717 --> 00:05:13.639]  We're now going to be there for close to 19 years.
[00:05:14.520 --> 00:05:15.901]  It's time to bring them home.
[00:05:16.795 --> 00:05:17.658]  It's time to go on home.
[00:05:17.698 --> 00:05:22.655]  Bring our troops back home!
[00:05:41.025 --> 00:05:45.088]  Big Brother, mainstream media, government cover-ups.
[00:05:45.849 --> 00:05:47.310]  You want to stop tyranny?
[00:05:47.550 --> 00:05:49.171]  Well, so does he.
[00:05:49.211 --> 00:05:53.934]  Live from the InfoWars.com studios, it's Alex Jones.
[00:05:55.856 --> 00:05:57.477]  Live broadcast from Austin, Texas.
[00:05:57.517 --> 00:05:59.718]  Mike Adams here filling in for Alex Jones today.
[00:05:59.738 --> 00:06:02.160]  Thank you for joining us on this Sunday, October 13th, 2019.
[00:06:02.280 --> 00:06:04.282]  Today is a day that it has
[00:06:08.075 --> 00:06:34.975]  Come to our awareness, all of us across America, that there is a deep state coup, an illegal, unconstitutional, collusion attempt being carried out against our president and our republic to nullify the election of 2016, to override the will of the people, and to permanently install a deep state intelligence overlord system from which none of us will ever escape with our freedom intact.
[00:06:35.950 --> 00:06:40.391]  The Deep State now demands absolute authoritarian control over everything.
[00:06:41.091 --> 00:06:43.392]  Over our elections, over our speech.
[00:06:43.972 --> 00:06:47.353]  The Deep State dictates the terms of the tech giants.
[00:06:48.153 --> 00:06:52.434]  They control our schools and the messaging that's taught in our schools.
[00:06:52.894 --> 00:06:53.794]  They control our media.
[00:06:53.834 --> 00:06:57.515]  They determine what is broadcast on CNN and elsewhere.
[00:06:58.516 --> 00:07:03.817]  And they now control all, quote, facts, even though their facts are hoaxes.
[00:07:04.881 --> 00:07:17.786]  And in today's broadcast here on InfoWars.com, we're going to be exposing the identity of the so-called second whistleblower, why this is a bombshell that you will only find exclusively here on InfoWars.com.
[00:07:18.146 --> 00:07:19.026]  You don't want to go anywhere.
[00:07:19.246 --> 00:07:21.427]  Today's broadcast is a game changer.
[00:07:21.927 --> 00:07:30.511]  And it shows why the independent media, especially here at InfoWars.com, but there are many others as well, the independent media is the real media in America.
[00:07:30.951 --> 00:07:31.851]  We are the real press.
[00:07:32.691 --> 00:07:33.512]  We are the real journalists.
[00:07:34.392 --> 00:07:50.666]  We are telling the real story about what's happening in our nation, and we need your support and your help to continue to fight this fight for freedom in our republic, our president, our constitution, and for history to tell the truth about what's really happening right now.
[00:07:51.267 --> 00:07:52.368]  Before I get into all that,
[00:07:53.584 --> 00:08:00.606]  I'm going to just blaze through some of the big headlines that have broken over the last two days that you need to know about.
[00:08:00.706 --> 00:08:02.867]  I mean, there are so many, it's hard to know where to begin.
[00:08:02.947 --> 00:08:04.287]  But let's just start right here.
[00:08:04.688 --> 00:08:09.009]  Hunter Biden stepping down from the Chinese firm following Trump criticism.
[00:08:10.370 --> 00:08:19.493]  Now I thought it was a conspiracy theory, according to Democrats, that Hunter Biden was receiving money from sitting on boards of companies involved in China or Ukraine.
[00:08:19.853 --> 00:08:24.935]  I thought that was a conspiracy theory, so I guess Hunter Biden is stepping down from a conspiracy theory.
[00:08:24.975 --> 00:08:26.015]  That should be the new headline.
[00:08:26.415 --> 00:08:30.817]  Hunter Biden steps down from conspiracy theory, according to Democrats.
[00:08:30.837 --> 00:08:34.498]  Here's another headline that you don't want to miss from Waking Times.
[00:08:34.598 --> 00:08:37.899]  Gardasil vaccine found to increase cervical cancer risk
[00:08:38.479 --> 00:08:43.723]  By 44.6% in women who are already exposed to HPV, which is most women.
[00:08:44.723 --> 00:08:45.364]  So there you go.
[00:08:45.844 --> 00:08:55.231]  The Gardasil vaccine causing cancer or increasing the risk of cancer in potentially millions of young women every year.
[00:08:55.511 --> 00:08:59.373]  Here's a story you won't find reported almost anywhere in the mainstream media.
[00:08:59.413 --> 00:09:02.516]  Judicial Watch announced this a couple of days ago.
[00:09:02.876 --> 00:09:04.237]  Trump rids major U.S.
[00:09:04.277 --> 00:09:06.738]  container port of Chinese Communist control.
[00:09:07.739 --> 00:09:13.923]  Turns out that Communist China had signed a lease agreement, a multi-decade lease agreement, with Barack Obama.
[00:09:14.583 --> 00:09:15.223]  I think that was back in 2012.
[00:09:15.363 --> 00:09:21.667]  It was a 40-year lease agreement because, of course, Obama was selling out America to the Chinese.
[00:09:21.967 --> 00:09:23.348]  Oh, big surprise, right?
[00:09:23.908 --> 00:09:28.471]  Well, Trump has nixed that deal and is kicking them out of the Long Beach port.
[00:09:29.511 --> 00:09:30.412]  And that port, of course,
[00:09:31.602 --> 00:09:43.404]  Is a strategic port for controlling California and access to California, could even theoretically be a beachhead in an invasion of the United States through that port.
[00:09:43.444 --> 00:09:49.885]  Well, Trump is on to these people, these traitors like Governor Newsom of California and these communists.
[00:09:50.305 --> 00:09:59.307]  And what is it now today where it seems like every corporation, every organization in America is celebrating communist China?
[00:10:00.384 --> 00:10:01.565]  While trashing America.
[00:10:02.065 --> 00:10:03.846]  What is it with the NBA?
[00:10:05.027 --> 00:10:06.428]  Suddenly they just love China so much.
[00:10:07.209 --> 00:10:08.029]  I mean, what's next?
[00:10:08.089 --> 00:10:15.154]  I wrote a story that said, are they going to now have official NBA basketballs made out of surplus harvested organs?
[00:10:16.295 --> 00:10:18.637]  Because that seems to be what the NBA believes in now.
[00:10:18.697 --> 00:10:20.458]  And the NFL hates America as well.
[00:10:20.638 --> 00:10:22.700]  ESPN hates America.
[00:10:23.829 --> 00:10:25.350]  What is it?
[00:10:25.810 --> 00:10:29.891]  Why are we supporting these organizations who are supporting Communist China?
[00:10:30.732 --> 00:10:36.554]  Why aren't people at home right now watching the NFL or the NBA, perhaps, you know, recordings?
[00:10:36.654 --> 00:10:39.595]  Why are they supporting these organizations that don't even support America?
[00:10:39.655 --> 00:10:40.155]  It's insane.
