[00:00:13.677 --> 00:00:13.997]  We're good.
[00:00:37.264 --> 00:00:38.704]  We're good to go.
[00:01:07.236 --> 00:01:11.817]  Ladies and gentlemen, it is Saturday, December 21st, 2019.
[00:01:12.517 --> 00:01:19.258]  I'm your host, Alex Jones, and you know that we are here at least live six days a week, Monday through Friday and Sunday.
[00:01:19.338 --> 00:01:32.681]  Saturday, we tend to have rebroadcast, and I was already intending to come in today, as a lot of you can probably guess, to shoot a special report on the plans to remove the president and how the deep state has set some traps during the Senate.
[00:01:34.195 --> 00:01:38.120]  Trial that's coming up and how they've held back the articles of impeachment from the house.
[00:01:39.241 --> 00:01:48.091]  But you can also tell by the space background that I was intending to get into Space Force and the official announcement and launch of that and what's behind that and why it's such a big deal.
[00:01:48.131 --> 00:01:53.898]  That's why you've got this really cool background that Drew came up with and they're running the board.
[00:01:55.998 --> 00:02:03.244]  But then last night, I got a phone call from an investigator I know, and it tied in with a lot of the research we've been doing.
[00:02:03.924 --> 00:02:11.391]  And then I ended up spending three hours last night doing research into the developments that he brought forward that I could go out and verify.
[00:02:11.431 --> 00:02:14.773]  This is all publicly verifiable information.
[00:02:17.696 --> 00:02:19.617]  Now, you know, we don't do a lot of pre-hype here.
[00:02:19.637 --> 00:02:21.159]  We just boom, bring big stories up.
[00:02:22.199 --> 00:02:23.561]  Project Veritas is amazing.
[00:02:24.631 --> 00:02:26.173]  They're the best at investigative journalism.
[00:02:26.213 --> 00:02:36.944]  But that said, James O'Keefe is really good at building up a drumbeat for a huge story, because you need to, so people pay attention to it, with the millions of voices out there.
[00:02:38.366 --> 00:02:39.186]  And they don't disappoint.
[00:02:40.359 --> 00:02:51.568]  I'm not doing this live special feed where we just hijacked our own satellite radio feeds, the main feeds, the rebroadcast that just on our audio and video feeds has tens of thousands of people watching.
[00:02:52.008 --> 00:02:54.831]  No telling who's watching and listening on radio and TV stations.
[00:02:56.612 --> 00:02:57.773]  We don't really ever do that.
[00:02:58.934 --> 00:03:03.758]  We've got rebroadcast of David Knight, rebroadcast of Owen Schroer, rebroadcast of myself, many others.
[00:03:04.378 --> 00:03:05.960]  That's all been taken over right now.
[00:03:07.349 --> 00:03:11.891]  On a lot of different feeds we put out by our skeleton crew, because this is so important.
[00:03:12.932 --> 00:03:14.293]  I was going to put a report out at 2 p.m.
[00:03:14.313 --> 00:03:27.099]  as I said yesterday on Space Force, the attempts to remove the president and what's behind that, but I had to wait and get more crew up here, 50 minutes, and then go live because this is so big.
[00:03:28.180 --> 00:03:29.660]  Let me just lay it out this way.
[00:03:31.181 --> 00:03:34.863]  This is the biggest Jeffrey Epstein information to ever come out.
[00:03:37.884 --> 00:03:39.845]  And it's the most dangerous to ever come out.
[00:03:40.965 --> 00:03:43.326]  And I was thinking about it last night and this morning.
[00:03:45.167 --> 00:03:50.910]  And I decided to go ahead and release the basics today, just as a safety issue.
[00:03:51.930 --> 00:03:56.812]  Because believe me, my phones are tapped and other people's phones are tapped by the deep state.
[00:03:56.833 --> 00:04:00.074]  I'm gonna explain how that works as well.
[00:04:01.715 --> 00:04:02.215]  Coming up.
[00:04:04.144 --> 00:04:15.412]  In fact, you pull me from Friday's stack that how 12 million people are under surveillance with one purchase of data, the New York Times, White Washington, why they put that out, because that's true, but that's a small piece of it.
[00:04:17.233 --> 00:04:21.436]  But I want to explain how this whole blackmail ring situation works.
[00:04:21.596 --> 00:04:33.924]  And then on Monday, I'm going to release with a special guest who's been digging into this, just what is known.
[00:04:36.308 --> 00:04:42.234]  To currently be going on with Epstein World.
[00:04:43.275 --> 00:04:47.439]  And the fact that Epstein is a fall guy.
