[00:00:15.507 --> 00:00:16.269]  InfoWars.
[00:00:16.630 --> 00:00:17.492]  Tomorrow's news.
[00:00:17.813 --> 00:00:18.134]  Today.
[00:00:20.526 --> 00:00:24.327]  George Soros has penetrated the Trump White House.
[00:00:25.008 --> 00:00:31.190]  Soros has planted a mole infiltrating the national security apparatus.
[00:00:31.330 --> 00:00:48.657]  A woman named Fiona Hill who has a Harvard background has been on the Soros payroll and the payroll of the Open Society Institute has been brought into the Trump White House by General McMaster.
[00:00:48.837 --> 00:00:49.737]  We are about to break
[00:00:50.905 --> 00:00:57.697]  Some extremely important news that affects the Trump presidency, that affects not just our nation, but the world.
[00:00:57.757 --> 00:01:00.041]  This is really huge information.
[00:01:00.581 --> 00:01:04.328]  First off, we know who the second whistleblower is.
[00:01:05.219 --> 00:01:09.581]  Deep State Mole, George Soros, Hillary Funded and Backed, Fiona Hill.
[00:01:10.461 --> 00:01:11.962]  Now we're not just breaking this now.
[00:01:12.062 --> 00:01:16.264]  Back in July of 2017, Roger Stone was in D.C.
[00:01:16.304 --> 00:01:26.628]  He talked to his contacts and they pointed out that Fiona Hill was bringing in McMaster and all these other people and all these Soros people into the State Department and other agencies.
[00:01:27.208 --> 00:01:30.071]  And that we absolutely had to investigate it and warn Trump.
[00:01:30.111 --> 00:01:31.272]  Well, we didn't investigate it.
[00:01:31.592 --> 00:01:32.753]  We thought it was totally true.
[00:01:33.334 --> 00:01:35.075]  We began to warn President Trump.
[00:01:35.355 --> 00:01:37.037]  All hell broke loose.
[00:01:37.457 --> 00:01:39.179]  Roger Stone then came back on my show.
[00:01:39.199 --> 00:01:42.182]  These videos are all posted on InfoWars.com and a big article right now.
[00:01:43.436 --> 00:01:44.876]  And said, I just got threatened.
[00:01:45.016 --> 00:01:48.177]  I'm told I'm going to be set up and put in prison if I don't back down.
[00:01:48.457 --> 00:01:49.758]  But he said, I'm not backing down.
[00:01:50.278 --> 00:01:50.838]  I don't care.
[00:01:50.958 --> 00:02:00.941]  I just formed an organization called the 45 Group that's going to back Trump and go up against these people that are funding their criminal operations against Trump and America out of Ukraine.
[00:02:01.920 --> 00:02:08.703]  Because that was a war zone, and so it was a black budget, billions, really a month going in, tens of billions a year, so they were stealing it.
[00:02:08.723 --> 00:02:13.325]  We now get the big picture by hindsight, by having the information then.
[00:02:13.645 --> 00:02:18.187]  So that's why they were so scared, is we were going after the Soros mole inside the White House.
[00:02:18.207 --> 00:02:20.408]  That's why Infowars had to be deplatformed.
[00:02:20.428 --> 00:02:25.190]  It's why all the Hillary Clinton-connected law firms had to sue us, hoping to take us off the air.
[00:02:25.990 --> 00:02:27.290]  Thank you very much, Alex.
[00:02:27.330 --> 00:02:31.112]  It's interesting that yesterday, the attorney Larry Klayman
[00:02:31.749 --> 00:02:38.054]  I predicted that I would be targeted for annihilation as part of the Trump takedown.
