[00:00:04.335 --> 00:00:07.021]  Waging war on corruption.
[00:00:07.021 --> 00:00:12.152]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:17.649 --> 00:00:24.255]  On Monday, I could feel the surge, the shift in the spirit of not just America, but the world.
[00:00:24.255 --> 00:00:33.903]  And with the news, the phone began to ring, the text began to forward, and Owen Troyer called out the emperors in new clothes.
[00:00:33.903 --> 00:00:44.251]  He had called out the fact that the whole thing was a giant fraud, and that basic truth, like Jeffrey Epstein didn't kill himself, resonated across the planet, not just the United States.
[00:00:45.072 --> 00:00:52.777]  Now here we are, six, seven days later, and politicians and globalists are being confronted all over the place.
[00:00:52.777 --> 00:00:55.658]  And it's only going to get more intense.
[00:00:55.658 --> 00:00:58.660]  The globalists, ladies and gentlemen, loaded the gun and pointed it at our heads.
[00:01:05.213 --> 00:01:05.674]  We're good.
[00:01:22.708 --> 00:01:33.994]  That's right, ladies and gentlemen, Owen Troyer back in studio with a battle-worn voice, as you can tell, on this Sunday, December 15th, 2019.
[00:01:33.994 --> 00:01:44.019]  I have all the powerful clips to illustrate exactly what Alex Jones is talking about coming up for you in the next two hours.
[00:01:44.019 --> 00:01:45.300]  But I want to just say this.
[00:01:46.929 --> 00:01:57.994]  Before we begin with that and more from Alex Jones coming up in the first and second hour, as well as the powerful clips.
[00:01:57.994 --> 00:02:12.920]  When I stepped up in front of Congress on Monday and made international news, it was about showing people how easy it is to take action.
[00:02:15.999 --> 00:02:19.580]  And it was instinctual.
[00:02:19.580 --> 00:02:23.780]  And it was based in truth and reality.
[00:02:23.780 --> 00:02:27.981]  And so it resonated.
[00:02:27.981 --> 00:02:37.763]  And the exact same thing happened to me in 2016, when InfoWars reporters and camera crew were on the ground in St.
[00:02:37.763 --> 00:02:40.443]  Louis, Missouri.
[00:02:40.443 --> 00:02:43.224]  And I simply went to the Trump rally that day.
[00:02:44.790 --> 00:02:58.438]  And this was before things really got that hot, if you can even wind the clock back with me in your mind and relive this historic landscape of time.
[00:02:58.438 --> 00:03:06.162]  But on that fateful day, InfoWars reporters caught me in an exchange with the Trump protesters, the Trump haters.
[00:03:06.162 --> 00:03:10.665]  Now, you may recall this moment, this video, as Abe Skrillex and Carl the Cuck.
[00:03:11.658 --> 00:03:18.560]  Got seen millions of times, went totally viral, still to this day is legend.
[00:03:18.560 --> 00:03:24.221]  And so, all that illustrated was how flimsy these Trump supporters are.
[00:03:24.221 --> 00:03:32.263]  How brainwashed, excuse me, how flimsy the Trump protesters are versus how strong the Trump supporters are.
[00:03:32.263 --> 00:03:38.425]  Intellectually, I mean, I could go on with all the different characteristics, but you understand what I'm saying.
[00:03:38.425 --> 00:03:39.665]  And so because of that,
[00:03:40.589 --> 00:03:43.114]  Other people started taking action.
[00:03:43.114 --> 00:03:48.665]  And so now, in 2019, that is an entire genre of entertainment.
[00:03:48.665 --> 00:03:51.189]  That is an entire genre of content.
[00:03:52.247 --> 00:03:59.909]  Trump supporters or just media going up to Trump protesters and confronting them on what they think they know, what they think they believe.
[00:03:59.909 --> 00:04:07.392]  Whether it's why should Trump be impeached, whether it's why Trump is racist, whether it's why Trump is this, that or the other thing, they can never answer the bell.
[00:04:07.392 --> 00:04:10.433]  It exposes the fraud of the mainstream news.
[00:04:10.433 --> 00:04:12.934]  It exposes how the mainstream news brainwashes people.
