[00:00:06.579 --> 00:00:08.743]  Waging war on corruption.
[00:00:09.244 --> 00:00:14.352]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:16.832 --> 00:00:19.333]  President Trump, you must defend the First Amendment.
[00:00:19.734 --> 00:00:22.175]  You must stand up against Big Tech censorship.
[00:00:22.655 --> 00:00:26.538]  President Trump, you must stand up against Big Tech censorship.
[00:00:26.878 --> 00:00:28.619]  You must stand up for free speech.
[00:00:28.939 --> 00:00:30.020]  Now is the time.
[00:00:30.560 --> 00:00:34.022]  President Trump, you must release Julian Assange.
[00:00:34.402 --> 00:00:39.345]  Julian Assange didn't do anything wrong, but as a whistleblower, exposed criminal activity.
[00:00:39.705 --> 00:00:40.946]  Free Julian Assange!
[00:00:41.346 --> 00:00:42.747]  Free Julian Assange!
[00:00:43.067 --> 00:00:44.388]  Free Julian Assange!
[00:00:44.728 --> 00:00:46.108]  Free Julian Assange!
[00:00:46.328 --> 00:00:47.709]  Free Julian Assange!
[00:00:47.949 --> 00:00:49.329]  Free Julian Assange!
[00:00:49.529 --> 00:00:52.930]  Free Julian Assange!
[00:00:52.970 --> 00:01:02.592]  So there's Alex Jones in front of the White House yesterday while President Donald Trump is meeting with Jack Dorsey, the CEO, President, founder of Twitter.
[00:01:11.328 --> 00:01:25.814]  So we're gonna have more clips from Alex Jones yesterday bullhorning the White House, and we will most likely be hearing from Alex Jones before the end of the broadcast today as well.
[00:01:25.894 --> 00:01:33.317]  But, you know, here's the deal, because I've got this stack of news, all kinds of stuff to get to, something that
[00:01:34.554 --> 00:01:36.955]  Really angered me yesterday and I lost my temper on air.
[00:01:37.195 --> 00:01:39.895]  It seems that the president has now responded, so that's great news.
[00:01:42.236 --> 00:01:50.438]  The president is listening to us, but we are growing weary of the lack of action.
[00:01:50.498 --> 00:01:55.479]  So, will Twitter stop shadow banning conservatives?
[00:01:55.879 --> 00:01:56.679]  I doubt it.
[00:01:58.035 --> 00:02:03.800]  But will the President and Jack Dorsey hear that Alex Jones was outside and maybe even hurt him with the bullhorn?
[00:02:04.641 --> 00:02:05.281]  Absolutely.
[00:02:05.301 --> 00:02:06.322]  Man, you know, look.
[00:02:07.843 --> 00:02:13.408]  I'm not a big... I'm not the one to judge somebody's fashion, like, typically.
[00:02:13.528 --> 00:02:18.052]  I mean, I don't mind critiquing it or talking about it, but seriously, what is the deal with Jack Dorsey?
[00:02:18.132 --> 00:02:19.473]  Does this guy have no taste?
[00:02:21.355 --> 00:02:24.258]  Does this guy intentionally always want to look like a bum?
[00:02:25.560 --> 00:02:29.603]  He looks like he just got done panhandling on the side of the road!
[00:02:30.323 --> 00:02:31.264]  What is this guy's deal?
[00:02:31.284 --> 00:02:32.245]  He's in the White House!
[00:02:32.285 --> 00:02:33.085]  Come on, dude!
[00:02:33.525 --> 00:02:35.086]  Like, comb your hair or something!
[00:02:36.287 --> 00:02:37.268]  What an embarrassment!
[00:02:41.110 --> 00:02:52.038]  Oh, and then... The hilarity at CNN is just... I can't even... So I think we may actually be joined by Brian Stelter today.
[00:02:53.260 --> 00:02:54.501]  So I think that that's going to happen.
[00:02:54.862 --> 00:03:13.744]  Leo Zegami will be joining me, and then Patrick Casey from the American Identity Movement, whose video we featured yesterday of the gentleman dressed up as clowns in a clown world going to the Drag Queen Story Hour.
[00:03:14.659 --> 00:03:15.999]  And of course they got kicked out.
[00:03:16.760 --> 00:03:21.621]  You know, you're only allowed to be at Drag Queen Story Hour dressed like a clown if you're there to play with the kids.
[00:03:21.701 --> 00:03:26.763]  But you know, if you're there to live in a clown world, you have to go.
[00:03:26.943 --> 00:03:28.023]  Look at that guy!
[00:03:28.463 --> 00:03:32.604]  Hold on, go back to the guy in the green shirt who's kicking them out.
[00:03:32.704 --> 00:03:37.086]  And he like puffs his belly out at them.
[00:03:37.226 --> 00:03:38.206]  It's like really odd.
