[00:00:05.439 --> 00:00:06.160]  Big Brother.
[00:00:06.561 --> 00:00:07.823]  Mainstream media.
[00:00:08.384 --> 00:00:09.466]  Government cover-ups.
[00:00:10.287 --> 00:00:11.690]  You want to stop tyranny?
[00:00:11.970 --> 00:00:13.132]  Well, so does he.
[00:00:13.613 --> 00:00:18.301]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:50.976 --> 00:00:53.297]  That's the great Motor City madman, Ted Nugent.
[00:00:54.278 --> 00:00:55.519]  Great Texas transplant.
[00:00:57.200 --> 00:00:57.800]  Bringing us in.
[00:00:59.341 --> 00:01:01.963]  It is Monday, March 4th, 2019.
[00:01:02.083 --> 00:01:04.384]  I'm your host, Alex Jones, in studio.
[00:01:04.404 --> 00:01:08.047]  We will have Paul Joseph Watson joining us.
[00:01:08.087 --> 00:01:09.788]  Just flew in last night.
[00:01:09.808 --> 00:01:11.889]  He'll be hosting with us for two hours.
[00:01:11.969 --> 00:01:14.971]  Coming up today, he'll be in studio the next few days as well.
[00:01:15.011 --> 00:01:18.073]  Working on a lot of big things with Paul here that will be announced soon.
[00:01:19.838 --> 00:01:29.764]  You know, the big takeaway obviously isn't just that the Democrats are launching dozens and dozens and dozens of fake new investigations as the Mueller report release is imminent.
[00:01:30.965 --> 00:01:39.331]  The bigger takeaway is that mainstream corporate media has been breeding communism and socialism in the corporate world and in the universities for decades and now
[00:01:40.506 --> 00:01:43.429]  It's like aliens popping out of somebody's stomach in the movie Alien.
[00:01:43.769 --> 00:01:45.030]  They're busting forth.
[00:01:45.811 --> 00:01:46.872]  New Yorker Magazine.
[00:01:47.412 --> 00:01:50.274]  When did everyone become a socialist?
[00:01:51.155 --> 00:01:52.717]  The New York Post goes out and does interviews.
[00:01:53.057 --> 00:01:57.361]  Socialism's millennial fans don't know what it is.
[00:01:58.561 --> 00:02:02.124]  We've sent our reporters out, but so have countless other groups, and they ask them what it is.
[00:02:02.844 --> 00:02:04.145]  They don't know who the president is.
[00:02:04.586 --> 00:02:06.087]  They don't know the branches of government.
[00:02:06.447 --> 00:02:08.469]  They don't know why Venezuela's collapsing.
[00:02:09.109 --> 00:02:10.270]  They don't understand anything.
[00:02:10.290 --> 00:02:12.932]  They just heard, I'm gonna get something free.
[00:02:14.414 --> 00:02:22.080]  These are the same schmucks that go and they sign up for these university educations that are about
[00:02:23.328 --> 00:02:25.488]  Worthless around 90% of the time.
[00:02:25.989 --> 00:02:26.929]  I'm not knocking college.
[00:02:26.969 --> 00:02:27.709]  It used to be good.
[00:02:28.589 --> 00:02:36.551]  But when you made government get involved in it and put all these trillions into it, it drove up prices and lowered quality because it took competition out of it.
[00:02:37.171 --> 00:02:37.931]  And now it's wrecked.
[00:02:37.991 --> 00:02:45.572]  So when we come back, next segment, I'm going to plow into the story first that I've got right here in my stack.
[00:02:46.793 --> 00:02:47.553]  Right here in my stack.
[00:02:49.913 --> 00:02:51.574]  When did everyone become a socialist?
[00:02:51.594 --> 00:02:52.934]  Well, when did everyone become so stupid?
[00:02:55.683 --> 00:03:09.749]  Now, we're also going to get into the latest on AOC, because she is the GIF that just keeps on giving to illustrate the mindset of the average leftist brainwashed zombie.
[00:03:09.789 --> 00:03:13.371]  People say, how are you going to pay for everything to be free?
[00:03:13.451 --> 00:03:14.131]  We'll just do it.
[00:03:15.412 --> 00:03:20.254]  Well, why do you drive gas guzzling cars and fly on mortar airplanes with almost anybody, but you say carbon's so bad?
[00:03:20.294 --> 00:03:22.115]  She says, I'm just in the world I live in.
[00:03:24.073 --> 00:03:26.535]  You go out and eat hamburgers, AOC, you say we shouldn't.
[00:03:26.815 --> 00:03:29.537]  You go out and fly on private jets, but say we shouldn't fly commercial.
[00:03:30.378 --> 00:03:43.067]  And coach, this is who you are, it's how you operate, and everything you say you stand for is the opposite.
[00:03:44.728 --> 00:03:50.613]  Everything you say that you believe in is actually the opposite of what you do.
[00:03:52.827 --> 00:04:15.738]  So we're going to be looking at all of this today and then really some incredible developments on the censorship front where the Southern Poverty Law Center, the ADL, Media Matters, and Hope Not Hate, that's the same group out of the UK, are admitting, okay, we just want all nationalists and conservatives and Christians and pro-gun rights groups taken off the internet.
[00:04:16.735 --> 00:04:24.778]  And they're now listing Paul Joseph Watson, Tommy Robinson, and countless others just saying, period, they're too popular, take them off.
[00:04:25.999 --> 00:04:36.563]  And they have the minister in England who is over the internet threatening to fine Google if they don't take
[00:04:38.666 --> 00:04:40.807]  Tommy Robinson and others off the internet.
[00:04:40.867 --> 00:04:41.348]  And why is that?
[00:04:41.368 --> 00:04:46.551]  Because Tommy Robinson, that undercover footage of the BBC, trying to get women to say that he assaulted them.
[00:04:48.693 --> 00:04:49.193]  That's right.
[00:04:49.853 --> 00:04:51.835]  Because he's exposing their criminal activity.
[00:04:53.116 --> 00:04:54.977]  They've got these crooks on the run and they're going to fail.
[00:04:55.297 --> 00:04:56.338]  And their censorship's going to fail.
[00:04:56.598 --> 00:04:58.819]  But they've gotten very, very, very bold.
[00:04:59.500 --> 00:05:00.661]  Very, very out of control.
[00:05:05.399 --> 00:05:07.821]  Remember, listeners, that without you supporting us, we won't be here.
[00:05:08.602 --> 00:05:13.686]  And we have a lot of really amazing products at InfoWarsStore.com and InfoWarsLife.com that takes you right to the supplements.
[00:05:13.906 --> 00:05:21.413]  InfoWars Life Strength and Recovery Combo Alpha Power is basically Supramel Vitality, but it's not cold-pressed.
[00:05:21.693 --> 00:05:23.855]  It's a stronger dose, but it is organic.
[00:05:23.875 --> 00:05:24.736]  It's just not cold-pressed.
[00:05:24.836 --> 00:05:27.318]  It technically is way stronger than Supramel Vitality.
