[00:00:15.501 --> 00:00:16.282]  InfoWars.
[00:00:16.622 --> 00:00:18.223]  Tomorrow's news today.
[00:00:18.243 --> 00:00:27.088]  If you are receiving this transmission, you are the resistance.
[00:00:28.689 --> 00:00:33.431]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:35.653 --> 00:00:39.295]  Ladies and gentlemen, it is Sunday, September 29th, 2019.
[00:00:39.615 --> 00:00:42.257]  We're now here.
[00:00:43.597 --> 00:00:44.318]  President Trump
[00:00:45.339 --> 00:00:53.605]  Rightfully has told America and the world that we are at war against internal enemies that wish to overthrow our country and the election of 2016.
[00:00:55.046 --> 00:00:58.669]  America is fighting for its life, but at least we're fighting.
[00:00:58.709 --> 00:01:00.951]  Here he is from the Rose Garden yesterday.
[00:01:02.045 --> 00:01:07.548]  What's going on now is the single greatest scam in the history of American politics.
[00:01:08.028 --> 00:01:10.410]  The Democrats want to take away your guns.
[00:01:10.830 --> 00:01:12.491]  They want to take away your health care.
[00:01:12.871 --> 00:01:14.272]  They want to take away your vote.
[00:01:14.332 --> 00:01:15.733]  They want to take away your freedom.
[00:01:15.773 --> 00:01:17.374]  They want to take away your judges.
[00:01:17.894 --> 00:01:19.415]  They want to take away everything.
[00:01:19.715 --> 00:01:21.076]  We can never let this happen.
[00:01:21.576 --> 00:01:25.098]  We're fighting to drain the swamp, and that's exactly what I'm doing.
[00:01:25.479 --> 00:01:27.260]  And you see why we have to do it.
[00:01:27.760 --> 00:01:31.202]  Because our country is at stake, like never before.
[00:01:31.542 --> 00:01:32.563]  It's all very simple.
[00:01:33.264 --> 00:01:36.546]  They're trying to stop me, because I'm fighting for you.
[00:01:37.206 --> 00:01:38.487]  And I'll never let that happen.
[00:01:40.748 --> 00:01:41.629]  That's Saturday.
[00:01:43.635 --> 00:01:49.098]  This is what he had to say on Friday, surreptitiously videoed when he's talking to the Diplomatic Corps at the UN.
[00:01:49.118 --> 00:01:50.018]  The U.S.
[00:01:50.038 --> 00:01:53.360]  Diplomatic Corps is telling him that we're in a war.
[00:01:53.380 --> 00:01:54.441]  And we are.
[00:01:54.641 --> 00:01:55.501]  Here's the President.
[00:01:56.381 --> 00:01:59.043]  So the whistleblower came out and said nothing.
[00:01:59.763 --> 00:02:03.405]  Said a couple of people told me he had a conversation with Ukraine.
[00:02:04.866 --> 00:02:05.666]  We're in a war.
[00:02:06.146 --> 00:02:07.007]  These people are sick.
[00:02:07.830 --> 00:02:08.350]  They're sick.
[00:02:08.911 --> 00:02:10.391]  And nobody's called it out like I do.
[00:02:10.451 --> 00:02:11.292]  I don't understand.
[00:02:11.332 --> 00:02:12.833]  People are afraid to call it out.
[00:02:12.893 --> 00:02:15.054]  They're afraid to say that the press is crooked.
[00:02:15.574 --> 00:02:16.555]  We have a crooked press.
[00:02:16.595 --> 00:02:17.815]  We have a dissatisfied media.
[00:02:17.835 --> 00:02:22.238]  I want to know, who's the person that gave the whistleblower?
[00:02:22.298 --> 00:02:24.979]  Who's the person that gave the whistleblower the information?
[00:02:25.359 --> 00:02:26.600]  Because that's close to a spy.
[00:02:27.679 --> 00:02:31.380]  You know what we used to do in the old days when we were smart, right?
[00:02:31.440 --> 00:02:33.041]  With spies and treason, right?
[00:02:33.541 --> 00:02:35.741]  We used to handle it a little differently than we do now.
[00:02:37.402 --> 00:02:40.803]  Now you have guys like little Adam Schiff defending you.
[00:02:41.543 --> 00:02:42.563]  The little Adam.
[00:02:42.604 --> 00:02:43.784]  He says, that's all right.
[00:02:45.006 --> 00:02:47.608]  And we now have the timeline of exactly what happened.
[00:02:48.389 --> 00:02:56.955]  Back in mid-August, August 14th, they had the supposed whistleblower report written up by a powerful Democratic law firm that works for Hillary Clinton.
[00:02:56.975 --> 00:02:58.176]  This has now come out over the weekend.
[00:02:58.196 --> 00:03:00.177]  We'll go through all the news in the next segment.
[00:03:02.579 --> 00:03:04.741]  And they just prepared this lie.
[00:03:04.761 --> 00:03:09.244]  That's why Pelosi went ahead with the impeachment press conference before she ever read the transcript.
[00:03:10.525 --> 00:03:11.986]  The two are night and day different.
[00:03:12.427 --> 00:03:14.208]  The president did absolutely nothing wrong.
[00:03:16.288 --> 00:03:22.792]  I mean, we've got Obama on the stage with the Russian Prime Minister Medvedev, remember, saying, oh, after the election, I can do a lot more.
[00:03:22.812 --> 00:03:23.613]  Well, guess what?
[00:03:23.633 --> 00:03:24.814]  That's not an impeachable offense.
[00:03:25.934 --> 00:03:27.736]  The president is the executive branch.
[00:03:27.796 --> 00:03:33.379]  He's allowed to make deals with foreign powers as long as they're not selling the country out.
[00:03:34.240 --> 00:03:42.566]  But the Chinese communists have bought this nation off, and the Russians bought off Hillary to a great extent with the uranium one and so many other issues.
[00:03:42.586 --> 00:03:45.988]  I mean, Trump is the stalwart for this nation.
[00:03:47.602 --> 00:03:50.843]  Yeah, wrote the letter on August 12th, but Schiff and others had it.
[00:03:52.363 --> 00:03:59.985]  By the 14th, they admit, and then waited over a month to sneak attack the disinfo and say, oh, we've got all the proof.
[00:04:00.305 --> 00:04:01.326]  We've got the whistleblower.
[00:04:02.106 --> 00:04:02.806]  Whistleblower!
[00:04:03.706 --> 00:04:07.367]  And then Paul Krugman comes out from the New York Times and says, soon we'll all be in FEMA camps.
[00:04:08.308 --> 00:04:09.748]  Trump's going to put journalists in camps.
[00:04:10.348 --> 00:04:12.369]  It's Obama went after the whistleblowers.
[00:04:12.769 --> 00:04:16.810]  And Obama went after the press and locked up hundreds of people, more than even Lincoln did.
[00:04:18.541 --> 00:04:21.382]  But again, it's a total lie, a total projection of what they're doing.
[00:04:21.642 --> 00:04:28.966]  It's conservatives being kicked off the air, and being sued, and lied about, and arrested, and persecuted, and blacklisted.
[00:04:30.179 --> 00:04:33.362]  We're going to go over some of Krugman's famous faux pas.
[00:04:33.602 --> 00:04:34.603]  Feet in the mouth.
[00:04:35.244 --> 00:04:37.125]  Because you really just can't put your foot in your own ass.
[00:04:37.666 --> 00:04:40.348]  But remember he said the internet would be gone by 2005.
[00:04:40.448 --> 00:04:43.131]  No one would use it anymore.
[00:04:43.451 --> 00:04:43.812]  Said that in 1998.
[00:04:44.812 --> 00:04:47.315]  And other really hilarious stuff.
[00:04:47.595 --> 00:04:49.757]  We've got some of those coming up for you.
[00:04:50.278 --> 00:04:54.201]  Because he says, man, liberal media is all being put in camps by Trump.
[00:04:54.401 --> 00:04:54.822]  Oh, yeah.
[00:04:55.816 --> 00:04:57.898]  He says either we arrest Trump or we all get put in camps.
[00:04:58.218 --> 00:05:01.621]  He says arrest the president, then flips around and goes, he wants to arrest us!
[00:05:02.121 --> 00:05:03.762]  Total inversion in one statement.
[00:05:06.184 --> 00:05:14.411]  This transmission is coming to you... Waging war on corruption.
[00:05:16.213 --> 00:05:22.358]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:05:29.953 --> 00:05:32.594]  Nowadays, if you get a Nobel Prize, it's a joke.
[00:05:34.014 --> 00:05:34.574]  It really is.
[00:05:34.594 --> 00:05:40.656]  And there's articles out, even from the Wall Street Journal, saying, are movie reviews dead?
[00:05:42.896 --> 00:05:45.137]  There's other articles saying, is political polling dead?
[00:05:45.357 --> 00:05:46.517]  And the answer is yes.
[00:05:47.797 --> 00:05:57.720]  When you don't have any integrity, and you give Nobel Prizes to criminals and liars, or when Rotten Tomatoes is on record being paid off to give horrible movies 100% reviews,
[00:06:01.186 --> 00:06:08.252]  But then they give zero review to Dave Chappelle because he says he's sick of political correctness, and he gets a 98 from fans.
[00:06:09.252 --> 00:06:14.396]  People know it's a fraud, and it loses all value, and it becomes a total joke.
[00:06:16.738 --> 00:06:27.427]  And the Democratic Party and the corporate media and the Hollywood scum, bought and paid for by the chi-coms, who literally own the majority of six of the eight big Hollywood production firms,
[00:06:28.849 --> 00:06:47.453]  Now know that no one believes them other than their own cult followers, maybe 20% of the public, who knows it's all a lie, but goes with it because they still think they can fool somebody or they can at least disrupt the country and cause a stock market crash.
[00:06:48.390 --> 00:06:53.713]  Remember last year, Bill Maher came out and said, I want to crash the economy so that Trump doesn't win.
[00:06:53.753 --> 00:06:54.634]  He said it again this year.
[00:06:55.294 --> 00:06:58.376]  And then the private Federal Reserve raised interest rates a bunch to do that.
[00:06:58.477 --> 00:07:04.580]  I mean, we're watching groups openly try to sabotage the country at the behest of foreign powers.
[00:07:06.141 --> 00:07:16.148]  While telling us continually the president's a traitor and he's selling us out to the Russians and the Ukrainians and everybody else when he's the America first president, everybody knows it.
[00:07:19.557 --> 00:07:27.364]  So, let me hit one of their chief liars first out of all this huge news because it's illustrative of everything we're going to cover.
[00:07:27.824 --> 00:07:43.377]  Paul Krugman won a Nobel Prize for Economics for supporting and pushing Obama-era type economic propaganda.
[00:07:44.497 --> 00:07:48.219]  Which is de-industrialization of the West, screwing America over garbage.
[00:07:48.999 --> 00:08:00.025]  Paul Krugman famously said that President Trump would never be elected, and if he was, there'd be a stock market crash when he got elected.
[00:08:00.365 --> 00:08:01.245]  Instead, it went straight up.
[00:08:01.546 --> 00:08:02.206]  Everybody knows that.
[00:08:02.586 --> 00:08:06.028]  That guy's pulled up a graph of stock market since
[00:08:09.198 --> 00:08:09.599]  2016, December 2016.
[00:08:10.439 --> 00:08:11.960]  By then, it's skyrocketing straight up.
[00:08:12.640 --> 00:08:13.340]  Everybody knows that.
[00:08:13.420 --> 00:08:14.721]  Almost doubled, basically, since then.
[00:08:17.502 --> 00:08:22.784]  And then Krugman famously, of course, said that Trump would never get the growth rate up to 3%.
[00:08:22.864 --> 00:08:25.845]  Remember, Obama said Trump doesn't have a magic wand.
[00:08:25.865 --> 00:08:26.426]  You can't do it.
[00:08:26.726 --> 00:08:27.706]  Obama could never do it.
[00:08:27.826 --> 00:08:28.426]  Trump got it up to 3.8.
[00:08:31.468 --> 00:08:32.328]  So, there you go again.
[00:08:34.406 --> 00:08:38.427]  And then since 2016, right through 2019, you see it continue to go up.
[00:08:38.447 --> 00:08:40.088]  We can pull up that graph from 2016 and 2019, please.
