[00:00:01.934 --> 00:00:04.615]  Waging war on corruption.
[00:00:04.615 --> 00:00:13.857]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:13.857 --> 00:00:29.081]  Well, it's well known that under Obama, the backman of Joe Biden, the sellout to China was even more intense than it had been under the Clintons.
[00:00:29.081 --> 00:00:29.341]  Bush
[00:00:30.433 --> 00:00:36.595]  Turned a blind eye to a lot of it, but the Clintons aggressively sold out basically all the secrets we had in the 90s.
[00:00:36.595 --> 00:00:45.419]  Missile secrets, technology transfers, one-sided trade deals, let them into the WTO as a developing country under different rules to totally screw us.
[00:00:45.419 --> 00:00:47.259]  It's all one-sided.
[00:00:47.259 --> 00:00:58.203]  But when Trump came out in a speech today and said, oh, I might ask China about the corruption of the Bidens, the media's spinning it that they mean Ukraine.
[00:00:58.203 --> 00:00:59.404]  No, ladies and gentlemen,
[00:01:00.945 --> 00:01:10.433]  It's a threat to China that we know your bagman is Biden, and Biden and his company's got over a billion dollars for it, and I'm about to bring down your spies.
[00:01:10.433 --> 00:01:13.556]  The media's trying to spin that, that, oh, see, he's a traitor!
[00:01:13.556 --> 00:01:18.900]  He's putting pressure on foreign countries to go after Americans that he's running against.
[00:01:18.900 --> 00:01:21.643]  Biden isn't going to make it to election.
[00:01:21.643 --> 00:01:22.563]  Watch.
[00:01:22.563 --> 00:01:23.524]  He's had another stroke.
[00:01:23.524 --> 00:01:24.125]  He can't talk.
[00:01:25.333 --> 00:01:30.796]  But the big treason is transferring missile secrets and completing that, and Obama did that.
[00:01:30.796 --> 00:01:31.496]  It's high treason.
[00:01:31.496 --> 00:01:34.278]  Here's the report.
[00:01:34.278 --> 00:01:47.604]  While Congress engulfs itself in fantasy impeachment world, while the Squad, Hollywood, Silicon Valley, and the media push racial guilt, totalitarianism, and division deeper into our culture, while the U.S.
[00:01:47.604 --> 00:01:54.068]  border remains open to enemy infiltration and our bureaucracies protecting that border are demonized,
[00:01:54.488 --> 00:01:57.049]  Close the camps now!
[00:01:57.049 --> 00:01:59.010]  Close the camps now!
[00:01:59.010 --> 00:01:59.330]  U.S.
[00:01:59.330 --> 00:02:07.553]  Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.
[00:02:07.553 --> 00:02:23.380]  The Texas Department of Public Safety has reported that border security agencies have arrested several Somali immigrants crossing the southern border who are known members of Al-Shabaab, the terrorist group that launched a deadly attack on the Westgate shopping mall in Nairobi, Kenya.
[00:02:23.880 --> 00:02:32.622]  While Chinese opioids pour into our country, and while active-duty military suicides reach record highs, and the U.S.
[00:02:32.622 --> 00:02:44.204]  military focuses on politically correct diversity, the Communist Chinese subtly announced that wiping democracies off the face of the earth is now a reality.
[00:02:44.204 --> 00:02:47.425]  During their 70th anniversary celebration of
