[00:00:11.595 --> 00:00:12.735]  Big Brother.
[00:00:12.735 --> 00:00:14.516]  Mainstream media.
[00:00:14.516 --> 00:00:16.397]  Government cover-ups.
[00:00:16.397 --> 00:00:18.118]  You want to stop tyranny?
[00:00:18.118 --> 00:00:19.779]  Well, so does he.
[00:00:19.779 --> 00:00:24.481]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:27.907 --> 00:00:39.956]  It's the broadcast that the globalists and the entire corporate combine on a planetary scale have been working in public and behind the scenes to destroy.
[00:00:39.956 --> 00:00:47.721]  But in defiance of their tyranny and thanks to your prayers and support, in many ways we're stronger than we've ever been.
[00:00:47.721 --> 00:00:51.143]  But in other ways, we're on our last legs.
[00:00:51.143 --> 00:00:53.045]  It was the best of times.
[00:00:53.045 --> 00:00:54.566]  It was the worst of times.
[00:00:55.353 --> 00:01:00.558]  And we're just a microcosm of the larger universe of what's happening.
[00:01:00.558 --> 00:01:16.952]  The news is so incredibly important today that I absolutely am going to put myself into the calm mode that I'm able to do but seldom able to carry out on air because there's just so much news and so much information.
[00:01:16.952 --> 00:01:18.354]  But let me just calmly
[00:01:20.309 --> 00:01:46.088]  Lay out that if you go even to mainstream statements by the current head of the DHS and the former head of the DHS, Jay Johnson, and what's happening and what our reporters have videotaped and witnessed and what's happening across the United States and what's being organized, the UN, funded by elements of our own government and stay behind groups put in power by Hillary and Obama,
[00:01:47.301 --> 00:01:56.405]  Help collapse Europe with the help of the EU, with over 10 million military-age men the last seven years, to where Europe is just wrecked.
[00:01:56.405 --> 00:02:03.349]  80 plus percent less terrorism, crime rates off the charts, just bedlam.
[00:02:03.349 --> 00:02:11.432]  Thousands of cars burned per week, hundreds per night, mass stabbings, sex slavery.
[00:02:11.432 --> 00:02:14.694]  The third world in many areas is hell.
[00:02:17.057 --> 00:02:23.421]  And we're in an existential threat crisis here.
[00:02:23.421 --> 00:02:37.651]  And just as they ran the same operation with North African and Middle Easterners and others, I guess Europe in the last seven, eight years, the exact same people are running an attempt with not one, but two caravans of over 40,000.
[00:02:37.651 --> 00:02:40.513]  Now the government's saying 40,000.
[00:02:40.513 --> 00:02:42.434]  They were saying it was 1,000 before and it was 50,000.
[00:02:42.434 --> 00:02:42.935]  So I don't know.
[00:02:47.025 --> 00:02:49.306]  But they're always a lot bigger than they say.
[00:02:49.306 --> 00:02:51.508]  And there's caravans arriving every day of 100, 200, 500, 1,000.
[00:02:51.508 --> 00:03:02.694]  And Beto O'Rourke is there as a literal treasonous traitor, organizing it and bragging that it's happening.
[00:03:02.694 --> 00:03:05.235]  People are coming across not being tested for diseases.
[00:03:05.235 --> 00:03:07.697]  They've been caught smuggling children in mass.
[00:03:07.697 --> 00:03:11.098]  This is insanity.
[00:03:11.098 --> 00:03:11.979]  Total insanity.
[00:03:14.039 --> 00:03:16.121]  But it's designed to bring the country down.
[00:03:16.121 --> 00:03:20.145]  And you've got that backdrop with the deep state trying to overthrow Trump.
[00:03:20.145 --> 00:03:25.850]  All Trump is doing is the basic default that anybody would do to keep the country from collapsing.
[00:03:25.850 --> 00:03:30.354]  But it's not enough because the attack's been launched.
[00:03:30.354 --> 00:03:32.977]  And Trump can't get the laws or the funding to stop it.
[00:03:34.286 --> 00:03:41.392]  And once they overwhelm the courts, and once they overwhelm the detention facilities, it's over.
[00:03:41.392 --> 00:03:45.575]  You'll have 10 million people in the next year come in.
[00:03:45.575 --> 00:03:50.740]  It was a million and a half illegals they know of last year, probably 4 million they don't.
[00:03:50.740 --> 00:03:54.843]  10 million is now estimated will pour in this year.
[00:03:54.843 --> 00:03:56.905]  10 million people.
[00:04:01.252 --> 00:04:11.357]  And there is a crime culture, and MS-13, and a smuggling culture, and all the lawlessness you see in Latin America is now here.
[00:04:11.357 --> 00:04:14.519]  And it's causing giant crime explosions.
[00:04:14.519 --> 00:04:16.900]  So when we come back, it's front and center.
[00:04:16.900 --> 00:04:21.463]  Red Alert is the headline on Infowars.com.
[00:04:21.463 --> 00:04:27.526]  The UN-funded migrant caravans designed to collapse our borders and our nation
[00:04:28.536 --> 00:04:30.457]  Are in full swing.
[00:04:30.457 --> 00:04:35.441]  And now, when I come back, all the articles admitting, even USA Today admits it.
[00:04:35.441 --> 00:04:38.263]  It is the end of the country, as we know it.
[00:04:38.263 --> 00:04:41.806]  Sunday, red alert, UN-funded migrant invasion brings U.S.
[00:04:41.806 --> 00:04:48.511]  border to verge of collapsed ICE reports, and the Democrats say abolish ICE and have no border.
[00:04:49.855 --> 00:04:53.517]  And allow the crime gangs to run everything instead.
[00:04:53.517 --> 00:04:55.319]  If that isn't treason, I don't know what is.
[00:04:55.319 --> 00:04:57.200]  And by the way, we have a big report on treason.
[00:04:57.200 --> 00:04:58.621]  You won't want to miss this Sunday broadcast.
[00:05:00.788 --> 00:05:06.010]  Infowarsstore.com is how you support us, and it's not like we're selling stuff you don't need, you don't want.
[00:05:06.010 --> 00:05:14.573]  The air in the average American home is filled with toxins that put it on par with a major city.
[00:05:14.573 --> 00:05:17.554]  Some of the most polluted areas on earth are major cities.
[00:05:17.554 --> 00:05:19.294]  How can I solve that problem?
[00:05:19.294 --> 00:05:25.556]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[00:05:27.657 --> 00:05:32.979]  The Alexa Pure Breeze Groundbreaking Ion Cluster Air Filter Technology.
[00:05:32.979 --> 00:05:35.941]  And we've got a limited quantity of these left right now.
[00:05:35.941 --> 00:05:39.542]  We're basically selling these at cost because there was a big overhaul.
[00:05:39.542 --> 00:05:43.844]  Go ahead and read the hundreds of five-star reviews for yourself.
[00:05:43.844 --> 00:05:45.665]  I've got two in my home.
[00:05:45.665 --> 00:05:51.767]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[00:05:51.767 --> 00:05:52.608]  Don't live
[00:05:53.428 --> 00:05:57.512]  In a polluted major city in your home, have clean air.
[00:05:57.512 --> 00:06:04.499]  Go to InfoWarsStore.com.
[00:06:04.499 --> 00:06:11.085]  You are listening to an InfoWars.com frontline report.
[00:06:11.085 --> 00:06:14.988]  If you are receiving this transmission, you are the resistance.
[00:06:22.592 --> 00:06:32.899]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:32.899 --> 00:06:40.183]  Alright, I intend for this to be a very zen broadcast, which I'm actually able to do quite well and focus.
[00:06:40.183 --> 00:06:45.827]  Because it's what duty demands be done, so I'm going to be as calm as I can.
