[00:00:15.173 --> 00:00:17.776]  Waging war on corruption.
[00:00:17.776 --> 00:00:19.198]  It's Alex Jones.
[00:00:27.629 --> 00:00:31.193]  It is January 6th, 2019.
[00:00:31.193 --> 00:00:35.116]  I'm your host, Alex Jones.
[00:00:35.116 --> 00:00:46.527]  And the anti-American, anti-free market, anti-Western, anti-Christian, globalist corporate Borg have decided that I'm a troublemaker.
[00:00:47.549 --> 00:00:57.172]  And for many years they've been trying to take me off the air, but now we've been sustaining under incredible frontal assaults, backstabbing assaults, every assault you can imagine.
[00:00:57.172 --> 00:00:58.373]  And I'm not a victim.
[00:00:58.373 --> 00:00:59.553]  I'm not an SJW.
[00:00:59.553 --> 00:01:06.355]  I am extremely pleased and very happy to be in the position we're in.
[00:01:06.355 --> 00:01:14.398]  I personally don't like some of the pain, but as Glenn Danzig once said, I don't mind the pain.
[00:01:15.720 --> 00:01:24.287]  Because if it brings me to a better outcome of where I need to go, I'm ready to do it.
[00:01:24.287 --> 00:01:32.875]  But you know, the pain of submitting to the globalists is much greater than going with the pain of resisting them.
[00:01:32.875 --> 00:01:39.220]  But still be forewarned, my friends.
[00:01:39.220 --> 00:01:42.443]  I don't mind the pain.
[00:01:42.443 --> 00:01:43.884]  But the way of avoiding pain
[00:01:45.868 --> 00:01:50.571]  Leads into entropy, leads into collapse.
[00:01:50.571 --> 00:02:07.183]  Now, the reason I'm more confident than ever is that everything we've predicted, everything we've broken down, everything that we've covered in the giant global spectrum of news and information is so damn on target.
[00:02:07.183 --> 00:02:09.265]  It's just uncanny.
[00:02:09.265 --> 00:02:12.227]  And that's really what matters at the end of the day.
[00:02:13.317 --> 00:02:19.323]  Is that humanity have a choice to make about which side they stand on and what they want to do.
[00:02:19.323 --> 00:02:27.231]  And then if people make the wrong decision, that's okay because the decision is more important than even the destination.
[00:02:27.231 --> 00:02:31.555]  You've heard the journey is the destination and that really is true, isn't it?
[00:02:33.479 --> 00:02:40.381]  Now, that said, we have a spectrum of news, because I've been up working since 5.30 this morning.
[00:02:40.381 --> 00:02:40.661]  5.30.
[00:02:40.661 --> 00:02:43.362]  I almost over-prepared like this when I'm on fire.
[00:02:43.362 --> 00:02:46.243]  I've been working since 5.30 this morning.
[00:02:46.243 --> 00:02:47.123]  I'm not bragging.
[00:02:47.123 --> 00:02:48.484]  It's the truth.
[00:02:48.484 --> 00:02:50.604]  Actually, 5.15.
[00:02:50.604 --> 00:02:51.505]  I'm on the crapper.
[00:02:51.505 --> 00:02:52.185]  I'm working.
[00:02:52.185 --> 00:02:53.465]  I'm cooking food for my kids.
[00:02:53.465 --> 00:02:54.125]  I'm working.
[00:02:54.125 --> 00:02:55.866]  I'm throwing my baby up in the air.
[00:02:55.866 --> 00:02:57.286]  I'm always working.
[00:02:57.286 --> 00:03:01.168]  But I've been really working since 5.15 this morning.
[00:03:06.187 --> 00:03:09.348]  And I've got a very, very clear picture of what's going on here.
[00:03:09.348 --> 00:03:31.114]  When we come back from break, I'm not going to do the normal thing where I mention some of what's coming up on the broadcast, because it's all important, but none of it is as paramount as Communist China openly threatening
[00:03:32.844 --> 00:03:34.685]  To attack the United States.
[00:03:34.685 --> 00:03:37.968]  By the way, I know you guys gave me like four copies of that when I printed it.
[00:03:37.968 --> 00:03:39.869]  It's a Zero Hedge article.
[00:03:39.869 --> 00:03:40.430]  Oh, there it is.
[00:03:40.430 --> 00:03:41.971]  Okay, I found it.
[00:03:41.971 --> 00:03:48.716]  When you got like 200 articles in front of you, it doesn't matter if I looked at them all five, six times a day and read half of them, scanned the other half.
[00:03:48.716 --> 00:03:53.640]  It just turns into a tornado of information.
[00:03:53.640 --> 00:04:02.287]  And then I kind of know why the average person doesn't want to spend all their hours researching this, because you're either in this game of total war for humanity, or you're not in the game.
[00:04:03.339 --> 00:04:13.767]  Because it really is true that life is war and everything intermittent between times of war is nothing but preparation for the next war.
[00:04:13.767 --> 00:04:21.412]  And if you don't realize that, well, you really don't realize how the universe works.
[00:04:21.412 --> 00:04:22.012]  Because what is war?
[00:04:24.255 --> 00:04:27.319]  We think of war as tanks and troops bombing each other.
[00:04:27.319 --> 00:04:29.001]  But no, war is struggle.
[00:04:29.001 --> 00:04:30.943]  War is competition.
[00:04:30.943 --> 00:04:35.208]  War is the exercise of what works best.
[00:04:35.208 --> 00:04:36.330]  And when you remove war...
[00:04:38.596 --> 00:04:43.381]  You bring in a stagnation that is the final war of extinction.
[00:04:43.381 --> 00:04:53.390]  So I seek to end physical war, but I seek to augment and intensify daily war, both ritualized and real, to help us accelerate to the next level.
[00:04:53.390 --> 00:04:56.072]  Because it's only through struggle that we become stronger.
[00:04:56.072 --> 00:04:56.753]  Everyone knows that.
[00:05:00.441 --> 00:05:07.647]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[00:05:07.647 --> 00:05:19.996]  Help the good bacteria thrive and support overall digestive health with our specially formulated Prebiotic Fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[00:05:20.717 --> 00:05:31.802]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[00:05:31.802 --> 00:05:38.565]  InfoWars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[00:05:39.165 --> 00:05:53.830]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[00:05:53.830 --> 00:05:56.491]  Head to InfoWarsLife.com or call 1-888-253-3139.
[00:06:01.844 --> 00:06:07.008]  Over 20 years ago, Alex Jones created the media platform called InfoWars.
[00:06:07.008 --> 00:06:21.277]  And in the decades since, it's grown into a truly remarkable institution with over 200 radio affiliates, tens of millions of unique website visitors monthly, and a 24-7 live news TV channel broadcasting from state-of-the-art studios in
[00:06:21.457 --> 00:06:22.578]  Austin, Texas.
[00:06:22.578 --> 00:06:34.673]  InfoWars has become the most trusted independent news source in the country, dedicated to delivering breaking news, live coverage of special events, and exclusive reports you won't find anywhere else.
[00:06:34.673 --> 00:06:40.320]  While the old guard media struggles to maintain supremacy in a landscape rocked by innovation and technology,
[00:06:40.900 --> 00:06:45.083]  InfoWars has been at the forefront of the information revolution.
[00:06:45.083 --> 00:06:57.691]  From 8 million radio listeners, over 2 million YouTube subscribers, or the billions of views of our online content, InfoWars proves dominant in every facet of media we enter.
[00:06:57.691 --> 00:07:07.018]  For the hardest-hitting reports, uncompromising analysis, for high-profile interviews and bombshell revelations, accept no substitutes.
[00:07:07.018 --> 00:07:08.479]  Demand truth.
[00:07:08.479 --> 00:07:10.120]  Demand InfoWars.
[00:07:11.941 --> 00:07:14.203]  InfoWars, tomorrow's news.
[00:07:14.203 --> 00:07:24.913]  Today, Alex Jones coming to you live from the front lines of the InfoWars.
[00:07:24.913 --> 00:07:26.274]  It's Sunday, January 6, 2019.
[00:07:26.274 --> 00:07:29.136]  I'm your host, Alex Jones.
[00:07:29.136 --> 00:07:33.200]  I'm honored and blessed to be here.
[00:07:33.200 --> 00:07:36.523]  They've had everything from the New York Times, the Washington Post, the Texas Monthly.
[00:07:40.034 --> 00:07:45.757]  Try to piss down the backs of the American people and tell them that Infowars had a horrible year.
[00:07:45.757 --> 00:08:00.703]  Infowars had an amazing year of being directly over the target and predicting the launch of nationalism worldwide, the rebirth of populism, and that the globals would try to kill the economy and that they would try to collapse our borders.
[00:08:00.703 --> 00:08:04.605]  We're proud to be here telling the truth.
[00:08:04.605 --> 00:08:08.167]  We're proud to be here standing firm for this nation.
[00:08:08.167 --> 00:08:08.327]  Now,
