[00:00:11.884 --> 00:00:21.730]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[00:00:21.730 --> 00:00:29.394]  Du, du hast, du hast mich.
[00:00:29.394 --> 00:00:34.037]  Du, du hast, du hast mich.
[00:00:47.999 --> 00:00:53.583]  Thank you for joining us, ladies and gentlemen, on the Sunday Global Transmission, January 27, 2019.
[00:00:53.583 --> 00:00:58.667]  We'll be here as we are every Sunday, 4 to 6 p.m.
[00:00:58.667 --> 00:01:01.670]  Central Standard Time.
[00:01:01.670 --> 00:01:06.153]  I've thought a lot about what I'm going to say today.
[00:01:06.153 --> 00:01:07.434]  It's complex.
[00:01:07.434 --> 00:01:15.841]  There's a lot of different angles to it, and I think the best way to lay it out is just get into it, and then open the phones up and get your take on the situation as well.
[00:01:17.315 --> 00:01:22.477]  And that's the paradox that Trump's tried to do a lot of good things and has done some really good things.
[00:01:22.477 --> 00:01:25.979]  My gut tells me he's a good guy.
[00:01:25.979 --> 00:01:31.081]  And he's going to be able to declare an emergency in 21 days, and the Democrats will be in the wrong.
[00:01:31.081 --> 00:01:39.424]  Because they had a government shutdown, they didn't even take reasonable compromise, because they want to hurt the economy.
[00:01:39.424 --> 00:01:40.805]  And Trump knows that.
[00:01:40.805 --> 00:01:43.286]  And so now he will then declare the emergency, or at least he should.
[00:01:44.400 --> 00:01:49.162]  He should have done it 35 days ago before the emergency started.
[00:01:49.162 --> 00:01:51.843]  Because they were already in concentrate.
[00:01:51.843 --> 00:01:54.944]  And that's just a window into the issue with Trump.
[00:01:54.944 --> 00:02:02.127]  And the fact that he's in the swamp, he's bogged down in the swamp, and the swamp is basically engaged in mutiny.
[00:02:02.127 --> 00:02:12.891]  So, President Trump is being prepared for destruction in front of all of us right now.
[00:02:14.485 --> 00:02:20.346]  And he's constantly lied to and told that, oh, of course you're not the target of the fake Russiagate investigation.
[00:02:20.346 --> 00:02:26.168]  And then we learned that they lied to Congress, they lied to him, they all committed crimes.
[00:02:26.168 --> 00:02:29.008]  McCabe, you name it.
[00:02:29.008 --> 00:02:31.749]  Comey, Rosenstein.
[00:02:31.749 --> 00:02:40.991]  To the President, to Congress, everyone, they are a power unto themselves, a rogue group of lawyers that pass the power onto each other like a new form of royalty.
[00:02:41.943 --> 00:02:48.206]  Disgusting, glad-handing, back-slapping group of Clintonistas.
[00:02:48.206 --> 00:02:54.849]  Sure, Mueller was brought in by Bush Sr.
[00:02:54.849 --> 00:02:57.530]  His predecessor, the Attorney General, brought him in.
[00:02:57.530 --> 00:03:03.072]  And then, of course, he was there with George W. Bush as well.
[00:03:03.072 --> 00:03:05.374]  But all of them are Democratic operatives.
[00:03:05.374 --> 00:03:07.815]  Every single one of them is Democrat in name.
[00:03:09.062 --> 00:03:13.126]  Except for Mueller, and he's a Democrat in action, and this is a cabal.
[00:03:13.126 --> 00:03:16.909]  This is how third world countries and other nations always end up falling.
[00:03:16.909 --> 00:03:27.458]  They always last 100, 150, 200 years, sometimes less, and the federal security services take over.
[00:03:27.458 --> 00:03:35.886]  In Rome, it got to where the Vitorian Guard were having coups every few months, and things were so unstable, and everything was just power struggles over who was in charge.
[00:03:37.580 --> 00:03:41.703]  And I have inadvertently got in the middle of a major power struggle.
[00:03:41.703 --> 00:03:42.864]  I don't want to be in D.C.
[00:03:42.864 --> 00:03:47.328]  I don't want to be at their cool guy clubs and their golf courses.
[00:03:47.328 --> 00:03:48.469]  I'm not trying to be there.
[00:03:48.469 --> 00:03:51.791]  I can't stand the vibe or the people in L.A.
[00:03:51.791 --> 00:03:53.032]  or in D.C.
