[00:00:04.494 --> 00:00:05.054]  We've got it.
[00:00:05.074 --> 00:00:11.538]  This transmission is coming to you.
[00:00:11.618 --> 00:00:13.699]  Waging war on corruption.
[00:00:16.000 --> 00:00:17.881]  It's Alex Jones.
[00:00:17.981 --> 00:00:21.643]  Coming to you live from the front lines of the InfoWar.
[00:00:37.129 --> 00:00:39.531]  Friday, July 19th, 2019.
[00:00:39.571 --> 00:00:49.520]  I have a particularly large grouping of articles, stories, documents, reports, videos to try to get to.
[00:00:53.204 --> 00:00:55.286]  What have I just read headlines?
[00:00:56.331 --> 00:01:01.774]  Trans activist sues Brazilian wax business after owner refuses to shave her balls.
[00:01:04.555 --> 00:01:07.636]  Facebook survey asks users if they condone pedophilia.
[00:01:09.617 --> 00:01:14.239]  University, stop using the words Americans, America, or policemen or you'll be fired.
[00:01:16.741 --> 00:01:20.482]  Ilhan Omar didn't just lobby for ISIS members to not go to prison.
[00:01:21.023 --> 00:01:23.884]  She also voted against bill blocking terrorists from life insurance.
[00:01:27.884 --> 00:01:34.189]  Video abortion activist uses watermelon to demonstrate procedure to dehumanize the baby.
[00:01:35.931 --> 00:01:39.774]  Here comes the McConnell budget deal that will rule the rest of Trump's presidency.
[00:01:41.115 --> 00:01:46.480]  And Rush Limbaugh's being attacked for abandoning fiscal conservatism.
[00:01:47.020 --> 00:01:49.262]  He didn't abandon fiscal conservatism.
[00:01:49.943 --> 00:01:51.844]  He came to planet Earth.
[00:01:54.626 --> 00:01:55.147]  It's too late.
[00:01:57.148 --> 00:01:58.909]  I'm going to explain this, and I've explained it a lot.
[00:01:59.629 --> 00:02:01.970]  We're in a global devaluation race.
[00:02:03.891 --> 00:02:07.573]  And we've got to keep the currency dominant now, or it'll get totally devalued.
[00:02:07.753 --> 00:02:12.475]  Everyone else that gets defeated in this war will go Zimbabwe style.
[00:02:12.936 --> 00:02:14.316]  Weimar Germany style.
[00:02:14.916 --> 00:02:16.897]  There's no turning back now, ladies and gentlemen.
[00:02:18.438 --> 00:02:18.918]  The U.S.
[00:02:18.938 --> 00:02:21.860]  was supposed to be economically taken out under Hillary.
[00:02:23.060 --> 00:02:25.081]  Their plan's not going the way they wanted.
[00:02:27.335 --> 00:02:30.556]  Prints money roughly about five times faster than we do.
[00:02:32.097 --> 00:02:33.277]  Props up their stock market.
[00:02:33.317 --> 00:02:36.658]  And Trump's right to come in and say, okay, let's prop ours up.
[00:02:37.418 --> 00:02:41.420]  And if we're going to do this, let's just go ahead and turn the presses up.
[00:02:41.760 --> 00:02:44.961]  Because we're in a global system and it's already being done.
[00:02:46.802 --> 00:02:47.702]  It's the point of return.
[00:02:49.042 --> 00:02:50.863]  The allegory, the analogy is like this.
[00:02:50.983 --> 00:02:56.645]  I had a Labrador Retriever named Max.
[00:02:58.029 --> 00:03:02.270]  From the time I was five years old to the time I was 20.
[00:03:02.610 --> 00:03:08.051]  And that's 15 years, a long time for a lab.
[00:03:09.492 --> 00:03:12.753]  And I would take it.
[00:03:12.913 --> 00:03:13.893]  He had hip dysplasia.
[00:03:14.233 --> 00:03:15.353]  We would have to put him down when he was 12.
[00:03:16.814 --> 00:03:22.695]  But I would take him to the vet and I would get him to give him corticotypic steroids, which
[00:03:25.512 --> 00:03:29.234]  Can make your muscles fall apart, can mess up your joints.
[00:03:29.834 --> 00:03:30.694]  He'd have been dead.
[00:03:30.714 --> 00:03:31.555]  He couldn't get up.
[00:03:32.275 --> 00:03:33.475]  There's no surgeries for that.
[00:03:34.196 --> 00:03:34.696]  So it's a catch-22.
[00:03:34.776 --> 00:03:36.797]  He'll have three more years.
[00:03:37.717 --> 00:03:41.639]  And I work for a large animal vet, Sonny, all about Depo-Medrol and stuff.
[00:03:42.059 --> 00:03:48.242]  Some of these vets will go, well, we're going to give you this little bottle, but don't give him more than that because it could hurt him.
[00:03:48.422 --> 00:03:50.923]  Well, when the regular dose wouldn't work, I'd give him more.
[00:03:52.486 --> 00:04:02.115]  Because I would call back and talk to the vet I knew in East Texas, and he said it was a catch-22, just give him more, but I'd have to go to maybe two vets to get enough of it, because vets wouldn't give me enough.
[00:04:02.616 --> 00:04:05.839]  Well, I made the decision to not put the dog down, and he was happy.
[00:04:06.179 --> 00:04:11.284]  I'd give him twice what you're supposed to give him, supposedly, and the dog would be up in a day, happy, running around.
[00:04:11.544 --> 00:04:12.765]  He lived three more years.
[00:04:13.946 --> 00:04:17.530]  So I'm gonna explain this, and I know the audience can disagree if you want, or you can agree, but
[00:04:18.516 --> 00:04:22.918]  It's like this country, ladies and gentlemen, is a Labrador with hip dysplasia.
[00:04:23.958 --> 00:04:26.679]  And Trump's got the right course.
[00:04:27.279 --> 00:04:28.340]  He's trying to build industry.
[00:04:28.660 --> 00:04:29.980]  He's trying to empower the people.
[00:04:30.861 --> 00:04:33.442]  He's trying to build up the military, because that's all we've got.
[00:04:34.622 --> 00:04:35.823]  We've been totally hollowed out.
[00:04:36.003 --> 00:04:40.104]  And we're in a war with currency devaluation, with money printing.
[00:04:40.805 --> 00:04:43.826]  And so, we're damned if we do, we're damned if we don't.
[00:04:44.887 --> 00:04:49.430]  But, you know, all this talk about getting back to the fiscal and all the rest of it, we're in a fiat system.
[00:04:50.091 --> 00:04:51.312]  This system's going out.
[00:04:51.712 --> 00:04:56.256]  It's why they're getting all the Global Casual Society stuff ready on the ashes of America.
[00:04:56.716 --> 00:04:56.916]  No.
[00:04:57.717 --> 00:05:00.499]  We've got to prop America up and come up with a third solution.
[00:05:03.655 --> 00:05:06.917]  Subscribestar.com forward slash Alex Jones.
[00:05:07.538 --> 00:05:10.619]  That's where the next adventure against tyranny begins.
[00:05:11.260 --> 00:05:19.105]  That's where I'm going to be posting exclusive content seven days a week in the fight for human freedom worldwide.
[00:05:19.565 --> 00:05:24.788]  That's where people that are at the third tier will get a free special edition t-shirt and more.
[00:05:25.789 --> 00:05:26.610]  Subscribestar.
[00:05:27.050 --> 00:05:27.691]  Alex Jones.
[00:05:28.172 --> 00:05:28.972]  Search it today.
[00:05:29.533 --> 00:05:30.714]  It's a super hot site.
[00:05:30.894 --> 00:05:31.615]  It's pro-freedom.
[00:05:31.655 --> 00:05:32.516]  It's pro-free speech.
[00:05:32.996 --> 00:05:34.217]  It's exploding right now.
[00:05:34.257 --> 00:05:36.740]  We're very excited to be involved at Subscribestar.
[00:05:37.000 --> 00:05:42.846]  So be sure and join me at Subscribestar.com forward slash Alex Jones for the next level
[00:05:43.106 --> 00:05:43.326]  We're good.
[00:06:06.377 --> 00:06:08.499]  Waging war on corruption.
[00:06:09.020 --> 00:06:14.125]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:34.930 --> 00:06:38.351]  Ladies and gentlemen, we are live broadcasting worldwide.
[00:06:38.531 --> 00:06:40.332]  I am your host, Alex Jones.
[00:06:40.352 --> 00:06:42.032]  We're going to be here for the next four hours.
[00:06:42.072 --> 00:06:46.253]  Then the War Room with Owen Schroyer kicks it into high gear.
[00:06:46.633 --> 00:06:48.734]  And I'll return this Sunday, 4 to 6 p.m.
[00:06:48.774 --> 00:06:51.255]  Central, with the live Sunday transmission.
[00:06:52.475 --> 00:06:52.735]  Wow!
[00:06:53.956 --> 00:06:58.477]  This whole Ilhan Omar, the Jihad squad, all of it,
[00:06:59.741 --> 00:07:10.130]  Really illustrates what a bunch of cowards the Republican establishment is and how you turn on any channel, they're saying, well, what the president has said is racist and he needs to walk it back.
[00:07:11.992 --> 00:07:17.356]  No, Ilhan Omar has openly said she doesn't like this country.
[00:07:18.197 --> 00:07:23.141]  She said that she's going to teach us how to be patriotic and we should be ashamed of ourselves.
[00:07:23.582 --> 00:07:24.703]  I played that clip on Monday.
[00:07:26.351 --> 00:07:32.092]  She's also said the Border Patrol has people in concentration camps and that we're killing children.
[00:07:32.152 --> 00:07:33.933]  Do I need to play clips of her again?
[00:07:33.973 --> 00:07:35.613]  I can't stand her arrogant voice.
