[00:00:21.072 --> 00:00:23.036]  Welcome to the InfoWars Nightly News.
[00:00:23.076 --> 00:00:26.843]  It is Friday the 13th, 2015, and I'm Leigh Ann McAdoo.
[00:00:27.124 --> 00:00:28.466]  Here are tonight's top stories.
[00:00:34.099 --> 00:00:37.721]  New FCC rules are designed to ruin political speech.
[00:00:38.361 --> 00:00:41.783]  Then, the law that would make it illegal to film police.
[00:00:42.624 --> 00:00:46.286]  And how holding a door open is now considered sexist.
[00:00:46.826 --> 00:00:50.589]  That's next, on the InfoWars Nightly News.
[00:00:50.949 --> 00:00:55.511]  You're chopping women's genitals off and torturing them and selling them to rape slave gangs.
[00:00:55.551 --> 00:00:58.533]  That's trendy and liberal because it's a foreign culture.
[00:01:01.220 --> 00:01:08.707]  Well, the FCC finally made public the details of the so-called net neutrality rules that were approved two weeks ago.
[00:01:09.107 --> 00:01:15.893]  And as we've stated, the internet is already free and open, so this amounts to little more than a power grab.
[00:01:16.234 --> 00:01:20.598]  Now, you can view a PDF of the full 400-page document online.
[00:01:20.958 --> 00:01:22.840]  We've pulled out a few of the things for you here.
[00:01:23.380 --> 00:01:28.466]  On its face, it seems like some of these things like no throttling and no blocking, these are good.
[00:01:28.586 --> 00:01:30.207]  They're valuable to the public interest.
[00:01:30.628 --> 00:01:37.335]  But then you start seeing words like enforcement, required, must be, and legal authority, and they're creating a whole
[00:01:38.456 --> 00:01:38.696]  All right.
[00:01:56.454 --> 00:02:01.015]  They say they're rendering it effectively if not technically useless.
[00:02:01.395 --> 00:02:03.535]  So they're kind of skirting around their own rules there.
[00:02:04.095 --> 00:02:10.376]  It will also give government authorities the ability to censor their political enemies and limit their use of the internet.
[00:02:10.756 --> 00:02:24.839]  Now you'll recall we reported last year on an FCC study they were going around to newsrooms and doing a poll basically of journalists having them take this test talking about their news philosophy and how do they pick out the stories
[00:02:25.419 --> 00:02:29.000]  How do they choose the certain stories that they decide to air?
[00:02:29.560 --> 00:02:34.062]  And it was an obvious underhanded attempt to revive the fairness doctrine.
[00:02:34.442 --> 00:02:39.723]  And of course, we've already heard rumblings of making sure you're being fair with the ads that you put on your website.
[00:02:40.223 --> 00:02:45.365]  All of this stuff was forewarned about by one of the FCC's very own commissioners, Ajit Pai.
[00:02:45.925 --> 00:02:58.589]  He said, the internet has become a powerful force for freedom, both at home and abroad, so it is sad to witness the FCC's unprecedented attempt to replace that freedom with government control.
[00:02:58.929 --> 00:03:01.170]  So this was coming out, you know, in the days leading up
[00:03:01.850 --> 00:03:02.191]  I think so.
[00:03:18.283 --> 00:03:34.592]  But something that we did notice right away and we found very interesting was that you'll find in the footnotes, it'll say something like Google's opinion, eBay's opinion, even companies like Etsy, who aren't even that big yet, all giving opinions to this FCC report.
[00:03:34.672 --> 00:03:40.175]  So, kind of curious when all that was taking place and it's also just kind of revealing once again
[00:03:41.135 --> 00:03:54.220]  That there is no transparency within Congress, no transparency with the public, but here they have corporations, you know, internet corporations, being able to get in on the negotiations here with the FCC.
[00:03:54.300 --> 00:03:55.501]  So that is very troubling.
[00:03:56.201 --> 00:03:57.942]  Now something else coming out of Texas.
[00:03:58.342 --> 00:04:03.985]  This is a new bill that's being introduced and they're trying to make it illegal to film police.
[00:04:04.506 --> 00:04:05.606]  Now this is House Bill 2918.
[00:04:05.987 --> 00:04:08.488]  It was introduced by Texas Rep.
[00:04:08.588 --> 00:04:10.869]  Jason Villalba on Tuesday.
[00:04:11.530 --> 00:04:17.693]  He wants to make that offense a misdemeanor if you are a private citizen recording police within 25 feet.
