[00:00:14.693 --> 00:00:16.855]  Waging war on corruption.
[00:00:17.315 --> 00:00:18.736]  It's Alex Jones.
[00:00:24.358 --> 00:00:27.500]  Welcome to the Alex Jones Show on this Sunday, September 13, 2015.
[00:00:27.620 --> 00:00:29.161]  I'm David Knight, your host today.
[00:00:29.601 --> 00:00:36.586]  Alex Jones is going to be joining us in the next segment with a breakdown of today's news, and there is a lot of it.
[00:00:37.266 --> 00:00:40.088]  We've got an article here from the Drudge Report.
[00:00:40.108 --> 00:00:40.949]  Give them a hat tip.
[00:00:40.989 --> 00:00:46.873]  The New York Times talking about Justice Breyer, one of the Supreme Court justices who is promoting a new book.
[00:00:47.393 --> 00:00:48.534]  He's going to be on the Colbert
[00:00:49.224 --> 00:00:55.229]  Late show tomorrow night on CBS, the new show that Stephen Colbert has taken over from David Letterman.
[00:00:55.569 --> 00:00:57.911]  He's going to be pushing that book, talking about that book.
[00:00:57.931 --> 00:01:07.538]  Listen to the title of the book, The Court and the World, American Law and the New Global Realities, because you know we have to not be so concerned about
[00:01:08.218 --> 00:01:08.678]  Thank you.
[00:01:26.505 --> 00:01:32.969]  So at 77, Justice Breyer really is the mainstream of thought in the Supreme Court.
[00:01:33.009 --> 00:01:43.376]  And what we're seeing, regardless of what you think about these different issues, what we're seeing over and over again is a court that, of course, legislates unashamedly, legislates from the bench.
[00:01:43.596 --> 00:01:44.917]  They don't really care what the laws are.
[00:01:44.937 --> 00:01:46.258]  They don't care what the Constitution is.
[00:01:46.298 --> 00:01:53.883]  They no longer see their job as interpreting the Constitution or the laws that Congress passes in light of the Constitution.
[00:01:53.943 --> 00:01:55.925]  No, they're there to reflect
[00:01:56.445 --> 00:01:56.925]  We're good to go.
[00:02:12.717 --> 00:02:25.829]  Some of the amendments after the Civil War that were set up to establish equal protection for slaves, establish the legal rights of former slaves who were now free to give them voting rights and other rights, they threw some of that stuff in.
[00:02:25.869 --> 00:02:27.570]  That clearly was not what it was talking about.
[00:02:27.590 --> 00:02:37.899]  Look, if you want to talk about Supreme Court decisions, just look at the abortion decision, where they said that the right to kill your child is a decision of privacy.
[00:02:38.800 --> 00:02:42.602]  Clearly, they're cherry-picking and playing with the definitions of privacy.
[00:02:42.802 --> 00:02:46.263]  They could care less about your privacy when it comes to dragnet surveillance.
[00:02:46.483 --> 00:02:51.985]  They could care less about your privacy at the airport when the government sticks their hands on you and makes demands of you.
[00:02:52.285 --> 00:02:55.887]  They don't care one fig about your privacy.
[00:02:56.806 --> 00:03:01.129]  This is simply the straws that they use to reflect their personal agenda.
[00:03:01.529 --> 00:03:05.112]  And now they're saying that they're doing things that reflect what America wants.
[00:03:05.192 --> 00:03:12.296]  But now we're moving to the position where they're unashamedly talking about reflecting global values.
[00:03:12.476 --> 00:03:23.064]  And he even references how much of a crisis is created when some Supreme Court justices referred to foreign law as a basis for the decision in the past.
[00:03:23.084 --> 00:03:26.326]  It even brought up calls for impeachment, as it should.
[00:03:27.427 --> 00:03:29.329]  They took an oath to the Constitution.
[00:03:29.810 --> 00:03:36.338]  Not to the French law, not to British law, not to German law, not to any other law, not to the UN's regulations.
[00:03:37.099 --> 00:03:38.801]  They took an oath to the Constitution.
[00:03:39.421 --> 00:03:41.584]  But of course we've been seeing this going on for a very long time.
[00:03:42.045 --> 00:03:44.447]  What is different about all this is what we continue to see.
[00:03:44.488 --> 00:03:45.789]  The mask is coming off.
[00:03:46.610 --> 00:03:49.592]  They've tried to pretend that they're operating under the rules that we've had.
[00:03:49.812 --> 00:03:54.654]  They try to pretend that they are operating on the Constitution, which gives them their legitimate authority.
[00:03:54.714 --> 00:03:57.216]  If they had legitimate authority, they would be operating under it.
[00:03:57.276 --> 00:04:02.538]  When they get out from underneath the Constitution, they delegitimize their authority.
[00:04:02.578 --> 00:04:08.161]  But now they're doing it openly, just as we saw the mask come off with the NSA.
[00:04:08.181 --> 00:04:11.243]  There was an amazing article from James Clapper.
[00:04:12.456 --> 00:04:12.856]  The U.S.
[00:04:12.876 --> 00:04:15.558]  intelligence community is kind of like Spider-Man.
[00:04:15.738 --> 00:04:19.340]  He says Spider-Man is known for his precognitive spidey senses.
[00:04:19.621 --> 00:04:22.582]  Well, many of our customers expect us to be clairvoyant when it comes to things.
[00:04:23.043 --> 00:04:26.745]  Interesting that James Clapper would talk about being clairvoyant.
[00:04:27.125 --> 00:04:35.931]  We talk about precognition because James Clapper has been, from the very beginning, intimately tied into geospatial intelligence.
[00:04:35.991 --> 00:04:40.433]  It looks at your activity that tries to map you out in the human domain analytics.
[00:04:41.596 --> 00:04:46.719]  No, the analogy to Spider-Man is with great power comes great responsibility.
[00:04:47.260 --> 00:04:52.223]  And if you throw away the Constitution, you've thrown away your responsibility as well as your authority.
[00:04:52.243 --> 00:04:52.683]  Stay with us.
[00:04:52.963 --> 00:04:55.325]  Alex Jones is going to break down the news when we come back.
[00:04:55.345 --> 00:04:56.566]  We'll be right back after this break.
[00:05:00.905 --> 00:05:04.127]  When cells become toxic, they die early and aging sets in.
[00:05:04.427 --> 00:05:12.432]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:12.652 --> 00:05:17.695]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:18.075 --> 00:05:20.377]  You want the best that's out there at the lowest price anywhere?
[00:05:20.617 --> 00:05:22.418]  We now have the synergistic solution.
[00:05:22.718 --> 00:05:26.920]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:05:30.869 --> 00:05:35.052]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:05:35.232 --> 00:05:39.195]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:05:39.395 --> 00:05:44.178]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:05:44.338 --> 00:05:48.861]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:05:48.881 --> 00:05:52.324]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:05:52.484 --> 00:05:55.806]  Now available in our limited first run at Infowarslife.com.
[00:05:55.926 --> 00:05:57.727]  That's Infowarslife.com or call 888-253-3139.
[00:06:01.078 --> 00:06:04.181]  Ladies and gentlemen, it is Sunday, the 13th day of September 2015.
[00:06:05.282 --> 00:06:06.744]  I'm your host, Alex Jones.
[00:06:06.784 --> 00:06:12.170]  David Knight is coming up to co-host on this live broadcast YouGov poll.
[00:06:12.190 --> 00:06:15.753]  29% of Americans would support a military coup.
[00:06:16.789 --> 00:06:20.493]  That was conducted basically by a West Point professor and others that were concerned.
[00:06:20.873 --> 00:06:23.916]  Trump says lightweight Rand Paul doesn't belong in the debate.
[00:06:24.917 --> 00:06:28.040]  Thousands flock to anti-migrant demonstrations in Eastern Europe.
[00:06:28.641 --> 00:06:32.124]  Top feminist says put all men in concentration camps.
[00:06:32.425 --> 00:06:33.345]  She writes for The Guardian.
[00:06:33.886 --> 00:06:34.567]  She's not joking.
[00:06:34.647 --> 00:06:35.628]  She says she's not joking.
[00:06:36.409 --> 00:06:37.850]  And end heterosexuality.
[00:06:38.150 --> 00:06:39.331]  That's been the plan the whole time.
[00:06:40.371 --> 00:06:41.892]  Psychopaths are running the world.
[00:06:41.932 --> 00:06:42.432]  Former U.S.
[00:06:42.452 --> 00:06:45.753]  Marine blows the whistle on Syrian false flag, exposes real agenda.
[00:06:46.193 --> 00:06:50.095]  GOP defund Planned Parenthood even if it didn't break the law.
[00:06:50.895 --> 00:06:53.356]  Well, it did break the law and we shouldn't be funding it.
[00:06:54.056 --> 00:06:58.518]  Continuing, private property expropriated by German state for refugees.
[00:06:58.998 --> 00:07:01.739]  That's just some of the headlines up on InfoWars.com.
[00:07:01.759 --> 00:07:02.640]  We'll be breaking down today.
[00:07:04.141 --> 00:07:11.713]  But first off, let's look at the quote, migrant crisis, because within that you have a prism through which you can see all the spectrums of lies.
[00:07:12.234 --> 00:07:14.738]  The entire cacophony of fraud.
[00:07:15.579 --> 00:07:16.901]  First off, they're not migrants.
[00:07:18.098 --> 00:07:28.384]  A migrant would be, say, Bedouin in Saudi Arabia who by law are allowed as desert people to just basically cross highways wherever they want, block traffic, do whatever they want.
[00:07:28.424 --> 00:07:38.149]  It's kind of like farmers are allowed to drive 10 miles an hour down the side of the road with their tractor because it's part of the culture, it's part of commerce, it's part of what was before.
[00:07:38.889 --> 00:07:48.312]  Okay, it's like Native Americans are allowed on their ancestral lands to basically do their own rituals and to engage in some of those ancient migrations.
[00:07:49.092 --> 00:07:50.793]  That is what a migrant is.
[00:07:51.493 --> 00:08:08.038]  People out of North Africa, the Middle East, Asia, you name it, coming in on boats, coming in on planes, driving in, walking in, carjacking, truckjacking, and then coming in by the hundreds of thousands per month per country and just demanding everything free.
[00:08:09.378 --> 00:08:10.378]  is not a migrant.
[00:08:10.859 --> 00:08:23.624]  If I show up at your house and knock on the door and say, hi, I'm a migrant and I'd like you to have me move into your bedroom, as they're doing in Sweden, telling them how's the illegals, I would be an invader.
[00:08:23.664 --> 00:08:25.205]  And you'd laugh at me and say, get off my front porch.
[00:08:25.765 --> 00:08:31.528]  But see, if you're brought in by the government and put on welfare, given driver's license, voting cards, you're now a protected group.
[00:08:32.352 --> 00:08:32.852]  And it's wrong.
[00:08:33.033 --> 00:08:34.254]  I can't go to Saudi Arabia.
[00:08:34.934 --> 00:08:35.915]  I can't go to Syria.
[00:08:36.595 --> 00:08:38.557]  I can't go to Libya and get stuff for free.
[00:08:38.677 --> 00:08:39.858]  I can't have a baby for free.
[00:08:40.118 --> 00:08:40.638]  It's a fraud.
[00:08:41.339 --> 00:08:46.883]  And this is a political, admitted Cloward-Piven plan to collapse the West, and it's working quite nicely.
[00:08:47.544 --> 00:08:47.764]  Okay?
[00:08:49.884 --> 00:09:02.599]  It's crazy, and then in Germany, and in Hungary, and in Romania, and in France, and in other countries, in England, in the UK, they're banning, quote, anti-migrant demonstrations.
[00:09:04.727 --> 00:09:09.392]  And if you poll even recent immigrants that came legally, they don't want this either.
[00:09:09.532 --> 00:09:10.192]  They're not crazy.
[00:09:10.473 --> 00:09:12.995]  They're running from the destabilization of the Middle East.
[00:09:13.015 --> 00:09:17.399]  And a lot of people argue, well, the West destabilized with all these wars, so we deserve it.
[00:09:18.480 --> 00:09:19.181]  I was against this.
[00:09:19.501 --> 00:09:20.262]  You were against this.
[00:09:20.763 --> 00:09:21.984]  Most of those wars were unpopular.
[00:09:23.274 --> 00:09:27.356]  NATO and others launched this attack on Syria, and these aren't even the Syrians we attacked that are coming in.
[00:09:28.076 --> 00:09:31.058]  These are the Wahhabis on record that are coming in.
[00:09:31.598 --> 00:09:40.582]  The very people who've been involved in the takeover, now they can't get the central government of Damascus, they can't get the last third of the country that has the biggest population, so they're out there with nothing.
[00:09:41.002 --> 00:09:43.443]  So they are refugees from their attempt to take over.
[00:09:43.843 --> 00:09:47.005]  They launched an evil revolution with Saudi Arabian forces,
[00:09:47.725 --> 00:09:50.050]  and Qatari forces and others with the West Buckingham.
[00:09:50.070 --> 00:09:51.193]  This has all been declassified.
[00:09:51.513 --> 00:09:53.317]  Defense Intelligence Head, the General, went public.
[00:09:53.558 --> 00:09:55.302]  Deputy Head of the CIA went public this week.
[00:09:55.823 --> 00:09:57.446]  Everything we told you years ago, now I'll admit it.
[00:09:58.234 --> 00:09:58.994]  Because we have the sources.
[00:09:59.774 --> 00:10:00.715]  And so that failed.
[00:10:00.775 --> 00:10:02.135]  So they won't try to go back into Iraq.
[00:10:02.215 --> 00:10:03.155]  They're getting kicked out of there.
[00:10:03.675 --> 00:10:04.596]  So they're coming here.
[00:10:05.976 --> 00:10:07.776]  Which again is the clash of civilizations.
[00:10:07.796 --> 00:10:14.298]  Destabilize the Middle East, put their forces in, and then just have them go around raising havoc, and then call them angel cakes when they come here.
[00:10:14.778 --> 00:10:22.800]  Just like four years ago with the attempted overthrow of Egypt, they took out our old ally, put in the Wahhabist, again the Muslim Brotherhood,
[00:10:23.922 --> 00:10:28.466]  They went around enslaving, blowing up churches, murdering people in mass, killing tens of thousands.
[00:10:28.486 --> 00:10:36.833]  I remember watching Anderson Cooper of the Central Intelligence Agency say to their freedom fighters, this is wonderful news, what's happening in Cairo.
[00:10:37.714 --> 00:10:38.415]  You all saw that.
[00:10:38.895 --> 00:10:43.199]  So, they've done this, problem, reaction, solution, now they're flooding the West.
[00:10:44.431 --> 00:10:55.759]  Now we're going to get into some other stories here in a moment, but it all ties together to the very same central system of ending the fact that human families and communities are self-sufficient.
[00:10:56.199 --> 00:10:57.680]  That's why the family has to be destroyed.
[00:10:57.700 --> 00:11:00.662]  That's why foreigners have to be brought in to destabilize things.
[00:11:01.543 --> 00:11:06.446]  That's why free speech criticizing globalism has to be banned by authoritarian EU.
[00:11:07.327 --> 00:11:17.535]  That's why demonstrations in England against radical Islamic groups calling for murder and bombing are banned and people are arrested, because they cannot allow people to ever stand up.
[00:11:17.575 --> 00:11:25.101]  The greatest crime in the UK is defending yourself when someone's trying to rape your wife in your own home, or stabbing somebody who's robbing you in your own home.
[00:11:25.501 --> 00:11:28.363]  You're thrown in prison, the criminals are turned loose.
