[00:00:19.482 --> 00:00:20.283]  Good evening, everyone.
[00:00:20.323 --> 00:00:22.245]  Welcome to the Infowars Nightly News.
[00:00:22.345 --> 00:00:23.206]  I'm Darren McBreen.
[00:00:23.266 --> 00:00:26.730]  It is Thursday, March 26, 2015.
[00:00:26.870 --> 00:00:28.291]  Here's a quick look at what's coming up.
[00:00:31.695 --> 00:00:36.941]  Tonight, Alex Jones sets the record straight on Jade Helm.
[00:00:37.363 --> 00:00:42.225]  The average person is being compartmentalized, and this is about brainwashing the military and the public to accept this.
[00:00:42.505 --> 00:00:44.165]  We're giving you the Death Star plans.
[00:00:44.406 --> 00:00:45.046]  Understand?
[00:00:45.446 --> 00:00:47.967]  We're giving you every bit of it!
[00:00:48.547 --> 00:00:49.287]  All the facts!
[00:00:49.527 --> 00:00:50.428]  Their own documents!
[00:00:50.628 --> 00:00:51.068]  All of it!
[00:00:51.628 --> 00:00:53.369]  All of it right here in this damn report!
[00:00:54.429 --> 00:00:56.250]  The New World Order didn't come and it's here!
[00:00:56.450 --> 00:00:58.070]  The Red Coats ain't coming, they're here!
[00:00:58.611 --> 00:00:59.091]  They're here!
[00:01:00.970 --> 00:01:02.011]  Well, it's official.
[00:01:02.171 --> 00:01:02.611]  The U.S.
[00:01:02.671 --> 00:01:08.455]  military is getting ready to operate undetected amongst the civilian population.
[00:01:09.596 --> 00:01:21.984]  It's Operation Jade Helm, a so-called military exercise, and it's set to take place this summer in nine states, including right here in hostile Texas.
[00:01:22.544 --> 00:01:26.847]  It will involve the Green Berets, the Navy SEALs, and the 82nd Airborne.
[00:01:28.348 --> 00:01:44.779]  The Houston Chronicle is reporting that these soldiers will attempt to blend in with the population in an effort to test the effectiveness of their infiltration techniques and residents will be asked to report suspicious activity during the exercise.
[00:01:51.974 --> 00:01:54.255]  This is very, very dangerous.
[00:01:54.615 --> 00:01:56.655]  This is how the Stasi got started.
[00:01:56.695 --> 00:01:57.736]  The secret police.
[00:01:58.316 --> 00:01:59.556]  And this is their game plan.
[00:01:59.856 --> 00:02:07.018]  They're going to set up undercover military cells in plain clothes to blend in with the civilian population.
[00:02:07.438 --> 00:02:10.339]  You're not going to recognize who they are because they're going to look like you.
[00:02:10.359 --> 00:02:11.319]  They're going to look like me.
[00:02:11.839 --> 00:02:13.160]  Might even have a beer with them.
[00:02:13.740 --> 00:02:20.062]  Now this is directly involving unwitting members of the civilian population.
[00:02:20.082 --> 00:02:25.684]  17 different cities here in Texas will see an army presence during the exercise.
[00:02:26.484 --> 00:02:35.987]  And don't forget that they said that Texas, Utah, and even portions of Southern California were hostile territories.
[00:02:36.929 --> 00:02:37.389]  And the U.S.
[00:02:37.489 --> 00:02:44.774]  Army has failed to acknowledge or failed to address why we're being called hostile, but the exercise moves on.
[00:02:45.254 --> 00:02:49.197]  And it will take place this summer on the streets of America.
[00:02:50.563 --> 00:02:53.984]  Jade Helm troops to operate undetected amongst civilian population.
[00:02:54.504 --> 00:02:57.005]  And of course, the military people and the vets are not buying any of it.
[00:02:57.025 --> 00:02:57.585]  They're not stupid.
[00:02:57.945 --> 00:03:03.647]  You can read about how it's to get the hearts and minds and how to get the public used to working and the local police working with the military.
[00:03:04.127 --> 00:03:10.029]  I mean, everybody who's been in the military knows about the secret EOD program going on for 18 years.
[00:03:10.449 --> 00:03:14.631]  Their whole ordinance disposal, you know, quote, the army is going to show up to defuse a bomb.
[00:03:15.401 --> 00:03:17.382]  But then you get the internal agreements.
[00:03:17.482 --> 00:03:25.124]  It's for everything from warrant service to checkpoints with military personnel in nondescript blue jumpsuits.
[00:03:25.264 --> 00:03:29.965]  Just like the Army Ranger called in and said they were wearing EPA blue jumpsuits.
[00:03:30.025 --> 00:03:32.766]  It's always blue or tan jumpsuits.
[00:03:33.586 --> 00:03:35.266]  And it might say EPA.
[00:03:35.366 --> 00:03:36.487]  It might say police.
[00:03:37.429 --> 00:03:37.689]  I think?
[00:04:01.226 --> 00:04:09.659]  To Military.com, to Stars and Stripes, to Bloomberg, to Daily Beast, to Vice, to the Houston Chronicle, and no exaggeration today.
[00:04:11.682 --> 00:04:13.464]  You go search Jade Helm.
[00:04:16.428 --> 00:04:21.112]  There are now hundreds of articles, and in almost all of them, yours truly is being demonized.
[00:04:21.472 --> 00:04:28.358]  Jones, who's warned of an imminent takeover for decades, keeps claiming it's gonna happen, but of course it never does.
[00:04:28.558 --> 00:04:30.100]  No, it never does!
[00:04:30.520 --> 00:04:41.930]  Checkpoints, TSA, open spying, highway dividers being put up nationwide, open manuals that the number one enemies, veterans and gun owners and Christians, I mean, come on!
[00:04:43.551 --> 00:04:44.612]  This is the PSYOP!
[00:04:45.933 --> 00:04:50.196]  That's right, one big PSYOP, and I wanted to get Joe Bigg's take on all this.
[00:04:50.256 --> 00:04:58.102]  We got the Navy SEALs, the Green Berets, 82nd Airborne, all operating undercover within the civilian population.
[00:04:58.522 --> 00:04:59.923]  Why should we be concerned about that?
[00:05:00.683 --> 00:05:04.786]  Well, the biggest concern is the fact that, like we've said, it is a PSYOP.
[00:05:07.324 --> 00:05:07.705]  I think so.
[00:05:17.697 --> 00:05:21.280]  If we hadn't spoken about this, this might not be as big as it is.
[00:05:21.300 --> 00:05:31.569]  We probably helped save lives by doing this because just imagine being at home and hearing helicopters flying overhead and rounds being shot off, doors being kicked in.
[00:05:31.629 --> 00:05:38.595]  People are going to grab their guns and do the normal... And they're already warning people that that's what they could expect.
[00:05:38.715 --> 00:05:45.719]  They're going to say you're going to hear loud noises, they're going to see suspicious activity, they're asking civilians to report suspicious activity.
[00:05:46.059 --> 00:05:49.661]  And we're taking a lot of heat for this, just for reporting all this.
[00:05:49.901 --> 00:05:54.624]  You in particular, they're really attacking you, the Stars and Stripes, mainstream media, the U.S.
[00:05:54.744 --> 00:05:54.984]  Army.
[00:05:55.365 --> 00:05:59.167]  Just for reporting on this, I want to read to you a little bit what the Houston Chronicle said.
[00:05:59.747 --> 00:06:09.991]  They characterize our response to this drill as an example of ultra right-wing fears of a government takeover in the Lone Star State.
[00:06:10.291 --> 00:06:14.253]  They say that we are completely overreacting to all this.
[00:06:14.293 --> 00:06:14.933]  What do you say to that?
[00:06:16.091 --> 00:06:17.812]  I don't think we're overreacting whatsoever.
[00:06:17.852 --> 00:06:22.393]  I think we are doing what we need to do to bring attention to this entire operation.
[00:06:22.413 --> 00:06:28.055]  Because like I said, if people aren't warned, they're going to have that natural reaction when they hear something like that.
[00:06:28.295 --> 00:06:34.256]  So I think we've actually done a service to the people to help bring attention to this and expose the fact that this will be going on.
[00:06:34.296 --> 00:06:34.957]  This will actually help
[00:06:36.477 --> 00:06:41.166]  Stop something from happening just so people can be aware of what's going on, don't you think?
[00:06:41.687 --> 00:06:42.588]  Well, exactly.
[00:06:42.669 --> 00:06:47.577]  And what about how they say that these exercises were meant for overseas operations?
[00:06:48.788 --> 00:06:57.015]  That's one thing that I think is the biggest load of, you know, crap in the whole thing because we've seen time and time again all these different urban warfare training centers popping up.
[00:06:57.155 --> 00:07:03.040]  AP Hill, the one up in North Carolina the Marine Corps uses, churches, soccer fields, all this stuff.
[00:07:03.080 --> 00:07:04.100]  I mean, it's a load of BS.
[00:07:04.461 --> 00:07:14.949]  You train in an area that you're going to fight over in your theater of operation and these places look more and more like urban America and now they're moving off of a government installation that we spend, quite frankly,
[00:07:15.209 --> 00:07:16.030]  We're good to go.
[00:07:37.785 --> 00:07:44.669]  Because the times I was in, we just hire some people or you take another unit who's not training and you use them as what's called Op-4.
[00:07:44.749 --> 00:07:47.091]  Those are the guys who play the bad guys.
[00:07:47.111 --> 00:07:51.073]  So you don't need to bring this kind of training into America's backyard.
[00:07:51.294 --> 00:08:02.501]  That's right, and we have leaked Army documents, Army training documents that make it perfectly clear that they plan at some point to have martial law right here in the continental United States.
[00:08:03.021 --> 00:08:06.325]  There's the leaked 2012 U.S.
