[00:00:19.824 --> 00:00:20.625]  Good evening, everyone.
[00:00:20.685 --> 00:00:22.966]  Welcome to the InfoWars Nightly News.
[00:00:23.086 --> 00:00:24.107]  I'm Darren McBreen.
[00:00:24.167 --> 00:00:25.848]  It is March 12, 2015.
[00:00:26.949 --> 00:00:28.350]  Here's a quick look at what's coming up.
[00:00:34.144 --> 00:00:37.567]  Two officers are critically wounded in Ferguson gunfire.
[00:00:38.088 --> 00:00:41.891]  Then, a closer look into the smearing of alternative media.
[00:00:42.652 --> 00:00:45.515]  And the desire for war without limitation.
[00:00:46.195 --> 00:00:49.799]  That's next on the Info Wars Nightly News.
[00:00:50.319 --> 00:01:00.969]  If you just ask Christ to come into your heart, come into your soul, and show you the truth, and empower you, and open your mind, if you say that with free will, God will give you a choice.
[00:01:01.250 --> 00:01:11.700]  Two police officers have been seriously injured after two shots were fired during a protest last night right outside the Ferguson Police Department.
[00:01:12.060 --> 00:01:20.482]  This happened just after midnight following the announcement that Ferguson Police Chief Thomas Jackson is going to resign.
[00:01:20.902 --> 00:01:30.784]  In video footage that captures the moments before and after the shooting, you can actually hear the officers screaming in agony as they are struck by the bullets.
[00:01:31.104 --> 00:01:34.505]  Here's David Knight earlier today on the Alex Jones Show.
[00:01:35.105 --> 00:01:37.586]  There was a shooting of two police officers.
[00:01:37.606 --> 00:01:38.486]  Let's go to that video.
[00:01:56.831 --> 00:01:58.652]  Now details are still coming in.
[00:01:58.712 --> 00:02:05.535]  There have been some reports that the shots were fired from the top of a hill and not from the crowd itself.
[00:02:05.555 --> 00:02:09.537]  It's coming from people who were actually there at the time.
[00:02:09.918 --> 00:02:14.220]  Now one officer was hit in the shoulder and the other got shot in the face.
[00:02:15.000 --> 00:02:19.185]  The bullet lodged near his ear after it passed through his cheek.
[00:02:19.665 --> 00:02:21.367]  Doesn't sound like any kind of fun.
[00:02:21.867 --> 00:02:24.550]  So a cowardly ambush indeed.
[00:02:25.271 --> 00:02:30.317]  There is obviously a massive manhunt underway to catch the suspects right now.
[00:02:30.797 --> 00:02:35.682]  And this, of course, after months of violence and racial tension in Ferguson.
[00:02:36.445 --> 00:02:41.407]  And you can bet the mainstream media is going to focus on this big time.
[00:02:41.727 --> 00:02:45.368]  And that's because this has the potential to divide us.
[00:02:45.988 --> 00:02:46.908]  And that's what they want to do.
[00:02:46.948 --> 00:02:50.810]  They want to racially divide us and this could very well start a race war.
[00:02:51.270 --> 00:02:53.951]  Of course there are plenty of other examples of
[00:02:54.551 --> 00:02:58.793]  Police brutality, police corruption, and even executions by the police.
[00:02:59.294 --> 00:03:06.418]  But the mainstream media, and I'm talking both left and right, that means Fox News and MSNBC, they're not going to cover that.
[00:03:06.478 --> 00:03:08.018]  They want to focus on Ferguson.
[00:03:08.339 --> 00:03:15.743]  And that is because Michael Brown is the perfect poster child for a potential race war.
[00:03:16.223 --> 00:03:18.084]  Let's hope it never comes to that.
[00:03:18.564 --> 00:03:23.147]  I mean, now more than ever, we all need to be united and not divided.
[00:03:23.607 --> 00:03:31.328]  Now wouldn't you know it, civil rights leaders are already blaming the double cop shooting in Ferguson on outside agitators.
[00:03:31.809 --> 00:03:33.309]  And, well, I can understand that.
[00:03:33.369 --> 00:03:34.689]  Hell, they might be right.
[00:03:35.389 --> 00:03:45.111]  I mean, it looks like the shots came from the top of a hill, or in an attic, or perhaps a sniper shot from the top of a house.
[00:03:45.651 --> 00:03:50.412]  They didn't come from the crowd itself who were protesting at the time.
[00:03:51.132 --> 00:04:00.864]  I mean there is a chance, you gotta admit, that this was a false flag hit job to further tensions between the black community and the police.
[00:04:01.605 --> 00:04:02.406]  There, I said it.
[00:04:03.087 --> 00:04:04.929]  Some of you were waiting for it, now there it is.
[00:04:04.949 --> 00:04:10.115]  You know, I can see the comments right now, why does InfoWars always have to say that everything
[00:04:10.976 --> 00:04:24.801]  Was an inside job as if the federal government never used false flag terror attacks like snipers on top of rooftops, for example, like they did in Operation Gladio to destabilize a region.
[00:04:25.731 --> 00:04:29.913]  I mean, this could be very well what's happening in Ferguson right now.
[00:04:30.213 --> 00:04:30.793]  I'm just saying.
[00:04:31.373 --> 00:04:39.137]  And we know that the federal government and the Obama administration, well they can use this crisis to further divide the nation.
[00:04:39.597 --> 00:04:43.018]  I think they'd like nothing more than to have a race war.
[00:04:43.439 --> 00:04:48.181]  It gives them more power and the ability to divide and conquer.
[00:04:48.421 --> 00:04:49.201]  So watch out.
[00:04:49.781 --> 00:04:53.523]  Not everything is, pun intended, black and white.
[00:04:55.738 --> 00:05:01.500]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[00:05:01.821 --> 00:05:06.122]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[00:05:06.422 --> 00:05:14.126]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:05:14.366 --> 00:05:19.608]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:05:19.888 --> 00:05:22.349]  Sourced from top leading manufacturers.
[00:05:22.469 --> 00:05:34.378]  To ensure a concentrated level of bioactive ingredients extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[00:05:34.718 --> 00:05:40.963]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[00:05:41.323 --> 00:05:46.324]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:05:46.484 --> 00:05:50.005]  Now available in our limited first run at InfoWarsLife.com.
[00:05:50.205 --> 00:05:53.786]  That's InfoWarsLife.com or call 888-253-3139.
[00:05:54.426 --> 00:06:00.628]  The knowledge of the ancients, tried and true, trusted herbs and extracts.
[00:06:00.928 --> 00:06:01.609]  We're good to go!
