[00:00:05.649 --> 00:00:06.950]  Big Brother.
[00:00:06.950 --> 00:00:08.731]  Mainstream media.
[00:00:08.731 --> 00:00:10.493]  Government cover-ups.
[00:00:10.493 --> 00:00:12.074]  You want answers?
[00:00:12.074 --> 00:00:13.615]  Well, so does he.
[00:00:13.615 --> 00:00:17.819]  He's Alex Jones on the GCN Radio Network.
[00:00:17.819 --> 00:00:22.022]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.022 --> 00:00:24.404]  And now, a message from Anonymous.
[00:00:54.434 --> 00:00:59.957]  Some gorgeous, some governmental, some white hat, and some black hat.
[00:00:59.957 --> 00:01:16.547]  This transmission is important because we represent the largest contingent of white, not activist, dedicated to human liberty worldwide and the destruction of globalist tyranny on a planetary scale.
[00:01:16.547 --> 00:01:23.291]  On this momentous occasion, we wish to address the chief figurehead of the West, Barack Obama,
[00:01:29.889 --> 00:01:53.278]  You will claim that you are battling ISIS and al-Qaeda in the Middle East, but your own military and former top servicemen have gone public this day, exposing the fact that Western governments are behind the funding of ISIS and al-Qaeda to destabilize all of Africa, the Middle East, Europe, and the world.
[00:01:53.278 --> 00:01:57.660]  You will speak tonight of racial unity, of your agents
[00:02:02.278 --> 00:02:03.419]  We're good to go.
[00:02:39.827 --> 00:02:41.669]  And mausoleum free speech.
[00:02:41.669 --> 00:02:46.254]  You lie over and over again about the true nature of Obamacare.
[00:02:46.254 --> 00:02:47.915]  It's increased prices.
[00:02:47.915 --> 00:02:48.476]  Ha!
[00:02:48.476 --> 00:02:49.337]  Worse as ours.
[00:03:19.387 --> 00:03:21.529]  We're good to go.
[00:03:46.374 --> 00:04:08.685]  You dare to stand before the people of the world and claim that you represent the common man when everything you've done is to end human liberty and make us nothing more than domesticated slaves?
[00:04:08.685 --> 00:04:15.869]  Barack Obama is a tyrant of tyrants and therefore Anonymous warns this figurehead
[00:04:16.670 --> 00:04:19.073]  And no more lies will be accepted.
[00:04:19.073 --> 00:04:21.255]  That the fraud is evident.
[00:04:21.255 --> 00:04:28.101]  That the people of the world are awaken and are not intimidated.
