[00:00:19.807 --> 00:00:21.811]  Welcome to the InfoWars Nightly News.
[00:00:21.911 --> 00:00:26.579]  It is Friday, January 23rd, 2015 and I'm Leanne McAdoo.
[00:00:26.839 --> 00:00:28.422]  Here's a look at tonight's top stories.
[00:00:33.683 --> 00:00:37.126]  The controversial responses to the death of the Saudi King.
[00:00:37.667 --> 00:00:41.210]  Then, experts call the latest ISIS video a fake.
[00:00:41.931 --> 00:00:47.155]  And a billionaire with two jet-setting nannies says your life is too extravagant.
[00:00:47.516 --> 00:00:51.139]  That's next on the InfoWars Nightly News.
[00:00:56.237 --> 00:01:06.720]  While not content with giving the third world toxic vaccines or pumping them full with GMOs, no, now Bill Gates is pushing for a cashless society.
[00:01:07.240 --> 00:01:19.844]  Now he is promoting this digital currency for third world countries as a way to allow the poor to use their phones like credit cards, store their financial assets digitally, instead of keeping hard currency at home.
[00:01:20.444 --> 00:01:28.752]  He says by 2030, 2 billion people who don't have a bank account today will be storing money and making payments with their phones.
[00:01:29.212 --> 00:01:36.459]  Now, he doesn't mention that a cashless society will enslave the poor into an electronic monetary system that they don't control.
[00:01:36.479 --> 00:01:39.082]  It's a system that will allow the governments and banks
[00:01:39.522 --> 00:01:43.004]  To confiscate money at will through taxes and bail-ins.
[00:01:43.364 --> 00:01:45.985]  And this is exactly what we saw happen in Greece.
[00:01:46.405 --> 00:01:52.748]  Banking customers there saw 10% of their accounts siphoned to pay off the banksters.
[00:01:52.868 --> 00:01:55.970]  Bank accounts were frozen and their accounts were just culled.
[00:01:56.530 --> 00:02:05.534]  And as Kit Daniels points out in his article, they wouldn't even need to wait for an economic crisis to loot digital bank accounts with a cashless scheme that Gates is proposing.
[00:02:05.894 --> 00:02:07.595]  They could simply impose a tax
[00:02:08.215 --> 00:02:18.380]  And confiscating digital currency, it's almost humane compared to what the elite really has planned for the rest of us.
[00:02:18.860 --> 00:02:25.923]  Harvard professor Margot Seltzer told attendees at the World Economic Forum in Davos that privacy was dead.
[00:02:26.403 --> 00:02:39.198]  And she warns that soon, miniature mosquito drones will perpetually monitor individuals and they can forcibly extract DNA on behalf of the government and insurance companies.
[00:02:39.778 --> 00:02:43.262]  She said it's not a matter of if they're going to do this, but when.
[00:02:43.843 --> 00:02:54.706]  And a fellow Harvard academic warned that an era of genetic McCarthyism was on the way as a result of people's personal genetic information being available to governments via the internet.
[00:02:55.147 --> 00:03:07.650]  Obviously the definition of McCarthyism being the practice of making unfair allegations or using unfair investigative techniques especially in order to restrict dissent or political criticism.
[00:03:07.790 --> 00:03:09.171]  So she's saying that this is going to be
[00:03:09.631 --> 00:03:19.759]  Ushering in a new era of genetic McCarthyism because of these mosquito drones flying around that are going to be taking your DNA without your permission of course.
[00:03:19.779 --> 00:03:27.745]  So these are things that the world leaders there at the World Economic Forum are talking about and discussing about things that are happening.
[00:03:28.165 --> 00:03:31.708]  Now we reported yesterday that Google CEO Eric Schmidt
[00:03:32.188 --> 00:03:42.455]  told the Davos attendees that the World Wide Web would disappear as an external concept and of course what he's talking about is the introduction of an internet brain chip.
[00:03:42.935 --> 00:03:45.637]  He said it would be a part of your presence all the time.
[00:03:46.057 --> 00:03:58.926]  Imagine you'll walk into a room and the room is dynamic and with your permission and all of that you are interacting with the things that are going on in the room and of course as we know Eric Schmidt is the one that famously said
[00:03:59.386 --> 00:04:03.247]  Well, if you don't want to be caught doing something, then maybe you shouldn't be doing it.
[00:04:03.347 --> 00:04:06.307]  So he's just quite the privacy advocate.
[00:04:06.827 --> 00:04:08.948]  And, you know, as he points out, with your permission.
[00:04:08.988 --> 00:04:13.849]  But I'm sure the hackers aren't going to be asking for your permission before they hack into your brain chip.
[00:04:14.389 --> 00:04:22.571]  Or these mosquito drones aren't going to be asking for your permission before they take your biometric information back to the government.
[00:04:23.111 --> 00:04:24.471]  These people are sick.
[00:04:25.371 --> 00:04:34.274]  And just to show that these ideas are for the sheep and for the useless eating masses and not for the elites, this is what they're also talking about.
[00:04:34.394 --> 00:04:40.436]  Billionaire Jeff Green, he made some comments at Davos as well, and he said, the U.S.
[00:04:40.476 --> 00:04:45.477]  is facing a jobs crisis that's going to cause social unrest and radical politics.
[00:04:45.517 --> 00:04:47.478]  We've been hearing them talk about this a lot.
[00:04:48.078 --> 00:04:58.762]  Well, what he says is, America's lifestyle expectations are far too high and need to be adjusted so we have less things and a smaller, better existence.
[00:04:59.103 --> 00:05:00.343]  Oh, he's so green.
[00:05:00.403 --> 00:05:02.604]  It sounds like he's just really worried about the environment.
[00:05:02.684 --> 00:05:04.065]  He's so concerned about us.
[00:05:04.605 --> 00:05:06.986]  He says we need to reinvent our whole system of life.
[00:05:07.546 --> 00:05:07.786]  Right?
[00:05:08.147 --> 00:05:20.976]  Well, this is billionaire Green, who flew his wife, his children, and two nannies into Davos on a private jet, and he's selling one of his homes for $195 million.
[00:05:21.357 --> 00:05:29.123]  But he's saying, we need to lower our expectations and adjust our lifestyle, adjust our whole system of life.
[00:05:29.503 --> 00:05:34.587]  It's basically the same thing as when Obama told Africans that they can't have air conditioning.
[00:05:34.807 --> 00:05:36.307]  We can't all have air conditioning.
[00:05:37.208 --> 00:05:38.548]  You know, it's just not green.
[00:05:38.948 --> 00:05:41.109]  So these people are clearly out of touch.
[00:05:41.489 --> 00:05:42.710]  Just like the Clintons.
[00:05:42.790 --> 00:05:43.910]  The Clintons are out of touch.
[00:05:43.950 --> 00:05:47.871]  And no, I'm not talking about them claiming to be dead broke.
[00:05:48.431 --> 00:05:56.194]  Here, they are praising their personal friend, the late Saudi, King Abdullah, for his humanitarian efforts.
[00:05:57.054 --> 00:06:16.680]  They said in a statement, we are grateful for his support of efforts for peace in the Middle East, our close economic cooperation, the kingdom's humanitarian efforts around the world, its contributions after the earthquake in Haiti, and of course his efforts to modernize Saudi Arabia's economy and education systems.
[00:06:17.080 --> 00:06:18.241]  And it goes on and on.
[00:06:18.781 --> 00:06:24.923]  King Abdullah was for decades the figurehead for a regime with an atrocious human rights records.
[00:06:25.563 --> 00:06:29.305]  The government treats women worse there than terrorists, worse than animals.
[00:06:29.345 --> 00:06:35.087]  The king even imprisoned two of his own daughters who have been under house arrest for the last 13 years.
[00:06:35.607 --> 00:06:40.129]  The authorities there routinely behead more people than ISIS.
[00:06:40.549 --> 00:06:43.731]  Women can of course be charged with terrorism simply for driving.
[00:06:44.963 --> 00:06:48.067]  But these are people that the Clintons want to praise.
[00:06:48.127 --> 00:06:50.991]  They just want to praise him because they're so humanitarian.
[00:06:51.431 --> 00:07:01.384]  And of course, people are all in an uproar as well in the UK because the British monarchy demanded that to fly the flags at half-mast to honor
[00:07:01.724 --> 00:07:03.465]  This Saudi dictator king.
[00:07:03.485 --> 00:07:07.628]  And of course the tweets condemning this came in swiftly.
[00:07:07.968 --> 00:07:14.212]  They say Saudi Arabia banned women from driving and behead people for sorcery and you're showing them respect.
[00:07:14.392 --> 00:07:15.252]  Are you insane?
[00:07:15.673 --> 00:07:22.057]  They say perhaps it could be a mark of respect for the poor souls that are beheaded and flogged on a regular basis.
[00:07:22.777 --> 00:07:35.484]  And last year the Saudi regime put into effect a new law which allows the kingdom to prosecute as a terrorist anyone who demands reform, exposes corruption or otherwise engages in dissent.
[00:07:35.564 --> 00:07:38.966]  So of course that goes toward women.
[00:07:38.986 --> 00:07:43.949]  It could be applied to women who attempt to drive or who maybe don't wear the appropriate
[00:07:44.569 --> 00:07:58.805]  Um, head wear in public because during King Abdullah's reign, 15 schoolgirls were killed after religious police there refused to let them leave a burning building because they were not in Islamic dress.
[00:07:59.386 --> 00:08:05.429]  So here is this great humanitarian that everyone just wants to praise because he just did so much for the country.
[00:08:05.969 --> 00:08:13.553]  And The Guardian's Andrew Brown calls King Abdullah the embodiment of the wickedness of Saudi Arabia's regime.
[00:08:13.913 --> 00:08:22.457]  He says, women are beheaded in the street, liberal thought is punishable by flogging, the young men it sent to fight in Afghanistan turned into Al Qaeda,
