[00:00:19.614 --> 00:00:21.699]  Welcome to the Infowars Nightly News.
[00:00:21.780 --> 00:00:23.063]  I'm your host, Jakari Jackson.
[00:00:23.404 --> 00:00:27.193]  It's March 25th, 2015, and here's a look at our top stories.
[00:00:30.714 --> 00:00:36.058]  Tonight, Apple wants you to get accustomed to real-time tracking.
[00:00:36.238 --> 00:00:41.623]  Plus, the government wells are running dry as California runs out of water.
[00:00:41.843 --> 00:00:50.029]  And cybersecurity pioneer John McAfee reveals how the police Big Brother system remotely steals your data.
[00:00:50.390 --> 00:00:54.293]  All that plus much more up next on the InfoWars Nightly News.
[00:01:00.382 --> 00:01:08.633]  As people prepare to pay $12,000 for an Apple Watch, I'm very curious if these people are aware of these real-time tracking features that could be found there within.
[00:01:09.314 --> 00:01:11.958]  Apple wants you to get accustomed to real-time tracking.
[00:01:12.579 --> 00:01:15.423]  A patent granted to the company on Tuesday by the government
[00:01:15.703 --> 00:01:15.923]  I think so.
[00:01:36.005 --> 00:01:36.966]  I don't know.
[00:01:56.286 --> 00:02:01.972]  You're a physician, and of course I was standing right next to him, but these were the tracking features that they had five, six years ago.
[00:02:01.992 --> 00:02:09.739]  It's amazing how much these things have been updated, and we'll be talking about this and so much more when we talk to John McAfee coming up at the end of our show.
[00:02:09.779 --> 00:02:13.643]  He's going to be telling us about stingrays and other ways people can gather your information.
[00:02:13.663 --> 00:02:18.508]  Now, let's talk about the water wars, the ongoing drought that's in California.
[00:02:19.068 --> 00:02:29.678]  And we have an article by shtfplan.com, and the author tells us that as the drought gets worse and worse, the prices of food are going to go up and up.
[00:02:30.059 --> 00:02:31.039]  And it only makes sense.
[00:02:31.380 --> 00:02:35.744]  And now he's saying that we could end up in a situation where people actually are fighting over water.
[00:02:36.124 --> 00:02:40.248]  And we also have a similar situation here in the state of Texas, where we have an ongoing drought.
[00:02:40.308 --> 00:02:43.992]  Even though we've had a lot of rain recently, we do have an ongoing drought.
[00:02:44.372 --> 00:02:47.695]  So this is something to be concerned about, you know, what exactly can be done about it.
[00:02:47.775 --> 00:02:52.359]  I'm not exactly sure, but I don't think paying carbon taxes is the answer for that.
[00:02:52.379 --> 00:02:54.260]  Let's talk about Monsanto.
