[00:00:19.656 --> 00:00:21.757]  Welcome to the InfoWars Nightly News.
[00:00:21.797 --> 00:00:25.679]  It is Friday, June 19, 2015, and I'm Leigh Ann McAdoo.
[00:00:26.100 --> 00:00:29.802]  Well, we all know that the government can never let a good crisis go to waste.
[00:00:30.182 --> 00:00:35.945]  So before the blood had even dried in this mass shooting, the president was already calling for gun control.
[00:00:36.345 --> 00:00:47.512]  We don't have all the facts, but we do know that, once again, innocent people were killed in part because someone who wanted to inflict harm had no trouble getting their hands on a gun.
[00:00:51.437 --> 00:00:53.958]  Now is the time for mourning and for healing.
[00:00:55.579 --> 00:00:56.399]  But let's be clear.
[00:00:57.959 --> 00:01:05.002]  At some point, we as a country will have to reckon with the fact that this type of mass violence does not happen in other advanced countries.
[00:01:06.032 --> 00:01:11.316]  So obviously this notion that mass violence doesn't occur in other nations was quickly debunked.
[00:01:11.677 --> 00:01:19.323]  The Federalist points out a whole number of instances where civilized countries, you know, have suffered through this.
[00:01:19.683 --> 00:01:21.445]  Talk about the Charlie Hebdo attack.
[00:01:22.045 --> 00:01:35.536]  Here in most recent memory, but a deranged Anders Behring Breivik killed eight people by setting off a van bomb in Oslo before he went on to murder 69 more people, mostly children, at a summer camp.
[00:01:35.576 --> 00:01:38.859]  This was the single worst shooting spree incident in history.
[00:01:39.359 --> 00:01:47.786]  Goes on to recall instances in Germany, England, and others, as well as developing countries like Rio de Janeiro as well.
[00:01:48.607 --> 00:01:49.668]  Uh, so going on and on.
[00:01:49.688 --> 00:01:52.150]  I mean, you can see that all there, uh, there at the Federalist.
[00:01:52.190 --> 00:01:59.216]  So, not saying that this is okay, but just pointing out the fact that Obama's statements are false, or maybe half-truths.
[00:01:59.696 --> 00:02:12.226]  Now, last year, Obama said, my biggest frustration has been that this society has not been willing to take some basic steps to keep guns out of the hands of people who can just do unbelievable damage.
[00:02:13.007 --> 00:02:13.487]  The U.S.
[00:02:13.847 --> 00:02:21.089]  has taken some basic steps to keep guns out of the hands of people who might possibly, you know, want to do harm.
[00:02:21.229 --> 00:02:21.829]  And guess what?
[00:02:22.529 --> 00:02:26.210]  It turns out that this Charleston shooter passed a background check.
[00:02:26.410 --> 00:02:29.691]  He bought a gun after passing this background check.
[00:02:30.111 --> 00:02:35.372]  Now, the family claims that they gave him birthday money and they didn't know what he did with it.
[00:02:36.093 --> 00:02:39.253]  Initially, we were told that he received that gun for his birthday.
[00:02:39.613 --> 00:02:41.374]  Now, if this information is accurate,
[00:02:42.054 --> 00:02:52.623]  It means that Dylan Roof passed this background check in a gun store, which is the check that gun control advocates want to see applied to all transactions, public and private.
[00:02:53.083 --> 00:03:01.650]  So this begs the question, how did Roof, a known felon, pass the background check that we're being told over and over again is the key to
[00:03:02.779 --> 00:03:04.140]  To reducing gun violence.
[00:03:04.500 --> 00:03:15.545]  Now Steve Watson goes on to detail that the majority of other mass shooters in recent years also managed to buy these firearms after passing background checks.
