[00:00:05.848 --> 00:00:05.990]  Yeah.
[00:00:10.683 --> 00:00:18.625]  The FDA wants you to surgically implant an electronic chip that will cure obesity by shutting down your nerve signals.
[00:00:18.745 --> 00:00:30.628]  And you're not allowed, though, to know if you're eating GMO foods or if you're taking BPA with the plastic chemicals on a daily basis or if you're warping your hormones or if you're completely destroying your digestive system.
[00:00:30.688 --> 00:00:32.809]  Instead, the FDA has the answer.
[00:00:32.849 --> 00:00:38.250]  They have now literally approved a chip that is surgically implanted into your body
[00:00:38.530 --> 00:00:39.311]  We're good to go.
[00:01:01.753 --> 00:01:01.973]  Thank you.
[00:01:18.467 --> 00:01:29.192]  It's absolutely insane because the medical profession and people that create drugs and create any type of prescription devices have one thing in mind.
[00:01:29.572 --> 00:01:33.893]  What they want to do is address the symptoms instead of address the root cause.
[00:01:33.953 --> 00:01:39.936]  In this case, they're addressing obesity instead of, why are you obese?
[00:01:40.736 --> 00:01:46.739]  And, you know, unfortunately we've become a society that doesn't want to take responsibility for our own health.
[00:01:47.259 --> 00:01:53.702]  I mean, it's very easy to understand, if you spend a little bit of time, why you're obese.
[00:01:53.722 --> 00:02:02.246]  But again, we also have a society, Anthony, that's addicted to food, that's addicted to sugar, that's addicted to the things that create obesity.
[00:02:02.826 --> 00:02:04.607]  A society that's sedentary.
[00:02:05.387 --> 00:02:07.388]  Nobody gets up and exercises anymore.
[00:02:07.488 --> 00:02:08.949]  Everybody sits behind a computer.
[00:02:09.049 --> 00:02:10.270]  Everybody stays up late.
[00:02:10.390 --> 00:02:12.411]  Everybody's under extreme levels of stress.
[00:02:12.851 --> 00:02:15.172]  All of these factors contribute to obesity.
[00:02:15.572 --> 00:02:24.681]  And what I've been saying for years and years and years is obesity, diabetes, cancer, it doesn't matter what disease you have, it all stems from one thing.
[00:02:24.801 --> 00:02:31.006]  Too many toxic, disease-causing chemicals coming into the body and not enough coming out of the body.
[00:02:31.767 --> 00:02:38.050]  In the case of obesity, congested bowels, congested intestinal system, and a congested liver.
[00:02:38.411 --> 00:02:43.313]  Looking at the root cause of obesity, what is the main organ that handles obesity?
[00:02:43.373 --> 00:02:46.735]  What's the main organ that breaks down fats?
[00:02:46.935 --> 00:02:47.716]  It's the liver.
[00:02:47.776 --> 00:02:52.258]  The liver secretes bile and the gallbladder stores bile to break down the fats.
[00:02:52.838 --> 00:02:59.262]  When you look at the millions of chemicals that we're exposed to every single day, the liver is the organ that has to process that.
[00:02:59.682 --> 00:03:01.364]  And the liver becomes congested.
[00:03:01.624 --> 00:03:06.388]  When the liver becomes congested, the body can no longer break down fat effectively.
[00:03:06.708 --> 00:03:07.990]  Therefore, it leads to weight gain.
[00:03:08.230 --> 00:03:09.711]  And they don't even know what they're eating.
[00:03:10.192 --> 00:03:15.677]  See, these people that are obese, many of them have no clue that they're taking in these toxins every single day.
[00:03:15.737 --> 00:03:23.504]  And that's why it frustrates me and hurts me when we get these emails from people that will also come in from talking about this saying, well, hey, you don't know what it's like to be obese.
[00:03:23.524 --> 00:03:25.325]  You don't know how it feels
[00:03:26.326 --> 00:03:31.290]  When I, you know, can't control these cravings and I have to eat the sugar or whatever, I try to eat healthy.
[00:03:31.331 --> 00:03:32.411]  I've tried every diet plan.
[00:03:32.892 --> 00:03:39.338]  And it's interesting to note that the FDA says you can only get approved for the surgical implant if you've tried previous diet plans.
[00:03:40.018 --> 00:03:40.218]  Right?
[00:03:40.318 --> 00:03:42.180]  So that's, it actually says that.
[00:03:42.280 --> 00:03:43.281]  It's from the New York Times.
[00:03:43.621 --> 00:03:44.963]  We can probably also show it on screen.
[00:03:45.643 --> 00:03:56.853]  Not only does this cause nausea, pain near the implant, vomiting, and other surgical complications, which probably also means death, of course, with any surgery, but they hope to offer it nationwide.
[00:03:57.053 --> 00:03:57.973]  But here's the parameters.
[00:03:58.054 --> 00:04:13.647]  The device is approved for use only in adults with a body mass index of 35 to 45 who have at least one other obesity-related condition, such as type 2 diabetes, and they must also have tried to shed pounds in a supervised weight loss program within the past five years.
[00:04:14.207 --> 00:04:21.710]  So, I mean, if you've tried to lose weight in the past five years under any program and you're overweight, you need this surgical implant immediately.
[00:04:21.790 --> 00:04:22.671]  And it's totally insane.
[00:04:22.851 --> 00:04:27.313]  And they don't tell you about the constipation in your gut, the 20 pounds of compacted fecal matter.
[00:04:27.533 --> 00:04:35.496]  They don't tell you about how you're damaging your liver every single day when you're eating GMO crops, which are staple crops like corn, soy, beets, everything now.
[00:04:36.076 --> 00:04:37.837]  They don't tell you about your liver shutting down.
[00:04:38.217 --> 00:04:40.478]  They don't tell you any of this, and it's extremely messed up.
[00:04:40.538 --> 00:04:46.639]  And all those people that are emailing in, which is actually thousands of people to you, me, everyone, saying they don't know what to do, this is the answer.
[00:04:46.919 --> 00:04:51.861]  What we're talking about is the answer, not surgically implanting chips into your body to shut down your brain signals.
[00:04:52.261 --> 00:04:54.381]  And who knows what else is involved with those chips?
[00:04:54.462 --> 00:04:59.183]  I mean, are those chips going to be programmable with the cell phone that you have next to you?
[00:04:59.543 --> 00:05:03.524]  Where does that lead us in the future of natural medicine?
[00:05:03.764 --> 00:05:09.566]  Oh yeah, it says you can recharge it yourself and the doctors adjust its settings however they want.
[00:05:10.066 --> 00:05:17.648]  So like you were saying to me before we got into this, teenage girls are going to get their doctor to prescribe it to them and they're going to jack it up all the way so they never eat.
[00:05:17.708 --> 00:05:21.409]  This is going to lead to main line just not ever eating.
