[00:00:19.738 --> 00:00:20.539]  Good evening, everyone.
[00:00:20.599 --> 00:00:22.621]  Welcome to the InfoWars Nightly News.
[00:00:22.721 --> 00:00:23.562]  I'm Darren McBreen.
[00:00:23.642 --> 00:00:29.328]  It is Thursday, August 6, 2015, and here is a quick look at what's coming up.
[00:00:35.911 --> 00:00:40.274]  It's a dog and pony show as the presidential pageant begins.
[00:00:40.814 --> 00:00:47.879]  Then, with schools banning sack lunches, we ask the question, how healthy is cafeteria food?
[00:00:48.559 --> 00:00:52.562]  And Al Sharpton's media watch group.
[00:00:52.962 --> 00:00:56.725]  That's next on the InfoWars Nightly News.
[00:00:57.261 --> 00:00:58.502]  In fact, I meant to get to Al Sharpton.
[00:00:58.542 --> 00:01:08.666]  Let's talk about the FBI rat demon who helps set people up and who loves the fact that half the black folks, I mean, not even Pharaoh could get that done with the Israelites.
[00:01:08.686 --> 00:01:09.867]  He couldn't kill half their sons.
[00:01:10.407 --> 00:01:15.550]  Half of the black people in this country have not been born, and I guess he just thinks that's a great thing.
[00:01:15.570 --> 00:01:16.630]  So tell us about Al Sharpton.
[00:01:16.970 --> 00:01:24.694]  What most people don't know about the Reverend Al Sharpton is that he was once a cocaine dealer who turned into an FBI informant.
[00:01:25.154 --> 00:01:29.224]  After federal agents caught him on camera negotiating a coke deal.
[00:02:00.347 --> 00:02:06.652]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:07.012 --> 00:02:08.493]  I believe our research is conclusive.
[00:02:08.513 --> 00:02:11.275]  This is the best iodine out there, and I know this for a fact.
[00:02:11.836 --> 00:02:16.599]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:16.739 --> 00:02:20.482]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:21.003 --> 00:02:26.207]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:02:35.911 --> 00:02:37.452]  Our president doesn't have a clue.
[00:02:37.612 --> 00:02:38.772]  He's a bad negotiator.
[00:02:39.013 --> 00:02:40.974]  They really, I think they made a mistake.
[00:02:41.194 --> 00:02:42.234]  But not with Obama.
[00:02:42.274 --> 00:02:44.135]  Because he's weak and he's ineffective.
[00:02:44.175 --> 00:02:45.156]  And he's not respected.
[00:02:45.676 --> 00:02:54.861]  When President Obama was elected, I said, well, the one thing I think he'll do well, I think he'll be a great cheerleader.
[00:02:57.022 --> 00:02:58.242]  He's not a leader, that's true.
[00:02:59.123 --> 00:02:59.923]  You're right about that.
[00:03:00.543 --> 00:03:02.164]  But he wasn't a cheerleader.
[00:03:02.364 --> 00:03:03.945]  He's actually a negative force.
[00:03:04.305 --> 00:03:05.386]  He's been a negative force.
[00:03:08.100 --> 00:03:20.571]  Well tonight is the season opener of the 2016 presidential race as the Republican Party debate takes place just a couple hours in Cleveland, Ohio.
[00:03:21.032 --> 00:03:25.496]  And this will set the stage for the remainder of the campaign.
[00:03:26.016 --> 00:03:37.106]  At the top, right out of the starting gates, is Donald Trump, who is way ahead of the pack and at the center of attention right now, as the nation waits to see what he will say next.
[00:03:37.567 --> 00:03:46.034]  The fact that Donald Trump has a substantial lead, well that means that he will dominate the debate tonight on Fox News.
[00:03:46.795 --> 00:03:55.603]  And I thought it was interesting that Trump was not invited to a Koch Brothers event in California earlier this week.
[00:03:56.063 --> 00:03:59.847]  Sort of an audition, if you will, for mega donations.
[00:04:00.307 --> 00:04:03.850]  By the way, I understand that Jeb Bush had a very good day.
[00:04:03.870 --> 00:04:08.334]  Because we all know that the Koch Brothers love them some Jeb Bush.
[00:04:08.855 --> 00:04:10.596]  But Trump was not invited.
[00:04:11.477 --> 00:04:24.471]  And he wasted little time criticizing his rivals on Twitter, saying, I wish good luck to all of the Republican candidates that traveled to California to beg for money, etc.
[00:04:24.731 --> 00:04:26.052]  from the Koch brothers.
[00:04:26.693 --> 00:04:27.074]  Puppets?
[00:04:29.104 --> 00:04:35.486]  You gotta admit that's kind of funny and Trump has said from the very beginning that he wants campaign finance reform.
[00:04:36.426 --> 00:04:42.128]  He says that having lots of money is okay but it's important to know where all that money is coming from.
[00:04:42.568 --> 00:04:47.429]  That way we know who is controlling each candidate and each politician.
[00:04:48.109 --> 00:04:53.551]  Makes sense to me and I think it's part of the reason why Trump is so popular right now.
[00:04:54.625 --> 00:05:03.353]  Yes, Donald Trump is a billionaire, but he seems to appeal to us common folk because, well, let's face it, the guy speaks his mind.
[00:05:03.914 --> 00:05:15.965]  That and the fact that most people figure if he could successfully run a big business, maybe, just maybe, he can save the country from economic disaster.
[00:05:16.425 --> 00:05:23.527]  And with us now is best-selling author and historian Jim Mars, and I'm glad you're here today because I want to get your take on Donald Trump.
[00:05:23.708 --> 00:05:24.988]  He's the talk of the town.
[00:05:25.008 --> 00:05:26.969]  We got the GOP debates tonight.
[00:05:27.569 --> 00:05:36.632]  He's not the establishment candidate, but do you think he's got a chance to actually pull this thing off and become president of the United States of America?
[00:05:37.422 --> 00:05:42.523]  He's got just as much chance as Ross Perot or Ron Paul.
[00:05:43.323 --> 00:06:06.329]  In fact, the thing that worries me is that I think he's being used and set up as a straw man so that he brings up some of the topics like immigration, Obama's background, things like this that really do need to be addressed and looked at, but they're going to, coming from him, they're going to just, you know, tear it all down because it comes from him and then knock those issues out of the park.
[00:06:06.829 --> 00:06:15.978]  And then he's already stated that if the Republican Party doesn't treat him fairly, whatever that means, that he's going to start a third party.
[00:06:16.058 --> 00:06:22.345]  And so that means we're going to see what we've seen in the past, which is the conservative vote gets split, the Democrats win.
[00:06:23.083 --> 00:06:25.344]  Yeah, and I'm all for third-party candidates.
[00:06:25.404 --> 00:06:26.404]  I think that's a good idea.
[00:06:26.744 --> 00:06:29.484]  But this is what I expect to see tonight from Fox News.
[00:06:29.625 --> 00:06:38.687]  I think that after the show, they're going to send in a lineup of political pundits, and these guys are probably going to downgrade Trump's performance.
[00:06:39.247 --> 00:06:43.928]  They're going to give Jeb Bush, the establishment candidate, they're going to give him high marks.
[00:06:44.688 --> 00:06:53.812]  And it's because it's the establishment's job to tell the mainstream media, basically to sic the mainstream media on whoever, like someone like Donald Trump.
[00:06:54.112 --> 00:06:57.553]  That way the establishment media can tell us who is the winner and who's not.
[00:06:57.864 --> 00:07:03.508]  And I think the argument they're going to use is they're going to say, well, Donald Trump, you know, he's interesting, but he's too radical.
[00:07:03.728 --> 00:07:04.188]  Exactly.
[00:07:04.809 --> 00:07:07.811]  And we have to go for someone with a steadier hand.
[00:07:08.231 --> 00:07:08.972]  You know, you watch.
[00:07:08.992 --> 00:07:10.513]  That'll be the argument.
[00:07:10.713 --> 00:07:15.756]  Well, and if Trump starts winning these polls, they could do to him just like what they did to Ron Paul.
