[00:00:12.275 --> 00:00:14.402]  Waging war on corruption.
[00:00:14.402 --> 00:00:16.328]  It's Alex Jones.
[00:00:23.322 --> 00:00:25.263]  Alex Jones Show on this Sunday, June 28, 2015.
[00:00:25.263 --> 00:00:26.944]  I'm David Knight.
[00:00:26.944 --> 00:00:28.825]  I'll be your host today.
[00:00:28.825 --> 00:00:31.806]  It's an amazing week for news this week.
[00:00:31.806 --> 00:00:40.611]  We've seen a lot of moves towards world government, towards abandoning the rule of law, first by the Congress, then by the Supreme Court, just making things up out of thin air.
[00:00:40.611 --> 00:00:44.513]  And I'm talking about both Supreme Court decisions this week.
[00:00:44.513 --> 00:00:48.255]  We also have what looks like a repeat of last week, but
[00:00:49.386 --> 00:00:52.368]  This may be the real thing happening in Greece this week.
[00:00:52.368 --> 00:00:57.592]  We have the financial situation there may be coming to a peak this week.
[00:00:57.592 --> 00:01:00.594]  There's a major payment that needs to be made on Tuesday.
[00:01:00.594 --> 00:01:14.903]  And of course, the Greek Prime Minister has gotten it passed that they're going to have a referendum on whether or not they should accept this deal, which is essentially going to be a referendum of whether or not they should leave the EU.
[00:01:14.903 --> 00:01:18.826]  The Troika, the IMF, the European Central Bank,
[00:01:19.826 --> 00:01:24.529]  Have come in and offered, made what they said is their last and final offer.
[00:01:24.529 --> 00:01:32.655]  So basically if this is a poker game, they're kind of going to set on their hand that they have dealt to the Greek people.
[00:01:32.655 --> 00:01:38.098]  So now the Greek people are set up with a choice as to whether or not they're going to stay in this union.
[00:01:38.098 --> 00:01:46.244]  A prime minister said as an equal member of the EU, Greece does not need to ask permission from anyone to let the Greek people speak and have their voices heard.
[00:01:46.804 --> 00:01:48.827]  That's the Prime Minister Tsipras.
[00:01:48.827 --> 00:01:51.971]  He told Parliament and Parliament gave that power, set up the referendum.
[00:01:51.971 --> 00:01:57.539]  Of course there have been referendum issues throughout different places in Europe.
[00:01:57.539 --> 00:02:01.705]  Essentially we had the one in Scotland that just recently happened.
[00:02:02.666 --> 00:02:12.932]  And I think it's very interesting to look at the reaction of the BBC, for example, because there was a lot of manipulation of public opinion when they were running up to that referendum in Scotland.
[00:02:12.932 --> 00:02:19.136]  They pushed back, they told everybody it was going to be the end of the world, and it may be currency controls coming down.
[00:02:19.136 --> 00:02:21.037]  The BBC reported that they would
[00:02:22.378 --> 00:02:24.539]  Definitely have currency control.
[00:02:24.539 --> 00:02:27.500]  They said Greek finance minister had confirmed this to them.
[00:02:27.500 --> 00:02:32.982]  Nevertheless, he immediately tweeted out and said capital controls within a monetary union are a contradiction in terms.
[00:02:32.982 --> 00:02:36.183]  The Greek government opposes the very concept.
[00:02:36.183 --> 00:02:40.145]  So we have the BBC floating this idea out along with
[00:02:41.272 --> 00:02:56.230]  Others who are part of the troika saying that if they vote to not accept this deal, it means that their cash is going to be confiscated, they're going to have currency control so they'll not be able to get their cash out of the banks, but that may not be the position of the Greek government.
[00:02:56.230 --> 00:02:58.212]  Certainly they push back on that immediately.
[00:02:58.212 --> 00:02:58.693]  Is this another
[00:02:59.333 --> 00:03:00.494]  We're good to go.
[00:03:22.304 --> 00:03:23.645]  It's going to hit the fan.
[00:03:23.645 --> 00:03:26.786]  And this is something that's been in the cards for a long time.
[00:03:26.786 --> 00:03:29.928]  They're now holding still on their positions.
[00:03:29.928 --> 00:03:31.408]  This is the way it happens.
[00:03:31.408 --> 00:03:33.749]  It goes for a very, very long time.
[00:03:33.749 --> 00:03:36.971]  People are lulled into a kind of apathy.
[00:03:37.691 --> 00:03:39.912]  Thinking that something will never happen.
[00:03:39.912 --> 00:03:44.453]  That's our concern here when we look at things like Jade Helm and other issues.
[00:03:44.453 --> 00:03:48.094]  They'll put something up and people will say, well, look, this is where this is eventually headed.
[00:03:48.094 --> 00:03:55.176]  They'll say, oh, well, it's going to happen immediately when it doesn't happen immediately, when it doesn't happen the next time around.
[00:03:55.176 --> 00:03:58.977]  After a while, people become numb to what is going on.
[00:03:58.977 --> 00:04:05.779]  We need to understand that when bankruptcy happens, when tyranny happens, it happens very gradually, very slowly.
[00:04:06.519 --> 00:04:08.460]  Then it happens suddenly.
[00:04:08.460 --> 00:04:10.421]  So that's what the people of Greece need to understand.
[00:04:10.421 --> 00:04:12.081]  That's what we need to understand.
[00:04:12.081 --> 00:04:19.404]  And when we look at world government, we need to see how this is being manipulated within the EU, within the euro currency.
[00:04:19.404 --> 00:04:22.966]  We know that came from the Bilderberg Group back at their second meeting in 1955.
[00:04:26.207 --> 00:04:29.329]  They proposed this exact situation.
[00:04:29.329 --> 00:04:40.898]  They said we're going to achieve political union first through economic union, then through a centralized currency, and then with crisis we can take over the political union.
[00:04:40.898 --> 00:04:43.300]  That's what we've seen floated out by Alan Greenspan.
[00:04:43.300 --> 00:04:47.663]  That's what we've seen floated out by the largest bond holding company in the world.
[00:04:47.663 --> 00:04:49.424]  PIMCO has said the same thing.
[00:04:49.424 --> 00:04:53.728]  Either Greece is going to have to submit to this, give up their sovereignty, or get out.
[00:04:53.728 --> 00:04:54.448]  Stay with us.
[00:04:54.448 --> 00:04:55.349]  We're going to be right back.
[00:04:56.089 --> 00:04:59.533]  We're going to talk about this brave new world that has been unveiled this week.
[00:04:59.533 --> 00:05:01.475]  Joe Biggs here with InfoWars.com.
[00:05:01.475 --> 00:05:05.080]  Now a lot of people are saying that they want to ban the Confederate flag.
[00:05:05.080 --> 00:05:07.222]  It seems because of what it represented.
[00:05:07.222 --> 00:05:09.064]  This is the thing though, where will it stop?
[00:05:09.064 --> 00:05:14.431]  There has been more slavery under the current flag that we have than that of the Confederate flag.
[00:05:14.611 --> 00:05:18.413]  What a lot of people forget is that we have to learn from our past.
[00:05:18.413 --> 00:05:24.496]  We cannot erase what has happened by banning flags and taking everything down that reminds us of a bad past.
[00:05:24.496 --> 00:05:28.998]  Remember, those who forget their past are doomed to repeat it all over again.
[00:05:28.998 --> 00:05:29.658]  We need our past
[00:05:29.718 --> 00:05:30.058]  I don't know.
