[00:00:05.461 --> 00:00:06.762]  Big Brother.
[00:00:06.762 --> 00:00:08.543]  Mainstream media.
[00:00:08.543 --> 00:00:10.304]  Government cover-ups.
[00:00:10.304 --> 00:00:11.885]  You want answers?
[00:00:11.885 --> 00:00:13.426]  Well, so does he.
[00:00:13.426 --> 00:00:17.609]  He's Alex Jones on the GCN Radio Network.
[00:00:17.609 --> 00:00:21.671]  And now, live from Austin, Texas, Alex Jones.
[00:00:28.556 --> 00:00:31.718]  Welcome to the Alex Jones Show on this Monday, January the 5th, 2015.
[00:00:31.718 --> 00:00:33.179]  I'm David Knight.
[00:00:33.179 --> 00:00:34.920]  I'll be your host today for the first two hours.
[00:00:34.920 --> 00:00:40.023]  Alex Jones is going to be joining us, actually hosting the show in the third hour, not just joining us.
[00:00:40.023 --> 00:00:44.145]  We also have in the second hour Christopher Busby, a physicist.
[00:00:44.145 --> 00:00:48.027]  He has exposed the dangers of low-level radiations.
[00:00:48.027 --> 00:00:52.490]  We're going to talk to him about that because not only is Fukushima coming up in just a few months to its
[00:00:53.050 --> 00:01:04.343]  Four year anniversary, still dumping radioactive waste into the air, into the Pacific, that is now, we were told, going to peak in 2015 on the West Coast.
[00:01:04.343 --> 00:01:09.228]  Hopefully it'll peak, hopefully there won't be another incident, hopefully it won't continue unabated.
[00:01:09.228 --> 00:01:12.132]  But this has been going on for years now, and of course Ukraine,
[00:01:12.652 --> 00:01:18.417]  The site of the Chernobyl accident, the largest disaster prior to Fukushima.
[00:01:18.417 --> 00:01:18.878]  I don't know.
[00:01:18.878 --> 00:01:21.320]  We can talk to Mr. Busby when he gets on.
[00:01:21.320 --> 00:01:25.824]  I don't know which one has released the most amount of radiation.
[00:01:25.824 --> 00:01:27.806]  Chernobyl was a very short event.
[00:01:27.806 --> 00:01:31.069]  Fukushima just keeps going on cumulatively.
[00:01:31.069 --> 00:01:36.754]  But there's now another nuclear reactor in Ukraine, which we heard a little bit about at the beginning of December.
[00:01:37.850 --> 00:01:42.733]  We were told that it was just a minor incident, that it was just an electrical issue.
[00:01:42.733 --> 00:01:48.738]  Now, of course, these nuclear power plants that are in the Ukraine are, like ours, getting very old.
[00:01:48.738 --> 00:01:52.560]  Most of the power plants get a license in the United States for 25 to 30 years.
[00:01:52.560 --> 00:01:55.902]  These nuclear power plants that we're talking about in the Ukraine are 30 years old.
[00:01:55.902 --> 00:01:59.325]  They're Russian designs, although they've already been caught trying to put
[00:01:59.865 --> 00:02:03.106]  Square pegs and round holes getting control rods from the U.S.
