[00:00:19.571 --> 00:00:21.492]  Welcome to the InfoWars Nightly News.
[00:00:21.532 --> 00:00:25.375]  It is Friday, June 26, 2015, and I'm Leigh Ann McAdoo.
[00:00:25.676 --> 00:00:27.037]  Here's a look at what's coming up tonight.
[00:00:31.360 --> 00:00:40.426]  Tonight, the push to mandate vaccines, and ISIS pulls off multiple terror attacks around the globe.
[00:00:41.147 --> 00:00:44.870]  That's next, on the InfoWars Nightly News.
[00:00:46.834 --> 00:00:48.376]  Well, I stand against radical Islam.
[00:00:48.456 --> 00:00:48.997]  I'm sorry.
[00:00:49.177 --> 00:00:49.738]  I'm a radical.
[00:00:50.699 --> 00:00:52.401]  I stand against shooting police in the head.
[00:00:52.521 --> 00:00:53.222]  I'm a bad person.
[00:00:53.923 --> 00:00:55.105]  I stand against Al Qaeda.
[00:00:55.365 --> 00:00:55.966]  I'm not trending.
[00:01:00.930 --> 00:01:09.256]  Following a call by ISIS for war on infidels during Ramadan, three separate terror attacks took place today around the world.
[00:01:09.756 --> 00:01:20.423]  A Tuesday audio message attributed to Muhammad al-Adnani instructed Muslims to create calamity for the infidels, Shiites and apostate Muslims during Ramadan.
[00:01:20.943 --> 00:01:26.307]  It also said to be keen to conquer in this holy month and to become exposed to martyrdom.
[00:01:26.767 --> 00:01:29.169]  Of course, this is a holy month, Ramadan.
[00:01:29.209 --> 00:01:34.932]  It's a month-long observance of fasting to commemorate the first revelation of the Quran to Muhammad.
[00:01:35.213 --> 00:01:38.775]  And here, they're wanting to commemorate this holy month with bloodshed.
[00:01:39.375 --> 00:01:45.679]  Now, ISIS sympathizers took that message to heart, if you think they possibly have one.
[00:01:46.440 --> 00:01:51.003]  Today in France, a man was beheaded during a suspected ISIS-inspired attack.
[00:01:51.443 --> 00:01:51.983]  We're good to go.
[00:02:14.190 --> 00:02:24.116]  Now, the arrested suspect has been known to the security services since 2006, but they say they kind of lost track of the guy.
[00:02:24.616 --> 00:02:26.357]  So we're seeing that again and again and again.
[00:02:26.457 --> 00:02:32.361]  But, you know, whatever NSA surveillance, we just need to continue funneling all this money into it because it's so helpful.
[00:02:32.941 --> 00:02:47.377]  Now, the worst of today's attacks unfolded at a luxury resort in Tunisia, where at least 27 people were killed after an attacker blew himself up at the Hotel Rio Imperial Marhaba in the city of Sousse.
[00:02:47.938 --> 00:02:56.663]  Gunmen also opened fire on guests of the hotel, killing several and leaving others face down in the sand near their lounge chairs.
[00:02:57.104 --> 00:03:00.026]  Now, authorities say that that death toll might rise.
[00:03:00.066 --> 00:03:02.627]  They're still identifying some of the victims.
[00:03:03.207 --> 00:03:08.911]  And ISIS has also claimed responsibility for a deadly mosque attack in Kuwait.
[00:03:09.471 --> 00:03:13.054]  It was an apparent bomb blast that tore through a mosque in Kuwait's capital.
[00:03:13.914 --> 00:03:22.298]  It was during Friday prayer, so there were a lot of people here in this mosque that killed 25 people and injured more than 200 worshippers.
[00:03:22.998 --> 00:03:27.680]  ISIS is claiming responsibility for what it's calling a suicide bombing.
[00:03:28.160 --> 00:03:29.021]  So this is it.
[00:03:29.061 --> 00:03:33.303]  I mean, they put out this Tuesday message, and here we're seeing the results of that.
[00:03:33.563 --> 00:03:35.043]  But you know what Obama says?
[00:03:35.484 --> 00:03:38.565]  It only happens here in America, so that's why we've got to give up our guns.
[00:03:39.702 --> 00:03:46.761]  At some point, we as a country will have to reckon with the fact that this type of mass violence does not happen in other advanced countries.
[00:03:48.237 --> 00:04:06.689]  So of course that was Obama once again exploiting a terrible attack to call for stricter gun control, like he did once again today at what was supposed to be a eulogy for Reverend Clementa Pinckney, which was of course one of the nine victims there slain in this Charleston massacre.
[00:04:07.110 --> 00:04:10.172]  There again, he's calling for stricter gun control laws.
[00:04:10.272 --> 00:04:11.773]  Totally classy there, Obama.
[00:04:12.233 --> 00:04:23.276]  But the point is, the only thing that's going to protect us from these craven terror attacks, if we have some random ISIS supporters decide they're going to launch one of these attacks here in America, is our Second Amendment.
[00:04:23.516 --> 00:04:25.676]  Just take a look at what happened in Garland, Texas.
[00:04:26.136 --> 00:04:38.319]  Now, it's definitely going to be interesting to see what the response is from the left of these terror attacks that took place today, considering that they are constantly making apologies for Islamic extremism.
[00:04:38.700 --> 00:04:39.780]  But of course, what's
[00:04:40.680 --> 00:04:46.702]  All over the media today is the fact that the Supreme Court made gay marriage the law of the land.
[00:04:47.082 --> 00:04:53.764]  So I think the left is going to be a little bit busy in celebrations with this announcement to even consider these attacks.
[00:04:53.884 --> 00:04:57.685]  So it'll be kind of, you know, we don't, we can look away with these Islamic extremists.
[00:04:58.045 --> 00:04:59.545]  We won't have to discuss it.
[00:04:59.925 --> 00:05:03.567]  But considering the fact that Ramadan will not end until July 17th,
[00:05:05.467 --> 00:05:08.508]  There's been warnings that we should expect some more attacks.
[00:05:09.148 --> 00:05:12.989]  Now ISIS is of course already celebrating this bloodshed.
[00:05:13.049 --> 00:05:15.950]  They're heralding these killings as Bloody Friday.
[00:05:15.970 --> 00:05:21.871]  And this is taking place in discussions across secretive online forums and of course in social media.
[00:05:21.891 --> 00:05:22.752]  So they're celebrating.
[00:05:22.792 --> 00:05:23.672]  This is their holiday.
[00:05:24.212 --> 00:05:27.953]  One ISIS supporter wrote, this Friday is a holiday for the Muslims.
[00:05:28.513 --> 00:05:50.281]  So obviously it's certainly not all Muslims here that this person is talking about, but I mean, this is, they're kind of claiming Ramadan, they're claiming your holy month, they're claiming your Quran, your teachings, so obviously a lot of people need to be speaking out that, you know, not my Quran, or start a hashtag or something, because a factor to consider is that some people
[00:05:51.221 --> 00:05:57.727]  They fail to grasp that ISIS is actually enjoying a lot more support amongst Muslims than is commonly believed.
[00:05:58.128 --> 00:06:13.342]  A poll conducted last year found that one in six French citizens have a favorable view of ISIS, and a staggering 27% of French citizens between the ages of 18 and 24 sympathize with this terror group.
[00:06:13.382 --> 00:06:14.904]  This is a poll conducted last year.
[00:06:15.484 --> 00:06:23.187]  And of course now this year that might be a little bit different considering the Charlie Hebdo attacks and now this latest beheading that took place in Lyon.
[00:06:23.527 --> 00:06:42.335]  And of course for us here in the United States they're reporting that there are ISIS sympathizers here who have been caught trying to leave the country to go help join ISIS and people vowing to carry out attacks here like the two men who went to Garland, Texas to attempt to carry out a terror attack there as well.
[00:06:42.695 --> 00:06:44.676]  And now according to an FBI agent
[00:06:45.476 --> 00:06:49.398]  Open border remains a huge problem for us here at the United States.
[00:06:49.998 --> 00:06:55.900]  This agent is saying that the border can be an attractive region for ISIS, thanks in part to powerful drug lords.
[00:06:55.920 --> 00:07:05.444]  He says drug dealers have found a way to move money without it being followed, and they found a way to move people in and out, and they found a way to move product.
[00:07:06.044 --> 00:07:14.213]  And terrorist experts are saying the epidemic of unstable leadership in Mexico, combined with ruthless drug cartels, has created a vacuum.
[00:07:14.773 --> 00:07:19.919]  And that, of course, is something that our leadership has absolutely no plan for.
[00:07:19.979 --> 00:07:25.565]  They have no plan for ISIS, and they have no plan for controlling the border.
[00:07:26.892 --> 00:07:37.522]  Dozens of people were killed today during three jihadist attacks in Kuwait, Tunisia and Lyon, France, where one victim was beheaded by terrorists wielding an ISIS flag.
[00:07:37.662 --> 00:07:43.767]  Islamic State militants also massacred over 100 civilians in the Syrian border town of Kobani.
[00:07:43.887 --> 00:07:47.050]  And what did we hear in the aftermath from world leaders?
[00:07:47.571 --> 00:07:49.993]  Islam is a religion of peace.
[00:07:50.313 --> 00:07:53.995]  No matter how many times you say that, it's not going to make it true.
[00:07:54.396 --> 00:07:57.598]  Islam is not a religion of peace.
[00:07:57.818 --> 00:08:06.804]  The Quran contains over 100 verses that call on Muslims to murder or go to war with non-believers.
[00:08:07.364 --> 00:08:12.668]  This is the source of the extremist ideology that leads to the kind of attacks we've seen today.
[00:08:12.788 --> 00:08:16.350]  Does that mean that most Muslims support violent jihadists?
[00:08:16.910 --> 00:08:17.111]  No.
[00:08:17.651 --> 00:08:20.433]  But a significant minority do.
[00:08:20.893 --> 00:08:27.538]  And that's why we need a reformation of Islam, as people like Ayaan Hirsi Ali have called for.
[00:08:27.698 --> 00:08:30.299]  Look at France, where today's beheading took place.
[00:08:30.940 --> 00:08:36.804]  One sixth of French citizens have a favourable view of ISIS.
[00:08:37.424 --> 00:08:46.808]  A staggering 27% of French citizens between the ages of 18 and 24 sympathize with ISIS.
[00:08:47.149 --> 00:08:55.913]  An Al Jazeera Arabic television poll found that over 80% of its viewers supported ISIS attacks in Iraq and Syria.
[00:08:56.153 --> 00:09:01.035]  Other polls also show that frightening numbers of Muslims support terrorism.
[00:09:03.797 --> 00:09:09.782]  A significant minority of Muslims clearly support ISIS.
[00:09:10.202 --> 00:09:12.584]  When are we going to acknowledge this fact?
[00:09:12.864 --> 00:09:28.856]  But don't expect Salon.com or any other leftist media outlet to blame all Muslims for today's bloodshed, despite the fact that they collectively impugned all white people for the actions of one lunatic in Charleston.
[00:09:29.096 --> 00:09:39.380]  It's not going to happen, because it's not politically correct to acknowledge the fact that Islam is a violent belief system desperately in need of reformation.
[00:09:39.740 --> 00:09:44.302]  And this time, they can't even use Mohammed cartoons as an excuse.
[00:09:44.582 --> 00:09:47.824]  But remember what Obama said about Charleston.
[00:09:47.884 --> 00:09:51.145]  This type of mass violence does not happen in other advanced countries.
[00:09:51.325 --> 00:09:55.986]  Well, actually, it's happened twice in France in the last six months alone.
[00:09:56.127 --> 00:10:05.549]  But the difference between the Garland attack in Texas and today's attack near Lyon is that the only victims in Garland were the terrorists who launched the attack.
[00:10:05.810 --> 00:10:06.690]  And why is that?
[00:10:07.515 --> 00:10:10.857]  Responsible people using firearms.
[00:10:11.298 --> 00:10:16.401]  The very thing that the left wants to abolish in the wake of Charleston.
[00:10:16.561 --> 00:10:30.210]  And the difference between Dylan Roof and Islamic Jihadists is that there's no state-backed global ideology that explicitly advocates and supports violent white supremacists.
[00:10:30.490 --> 00:10:33.994]  But hey, you know, why didn't we just ban the ISIS flag?
[00:10:34.274 --> 00:10:38.039]  I mean, surely that would prevent extremists from murdering people, right?
[00:10:38.239 --> 00:10:40.701]  Are all Muslims to blame for today's attacks?
[00:10:41.162 --> 00:10:42.003]  Obviously not.
[00:10:42.544 --> 00:10:47.869]  But if you really want to lay the blame somewhere, how about Saudi Arabia?
[00:10:48.290 --> 00:10:51.714]  Our supposed ally that funds and exports
[00:10:52.254 --> 00:10:58.419]  All the radical preachers to the West to spread the violent hatred of Wahhabism.
[00:10:58.519 --> 00:11:09.869]  How about the fact that these jihadists have been aided by our own government's foreign policy of arming and funding jihadists in the Middle East and North Africa to topple Gaddafi and Assad.
[00:11:10.009 --> 00:11:14.333]  When Islamic extremists kill people in France, we call them terrorists.
[00:11:14.853 --> 00:11:20.637]  When they do the same in Syria, we call them moderate rebels and send them weapons and money.
[00:11:20.757 --> 00:11:28.722]  And now it's confirmed, from the very beginning, the Pentagon knew this policy would lead to the rise of the Islamic State.
[00:11:28.942 --> 00:11:30.023]  The bottom line is this.
[00:11:30.743 --> 00:11:55.717]  Until we acknowledge that Islam is a violent belief system, until we stop supporting jihadists in the Middle East to overthrow sovereign governments, and until we recognize Saudi Arabia as the biggest exporter of terrorists in the world, many more innocent people, most of them Muslims, are going to die.
[00:11:56.457 --> 00:11:58.618]  Check out the other videos, subscribe to the channel.
[00:11:58.798 --> 00:12:15.525]  I'm Paul Joseph Watson for InfoWars.com I want to talk about a perfect storm today.
[00:12:16.738 --> 00:12:21.099]  And the perfect storm I'm going to discuss is a really good perfect storm.
[00:12:21.839 --> 00:12:35.383]  I have prayed, literally, to be able to find a high quality gun sponsor that is affordable and that is extremely well made and effective that I can promote to my audience.
[00:12:35.923 --> 00:12:39.704]  About six months ago, we get contacted by Head Down Firearms.
[00:12:40.204 --> 00:12:41.504]  HDfirearms.com.
[00:12:41.864 --> 00:12:43.325]  Low cost compared to competitors.
[00:12:44.045 --> 00:12:50.166]  Super high quality, super lightweight, super accurate, and the experts salivate over it and love it.
[00:12:50.386 --> 00:13:02.328]  Their entire line of 556, 308, and their accessories are simply amazing, and it's designed by battle-hardened vets that know what they wish they would have had.
[00:13:02.589 --> 00:13:07.790]  You need to go to HDFirearms.com today, or you can visit HeadDownProducts.com.
[00:13:07.930 --> 00:13:09.530]  That's HeadDownProducts.com.
[00:13:11.385 --> 00:13:19.533]  About a year and a half ago, Anthony Gucciardi just said, man, I just did a Dr. Gribbs liver cleanse, the one he recommends, and he's developing this proprietary stuff he's testing on himself right now.
[00:13:19.633 --> 00:13:20.394]  You really ought to do it.
[00:13:20.474 --> 00:13:22.356]  The results are dramatic after six days.
[00:13:22.596 --> 00:13:24.298]  I'm like, no way, no way I'm doing it.
[00:13:24.438 --> 00:13:27.621]  I don't believe that there's giant black or green balls in my gallbladder.
[00:13:27.641 --> 00:13:28.662]  This is how ignorant I am.
[00:13:28.742 --> 00:13:29.903]  And he's like, look at it online.
[00:13:29.984 --> 00:13:31.065]  I'm not looking at it online.
[00:13:31.085 --> 00:13:32.106]  Stuff like that grosses me out.
[00:13:32.126 --> 00:13:32.786]  I don't want to go there.
[00:13:32.806 --> 00:13:35.429]  Well, finally, about six months ago, they convinced me to do it.
[00:13:35.529 --> 00:13:39.692]  I personally think everybody should go through liver cleansing if you haven't done one.
[00:13:39.732 --> 00:13:41.033]  Results speak for themselves.
[00:13:41.093 --> 00:13:48.517]  I mean hundreds of thousands of people have done this and it dates back even a thousand years drinking oils to cleanse and purge the liver.
[00:13:48.998 --> 00:14:03.487]  Actually the Greeks and the over in India with Ayurvedic medicine have done it the same way but how it works is what you should do and this is what our proprietary research led us to do back starting in the early 90s when we were looking at the best ways to
[00:14:03.627 --> 00:14:04.028]  We're good.
[00:14:20.427 --> 00:14:21.147]  We're good to go.
[00:14:46.394 --> 00:14:47.075]  We're good to go.
[00:15:00.905 --> 00:15:07.108]  The Pentagon is accusing Russia of playing with fire over nuclear threats toward NATO.
[00:15:07.689 --> 00:15:08.149]  That's right.
[00:15:08.469 --> 00:15:10.330]  This is coming from Robert Work, the U.S.
[00:15:10.490 --> 00:15:12.111]  Deputy Secretary of Defense.
[00:15:12.511 --> 00:15:21.396]  He told a House Armed Services Subcommittee that Russia was trying to control the escalation of tensions by invoking the threat of nuclear weapons.
[00:15:22.156 --> 00:15:29.524]  He said anyone who thinks that they can control escalation through the use of nuclear weapons is literally playing with fire.
[00:15:29.985 --> 00:15:35.171]  Escalation is escalation and nuclear use would be the ultimate escalation.
[00:15:35.792 --> 00:15:37.053]  So in other words it's only
[00:15:37.073 --> 00:15:48.218]  Only the Pentagon and NATO that are allowed to escalate the tensions by putting up offensive posturing all around Russia, setting up all of their military weaponry and everything.
[00:15:48.799 --> 00:15:50.640]  That kind of a war is okay.
[00:15:50.780 --> 00:15:56.723]  But, you know, that one's going to be long and drawn out and bring in a lot of money for the military-industrial complex.
[00:15:57.163 --> 00:16:01.165]  That's the only type of war escalation that's okayed by the Pentagon.
[00:16:02.677 --> 00:16:19.126]  Pentagon boss Ashton Carter has announced the United States will contribute weapons, aircraft, and forces, including commandos, for NATO's Rapid Reaction Force to defend against Russia from the east and violent extremists from the south, according to the Associated Press.
[00:16:19.246 --> 00:16:26.410]  Carter did not specify who the extremists from the south are, but a recent NATO military exercise in Poland left little doubt.
[00:16:26.570 --> 00:16:34.615]  During the largest maneuver by NATO since the end of the Cold War, a rapid reaction force in Poland staged a mock raid in the fictional country of Botnia.
[00:16:34.735 --> 00:16:39.358]  Birdman is the name that maneuver planners have given the opponent in the Botnian enemy camp.
[00:16:39.638 --> 00:16:44.361]  He must be retrieved from a wooden house in the middle of the military training grounds in the forest.
[00:16:44.882 --> 00:16:53.247]  Stationed in the nearby village of Alfa are his followers, armed militiamen who have begun to destabilize the region in southwestern Poland.
[00:16:53.508 --> 00:16:58.148]  The scene is recognizable as it is loosely based on the situation in eastern Ukraine.
[00:16:59.887 --> 00:17:04.528]  Except this time, a NATO member has been threatened by little green men.
[00:17:04.948 --> 00:17:09.049]  After all, the planners want to make the situation as lifelike as possible.
[00:17:09.309 --> 00:17:16.250]  A senior Pentagon official told the media Carter and the United States will urge NATO allies to dispose of the Cold War playbook.
[00:17:16.691 --> 00:17:24.112]  In an effort to counter hybrid warfare, in short, the ongoing effort in eastern Ukraine to resist the coup government in Kiev.
[00:17:24.652 --> 00:17:27.693]  Here's the Financial Times of London story from yesterday.
[00:17:28.601 --> 00:17:40.150]  Dealing with the fact that Washington is now fearing that Greece is going to go with Russia because NATO, the EU, and the West have been sucking Greece dry.
[00:17:41.190 --> 00:17:56.041]  The Atomic Energy Agency estimates that currently known stockpiles of nuclear weapons, if they were deployed, could destroy the planet, all life on the surface, bare minimum, more than 20 times.
[00:17:57.282 --> 00:17:58.023]  The numbers vary.
[00:17:59.926 --> 00:18:23.993]  But it is just mind-blowing to even imagine that our governments would be engaging in political and geopolitical activities that have taken us to a point that even most mainline analysts say is much more dangerous than the Cuban Missile Crisis in the early 1960s.
[00:18:24.713 --> 00:18:25.794]  Do you think that you have...
[00:18:27.350 --> 00:18:30.011]  Rich people have undue influence in politics in America.
[00:18:30.192 --> 00:18:30.472]  Yes.
[00:18:31.632 --> 00:18:32.193]  Yes.
[00:18:32.493 --> 00:18:34.434]  But given the rules, you're not going to back out?
[00:18:35.114 --> 00:18:38.916]  No, I mean, there are other rich people who have influence.
[00:18:39.356 --> 00:18:55.285]  Now it's even more cut and dry that the West, via George Soros, who told Fareed Zarkaria on CNN a few months ago that he basically overthrew Ukraine and their elected government, he is now coming out
[00:18:56.232 --> 00:18:57.793]  And saying we're going to have World War III.
[00:18:58.214 --> 00:19:00.755]  And he came out again last week and said he's serious.
[00:19:01.636 --> 00:19:11.623]  If there is conflict between China and a military ally of the United States, like Japan, then it is not an exaggeration to say that we are on the threshold of a third world war.
[00:19:11.744 --> 00:19:25.494]  Carter said the United States will contribute intelligence and surveillance capabilities, special operation forces, logistics, transport aircraft, and a range of weapons support that could include bombers, fighters, and ship-based missiles for the effort.
[00:19:25.914 --> 00:19:30.959]  The Pentagon has yet to reveal the number of troops that will participate in the battle against extremists.
[00:19:31.259 --> 00:19:38.506]  The announcement coincides with the defection of a one-time aide to the Ukrainian Defense Minister to the self-proclaimed Donetsk People's Republic.
[00:19:38.927 --> 00:19:43.611]  Alexander Kolmets took a wealth of classified intelligence information along with his family.
[00:19:43.932 --> 00:19:44.412]  The U.S.
[00:19:44.472 --> 00:19:49.257]  installed coup government in Kiev has suffered a number of humiliating defeats in eastern Ukraine.
[00:19:49.737 --> 00:19:49.937]  I think?
[00:20:11.749 --> 00:20:12.110]  We're good to go.
[00:20:29.878 --> 00:20:39.442]  Did you know that only six corporations control 90% of what millions of Americans see, hear, and read every single day?
[00:20:39.902 --> 00:20:41.643]  It's the illusion of choice.
[00:20:41.803 --> 00:20:42.363]  Think about it.
[00:20:42.583 --> 00:20:48.346]  The mainstream media is owned by only a handful of megacorporations with vested interests.
[00:20:48.606 --> 00:20:54.208]  But on the other hand, the Internet is an interconnected network of billions of sources.
[00:20:54.568 --> 00:20:58.830]  So you can research information for yourself from multiple sources,
[00:20:59.330 --> 00:21:06.315]  Or you can blindly accept what you hear or read in the mainstream media, never questioning what you are being told.
[00:21:06.595 --> 00:21:09.357]  This gives you a false sense of reality.
[00:21:09.557 --> 00:21:12.039]  I mean, do you actually know what you think you know?
[00:21:12.339 --> 00:21:16.802]  Or have you been programmed to accept someone else's version of events?
[00:21:17.222 --> 00:21:17.802]  Think about it.
