[00:00:19.580 --> 00:00:21.801]  Welcome to the InfoWars Nightly News.
[00:00:21.881 --> 00:00:23.101]  I'm your host, Jakari Jackson.
[00:00:23.421 --> 00:00:26.962]  It's April 8th, 2015, and here's a look at our top stories.
[00:00:30.422 --> 00:00:39.624]  Tonight, a South Carolina cop is charged with murder after a video shows him shooting an unarmed man in the back.
[00:00:40.024 --> 00:00:46.586]  Then, the Democrats want the IRS to pay gun owners to turn in their guns.
[00:00:47.006 --> 00:00:49.309]  Mr. and Mrs. America, turn them all in.
[00:00:49.550 --> 00:00:50.471]  And check this out.
[00:00:50.931 --> 00:00:55.898]  A free tool that shows what apps are really doing behind your back.
[00:00:56.318 --> 00:00:58.621]  Plus, how to talk to the cops.
[00:00:59.062 --> 00:01:02.507]  That's coming up next on the InfoWars Nightly News.
[00:01:08.137 --> 00:01:13.040]  One of the hot topics in the news right now is, should police officers be required to wear body cameras?
[00:01:13.521 --> 00:01:20.365]  Well, in the cases of Kelly Thomas or Eric Garner, we have the officers on video committing the offenses, but nothing happened.
[00:01:20.706 --> 00:01:21.766]  But it's not the case this time.
[00:01:21.786 --> 00:01:31.233]  We have a situation in South Carolina where an officer falsified a report and was only brought to justice after video by a pedestrian came to light.
[00:01:50.000 --> 00:01:52.741]  And luckily, there just so happened to be a passerby with a camera.
[00:01:52.821 --> 00:01:58.064]  Otherwise, it would have been the officer's police report versus the non-testimony of the dead victim.
[00:01:58.504 --> 00:02:00.105]  And for more on this, we have Leanne McAdoo.
[00:02:00.125 --> 00:02:02.886]  Leanne, when you first saw this report, what did you think?
[00:02:04.022 --> 00:02:06.363]  I was really shocked with this video.
[00:02:07.363 --> 00:02:17.947]  Just to see a police officer so casually shoot a man in the back seven times and he takes a pause and then he shoots him one more time for good measure.
[00:02:17.967 --> 00:02:19.768]  That was just shocking.
[00:02:20.168 --> 00:02:26.371]  But once again, we have this case that underscores the importance of filming police encounters because
[00:02:27.091 --> 00:02:30.254]  Very quickly we saw that they were falsifying the report.
[00:02:30.735 --> 00:02:38.242]  Here's the original story that the officer gave before this horrifying video emerged of him killing Walter Scott.
[00:02:38.923 --> 00:02:49.273]  So the officer, Michael Slager, he said through his former attorney that he first pulled over this Mercedes-Benz that had a broken brake light Saturday morning around 9 30 a.m.
[00:02:51.274 --> 00:03:02.201]  Then he said that Walter Scott fled on foot, and according to the police report, Slager announced on the police radio that he deployed his taser, but it didn't work.
[00:03:02.721 --> 00:03:03.822]  A struggle ensued.
[00:03:04.222 --> 00:03:06.683]  Scott allegedly tried to grab the taser.
[00:03:07.164 --> 00:03:12.347]  Slager radioed the department to say that Scott had gotten a hold of his device and
[00:03:13.127 --> 00:03:16.928]  Then Slager says that he felt threatened and fired his gun.
[00:03:17.528 --> 00:03:29.270]  So that on Saturday the police come out and they release a statement saying Scott had attempted to gain control of a taser from Slager and that he was shot in a struggle over the weapon.
[00:03:29.870 --> 00:03:34.811]  And so it was that testimony from police that prompted this anonymous witness to come forward.
[00:03:34.871 --> 00:03:39.311]  He showed that video to the family and he said this is absolutely false what the police are saying.
[00:03:39.852 --> 00:03:41.892]  And a lot of people are saying that this witness is a hero
[00:03:42.632 --> 00:03:48.438]  Because he had this footage of a police officer committing murder here and killing this man.
[00:03:48.458 --> 00:03:50.299]  So, pretty shocking.
[00:03:50.540 --> 00:03:51.721]  That's completely unreasonable.
[00:03:51.761 --> 00:03:59.949]  We saw a similar situation here in Austin where they shot, I believe his name was Larry Jackson, a gentleman who went to a bank after the bank had been robbed.
[00:03:59.969 --> 00:04:04.192]  You know, he went to the cash checker, as the police say, to commit a fraud.
[00:04:05.093 --> 00:04:07.695]  And so he takes off and the police follow the guy.
[00:04:07.735 --> 00:04:10.297]  He takes off running, you know, for whatever reason.
[00:04:10.857 --> 00:04:14.400]  He wasn't the guy who robbed the bank because this gentleman happened to be black.
[00:04:14.420 --> 00:04:19.244]  The man who robbed the bank was white, so he wasn't a suspect, but the officer decided to pursue him anyway.
[00:04:19.864 --> 00:04:26.329]  Long story short, the officer catches up to the guy, the struggle ensues, and Larry Jackson ends up dead with a bullet in the back.
[00:04:26.889 --> 00:04:32.372]  So, you know, anytime somebody gets shot in the back, you always have to question, was the shooting necessary in the first place?
[00:04:32.732 --> 00:04:36.754]  Because as we can clearly see in this video, the man takes off running.
[00:04:36.794 --> 00:04:38.595]  He's several yards from the officer.
[00:04:39.175 --> 00:04:42.197]  When the officer is able to pull out the weapon, fire multiple shots.
[00:04:42.717 --> 00:04:44.858]  Striking the man multiple times and then killing him.
[00:04:45.238 --> 00:04:50.761]  And for anybody at home, you know, if somebody breaks into your house and, you know, he takes off running, you know, he's of no threat to you.
[00:04:51.221 --> 00:04:53.782]  You can't just pull out a gun and just shoot him in the middle of the street.
[00:04:54.163 --> 00:04:57.944]  Now, if it gets to kind of a murky place, let's say the guy had a firearm.
[00:04:57.964 --> 00:05:01.106]  He said, hey, well, he's running to get in a better position to shoot back at me.
[00:05:01.646 --> 00:05:02.207]  Okay.
[00:05:02.527 --> 00:05:05.888]  He may have some leeway with this, but the man had no visible weaponry.
[00:05:05.908 --> 00:05:08.750]  So the officer had really no reason to shoot him at all.
