[00:00:19.710 --> 00:00:23.457]  Welcome to the special New Year's Day edition of the InfoWars Nightly News.
[00:00:23.577 --> 00:00:24.138]  It's January 1st, 2015.
[00:00:26.638 --> 00:00:28.419]  Happy New Year to those of you joining us.
[00:00:28.499 --> 00:00:32.062]  I'm David Knight and joining me today are Joe Biggs and Rob Due.
[00:00:32.082 --> 00:00:39.807]  We're going to be talking about trends that we see, very important trends that have developed at the end of this year that we see intensifying in the next year.
[00:00:40.408 --> 00:00:44.110]  But one of those trends, of course, is the fight for gun freedom.
[00:00:44.170 --> 00:00:45.211]  It's a continuous fight.
[00:00:45.251 --> 00:00:48.053]  The price of freedom is eternal vigilance, eternal activism.
[00:00:48.413 --> 00:00:55.178]  We've seen that in states where marijuana has been legalized, they now use that as a way to attack people's gun rights.
[00:00:55.638 --> 00:00:57.783]  That's an issue that's going to be coming up this next year.
[00:00:58.284 --> 00:01:00.989]  In Texas, we have a fight for open carry.
[00:01:01.470 --> 00:01:04.717]  One of the few states that does not allow open carry of firearms.
[00:01:04.817 --> 00:01:06.681]  And here's a report from Jakari Jackson.
[00:01:07.617 --> 00:01:20.427]  As 2014 draws to a close, I say my prediction and hope for the new year would be to see less persecution of gun owners in general, and in particular, to see HB 195 pass in the state of Texas.
[00:01:20.687 --> 00:01:22.729]  This is the constitutional carry bill.
[00:01:22.989 --> 00:01:29.294]  Gun advocates have talked to Governor-elect Greg Abbott, who said he will sign the bill should it make it all the way to his desk.
[00:01:29.714 --> 00:01:33.397]  So I'm here in Austin at the Republican Party of Texas board meeting.
[00:01:34.389 --> 00:01:38.672]  And today I got the opportunity to go to luncheon with Governor-Elect Greg Abbott.
[00:01:39.252 --> 00:01:41.794]  I met him and informed him that I work with gun rights.
[00:01:42.321 --> 00:01:52.689]  And I brought to him HB 195, which is Representative Stickland's constitutional carry bill that he's pre-filed for the 2015 session.
[00:01:52.709 --> 00:01:57.653]  And Mr. Abbott has agreed previously that he would sign this bill if it comes to his desk.
[00:01:57.693 --> 00:01:59.755]  Well, I asked him, hey, can I get your autograph?
[00:01:59.775 --> 00:02:02.137]  Could you sign this print-up of this bill?
[00:02:02.177 --> 00:02:04.479]  And he agreed, and he reaffirmed that he would be happy
[00:02:09.144 --> 00:02:14.310]  One of the most recognizable supporters of HB 195 is Master Sergeant C.J.
[00:02:14.370 --> 00:02:14.770]  Grisham.
