[00:00:19.568 --> 00:00:20.369]  Good evening, everyone.
[00:00:20.409 --> 00:00:22.471]  Welcome to the InfoWars Nightly News.
[00:00:22.571 --> 00:00:23.492]  I'm Darren McBreen.
[00:00:23.552 --> 00:00:25.714]  It is Thursday, September 3rd, 2015.
[00:00:26.315 --> 00:00:29.338]  And here's a quick look at what's coming up.
[00:00:32.721 --> 00:00:33.142]  Tonight...
[00:00:39.295 --> 00:00:45.040]  The vaccine reaction they don't want you to see.
[00:00:46.041 --> 00:00:48.923]  And are you tired of the same jerks in office?
[00:00:49.484 --> 00:00:50.705]  Well, vote for term limits.
[00:00:51.365 --> 00:00:54.908]  That's next on the InfoWars Nightly News.
[00:00:55.885 --> 00:00:57.466]  I don't care if you got a handlebar mustache.
[00:00:57.526 --> 00:00:58.186]  I don't care.
[00:00:58.447 --> 00:01:20.920]  But the fact that you have it, you think you've now attained godhood, that you're so ignorant, you don't know what July 4th is, but you're running around celebrating, we're the Democrats, we're winning, Donald Trump's in trouble, while the global stock market's melting down, while they put cancer viruses in the vaccines and prepare forced inoculations.
[00:01:23.140 --> 00:01:29.133]  and feed us GMOs that sterilize every mammal species that's fed them within three generations.
[00:02:00.382 --> 00:02:06.686]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:07.046 --> 00:02:08.527]  I believe our research is conclusive.
[00:02:08.547 --> 00:02:09.908]  This is the best iodine out there.
[00:02:10.188 --> 00:02:11.309]  And I know this for a fact.
[00:02:11.849 --> 00:02:16.632]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:16.752 --> 00:02:20.494]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:21.235 --> 00:02:22.716]  I believe our research is conclusive.
[00:02:22.736 --> 00:02:24.076]  This is the best iodine out there.
[00:02:24.116 --> 00:02:26.238]  Take advantage of this at InfoWarsLife.com.
[00:02:35.267 --> 00:02:40.528]  You know, in 1947, Congress limited the president to only two terms.
[00:02:41.148 --> 00:02:41.668]  Eight years.
[00:02:42.349 --> 00:02:48.270]  That's because they said too much power for too long is a threat to our freedom.
[00:02:48.850 --> 00:02:56.272]  I happen to agree with them 100%, but, well, don't you think the same thing should hold true for Congress and the Senate?
[00:02:56.892 --> 00:03:05.460]  I mean, these guys have unlimited terms right now, and some of these guys have been in there for a very, very long time.
[00:03:05.920 --> 00:03:07.722]  Just look at these dinosaurs.
[00:03:08.542 --> 00:03:14.388]  Senator Patrick Leahy from Vermont, he's been in office for 40 years.
[00:03:14.688 --> 00:03:15.008]  Wow.
[00:03:15.589 --> 00:03:16.550]  Barbara Mikulski?
[00:03:17.150 --> 00:03:18.792]  She's been there for 38 years.
[00:03:19.312 --> 00:03:21.515]  Chuck Schumer, 34 years in office.
[00:03:21.815 --> 00:03:23.697]  Chuck Grassley, 34 years.
[00:03:23.817 --> 00:03:25.659]  Hatch has been there for 38 years.
[00:03:25.759 --> 00:03:28.302]  Mitch McConnell, 30 years in Kentucky.
[00:03:28.662 --> 00:03:31.905]  Harry Reid, one of the most corrupt senators of all time.
[00:03:32.206 --> 00:03:33.187]  He's been there for 32 years.
[00:03:34.708 --> 00:03:35.789]  Skip a couple of these guys.
[00:03:35.809 --> 00:03:38.811]  Go to John McCain, another very corrupt politician.
[00:03:38.891 --> 00:03:40.392]  Every bit as corrupt as Harry Reid.
[00:03:40.732 --> 00:03:43.754]  He's been there in Arizona for 32 years.
[00:03:44.214 --> 00:03:45.895]  Richard Durbin, 32 years.
[00:03:46.075 --> 00:03:52.839]  And Senator Pat Roberts of Kansas, 79 years old, 34 years in office.
[00:03:53.439 --> 00:03:56.842]  No person should hold power over a nation this long.
[00:03:57.742 --> 00:04:10.835]  And right now, there are 227 career politicians in Congress with, by the way, an average approval rating of anywhere from a dismal 9% to 16% approval rating of Congress.
[00:04:14.653 --> 00:04:15.313]  Can you believe that?
[00:04:15.934 --> 00:04:21.676]  Yet somehow, magically, they keep getting re-elected again and again.
