[00:00:19.557 --> 00:00:21.702]  Welcome to the Info Wars Nightly News.
[00:00:21.803 --> 00:00:23.046]  I'm your host, Jakari Jackson.
[00:00:23.407 --> 00:00:26.875]  It's June 3rd, 2015, and here's a look at our top stories.
[00:00:30.216 --> 00:00:39.498]  Tonight, a 36-year NSA veteran turned whistleblower breaks down the passage of the USA Freedom Act.
[00:00:40.019 --> 00:00:49.441]  Then, a family in Mississippi is facing possible jail time for cheering on their loved ones at a high school graduation.
[00:00:49.821 --> 00:00:57.063]  And a senator in Rhode Island wants to use RICO laws to prosecute global warming skeptics.
[00:00:57.603 --> 00:01:01.920]  All that plus much more up next on the InfoWars Nightly News.
[00:01:08.359 --> 00:01:19.524]  A Rhode Island Senator, Sheldon Whitehouse, just seriously suggested that people who are skeptical of global warming models and predictions should not only be censored, but prosecuted under the RICO Act.
[00:01:19.885 --> 00:01:23.746]  That's the Racketeer Influenced and Corrupt Organizations Act of 1970.
[00:01:24.707 --> 00:01:27.048]  You know, going after organized crime.
[00:01:27.428 --> 00:01:32.591]  The government was having trouble getting convictions for organized crime because the mob could always hire the best lawyers.
[00:01:33.171 --> 00:01:36.993]  So they decided they'd take away their money first, so they could get a conviction.
[00:01:37.682 --> 00:01:42.423]  But when you take away constitutional rights for the mob, you take them away for everyone.
[00:01:43.103 --> 00:01:51.404]  Within 16 years, Reagan signed civil asset forfeiture laws that allowed the police to confiscate property even without charging you with a crime.
[00:01:51.964 --> 00:01:56.585]  By 1994, RICO was being used against pro-life activists.
[00:01:57.285 --> 00:02:02.846]  So it's not a stretch that this government would use RICO against people who are skeptical of its agenda.
[00:02:03.586 --> 00:02:06.007]  For more information, go to Infowars.com.
[00:02:06.367 --> 00:02:06.967]  I'm David Knight.
[00:02:07.401 --> 00:02:13.685]  That's right, David, in that article he was referring to, Senator, use RICO laws to prosecute global warming skeptics.
[00:02:14.185 --> 00:02:23.411]  And basically he breaks down how things like political lobbying, contributions to political candidates, and the use of media efforts is undermining climate science.
[00:02:24.112 --> 00:02:28.575]  And the thing about this is, when we talk about the climate science, as we talk about quite often here,
[00:02:29.315 --> 00:02:32.519]  I'm not a scientist, but this doesn't really seem like science to me.
[00:02:32.879 --> 00:02:36.704]  Because as you guys recall, we talked about it at a great length earlier this year.
[00:02:36.724 --> 00:02:41.349]  2014, the hottest year on record, except Chicago, Illinois and Detroit, Michigan.
[00:02:41.369 --> 00:02:43.711]  And those are just two cities off the top of my head.
[00:02:44.272 --> 00:02:50.077]  So they say it's the hottest year on record, but it's also cold here, and it somehow makes sense even though we said it was hot.
[00:02:50.437 --> 00:02:54.480]  It's supposed to be cold, and now they don't use either global warming or global cooling.
[00:02:54.781 --> 00:02:56.802]  It's an all-encompassing climate change.
[00:02:57.143 --> 00:03:07.331]  So to put it to you like this, let's say we're betting on a football game, and you know, it's the Cowboys versus the Eagles, and I say the Cowboys are going to win unless the Eagles win, and then either way, I get the money.
[00:03:07.591 --> 00:03:08.532]  You say, that doesn't make sense.
[00:03:08.572 --> 00:03:10.914]  That's the same thing they've given you with climate change.
[00:03:10.954 --> 00:03:11.574]  They actually had
[00:03:12.555 --> 00:03:13.456]  Just some backup.
[00:03:13.876 --> 00:03:15.097]  This is what it's going to be this year.
[00:03:15.157 --> 00:03:15.377]  Fine.
[00:03:15.417 --> 00:03:16.839]  If it's extra hot that year, fine.
[00:03:17.199 --> 00:03:20.541]  But if it's extra cold that year, you can't say that you won when he said it's going to be hot.
[00:03:20.561 --> 00:03:22.323]  Do you understand kind of what I'm going here?
[00:03:22.723 --> 00:03:25.765]  And then they have their pundits go out like they're talking about the pundits here.
[00:03:26.086 --> 00:03:30.649]  They have their pundits go on MSNBC and they say, don't use global warming.
[00:03:30.689 --> 00:03:31.810]  Don't use global cooling.
[00:03:31.990 --> 00:03:32.911]  Use climate change.
[00:03:33.191 --> 00:03:36.214]  So regardless what the temperature is, you will be accurate.
[00:03:36.914 --> 00:03:37.775]  And it's not just there.
[00:03:38.195 --> 00:03:40.816]  As you guys recall, we did the report last year, 2014, U.S.
[00:03:41.437 --> 00:03:44.879]  college professor demands imprisonment for climate change deniers.
[00:03:45.459 --> 00:03:53.244]  So they're saying that if you have any type of skepticism at all, you need to be jailed and dealt with and possibly even re-educated.
[00:03:53.644 --> 00:03:58.407]  Now, to be very clear, when we talk about the climate, I definitely understand that climates change over time.
[00:03:58.828 --> 00:04:04.371]  My biggest argument, if you disagree with everything I've said thus far, let's think about this in just terms of money.
[00:04:04.431 --> 00:04:05.372]  People understand that.
[00:04:06.192 --> 00:04:11.015]  What is paying all these carbon taxes going to do to stop global warming?
[00:04:11.175 --> 00:04:11.576]  Seriously.
[00:04:12.076 --> 00:04:14.638]  If you're like me, you have a car, you have an apartment.
[00:04:15.018 --> 00:04:21.482]  If you have to pay out the wazoo for carbon taxes when you have these big companies, you know, with these big plants and all this stuff, what's that really going to do?
[00:04:21.822 --> 00:04:23.904]  What's your contribution going to do to help anything?
[00:04:24.084 --> 00:04:24.384]  Nothing.
[00:04:24.464 --> 00:04:30.188]  All it is going to do is line the pockets of these politicians, these pundits, and these people who keep pushing this global
[00:04:30.848 --> 00:04:32.470]  Our climate change agenda.
[00:04:32.931 --> 00:04:34.032]  So that's enough on that.
[00:04:34.513 --> 00:04:45.366]  Let's switch gears and talk about the climate here in the city of Austin, Texas, or more accurately, the climate of the Internet at large, because we see that the man behind the Silk Road is now in prison.
[00:04:46.107 --> 00:04:50.650]  The 31-year-old operator of the Silk Road, this is Ross Ulbricht.
[00:04:50.810 --> 00:04:53.432]  He was sentenced this past weekend to life without parole.
[00:04:53.952 --> 00:05:04.318]  And the reason they busted him and came down so hard on him is because the site, the Silk Road, they said he allowed all this illicit activity to take place and thus he needs to be dealt with very harshly.
[00:05:04.738 --> 00:05:07.640]  Now, his defense was saying, hey, I just set up a website.
[00:05:07.660 --> 00:05:09.581]  And they said, well, people were dealing drugs on your website.
[00:05:09.621 --> 00:05:11.943]  Well, let me let you in on a little secret.
[00:05:11.983 --> 00:05:15.305]  People were dealing drugs a long time before the internet came around.
[00:05:15.845 --> 00:05:18.367]  And you can do other things on Silk Road as well.
[00:05:18.407 --> 00:05:19.528]  I looked on there earlier today.
