[00:00:19.685 --> 00:00:21.767]  Welcome to the Info Wars Nightly News.
[00:00:21.867 --> 00:00:23.189]  I'm your host, Jakari Jackson.
[00:00:23.469 --> 00:00:25.391]  It is November 18th, 2015, and here's a look at our top stories.
[00:00:30.748 --> 00:00:33.090]  Tonight, the enemy within.
[00:00:33.510 --> 00:00:42.799]  Nearly 70 men and women with ISIS-related terror plots on American soil have been arrested, including refugees.
[00:00:43.259 --> 00:00:52.768]  Meanwhile, hundreds of guns, including grenade launchers and M4 rifles, have been lost or stolen from Bay Area police departments.
[00:00:53.748 --> 00:00:57.471]  We are at war with radical Islamic terrorism.
[00:00:57.992 --> 00:01:02.295]  Jeb Bush says he wants to be the leader of the free world.
[00:01:02.735 --> 00:01:07.679]  And he also wants American soldiers on the ground in Iraq and Syria.
[00:01:07.919 --> 00:01:11.222]  We need to intensify our efforts in the air and on the ground.
[00:01:11.542 --> 00:01:21.670]  Plus, in the aftermath of the Paris Massacre, Americans rushed to buy guns as authorities warn of impending terrorist attacks at home.
[00:01:21.950 --> 00:01:26.434]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.230 --> 00:01:31.571]  Clean, pure drinking water.
[00:01:31.872 --> 00:01:33.173]  You can't survive without it.
[00:01:33.353 --> 00:01:34.275]  But where do you get it?
[00:01:34.555 --> 00:01:40.321]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.561 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.257 --> 00:02:40.683]  Now coming up later in our show we'll have a special report and news blitz from Leanne McAdoo and also a report from Joe Biggs who's on the ground in Paris, France.
[00:02:41.223 --> 00:02:46.568]  And let's start off the show by talking about Paris and in particular what to do with all these Syrian refugees.
[00:02:47.528 --> 00:02:54.073]  The Obama administration has said that they want to bring a very large amount, tens of thousands of Syrian refugees here to the United States.
[00:02:54.113 --> 00:02:55.795]  Now we already have some here.
[00:02:56.195 --> 00:03:01.298]  There's an article that's out in local Dallas news talking about how Dallas has a growing Syrian population.
[00:03:01.858 --> 00:03:08.322]  Multiple governors, including our governor here in the state of Texas, Greg Abbott, has said, you know, let's kind of back off this for right now.
