[00:00:18.792 --> 00:00:20.914]  Waging War on Corruption.
[00:00:21.454 --> 00:00:26.579]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:28.981 --> 00:00:29.702]  I want you.
[00:00:30.162 --> 00:00:30.583]  I need you.
[00:00:32.624 --> 00:00:33.545]  I want you.
[00:00:34.406 --> 00:00:35.227]  I need you.
[00:00:35.287 --> 00:00:38.049]  I want you to be mine tonight.
[00:00:39.550 --> 00:00:40.712]  You need me.
[00:00:41.392 --> 00:00:42.493]  You tease me.
[00:00:42.513 --> 00:00:43.274]  Ignore us.
[00:00:43.294 --> 00:00:45.316]  The accomplished director, actor,
[00:00:46.800 --> 00:00:52.666]  The progeny of the great and mighty King Norris will be joining us in studio.
[00:00:53.755 --> 00:00:54.676]  I'm a little bit wound up.
[00:00:55.356 --> 00:00:58.478]  Okay, only one cup of coffee so far today, but I am wound up right now.
[00:00:58.498 --> 00:01:00.259]  I am wound up.
[00:01:01.079 --> 00:01:01.679]  I am angry.
[00:01:01.800 --> 00:01:02.780]  I just, I get upset.
[00:01:03.460 --> 00:01:06.142]  But at the same time, I get happy when I'm fighting tyranny.
[00:01:06.162 --> 00:01:07.703]  So thank you for putting up with me.
[00:01:07.723 --> 00:01:13.026]  I'm going to control myself now or I'll be totally exhausted by this evening if I continue to bounce all over the walls here, but that's what's happening.
[00:01:13.946 --> 00:01:19.249]  Dems propose civil rights-free legals, ISIS to enter the U.S., Kit Daniels, Infowars.com.
[00:01:20.470 --> 00:01:24.833]  Senator Sessions has released the plan that they're planning to put through Congress.
[00:01:25.334 --> 00:01:28.896]  Any alien denied entry could file suit to demand entry and claims damages.
[00:01:29.397 --> 00:01:30.678]  That's for the lawyers to make money too.
[00:01:30.978 --> 00:01:33.920]  For lost employment, lost welfare benefits, lost income.
[00:01:34.380 --> 00:01:35.541]  And they want to let ISIS in.
[00:01:35.561 --> 00:01:38.503]  We'll break this down coming up later in the hour.
[00:01:38.543 --> 00:01:41.826]  But Alex Newman, again you have the fortune or misfortune of
[00:01:42.446 --> 00:01:45.890]  Joining me today in the last hour when I was in particular Piranha Mode.
[00:01:47.031 --> 00:01:48.352]  You're right though, this is the battle.
[00:01:48.552 --> 00:01:49.774]  The enemy's inside the gates.
[00:01:50.895 --> 00:01:52.577]  It's actually the animating contest of liberty.
[00:01:52.677 --> 00:01:59.364]  What can we do to expose the fact that the entire West is being usurped into an anti-human eugenics world government as we speak?
[00:02:00.726 --> 00:02:05.088]  I think one of the best things that people can do is, first of all, educate themselves and then spread the word.
[00:02:05.128 --> 00:02:13.511]  You know, share Alex Jones' program through your Twitter, through your Facebook with your friends, share the New Americans articles, get the information out there so that people realize.
[00:02:13.551 --> 00:02:24.035]  Because what I've found, and we've interviewed a number of people who used to be global warming alarmists, we interviewed an engineer who quit his job to get involved in stopping global warming until he realized it was all a fraud.
[00:02:24.415 --> 00:02:25.896]  So, the facts are compelling.
[00:02:25.936 --> 00:02:27.016]  The truth stands on its own.
[00:02:27.337 --> 00:02:29.918]  Yes, the globalists have billions, trillions of dollars.
[00:02:29.958 --> 00:02:31.959]  Yes, they had control of all the big media.
[00:02:32.359 --> 00:02:34.260]  And, you know, they're the rock stars here.
[00:02:34.580 --> 00:02:37.322]  But, you know, the truth stands on its own.
[00:02:37.362 --> 00:02:38.803]  We don't need the billions of dollars.
[00:02:38.863 --> 00:02:39.983]  We need the facts.
[00:02:40.083 --> 00:02:40.884]  We need the truth.
[00:02:41.144 --> 00:02:44.426]  And with those two weapons, we can stop this scam.
[00:02:44.526 --> 00:02:48.888]  And once the American people are sufficiently educated, we can work with our elected officials.
[00:02:49.148 --> 00:02:51.409]  And, you know, Congress could very easily stop this.
[00:02:51.489 --> 00:02:52.650]  Every Republican in Congress
[00:02:53.050 --> 00:02:55.112]  Uh, ran on a platform of stopping Obama.
[00:02:55.412 --> 00:02:57.273]  Now you have an opportunity to stop Obama.
[00:02:57.533 --> 00:03:02.497]  When you pass the budget, say, not one penny of this budget is going to climate negotiations.
[00:03:02.617 --> 00:03:08.461]  Not one penny of this budget is going to the cap-and-trade that you couldn't even get through the Democrat-controlled Congress.
[00:03:08.521 --> 00:03:11.222]  Not one penny of this money is going for the gun grab.
[00:03:11.242 --> 00:03:13.684]  Not one penny of this money is going for any of Obama's agenda.
[00:03:13.884 --> 00:03:17.787]  So Republicans who say, oh, we can't do anything, we need to win the White House, they're not telling the truth.
[00:03:18.067 --> 00:03:18.728]  Don't squeeze, only tickle!
[00:03:47.617 --> 00:03:47.797]  Right.
[00:03:48.177 --> 00:03:49.559]  There goes Schwarzenegger again, right?
[00:03:49.619 --> 00:03:51.780]  And there's a whole bunch of nutty American officials here.
[00:03:51.800 --> 00:03:57.925]  You have the EPA chief here, who's the one in charge of implementing all of Obama's... Well, I mean, I didn't want to go off on Schwarzenegger.
[00:03:57.965 --> 00:04:07.532]  I mean, I love some of his earlier movies, like Running Man and Predator, and Conan the Barbarian is just amazingly... not Conan the Destroyer, that's comedy, but Conan the Barbarian is amazing.
[00:04:08.112 --> 00:04:12.655]  I like Arnold Schwarzenegger as an actor, quite frankly, but as a person, he's an oppressive evil.
[00:04:13.216 --> 00:04:15.257]  He makes Lance Armstrong look like a humanitarian.
[00:04:15.417 --> 00:04:18.519]  I mean, the stuff he's been involved in, the arrogance, I hate him!
[00:04:18.960 --> 00:04:24.643]  He's just the antithesis of Americana, and I literally just want him out of my life.
[00:04:24.744 --> 00:04:32.229]  I mean, he literally is perching on me with munialization, trying to take over all the major cities and put us under carbon tax one way or the other.
[00:04:32.249 --> 00:04:35.431]  I mean, I'm sure, as you know, Alex, he quarterbacks that whole operation.
[00:04:36.601 --> 00:04:40.722]  Yep, and you know, he's a good representative for the type of people who are here at this UN Summit.
[00:04:41.042 --> 00:04:53.146]  They're, you know, at least at the upper levels, they're all totalitarian, they're all incredible hypocrites, and they all want to, like Arnold Schwarzenegger, you know, control your life, and so people need to understand... He says he admires Hitler!
[00:04:53.326 --> 00:04:55.386]  Listen, Alex, thank you so much, great job.
[00:04:55.646 --> 00:05:01.548]  Folks can read your report without all my screaming, but we need some screaming too, at the New American Magazine, newamerican.com.
[00:05:01.788 --> 00:05:04.969]  Thank you so much, brother, we'll be talking to you again soon, after you get back from Paris.
[00:05:05.819 --> 00:05:06.579]  Thank you so much, Alex.
[00:05:06.599 --> 00:05:07.619]  Mike Norris is coming up.
[00:05:24.704 --> 00:05:25.124]  And the U.S.
[00:05:25.144 --> 00:05:34.547]  government has even hired a data security firm to create large numbers of fake social media profiles that could be used to spread propaganda, while also encountering anti-establishment viewpoints online.
[00:05:34.727 --> 00:05:42.650]  Also, an increasing number of mainstream news outlets are disabling or severely restricting comment sections to silence out critics that challenge the prevailing status quo pushed by the media.
[00:05:42.810 --> 00:05:47.975]  For example, Popular Science said it was killing its comics section to silence global warming skeptics.
[00:05:48.255 --> 00:05:52.339]  In other words, they don't want readers to have the ability to sway public opinion against their agenda.
[00:05:52.459 --> 00:06:00.247]  The ultimate endgame is to both eradicate free speech on the internet and to turn the internet into a tightly controlled medium where only government-approved viewpoints are allowed.
[00:06:00.427 --> 00:06:04.371]  In other words, governments want to bury the truth found on the internet in favor of government lies.
[00:06:04.571 --> 00:06:07.393]  You can find out more about the war on the internet at InfoWars.com.
[00:06:07.433 --> 00:06:08.855]  This is Kit Daniels reporting.
[00:06:09.435 --> 00:06:16.261]  In the 15-year history of PrisonPlanet.tv, we have never offered six months free at Christmas.
[00:06:16.341 --> 00:06:19.044]  We've always offered five months free.
[00:06:19.224 --> 00:06:24.809]  But since I announced six free months a few days ago, we have seen record numbers of sign-ups.
[00:06:25.109 --> 00:06:28.331]  PrisonPlanet.tv began 15 years ago.
[00:06:28.551 --> 00:06:31.533]  It's grown into InfoWars, Nightly News, and so much more.
[00:06:31.853 --> 00:06:40.578]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[00:06:40.798 --> 00:06:51.524]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[00:06:51.784 --> 00:06:59.512]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[00:06:59.572 --> 00:07:01.433]  Get 20 memberships at half price.
[00:07:01.634 --> 00:07:03.415]  Be the Paul Revere in your community.
[00:07:03.556 --> 00:07:07.099]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[00:07:09.395 --> 00:07:12.696]  Soon Christmas would have come and gone, and with it, 2015.
[00:07:13.136 --> 00:07:18.117]  Now is the time to give the gift of amazing health this Christmas and New Year's season.
[00:07:18.137 --> 00:07:25.820]  Many of you have experienced or you've heard about the amazing benefits from the exclusive formulations available at InfoWarsLife.com.
[00:07:26.220 --> 00:07:31.461]  Now is your chance to share them with those you love and take advantage of unprecedented specials.
[00:07:31.821 --> 00:07:34.242]  You will find the InfoWarsLife Essentials Pack
[00:07:34.522 --> 00:07:39.566]  With X2 Super Male and Silver Bullet Colloidal Silver for 33% off.
[00:07:39.806 --> 00:07:46.651]  You'll also find other specials like the Deep Cleanse Pack with Deep Cleanse, Oxy Powder, and Living Defense for 28% off.
