[00:00:05.168 --> 00:00:06.469]  Big Brother.
[00:00:06.469 --> 00:00:08.249]  Mainstream media.
[00:00:08.249 --> 00:00:10.010]  Government cover-ups.
[00:00:10.010 --> 00:00:11.590]  You want answers?
[00:00:11.590 --> 00:00:13.131]  Well, so does he.
[00:00:13.131 --> 00:00:17.333]  He's Alex Jones on the GCN Radio Network.
[00:00:17.333 --> 00:00:22.715]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.715 --> 00:00:24.836]  Jade Helm continues in September.
[00:00:26.416 --> 00:00:29.078]  I haven't really covered it like I should.
[00:00:29.078 --> 00:00:32.000]  There have been some new developments that's coming up today.
[00:00:32.000 --> 00:00:41.126]  We're gonna get into an earthquake hitting in the middle of Colorado and they're saying the big one in San Francisco could be right around the corner in the Telegraph.
[00:00:41.126 --> 00:00:54.054]  There's a lot of geopolitical news and more today but first Paul Watson reports on some of the giant distractions that are out there as they weaponize the media and try to absolutely confuse the population.
[00:00:55.029 --> 00:01:01.391]  Is prominent Black Lives Matter activist and self-help guru Shaun King the next Rachel Dolezal?
[00:01:01.391 --> 00:01:10.114]  Conservative news websites are abuzz with claims that King, who says he is biracial, is actually white, and has been lying about his ethnicity all along.
[00:01:10.734 --> 00:01:19.097]  King claims he was terrorized at school for being mixed race, but a 1995 police report identifies him as white.
[00:01:19.097 --> 00:01:28.761]  Police also dispute King's claim that he was brutally beaten by rednecks in a racially motivated attack, which King alleged was Kentucky's first hate crime.
[00:01:28.761 --> 00:01:33.843]  Records show the incident involved only one other person, and that the injuries were minor.
[00:01:34.483 --> 00:01:43.426]  A birth certificate obtained by Breitbart from the Kentucky Office of Vital Statistics also names a white man as King's father.
[00:01:43.426 --> 00:01:50.628]  Blogger Vicky Pate uncovered this photo of King as a child, which appears to show a Caucasian kid with ginger hair.
[00:01:51.895 --> 00:01:59.702]  Even King's Daily Kos colleague Bert Miles wrote a blog in which he said he was very concerned about King and his motives.
[00:01:59.702 --> 00:02:07.249]  Key documents appear to show that King has two white parents and that he has been lying to the public about his race, reports Breitbart.
[00:02:07.950 --> 00:02:15.457]  Whenever King is quizzed about these claims on Twitter, he immediately goes on a blocking spree and refuses to address the issue.
[00:02:15.457 --> 00:02:26.526]  King finally responded to the story earlier today on Twitter, asserting that it was a white supremacist conspiracy theory and that it was, quote, bullshit.
[00:02:26.526 --> 00:02:29.749]  Although when asked directly over and over again,
[00:02:30.498 --> 00:02:41.494]  Whether he was white or biracial, King only said that his family history was a mess and that he will never go public with his racial story.
[00:02:41.494 --> 00:02:45.600]  So why does it matter whether Shaun King is white or biracial?
[00:02:46.618 --> 00:02:57.368]  Because he's become a darling of the Black Lives Matter movement and the leftist media on the basis of a personal story that may have been completely contrived.
[00:02:57.368 --> 00:03:04.595]  He's also closely affiliated with DeRay McKeeson, who many see as the de facto leader of Black Lives Matter.
[00:03:05.336 --> 00:03:09.899]  This would also cement the existence of black privilege.
[00:03:09.899 --> 00:03:20.605]  Just like Dolezal, King has exploited his assumed ethnicity to further himself, possibly at the expense of other African Americans.
[00:03:20.605 --> 00:03:27.910]  King cited his ethnicity in order to obtain a black-only Oprah scholarship to Morehouse College.
[00:03:27.910 --> 00:03:33.093]  Could King have misled Oprah, an African American icon,
[00:03:33.826 --> 00:03:40.610]  We've also had months of brow-beating telling us that gender is a choice and not a biological absolute.
[00:03:40.610 --> 00:03:44.312]  Gender is far more biologically rooted than race.
[00:03:44.312 --> 00:03:54.819]  So now thousands of young Americans could claim they identify as black, assert their black privilege, and start demanding places at prestigious colleges.
[00:03:55.782 --> 00:04:07.128]  As Alan Bakari notes, King could be the latest example of individuals who covet the status of victimhood in order to achieve moral infallibility.
[00:04:07.128 --> 00:04:24.097]  By pretending to be oppressed, these professional victims can assert superior virtue in the public arena and enjoy the privileges of lavish, unquestioning media coverage and a plentiful supply of educational and job opportunities.
[00:04:24.992 --> 00:04:30.657]  Meanwhile, the genuinely oppressed continue to suffer without a voice.
[00:04:30.657 --> 00:04:31.518]  So what do you think?
[00:04:31.518 --> 00:04:43.909]  Could this scandal lead to the fall of Black Lives Matter if it is indeed revealed and confirmed that Shaun King is the next Rachel Dolezal?
[00:04:43.909 --> 00:04:45.550]  Let me know what you think in the comments below.
[00:04:45.550 --> 00:04:48.093]  This is Paul Joseph Watson for InfoWars.com.
[00:04:52.330 --> 00:04:55.438]  We're live, ladies and gentlemen, Thursday, the 20th day of August, 2015.
[00:04:55.438 --> 00:04:58.766]  We're gonna cover some key news.
[00:05:01.978 --> 00:05:04.220]  Is America ready for Deez Nuts?
[00:05:04.220 --> 00:05:13.669]  Well, if the polls are any indication, a 15-year-old high school sophomore from Iowa, going by the moniker Deez Nuts, is polling better than most Republicans.
[00:05:13.669 --> 00:05:22.198]  In fact, Deez Nuts, who takes his name from a punk band, is the most popular independent candidate since Ross Perot, also known as Brady Olsen.
[00:05:22.538 --> 00:05:28.884]  Deez Nuts says his mission is to give Americans an alternative to the two-party system in 2016.
[00:05:28.884 --> 00:05:32.768]  Deez Nuts is more popular than Fiorina, Huckabee, and Walker.
[00:05:32.768 --> 00:05:37.613]  And there's been no word from the candidates on how it feels being beaten by Deez Nuts in the polls.
[00:05:37.813 --> 00:05:43.716]  But if you had to choose between Hillary Clinton, Donald Trump, or Deez Nuts, who would you vote for?
[00:05:43.716 --> 00:05:46.338]  Now we all know how this election is gonna play out.
[00:05:46.338 --> 00:05:48.819]  The new boss will be the same as the old boss.
[00:05:48.819 --> 00:05:51.861]  But at least in the end, you can say, don't blame me.
[00:05:51.861 --> 00:05:53.882]  I voted for Deez Nuts.
[00:05:53.882 --> 00:05:56.064]  Leanne McAdoo for InfoWars.com
[00:05:58.988 --> 00:06:04.129]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:06:04.129 --> 00:06:10.251]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:06:10.251 --> 00:06:15.032]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
