[00:00:19.841 --> 00:00:21.922]  Welcome to the InfoWars Nightly News.
[00:00:21.982 --> 00:00:26.325]  It is Tuesday, February 11th, 2015, and I'm Leanne McAdoo.
[00:00:26.645 --> 00:00:27.986]  Here are tonight's top stories.
[00:00:30.387 --> 00:00:35.630]  Tonight, a veteran analyst says he was never scared throughout the Cold War, but he is now.
[00:00:36.331 --> 00:00:40.573]  Then, the Senate finally acknowledges the danger of hackable cars.
[00:00:42.294 --> 00:00:45.396]  And yeah, when I see this thing, I want to kick it too.
[00:00:46.376 --> 00:00:48.478]  Will DARPA let loose the dogs of war?
[00:00:49.574 --> 00:00:52.580]  All that and more on tonight's InfoWars Nightly News.
[00:00:59.821 --> 00:01:12.027]  You might want to make sure those passports are all up to date, because for your freedom, the TSA has just announced that they're going to be needing you to show your papers, please, in order to do any domestic travel.
[00:01:12.387 --> 00:01:16.229]  Now, this was quietly announced over the Christmas season by the TSA.
[00:01:16.569 --> 00:01:27.415]  They say by 2016, all domestic air travel will require either a traditional passport or a federally compliant ID card called Real ID.
[00:01:28.175 --> 00:01:28.635]  I don't know.
[00:01:46.147 --> 00:01:46.567]  I think so.
[00:02:10.006 --> 00:02:14.630]  The ability to even fly domestically, let alone get a passport to fly internationally.
[00:02:14.650 --> 00:02:21.916]  Now, of course, we know in the past governments have used these type of IDs to regulate economic opportunities.
[00:02:21.956 --> 00:02:27.561]  They can isolate undesirables for political reasons, like they did, of course, to the Jews.
[00:02:27.601 --> 00:02:29.622]  They separated whole categories of people.
[00:02:30.563 --> 00:02:35.647]  And they can intimidate and command obedience with denying you the right to travel.
[00:02:36.648 --> 00:02:46.311]  And your state issued IDs will no longer be a viable option by 2016 unless they conform to these federal standards that are going to be set in place.
[00:02:46.371 --> 00:02:55.154]  But this article points out that many states are not going to have the financial means nor the desire to comply with these federal regulations.
[00:02:55.855 --> 00:03:04.678]  So basically, you have at least another year to go ahead and escape this country before it requires a national ID to move about.
[00:03:04.698 --> 00:03:05.378]  Now,
[00:03:06.118 --> 00:03:13.746]  It's kind of right on time because we are seeing some reports now of a new robot that was designed for the U.S.
[00:03:13.866 --> 00:03:14.246]  Army.
[00:03:14.266 --> 00:03:18.510]  It was developed by Boston Dynamics, which of course was just bought out by Google.
