[00:00:19.656 --> 00:00:21.497]  Welcome to the InfoWars Nightly News.
[00:00:21.537 --> 00:00:25.438]  It is Tuesday, May 26, 2015, and I'm Leigh Ann McAdoo.
[00:00:25.718 --> 00:00:27.038]  Here's a look at what's coming up tonight.
[00:00:30.179 --> 00:00:39.842]  Tonight, comparing the world economy to the Titanic, HSBC fears worldwide recession with no lifeboats and a world drowning in debt.
[00:00:40.822 --> 00:00:45.953]  Then, a senior NATO official says we'll probably be at war this summer.
[00:00:46.273 --> 00:00:48.578]  With any luck, it won't be nuclear.
[00:00:49.320 --> 00:00:52.085]  All that and more on tonight's InfoWars Nightly News.
[00:00:59.304 --> 00:01:03.985]  According to a senior NATO official, we'll probably be at war this summer.
[00:01:04.365 --> 00:01:06.386]  And if we're lucky, it won't be nuclear.
[00:01:06.786 --> 00:01:11.627]  Now this is what was tweeted out by former NSA intelligence analyst John Schindler.
[00:01:12.227 --> 00:01:18.168]  And a lot of people are speculating was he leaked this information in an effort to show the seriousness of what's going on.
[00:01:18.909 --> 00:01:21.829]  Schindler is a former US Naval War College lecturer.
[00:01:21.869 --> 00:01:24.710]  He's also known to have many high-level military contacts.
[00:01:25.350 --> 00:01:32.633]  Now, he didn't really specify in this tweet, but no doubt the reference was almost certainly in relation to the growing tensions between the U.S.
[00:01:32.733 --> 00:01:33.453]  and Russia.
[00:01:34.113 --> 00:01:39.435]  Earlier this month, NATO launched its biggest ever war game exercise right on Russia's doorstep.
[00:01:39.855 --> 00:01:44.577]  Moscow responded by conducting provocative war games in the Mediterranean Sea.
[00:01:45.177 --> 00:01:48.938]  And Russia did this in coordination with the Chinese PLA.
[00:01:49.418 --> 00:01:53.960]  So this is the first ever naval drill that involved both superpowers.
[00:01:54.640 --> 00:01:55.441]  And the U.S.
[00:01:55.581 --> 00:01:59.023]  is also, we're getting some rising tensions between the U.S.
[00:01:59.103 --> 00:01:59.684]  and China.
[00:02:00.224 --> 00:02:15.115]  Now, the Global Times, which is a state media outlet owned by their ruling Communist Party there, has sent out a warning today saying that war is inevitable if Washington doesn't halt its demands that Beijing stop building artificial islands in the South China Sea.
[00:02:15.796 --> 00:02:21.420]  The newspaper said, if the United States' bottom line is that China has to halt its activities,
[00:02:22.000 --> 00:02:30.304]  Then a US-China war is inevitable, and the intensity of the conflict will be higher than what people usually think of as friction.
[00:02:30.804 --> 00:02:34.725]  So here we have all of these dire warnings coming out here in just the last few weeks.
[00:02:35.206 --> 00:02:43.509]  According to a report from Zero Hedge, a plan might be in the works for a nuclear attack right here on American soil within the next 12 months.
[00:02:43.949 --> 00:02:47.611]  Now this is coming out of the Islamic State magazine.
[00:02:48.351 --> 00:02:59.836]  They claim that they are actively pursuing a nuclear weapon, that they have enough money to purchase this nuclear weapon from Pakistan, and it's intended for detonation on American soil.
[00:03:00.396 --> 00:03:03.558]  And they talk about how they could smuggle it right into the U.S.
[00:03:03.638 --> 00:03:04.458]  via Mexico.
[00:03:04.878 --> 00:03:10.341]  Now, this is all in an article posted in the terrorist group's English-language online magazine, Dabiq.
[00:03:11.121 --> 00:03:15.183]  Now, British photojournalist John Cantley is the author of that article.
[00:03:15.544 --> 00:03:19.946]  You'll recall he was a photojournalist that was abducted by ISIS in 2012.
[00:03:20.446 --> 00:03:25.629]  He's been held hostage ever since and been seen in a series of their propaganda campaigns.
[00:03:26.110 --> 00:03:38.277]  While he seems to be leaving a trail of breadcrumbs for anyone who's actually reading this article, he gives a hypothetical play-by-play of just how ISIS might carry out this nuclear attack, saying, well,
[00:03:38.977 --> 00:03:41.078]  We might do this and we might do that.
[00:03:41.158 --> 00:03:47.841]  It's almost like the villain in a movie that must reveal exactly how their plan is going to be played out to the victim.
[00:03:48.261 --> 00:03:53.823]  Of course, this is then used by the hero in the movie to defeat the villain in the end.
[00:03:53.883 --> 00:04:05.268]  So is this possibly what Cantlie is doing here by pumping out this very clear story of this hypothetical scenario of how they might smuggle in a nuclear weapon into the U.S.? ?
[00:04:05.968 --> 00:04:16.173]  So no doubt intelligence agencies are looking at this very seriously, because at the end of the day, they backed ISIS to take down Assad, not America, right?
[00:04:16.633 --> 00:04:22.876]  However, such an action in America would actually help with that whole global governance plan.
[00:04:24.096 --> 00:04:28.337]  Because it would usher in a new era of revolutionary change here in the U.S.
[00:04:28.978 --> 00:04:33.359]  Just to take a quote out of the Project for a New American Century.
[00:04:33.379 --> 00:04:39.201]  It was written in 2000 and it was signed on to by the likes of Jeb Bush, Dick Cheney, and Donald Rumsfeld.
[00:04:39.221 --> 00:04:51.745]  It says, the process of transformation, even if it brings revolutionary change, is likely to be a long one, absent some catastrophic and catalyzing event, like a new Pearl Harbor.
[00:04:52.206 --> 00:04:56.125]  So of course we've heard that again and so something like a mushroom cloud.
[00:04:57.989 --> 00:04:59.550]  Hovering above a U.S.
[00:04:59.590 --> 00:05:04.273]  city would be something that would usher in this new revolutionary change, of course.
[00:05:04.713 --> 00:05:06.534]  So either way, the framework has been set.
[00:05:06.574 --> 00:05:08.676]  We're being given warnings by NATO officials.
[00:05:09.096 --> 00:05:15.740]  The HSBC is reporting that they're fearing a world recession with no lifeboats left.
[00:05:16.200 --> 00:05:20.222]  They say there is absolutely no margin for error as the economy falters.
[00:05:20.903 --> 00:05:24.625]  Likewise, Goldman Sachs is warning that the world is drowning in debt.
[00:05:25.245 --> 00:05:39.791]  So this poses one of the biggest threats to the global economy and of course we reported just two weeks ago that billionaire George Soros was cautioning that the planet was heading towards a third world war if China's economy collapsed.
[00:05:40.151 --> 00:05:50.056]  So here we have all of this orchestration from the globalists and the banksters warning us war is coming, something's about to happen and of course every time we see the US economy
[00:05:50.936 --> 00:05:51.256]  I think so.
[00:06:10.922 --> 00:06:14.363]  And that's why we're seeing an increased demand for safe rooms.
[00:06:14.523 --> 00:06:25.847]  The elite are getting ready, the wealthy are installing their safe rooms, worried about riots and civil unrest, which of course, as we know, is being orchestrated behind the scenes to take place this summer as well.
[00:06:26.147 --> 00:06:32.009]  So the notion that the elite are making these preparations for mass civil disorder is not a conspiracy theory.
[00:06:32.069 --> 00:06:33.250]  This is actually happening.
[00:06:33.650 --> 00:06:35.912]  Elites are actually moving to New Zealand.
[00:06:35.952 --> 00:06:37.193]  They're moving out of Russia.
[00:06:37.553 --> 00:06:39.374]  Billionaires are moving out of Israel.
[00:06:39.995 --> 00:06:41.456]  This is happening.
[00:06:41.576 --> 00:06:42.577]  They are preparing.
[00:06:42.977 --> 00:06:46.240]  Now it's time that the rest of us start making preparations as well.
[00:06:47.120 --> 00:06:50.202]  Obviously food and water, but what are you going to do when the grid goes down?
[00:06:50.323 --> 00:06:52.524]  How are you going to communicate with your friends and family?
[00:06:52.944 --> 00:07:02.772]  Coming up in the next segment, we're going to talk about a new terrifying EMP weapon that the Air Force is already actively using that can take down the grid in another country.
[00:07:03.192 --> 00:07:08.555]  So, of course, you know, if they do something like that, a country is going to only retaliate.
