[00:00:19.588 --> 00:00:21.509]  Welcome to the InfoWars Nightly News.
[00:00:21.569 --> 00:00:26.110]  Today's date is Monday, September 28th, 2015, and I'm your host Rob Due.
[00:00:26.170 --> 00:00:27.391]  Here's a look at what we have coming up.
[00:00:31.132 --> 00:00:37.534]  Tonight, Pope Francis says that Jesus Christ failed on the cross.
[00:00:37.914 --> 00:00:40.395]  We are followers of Jesus Christ.
[00:00:40.415 --> 00:00:46.958]  And his life, humanly speaking, ended in failure.
[00:00:48.138 --> 00:00:58.981]  Plus, a look back at the Pope's visit to America, as federal authorities are calling it the largest security operation in U.S.
[00:00:59.161 --> 00:00:59.741]  history.
[00:01:00.221 --> 00:01:05.502]  And a high school in Texas wants students to fill out a gun survey.
[00:01:05.642 --> 00:01:07.603]  Does your family own any guns?
[00:01:07.983 --> 00:01:09.063]  If so, how many?
[00:01:09.243 --> 00:01:11.584]  And what are your parents' political views?
[00:01:11.904 --> 00:01:13.144]  Answer, none-ya.
[00:01:13.484 --> 00:01:17.408]  All that plus much more up next on the InfoWars Nightly News.
[00:01:33.895 --> 00:01:43.301]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.642 --> 00:01:46.183]  All of our children are hit with modern mind control.
[00:01:46.203 --> 00:01:49.686]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.886 --> 00:01:55.910]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[00:01:56.230 --> 00:02:01.054]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[00:02:01.354 --> 00:02:07.518]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:02:07.718 --> 00:02:15.223]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[00:02:15.463 --> 00:02:22.748]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:02:23.029 --> 00:02:26.491]  Obtain your ChildEase today at InfoWarsLife.com.
[00:02:26.611 --> 00:02:29.553]  That's ChildEase exclusively at InfoWarsLife.com.
[00:02:34.076 --> 00:02:37.859]  Ja'Kari Jackson for InfoWars.com reporting in Philadelphia.
[00:02:37.899 --> 00:02:40.341]  This is the last day of the Pope's visit.
[00:02:40.782 --> 00:02:55.555]  Now, since he's been here, he's said and done a lot of things, but the thing that stuck out to me the most is something he said during, I guess it was a Mass, where he came out and said that the life of Jesus ultimately ended in failure, in the failure on the cross.
[00:02:56.115 --> 00:02:57.376]  I have the transcript here.
[00:02:57.456 --> 00:03:01.159]  This is reported by ABC News, and it says in part,
[00:03:02.062 --> 00:03:04.863]  The cross shows us a different way of measuring success.
[00:03:05.503 --> 00:03:06.824]  Ours is to plant the seed.
[00:03:07.244 --> 00:03:09.045]  God sees the fruit of our labors.
[00:03:09.425 --> 00:03:21.190]  And if at times our efforts and work seem to fail and not produce fruit, we need to remember that we are followers of Jesus Christ and His life, humanly speaking, ended in failure, the failure of the cross.
[00:03:21.490 --> 00:03:25.132]  Then he went on to talk about the dangers of being comfortable
[00:03:25.632 --> 00:03:47.345]  with uh... surroundings and things such as that which is a whole nother topic in and of itself but he says the failure of jesus the failure of the cross even though the bible clearly states that jesus knew what was going to happen to him uh... far as the cross concerned how he's going to lay his life down he even said lord if it is your will take this bitter cup from me but not your will
[00:03:48.308 --> 00:03:49.868]  But not my will, your will be done.
[00:03:50.188 --> 00:03:53.349]  And particularly we know this when we look at John 17 and 18.
[00:03:53.389 --> 00:03:56.870]  Which is to say, nobody took his life from him on the cross.
[00:03:56.890 --> 00:03:57.670]  He laid it down willingly.
[00:03:57.730 --> 00:04:00.591]  He knew what was going to happen to him, so to say
[00:04:11.914 --> 00:04:20.042]  That his life in general, the cross in particular, was a failure is something I'm very disappointed to see from a supposed spiritual leader.
[00:04:20.423 --> 00:04:26.669]  And there are many other things I could talk about as far as the Pope, but this is something, a glaring thing that stuck out to me.
[00:04:27.049 --> 00:04:32.274]  So anybody who claims to be a follower of Christ, I'm surprised if they're not as shocked and appalled
[00:04:32.995 --> 00:04:40.805]  By this as I am, I found it to be very disturbing and a very sour note to have while he was here in the United States of America.
[00:04:41.085 --> 00:04:43.288]  You can find more reports on InfoWars.com
[00:04:47.529 --> 00:05:01.158]  And joining me to talk about the Pope's statement that he made about Jesus on the cross, plus a couple other interesting statements he made, and the major security apparatus that went on during his three-city visit, is InfoWars reporter Jakari Jackson.
[00:05:01.638 --> 00:05:04.820]  So, Jakari, I know you're probably all Pope'd out at this point.
[00:05:04.981 --> 00:05:05.701]  I am Pope'd out.
[00:05:05.821 --> 00:05:06.782]  I understand that.
[00:05:07.222 --> 00:05:09.123]  But we're going to get into it one more time.
[00:05:09.163 --> 00:05:13.486]  Hopefully this will be the last time we talk about it until his next Papal security visit.
[00:05:13.826 --> 00:05:16.188]  But in your own words, what did
[00:05:16.588 --> 00:05:19.290]  Him saying Jesus was a failure on the cross, what did that mean to you?
[00:05:19.330 --> 00:05:29.435]  Well, I mean, if you read the whole quote, and a lot of people say, you know, it's being taken out of context, and originally I waited a couple days because David told me about this when it first happened, but I wanted to wait because it had to be translated.
[00:05:29.456 --> 00:05:40.022]  I wanted to see if anybody was debunking it or, you know, had a different translation, but it stuck with the quote I had in the ABC article, which many people could find anyplace else, and he was saying that Jesus' life
[00:05:40.862 --> 00:05:44.864]  By human standards, it would be considered a failure, and I strongly disagree with that.
[00:05:44.924 --> 00:05:50.487]  The cross is, you know, the ultimate symbol of Christianity, and as I was saying on the day show, people wear crosses around their necks.
[00:05:50.767 --> 00:05:51.908]  They don't wear Pope-mobiles.
[00:05:52.228 --> 00:05:59.172]  So, you know, it's a major statement to say that the life of Jesus was a failure, especially when it comes to the cross.
[00:05:59.192 --> 00:06:01.433]  So, I definitely disagree with the Pope's statement on that.
[00:06:01.773 --> 00:06:01.973]  Right.
[00:06:02.314 --> 00:06:05.718]  And then on top of that, he goes to the UN and he makes this weird statement.
[00:06:06.018 --> 00:06:08.261]  We had a caller call in today on the Alex Jones Show.
[00:06:08.281 --> 00:06:09.682]  We're going to go to that clip in one second.
[00:06:10.023 --> 00:06:15.730]  And I just think it was just amazing the way he invoked his own name and didn't say he was coming in the name of the Father.
[00:06:15.750 --> 00:06:16.651]  Let's go to that clip now.
[00:06:17.445 --> 00:06:19.266]  Hey Alex and Leo, check this out.
[00:06:19.306 --> 00:06:26.229]  When the Pope spoke before the United Nations, he said, I come in my own name and in the name of the Catholic community.
[00:06:26.269 --> 00:06:27.149]  Well, check out John 543.
[00:06:27.329 --> 00:06:30.730]  I am come in my Father's name and you receive me not.
[00:06:30.910 --> 00:06:34.232]  If another shall come in his own name, him you will receive.
[00:06:34.972 --> 00:06:35.432]  Whoa!
[00:06:35.592 --> 00:06:36.133]  Exactly!
[00:06:36.193 --> 00:06:42.516]  He's like following stuff I've read in like serious, you know, FBI criminology reports about Satanism.
[00:06:42.916 --> 00:06:47.678]  What the real Satanists do is they blaspheme and change everything that's key in the Bible.
[00:06:47.998 --> 00:06:49.699]  So he says, Christ fell at the cross.
[00:06:49.759 --> 00:06:50.940]  The cross is a failure.
[00:06:50.960 --> 00:07:03.025]  The Secretary General of the United Nations has invited the Pope to address this distinguished assembly of nations.
[00:07:05.498 --> 00:07:12.812]  In my own name and that of the entire Catholic community... Repeat that again!
[00:07:14.011 --> 00:07:18.492]  Yes, the very first remarks out of his mouth, the translator will say it.
[00:07:18.532 --> 00:07:19.692]  I flipped out, Alex.
[00:07:20.073 --> 00:07:24.014]  He says, I come to you in my own name, in the name of the Catholic community.
[00:07:24.034 --> 00:07:27.214]  He did not come in the name of the Father, the Son, and the Holy Spirit.
[00:07:27.534 --> 00:07:31.195]  I never saw him do the sign of the cross while he was here, any of that stuff.
[00:07:31.695 --> 00:07:33.196]  This guy is an imposter.
[00:07:33.216 --> 00:07:33.996]  Here it is.
[00:07:34.336 --> 00:07:37.457]  Thank you for your kind words, once again, following a tradition.
[00:07:38.217 --> 00:07:47.261]  Which I feel honored, the Secretary General of the United Nations, the Pope, to address the Distinguished Assembly of Nations in my own name and that of the entire Catholic community.
[00:07:47.781 --> 00:07:50.042]  Wow, so he said in my name, not in Christ's name.
[00:07:50.382 --> 00:07:52.943]  I am come in my Father's name and you receive me not.
[00:07:53.123 --> 00:07:56.524]  If another shall come in his own name, him you will receive.
[00:07:57.205 --> 00:08:00.526]  The Secretary General of the United Nations.
[00:08:00.726 --> 00:08:07.728]  So, there he said it, in my own name and in the entire Catholic community, that's who he's coming in the name of.
[00:08:07.788 --> 00:08:13.450]  He's not saying he's coming in the name of God, or the Father, or Jesus Christ, or the Holy Spirit.
[00:08:30.512 --> 00:08:31.332]  Keeping it to himself.
[00:08:51.384 --> 00:08:55.486]  It's a very, in my opinion, deliberate thing because it's very much in the Bible.
[00:08:55.526 --> 00:09:04.571]  As the caller pointed out, you're supposed to come in the name of God, but he's saying, I'm coming in my own name and in the name of the Catholic Church, and I think there's something very wrong with that statement.
[00:09:04.591 --> 00:09:10.495]  It happened to be during an interview with Leo Zagami, who's been very critical of the Pope and the Vatican recently about what's going on there.
[00:09:11.155 --> 00:09:14.356]  If you haven't watched his interview, I encourage you out there to check that out.
[00:09:14.396 --> 00:09:17.937]  We'll put a link to that in the description here on YouTube.
[00:09:18.177 --> 00:09:22.098]  But now I want to get to all the security that went on because to me... Security theater.
[00:09:22.278 --> 00:09:23.079]  Exactly.
[00:09:23.119 --> 00:09:23.799]  Security theater.
[00:09:24.079 --> 00:09:34.802]  This was just a big exercise for Homeland Security to stretch its muscles and basically go, we're going to take over three cities in five days and see if we can do it and see if people are going to complain and see if people will comply.
[00:09:34.842 --> 00:09:38.523]  I think it was a big exercise in compliance that we have to do this for the Pope.
[00:09:38.764 --> 00:09:40.044]  Everybody kneel down.
[00:09:40.464 --> 00:09:42.585]  We're going to tell restaurants they're going to make a lot of money.
[00:09:42.766 --> 00:09:43.906]  They're not going to make any money.
[00:09:44.186 --> 00:09:44.307]  No.
[00:09:44.847 --> 00:09:45.767]  It's going to be really bad.
[00:09:45.787 --> 00:09:47.268]  But let's start with D.C.
[00:09:47.749 --> 00:09:51.371]  So here we have in the Washington Times, Pope brings security and traffic challenges to D.C.
[00:09:51.411 --> 00:09:52.372]  but officials say they're ready.
[00:09:52.592 --> 00:09:53.512]  They're used to this stuff.
[00:09:53.613 --> 00:09:58.336]  They had multiple layers of screening including magnometers, bag searches at all venues.
[00:09:59.156 --> 00:10:01.178]  And so that was part of what was going on in DC.
[00:10:01.558 --> 00:10:07.144]  Another challenge will be the motorcade during which Pope Francis desired to interact with people along the route while keeping him safe.
[00:10:07.264 --> 00:10:08.205]  Now what do we see there?
[00:10:08.565 --> 00:10:13.230]  We saw Pope Kid run out to there with a t-shirt and a letter.
[00:10:13.590 --> 00:10:14.491]  Nobody stopped her.
[00:10:14.591 --> 00:10:18.275]  His head of security actually lifts her up, who is a general in the Knights of Malta.
[00:10:19.696 --> 00:10:28.823]  This obviously wasn't anything they were too particularly concerned about in terms of having people interact with the Pope, but you have all this security theater around to basically push everybody around.
[00:10:28.844 --> 00:10:34.008]  And, you know, as we reference, you know, I was out there, I got my footage, you know, it's very difficult to get close to the Pope.
[00:10:34.088 --> 00:10:37.571]  I can say that from my own personal account, it's very difficult to get near him.
[00:10:37.591 --> 00:10:39.152]  Unless your parents are illegal aliens, then it's easy.
[00:10:39.412 --> 00:10:43.634]  So, you know, basically, like it came out in the AP, you know, people reporting on it now.
[00:10:43.654 --> 00:10:44.114]  Right there.
[00:10:44.154 --> 00:10:49.016]  That, you know, basically this kid was coached and allowed to go into the vicinity of the Pope.
[00:10:49.536 --> 00:10:50.777]  And it has been planned for a year.
[00:10:51.017 --> 00:10:51.237]  Yeah.
[00:10:51.417 --> 00:10:52.958]  And nobody knew about it, you know.
[00:10:53.098 --> 00:10:59.461]  They tried to make it seem like it was, you know, some sort of spontaneous spur of the moment, you know, great, you know, family moment.
[00:10:59.481 --> 00:11:01.922]  You know, it wasn't exactly that.
[00:11:02.122 --> 00:11:02.362]  Right.
[00:11:02.642 --> 00:11:03.782]  Now, continuing here.
[00:11:05.123 --> 00:11:30.440]  They're saying that in a rare designation, Jay Johnson designated Francis' stop in each city a national special security event, a rare designation to streamline the federal response that has previously been used for presidential inaugurations, State of the Union addresses, political conventions, NATO summits, the 2002 Winter Olympics, and the Super Bowl in 2002, which I'm not sure where that one was, but that was right after 9-11, so that would have been probably a big deal in there.
[00:11:32.301 --> 00:11:36.787]  They're talking about 90 staff members from 50 agencies that are monitoring communications from around the clock.
[00:11:36.988 --> 00:11:39.691]  Probably something they're doing anyway, they're just admitting that they're doing it.
[00:11:39.912 --> 00:11:44.238]  They have Secret Service protective teams, including counter-snipers, counter-assault agents.
[00:11:45.539 --> 00:11:47.502]  They've used replicas of the Popemobile.
[00:11:48.503 --> 00:11:48.764]  I think?
[00:12:04.798 --> 00:12:07.380]  For per year, that's what the federal government allows.
[00:12:07.420 --> 00:12:08.480]  I'm sure they went way over that.
[00:12:08.720 --> 00:12:09.281]  Oh, yeah.
[00:12:09.401 --> 00:12:18.246]  I mean, I don't know all the facts and figures, but when you look at all the barricades, all the MRAPs, all the overtime for the local police, of course, the feds are there.
[00:12:18.586 --> 00:12:19.527]  National Guard is there.
[00:12:19.647 --> 00:12:21.908]  I'm sure that was a very huge bill.
[00:12:21.928 --> 00:12:28.632]  And even the street cleanup, you know, David took some shots, you know, after it was all said and done, the street crews had to come work overtime to clean up all the mess.
