[00:00:19.713 --> 00:00:21.817]  Welcome to the Info Wars Nightly News.
[00:00:21.917 --> 00:00:23.260]  I'm your host, Jakari Jackson.
[00:00:23.640 --> 00:00:27.367]  It is September 9th, 2015, and here's a look at our top stories.
[00:00:31.175 --> 00:00:41.702]  Tonight, schools in Germany are ordering teenage girls not to wear miniskirts or shorts to avoid offending Muslim immigrants pouring into the country.
[00:00:42.002 --> 00:00:49.927]  Germany plans to accept 800,000 new immigrants before the end of the year and 500,000 a year from then on.
[00:00:50.387 --> 00:00:58.693]  Meanwhile, Donald Trump says we have to accept migrants here in the USA because they're living in hell in Syria.
[00:00:59.053 --> 00:01:03.537]  I hate the concept of it, but on a humanitarian basis, with what's happening, you have to.
[00:01:03.637 --> 00:01:10.163]  Plus, the federal government is threatening to kick miners off their land to expand Area 51.
[00:01:10.603 --> 00:01:15.547]  And the food babe reveals shocking emails from Monsanto Corporation.
[00:01:15.948 --> 00:01:20.371]  All that plus much more, up next on the InfoWars Nightly News.
[00:02:00.382 --> 00:02:06.686]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:07.046 --> 00:02:08.527]  I believe our research is conclusive.
[00:02:08.547 --> 00:02:09.908]  This is the best iodine out there.
[00:02:10.188 --> 00:02:11.309]  And I know this for a fact.
[00:02:11.849 --> 00:02:16.632]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:16.752 --> 00:02:20.494]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:21.235 --> 00:02:22.716]  I believe our research is conclusive.
[00:02:22.736 --> 00:02:24.076]  This is the best iodine out there.
[00:02:24.116 --> 00:02:26.238]  Take advantage of this at InfoWarsLife.com.
[00:02:33.390 --> 00:02:38.654]  One of the hot topics, not just here in the States, but around the world right now, is people migrating from place to place.
[00:02:38.994 --> 00:02:41.516]  And many of them have a very legitimate reason to do so.
[00:02:41.917 --> 00:02:44.319]  And we'll talk about that more in our next article.
[00:02:44.379 --> 00:02:50.043]  But for right now, I want to talk about some of the culture clashes that are happening because of people migrating.
