[00:00:19.585 --> 00:00:21.590]  Welcome to the Info Wars Nightly News.
[00:00:21.630 --> 00:00:25.578]  It is Tuesday, November 17, 2015 and I'm Leanne McAdoo.
[00:00:25.879 --> 00:00:26.881]  Here's what's coming up tonight.
[00:00:30.390 --> 00:00:46.920]  Tonight, the United States is expected to welcome the next tidal wave of refugees from Syria, as Barack Obama promises to increase the number of Syrian migrants to a staggering 100,000 per year.
[00:00:47.241 --> 00:00:57.027]  Meanwhile, a close the borders movement is sweeping the nation, as tremendous backlash grows against Obama's migrant resettlement plan.
[00:00:57.467 --> 00:00:59.328]  So far, 21 U.S.
[00:00:59.408 --> 00:01:04.690]  states have announced that they will flat out refuse to accept the refugees.
[00:01:04.950 --> 00:01:16.015]  As governor of the state of Texas, I will not roll the dice and take the risk on allowing a few refugees in simply to expose Texans to that danger.
[00:01:16.295 --> 00:01:20.259]  All that plus much more up next on the InfoWars Nightly News.
[00:01:20.339 --> 00:01:27.106]  I'm racist for criticizing the religion of Islam, but they've got segregation in these Muslim no-go ghettos.
[00:01:30.230 --> 00:01:31.571]  Clean, pure drinking water.
[00:01:31.872 --> 00:01:33.173]  You can't survive without it.
[00:01:33.353 --> 00:01:34.275]  But where do you get it?
[00:01:34.555 --> 00:01:40.321]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.561 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.709 --> 00:02:05.850]  Filter capacity up to 5,000 gallons.
[00:02:06.210 --> 00:02:07.391]  Stainless steel construction.
[00:02:07.671 --> 00:02:08.452]  Easy assembly.
[00:02:08.712 --> 00:02:09.332]  Low maintenance.
[00:02:09.632 --> 00:02:11.453]  Replacement filters are simple to install.
[00:02:11.713 --> 00:02:18.817]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:02:18.997 --> 00:02:24.000]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:02:24.200 --> 00:02:26.781]  Go to InfowarsStore.com or call 888-253-3139.
[00:02:33.184 --> 00:02:45.788]  Well, after the Paris attacks, the debate has quickly shifted from what are we going to do about ISIS to how many refugees can we bring in, regardless of the fact that jihadists might be embedding themselves within those refugees.
[00:02:46.168 --> 00:02:57.512]  Now, the number 10,000 refugees a year is being thrown around, even though the president has already publicly declared that the number of refugees from Syria and elsewhere will be increased to 100,000 per year
[00:02:59.833 --> 00:03:00.374]  I don't think so.
[00:03:19.617 --> 00:03:19.898]  I think so.
[00:03:36.178 --> 00:03:46.132]  There is little danger of any terrorists being imported into this country as refugees, but Representative Peter King says that is a thousand percent not true.
