[00:00:08.137 --> 00:00:12.679]  Rob Dew reporting for InfoWars.com, PrisonPlanet.tv, and InfoWars Nightly News.
[00:00:13.379 --> 00:00:26.444]  On Monday, I reported on an Activist Post article that was detailing some exercises that were going on as part of Operation Vigilant Guard 2015, where the South Carolina National Guard was going door-to-door conducting wellness checks.
[00:00:26.865 --> 00:00:32.547]  We actually have video of them doing these checks, and here's what they said, in their own words, was the reason for conducting these checks.
[00:00:33.517 --> 00:00:39.262]  In this scenario, what we have is this is the aftermath of a hurricane has come and struck us.
[00:00:40.043 --> 00:00:48.550]  And upon an evacuation notice, the subdivision of Overton, the residents chose not to leave.
[00:00:49.170 --> 00:00:51.933]  So we are doing a door to door wellness check.
[00:00:53.032 --> 00:00:58.254]  So he explains that the reason for the wellness checks is that people did not heed the government's warning to evacuate.
[00:00:58.714 --> 00:01:01.175]  And this is the same thing we saw in Hurricane Katrina.
[00:01:01.195 --> 00:01:03.015]  Remember the chief of police and his warning?
[00:01:04.036 --> 00:01:05.056]  Guns will be taken.
[00:01:05.096 --> 00:01:06.176]  No one will be able to be armed.
[00:01:06.376 --> 00:01:07.417]  We will take all weapons.
[00:01:07.877 --> 00:01:10.458]  Sometimes entering open houses with guns drawn.
[00:01:11.638 --> 00:01:14.099]  And instructions to disarm anyone inside.
[00:01:15.179 --> 00:01:17.760]  And it wasn't just the police going around confiscating guns.
[00:01:17.800 --> 00:01:20.781]  It was also the National Guard doing wellness checks.
[00:01:23.190 --> 00:01:25.032]  Residents were handcuffed on the ground.
[00:01:25.512 --> 00:01:28.675]  In the end, police took their weapons, but let them stay in their homes.
[00:01:29.176 --> 00:01:31.978]  They were a little bit threatened because our weapons were bigger than their weapons.
[00:01:33.740 --> 00:01:38.484]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[00:01:38.704 --> 00:01:43.428]  Walking up and down these streets, you don't want to think about the stuff that you're going to have to do.
[00:01:43.468 --> 00:01:44.449]  Somebody pops around the corner.
[00:01:44.469 --> 00:01:46.171]  You'd be shooting an American.
[00:01:47.577 --> 00:01:48.518]  Nazi Germany?
[00:01:49.279 --> 00:01:49.739]  Cuba?
[00:01:50.279 --> 00:01:51.761]  People's Republic of China?
[00:01:52.141 --> 00:01:52.922]  North Korea?
[00:01:53.322 --> 00:01:54.964]  Yes, but not America.
[00:01:55.784 --> 00:01:56.505]  Not America.
[00:01:56.765 --> 00:01:58.547]  Heed the warning of what this was.
[00:01:58.687 --> 00:01:59.888]  This is like Australia.
[00:02:00.329 --> 00:02:02.030]  All of a sudden, boom, they got our rights.
[00:02:02.210 --> 00:02:03.652]  This isn't freedom.
[00:02:04.152 --> 00:02:07.055]  If it can happen to me, it can happen to anybody.
[00:02:07.984 --> 00:02:09.225]  And the story doesn't end there.
[00:02:09.525 --> 00:02:20.229]  In 2012, we got a call from a member of the National Guard 45th Infantry Brigade out of Norman, Oklahoma, and he had this to say about the gun confiscation operations he participated in right after Hurricane Katrina.
[00:02:21.620 --> 00:02:30.563]  I was with the 45th Infantry Brigade, Delta Company, 1st of the 279, 2nd Platoon, during Hurricane Katrina.
[00:02:30.703 --> 00:02:34.424]  I've always wanted to get ahold of you guys and kind of get the word out there.
[00:02:34.464 --> 00:02:41.286]  For those that still have that slight hesitation in the back of their head that gun confiscation can't and won't happen here, it already has.
[00:02:42.587 --> 00:02:49.389]  And I was only 21 years old, just really gung-ho, really dedicated to the Army, especially to the infantry.
[00:02:50.365 --> 00:02:51.826]  And uh, I did whatever I was told.
[00:02:51.846 --> 00:02:58.529]  Let's see, the first thing we did was we got a three week, a book full of three week old 911 phone calls, right?
[00:02:58.549 --> 00:03:03.471]  And then we had to go around and answering all the phone calls, so we were like cadaver dogs for about three weeks.
[00:03:04.611 --> 00:03:06.452]  And in between them we would run night missions.
[00:03:07.498 --> 00:03:15.862]  And here's the thing, a lot of people may think that they'll see this on the news or they'll have time to get ready when the crap hits the fan or whatever.
