[00:00:19.625 --> 00:00:21.909]  Welcome to the Info Wars Nightly News.
[00:00:22.009 --> 00:00:23.432]  I'm your host, Jakari Jackson.
[00:00:23.592 --> 00:00:25.295]  It's May 27, 2015, and here's a look at our top stories.
[00:00:30.646 --> 00:00:37.908]  Tonight, the censorship warriors on social media force PacSun to pull their upside-down U.S.
[00:00:37.988 --> 00:00:39.008]  flag t-shirts.
[00:00:39.408 --> 00:00:46.650]  Plus, a self-parking Volvo malfunctions at a demonstration and plows right into journalists.
[00:00:46.990 --> 00:00:47.771]  That can't be good.
[00:00:48.331 --> 00:00:48.911]  And a U.S.
[00:00:48.991 --> 00:00:55.033]  Marine is court-martialed for refusing to remove a Bible verse from her computer.
[00:00:55.253 --> 00:00:59.774]  All that plus much more up next on the InfoWars Nightly News.
[00:01:03.489 --> 00:01:03.670]  Yeah.
[00:01:05.888 --> 00:01:08.530]  And we begin tonight with a story about our First Amendment.
[00:01:08.931 --> 00:01:13.374]  We've given you stories before about kids being kicked out of school for wearing American flag t-shirts.
[00:01:13.915 --> 00:01:16.497]  But now we have the fashion outlet, PacSun.
[00:01:16.937 --> 00:01:22.662]  They've come under some heavy fire because they dare have a American flag t-shirt presented upside down.
[00:01:23.222 --> 00:01:25.664]  Now, many people took exception to this.
[00:01:25.704 --> 00:01:26.945]  There are numerous tweets.
[00:01:27.306 --> 00:01:28.607]  I'll just read one here to you.
[00:01:29.067 --> 00:01:34.512]  Honestly, if you don't respect the flag of the United States, go to some other country whose flag won't offend you.
[00:01:34.992 --> 00:01:42.055]  Now, I'll give these commenters the benefit of the doubt and say that they have the best of intentions when they stand up for the U.S.
[00:01:42.075 --> 00:01:47.457]  flag in this way, but I don't think they exactly understand what an upside down flag means.
[00:01:47.857 --> 00:01:56.981]  Now, if you burn a flag, if you stomp on a flag, oh yes, that is offensive and you're trying to be very controversial, but if you have an upside down flag,
[00:01:57.501 --> 00:01:59.582]  All that is is a symbol of distress.
