[00:00:19.670 --> 00:00:20.511]  Good evening, everyone.
[00:00:20.551 --> 00:00:22.492]  Welcome to the InfoWars Nightly News.
[00:00:22.632 --> 00:00:23.573]  I'm Darren McBreen.
[00:00:23.653 --> 00:00:26.095]  It is Thursday, July 9th, 2015.
[00:00:27.016 --> 00:00:28.577]  Here's a quick look at what's coming up.
[00:00:32.240 --> 00:00:36.284]  Tonight... Ideologies are not defeated.
[00:00:37.205 --> 00:00:39.386]  With guns, they're defeated by better ideas.
[00:00:39.907 --> 00:00:46.931]  The White House says guns won't defeat ISIS, as the Pentagon spends millions to train moderate rebels.
[00:00:47.632 --> 00:00:52.755]  Then, Stuart Rhodes of Oath Keepers has a dire warning for America.
[00:00:53.595 --> 00:00:58.838]  And... How might your life be different if you weren't white?
[00:01:01.060 --> 00:01:02.701]  When you say white, what does that mean to you?
[00:01:03.963 --> 00:01:11.008]  MTV takes a break from normalizing teen pregnancy to make white youth feel very uncomfortable.
[00:01:11.529 --> 00:01:15.411]  That's next on the InfoWars Nightly News.
[00:01:16.372 --> 00:01:19.614]  This is the opposite of the culture Martin Luther King talked about.
[00:01:19.634 --> 00:01:25.439]  This is where everything is you have guilt because you're white and you're inherently bad.
[00:01:25.459 --> 00:01:27.040]  Pure racism.
[00:01:40.174 --> 00:01:52.884]  To celebrate the birth of our country and give a big thanks to all the InfoWarriors out there, we are now offering free shipping on every item shipped out of the InfoWarsStore.com warehouse.
[00:01:53.264 --> 00:01:56.967]  That's free shipping on all t-shirts, books, and DVDs.
[00:01:57.487 --> 00:02:03.492]  Free shipping on Molon Labe and 1776 belt buckles, which are also 25% off while supplies last.
[00:02:05.433 --> 00:02:10.035]  Free shipping on all of our InfoWarsLife.com nutraceuticals.
[00:02:10.475 --> 00:02:17.319]  If it's in the InfoWarsStore.com warehouse, it's shipping for free, all during the month of July.
[00:02:17.819 --> 00:02:30.405]  It's our way of saying thanks to the true heart and soul of this operation, who stand beside us and support us as we wage an InfoWar for liberty and freedom for all.
[00:02:30.805 --> 00:02:34.867]  InfoWarsStore.com, free shipping for the month of July.
[00:02:40.305 --> 00:02:40.865]  While the U.S.
[00:02:40.905 --> 00:02:58.397]  government and the mainstream propaganda machine continue to insist that ISIS is a independent homegrown entity that was hatched out of the Middle East by radical Muslim extremists, well, it turns out that that isn't exactly accurate at all.
[00:02:58.777 --> 00:03:03.981]  In fact, now we have plenty of evidence that suggests that ISIS is a U.S.
[00:03:04.201 --> 00:03:07.063]  CIA-manufactured Frankenstein.
[00:03:07.603 --> 00:03:17.471]  And any investigative journalist out there with any decency, or any media organization with real integrity, well they would tell you just that.
[00:03:18.071 --> 00:03:26.397]  ISIS and Al Qaeda, they are both created to destabilize a strategically and vitally important Middle East.
[00:03:26.818 --> 00:03:27.879]  Now you have to understand,
[00:03:28.519 --> 00:03:33.523]  That these are pieces on the grand chess board designated for U.S.
[00:03:33.703 --> 00:03:35.144]  imperial control.
[00:03:35.684 --> 00:03:37.786]  The purpose of ISIS is simple.
[00:03:38.326 --> 00:03:54.859]  If you want to take over another country like Iraq, Libya, or Syria, then you send in a bunch of bad guys to rape and pillage the nation, create total chaos, move the countries into civil war, and then you go in there and you divide and conquer.
[00:03:55.519 --> 00:04:03.844]  A seven hour long debate in the British Parliament has culminated in a landslide approval of UK strikes on Islamic State positions in Iraq.
[00:04:04.224 --> 00:04:06.645]  All three major parties backing the initiative.
[00:04:07.245 --> 00:04:09.427]  The bombings could be unleashed any moment now.
[00:04:09.787 --> 00:04:14.149]  Breaking tonight, a troubling report on the terror group now in control of a third of Iraq.
[00:04:14.429 --> 00:04:17.411]  The State Department is now pulling hundreds of staffers from the U.S.
[00:04:17.451 --> 00:04:23.074]  Embassy in Baghdad as this terror group controls more of the territory around the capital city.
[00:04:23.234 --> 00:04:29.280]  Fox News alert, the town of al-Baghdadi falling into the hands of ISIS as the Iraqi army evaporates.
[00:04:29.961 --> 00:04:36.328]  This as the terror group gains ground in Anbar province, some predicting a collapse of the area within hours.
[00:04:36.488 --> 00:04:38.630]  ISIS is also fighting to keep territory in Iraq.
[00:04:38.670 --> 00:04:42.594]  Tonight, a fierce battle continues for Saddam Hussein's hometown of Tikrit.
[00:04:45.780 --> 00:04:52.747]  As of today, there's a new battle that has begun against ISIS trying to recapture Saddam Hussein's hometown of Tikrit.
[00:04:52.867 --> 00:04:59.274]  In a new slickly produced video, ISIS claims its militants are still on the streets of Tikrit.
[00:05:00.998 --> 00:05:04.519]  Confidently fighting off the assault by Iraqi forces.
[00:05:04.879 --> 00:05:12.401]  On the global map you see ISIS spreading to places like Algeria and Libya, into the Far East and Indonesia and the Philippines as well.
[00:05:12.541 --> 00:05:21.323]  The Islamic State terror group has reportedly executed a hundred of its own foreign fighters who tried to flee their headquarters in the Syrian city of Raqqa.
[00:05:21.563 --> 00:05:24.124]  Can ISIS be defeated in this battle here?
[00:05:24.244 --> 00:05:25.205]  That's the big question mark.
[00:05:25.265 --> 00:05:35.651]  And if ISIS can't be defeated, having taken this fight now back to ISIS, and if the Iraqi military is unsuccessful, then I think you have to look at a very different map in the Middle East.
[00:05:35.671 --> 00:05:41.235]  We're here in the 17th Division military base just outside the city of Raqqa.
[00:05:42.055 --> 00:05:43.837]  And we're here with the soldiers of Bashar.
[00:05:44.337 --> 00:05:48.059]  You can see them now digging their own graves in the very place where they were stationed.
[00:05:48.980 --> 00:05:51.962]  The very place where they were stationed terrorizing the Muslims in Raqqa.
[00:05:52.722 --> 00:06:00.687]  Alhamdulillah, the Hukam of Allah is going to be carried out on these same soldiers, by the brothers from the Muhajireen Al-Ansar that captured them.
[00:06:01.407 --> 00:06:07.431]  And behind them you can see the officers' residence, filled with bullet holes and artillery shells from the Islamic State.
[00:06:08.271 --> 00:06:12.854]  This is the end of every Nusayri Kafir that we get a hold of.
[00:06:13.654 --> 00:06:15.015]  This is the end that they face.
[00:06:15.855 --> 00:06:18.197]  Walhamdulillah wa al'izzatu lil mu'mineen.
[00:06:20.978 --> 00:06:21.719]  I go to Bashar,
[00:06:28.086 --> 00:06:32.008]  Now it's very important to understand where these monsters came from.
[00:06:32.949 --> 00:06:36.451]  Who's really controlling ISIS and who's pulling the strings?
[00:06:37.051 --> 00:06:41.034]  For example, I mean, do you honestly really believe that all those U.S.
[00:06:41.114 --> 00:06:46.697]  weapons drops that accidentally got in the hands of ISIS, do you think that that was really a mistake?
[00:06:47.197 --> 00:06:47.898]  Come on, man.
[00:06:48.318 --> 00:06:48.978]  I mean, the U.S.
[00:06:49.038 --> 00:06:51.060]  government is supporting these guys.
[00:06:51.960 --> 00:06:52.221]  U.S.
[00:06:52.281 --> 00:07:07.982]  intelligence, along with their partners in crime over there in Saudi Arabia, now even Turkey, well they helped create, arm, train, and fund radical Muslim extremists like ISIS and Al-Qaeda, or better known around here as Al-Cieda.
[00:07:08.482 --> 00:07:23.893]  Now Obama, the Pentagon and Congress, they're going to tell you that the hundreds of millions of dollars they are spending to overthrow President Bashar al-Assad in Syria, that all that money is going to what they call moderate rebels.
[00:07:24.173 --> 00:07:26.955]  So they're giving that money to moderate terrorists.
[00:07:27.475 --> 00:07:28.596]  But we know better than that.
[00:07:28.896 --> 00:07:38.365]  I mean, we've got proof from multiple sources that these moderates are really violent Muslim extremists trained and supported by the U.S.
[00:07:38.625 --> 00:07:40.027]  and our allies.
[00:07:40.427 --> 00:07:43.970]  For example, we now have a declassified secret U.S.
[00:07:44.030 --> 00:07:50.676]  government document that was obtained by Judicial Watch through the Freedom of Information Act that says,
[00:07:51.357 --> 00:08:00.244]  Western governments deliberately allied with Al-Qaeda and other Islamic extremists to overthrow Syrian President Bashir al-Assad.
[00:08:00.544 --> 00:08:11.252]  It goes on to say that the Pentagon foresaw the likely rise of the Islamic State as a direct consequence of the strategy, but they armed these guys anyway.
[00:08:11.712 --> 00:08:12.273]  So it was
[00:08:12.953 --> 00:08:13.213]  I think so.
[00:08:31.272 --> 00:08:36.655]  This time, secret DIA documents from 2012, where it looks like the U.S.
[00:08:36.755 --> 00:08:44.079]  intelligence community was predicting the rise of ISIS through their own internal documents.
[00:08:45.099 --> 00:08:45.379]  Wow.
[00:08:45.860 --> 00:08:47.600]  I mean, this is bombshell.
[00:08:47.881 --> 00:08:53.644]  And you're not going to hear about this on the mainstream news media because, well, the truth will not be televised.
[00:08:53.984 --> 00:08:54.744]  But check this out.
[00:08:54.804 --> 00:08:59.767]  I mean, just because the mainstream media is ignoring all this, that doesn't mean everyone else is.
[00:09:00.407 --> 00:09:06.690]  I mean, if you look around throughout the world, these secret declassified documents, they're getting a lot of attention right now.
[00:09:06.991 --> 00:09:12.674]  And that means right here in America as well, through social media and independent media as well.
[00:09:13.214 --> 00:09:17.957]  Now, I don't know if you know, if you don't know who this is, you should know who Daniel Ellsberg is.
[00:09:18.797 --> 00:09:26.806]  He is the legendary whistleblower who leaked the Pentagon Papers exposing White House lies about the Vietnam War.
[00:09:27.226 --> 00:09:31.791]  President Nixon at the time called him the most dangerous man in America.
[00:09:32.131 --> 00:09:36.035]  Even made a really good documentary with the same title, Most Dangerous Man in America.
[00:09:36.296 --> 00:09:37.177]  Daniel Ellsberg.
[00:09:37.597 --> 00:09:39.598]  He's been in all kinds of documentaries.
[00:09:39.698 --> 00:09:41.039]  They've made films about him.
[00:09:41.299 --> 00:09:43.100]  This guy is the real deal.
[00:09:43.380 --> 00:09:44.280]  He was a U.S.
[00:09:44.320 --> 00:09:51.064]  military analyst who worked at the Pentagon, and he exposed Nixon for the fraud that he really was.
[00:09:51.384 --> 00:09:57.207]  And now, Daniel Ellsberg, he's talking about these recent DIA documents.
[00:09:57.747 --> 00:10:06.112]  Now, he says that they provide compelling evidence that the Western government's strategy on Syria created ISIS.
[00:10:06.772 --> 00:10:07.692]  That's a big deal.
[00:10:08.092 --> 00:10:19.177]  He said they were directly supporting the extremist groups and they were predicting that this support would result in an Islamic State organization, an ISIS or ISIL.
[00:10:19.577 --> 00:10:24.058]  They were encouraging it, regarding it as a positive development.
[00:10:24.398 --> 00:10:28.400]  The DIA report is extremely significant.
[00:10:29.158 --> 00:10:30.479]  Well, you can say that again.
