[00:00:20.097 --> 00:00:22.320]  Welcome to the InfoWars Nightly News.
[00:00:22.360 --> 00:00:26.625]  It is Friday, February 20th, 2015, and I'm Leigh Ann McAdoo.
[00:00:26.926 --> 00:00:28.127]  Here are tonight's top stories.
[00:00:31.712 --> 00:00:36.958]  Tonight, new Snowden documents reveal cell phone back doors.
[00:00:37.765 --> 00:00:41.369]  Then, healthcare.gov's sickly tax forms.
[00:00:42.029 --> 00:00:46.133]  And the feds list government skeptics as a top terror threat.
[00:00:46.554 --> 00:00:50.217]  That's next, on the InfoWars Nightly News.
[00:00:50.778 --> 00:00:53.440]  The foreign bankers have given us unlimited power!
[00:00:53.460 --> 00:00:55.222]  And we're gonna rule you!
[00:00:55.442 --> 00:00:56.884]  This is our country!
[00:00:57.664 --> 00:00:57.744]  Ah!
[00:00:57.764 --> 00:00:58.245]  You're here!
[00:00:58.265 --> 00:00:59.867]  We're gonna feed on your ass!
[00:01:01.155 --> 00:01:06.959]  Former Mayor Rudy Giuliani has been catching a lot of flack this week for some comments he made about the president.
[00:01:07.480 --> 00:01:11.443]  He said that he doesn't really believe that the president loves America.
[00:01:12.083 --> 00:01:13.444]  And I mean, come on, let's get real.
[00:01:13.464 --> 00:01:16.167]  The president basically said, I love you, girl.
[00:01:16.307 --> 00:01:20.870]  I love you so much that I want to fundamentally change everything about you.
[00:01:20.890 --> 00:01:30.437]  It's very important for us to align ourselves with the 99.9% of Muslims who are looking for the same thing we're looking for.
[00:01:31.443 --> 00:01:33.406]  Order, peace, prosperity.
[00:01:34.788 --> 00:01:41.117]  And so, you know, I don't quibble with labels.
[00:01:41.437 --> 00:01:42.939]  What I'm saying is, in his rhetoric...
[00:01:44.392 --> 00:01:51.398]  I very rarely hear him say the things that I used to hear Ronald Reagan say, the things I used to hear Bill Clinton say about how much he loves America.
[00:01:52.159 --> 00:01:55.642]  I do hear him criticize America much more often than other American presidents.
[00:01:56.222 --> 00:02:03.668]  And when it's not in the context of an overwhelming number of statements about the exceptionalism of America, it sounds like he's more of a critic
[00:02:04.471 --> 00:02:06.092]  Then he is a supporter.
