[00:00:19.653 --> 00:00:20.434]  Good evening, everyone.
[00:00:20.494 --> 00:00:22.615]  Welcome to the Infowars Nightly News.
[00:00:22.755 --> 00:00:23.816]  I'm Darren McBreen.
[00:00:23.836 --> 00:00:27.038]  It is Thursday, November 19th, 2015.
[00:00:28.058 --> 00:00:29.619]  Here's a quick look at what's coming up.
[00:00:32.822 --> 00:00:37.425]  Tonight... The logic of a neocon.
[00:00:37.865 --> 00:00:42.388]  Take out the head of the Syrian government in order to rid the world of terrorism.
[00:00:43.008 --> 00:00:45.530]  Even though Assad isn't the one funding ISIS.
[00:00:47.080 --> 00:00:50.201]  And a look back at the legacy of JFK.
[00:00:50.921 --> 00:00:51.581]  That's next.
[00:00:53.322 --> 00:00:54.742]  We're taking this country back!
[00:00:55.042 --> 00:00:55.502]  Period!
[00:00:55.942 --> 00:00:56.502]  We're done!
[00:00:56.902 --> 00:01:02.084]  I don't care if it's globalists, radical muslims, satanists, whatever, whoever you are, get out of my way!
[00:01:03.604 --> 00:01:07.805]  1776 is coming again and you're not going to stop the new enlightenment, the new renaissance.
[00:01:08.025 --> 00:01:08.845]  Get out of the way!
[00:01:09.325 --> 00:01:09.805]  All of you!
[00:01:10.466 --> 00:01:16.027]  Globalists that want to suppress technology, radical islamists that want to suppress culture, it's over!
[00:01:17.182 --> 00:01:18.322]  We're the real liberals!
[00:01:19.122 --> 00:01:21.503]  America was exceptional, and we're bringing it back!
[00:01:23.203 --> 00:01:30.145]  Now that said, I cannot state to new viewers and listeners how awesome InfoWars is.
[00:01:30.225 --> 00:01:31.605]  Clean, pure drinking water.
[00:01:31.885 --> 00:01:33.165]  You can't survive without it.
[00:01:33.365 --> 00:01:34.286]  But where do you get it?
[00:01:34.566 --> 00:01:40.327]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.547 --> 00:01:46.268]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.157 --> 00:02:51.036]  The sound of the war drums has begun to echo throughout the mainstream media as the establishment argues that the only way to eliminate the Islamic State and defeat ISIS is to take out the government of Bashar al-Assad in Damascus.
[00:02:51.576 --> 00:02:55.839]  Thus the battle cry for boots on the ground in Syria.
[00:02:56.219 --> 00:02:57.881]  And we knew this was coming.
[00:02:57.901 --> 00:03:01.183]  I mean, the United States government and the U.S.
[00:03:01.243 --> 00:03:06.627]  intelligence agencies, well, they've been planning this for a very long time.
[00:03:07.027 --> 00:03:09.129]  And then I came back to the Pentagon about six weeks later.
[00:03:09.149 --> 00:03:09.989]  I saw the same officer.
[00:03:10.009 --> 00:03:12.791]  I said, why haven't we attacked Iraq?
[00:03:12.811 --> 00:03:13.952]  Are we still going to attack Iraq?
[00:03:13.992 --> 00:03:15.834]  He said, oh, sir, he says it's worse than that.
[00:03:16.894 --> 00:03:17.295]  He said,
[00:03:19.827 --> 00:03:21.668]  He pulled up a piece of paper off his desk.
[00:03:21.688 --> 00:03:28.933]  He said, I just got this memo from the Secretary of Defense's office that says we're going to attack and destroy the governments in seven countries in five years.
[00:03:29.834 --> 00:03:36.638]  We're going to start with Iraq, and then we're going to move to Syria, Lebanon, Libya, Somalia, Sudan, and Iran.
[00:03:38.359 --> 00:03:39.800]  Seven countries in five years.
[00:03:40.081 --> 00:03:41.942]  I said, is that a classified memo?
[00:03:42.722 --> 00:03:44.003]  He said, yes, sir!
[00:03:44.604 --> 00:03:45.804]  I said, well, don't show it to me.
[00:03:45.945 --> 00:03:46.825]  He was about to show it to me.
[00:03:46.845 --> 00:03:47.886]  He said, because I want to talk about it.
[00:03:48.726 --> 00:04:02.643]  This is a memo that describes how we're going to take out seven countries in five years, starting with Iraq and then Syria, Lebanon, Libya, Somalia, Sudan, and finishing off Iran.
[00:04:03.826 --> 00:04:10.174]  That was General Wesley Clark talking about his experience back in the early days of the Bush administration.
[00:04:10.194 --> 00:04:21.869]  This was shortly after 9-11 and, you know, we've even got PNAC documents that go back even further that reveal that Syria has been a huge target on the U.S.
[00:04:21.989 --> 00:04:22.469]  hit list.
[00:04:22.910 --> 00:04:24.031]  We came, we saw, he died.
[00:04:52.381 --> 00:05:06.395]  That's right, and ISIS, which is a Frankenstein that was created by Western intelligence, well they were sent in to overthrow Gaddafi in Libya, and now they are being used to overthrow Bashar al-Assad in Syria.
[00:05:06.776 --> 00:05:14.324]  So when you see these political pundits and politicians calling for boots on the ground in Syria, remember,
[00:05:14.824 --> 00:05:20.285]  They've been planning this for some time, and they've successfully destabilized the region.
[00:05:20.606 --> 00:05:22.846]  They've created absolute chaos.
[00:05:23.446 --> 00:05:30.188]  There's a tsunami of refugees that are fleeing the country right now, and they're flooding into Europe.
[00:05:30.848 --> 00:05:36.830]  And the ISIS terrorists are even allowed to export themselves through illegal immigration.
[00:05:37.470 --> 00:05:40.731]  It is an absolute orchestrated mess.
[00:05:41.954 --> 00:05:48.799]  The United States should not delay in leading a global coalition to take out ISIS with overwhelming force.
[00:05:49.440 --> 00:05:52.782]  We need to intensify our efforts in the air and on the ground.
[00:05:53.743 --> 00:05:57.426]  While air power is essential, it cannot bring the results we seek.
[00:05:58.366 --> 00:06:06.693]  The United States, in conjunction with our NATO allies and more Arab partners, will need to increase our presence on the ground.
[00:06:07.389 --> 00:06:18.101]  So there you go, Jeb Bush, right on cue, acting like the true globalist puppet politician that he really is, calling for boots on the ground and a war in Syria.
[00:06:18.382 --> 00:06:22.166]  Mainstream media, across the board, they're basically doing the same thing.
[00:06:22.226 --> 00:06:23.848]  They have the same mentality.
[00:06:24.348 --> 00:06:28.113]  Because the globalists, they have been waiting for this opportunity.
[00:06:28.653 --> 00:06:38.723]  And unfortunately, the terrorist attacks in Paris are giving them the perfect excuse to go in and start a war.
[00:06:39.644 --> 00:06:43.648]  Now don't get me wrong, I want these radical Muslim extremists dead.
[00:06:44.509 --> 00:06:50.731]  I want ISIS to be totally destroyed and permanently wiped off the face of the earth.
[00:06:51.272 --> 00:06:56.854]  We're talking about these guys are subhuman animals and they all need to be exterminated.
[00:06:57.294 --> 00:07:02.116]  So don't think I'm about to go tree-hugging with Jane Fonda while our brave
[00:07:02.856 --> 00:07:06.259]  Troops and soldiers go into war because it's not about that.
[00:07:06.659 --> 00:07:09.441]  This is about knowing your enemy.
[00:07:10.161 --> 00:07:11.202]  Who funded ISIS?
[00:07:11.682 --> 00:07:12.863]  Who trained ISIS?
[00:07:13.324 --> 00:07:14.504]  Who's giving them money?
[00:07:14.865 --> 00:07:20.669]  And why were they let loose like a pack of rabid dogs to wreak havoc throughout the Middle East?
[00:07:21.089 --> 00:07:24.252]  These are the questions you should be asking yourself.
[00:07:24.972 --> 00:07:28.074]  And David Knight joins us now to try to help make sense of all this.
[00:07:28.354 --> 00:07:33.658]  I'm interested in your perspective on what do you think about all this talk about boots on the ground in Syria?
[00:07:33.698 --> 00:07:44.966]  Do you think it's a legitimate response to the Paris ISIS attacks or do you think that this is simply a matter of the globalists waiting for this opportunity because they've been wanting to go into Syria for a very long time?
[00:07:45.046 --> 00:07:46.447]  They've been working on this for a long time.
[00:07:46.487 --> 00:07:50.789]  That's why it's hard to make sense out of it, Darren, because we've been telling everybody where this is coming.
[00:07:50.849 --> 00:07:53.030]  We've been watching this develop over a number of years.
[00:07:53.490 --> 00:07:55.251]  We knew that they were trying to start a war in Syria.
[00:07:55.271 --> 00:07:57.152]  They had false flags, sarin gas attack.
[00:07:57.192 --> 00:07:58.853]  They've tried to do everything they can.
[00:07:59.233 --> 00:08:05.636]  And of course, as Alex talked about earlier today, there are all these people in the military that said we're not going to be Al Qaeda's air force.
[00:08:05.656 --> 00:08:06.877]  They want a no-fly zone.
[00:08:07.177 --> 00:08:11.239]  As Rand Paul pointed out, you're talking about shooting down Russian planes.
[00:08:11.699 --> 00:08:12.420]  To do that.
[00:08:12.480 --> 00:08:14.921]  Russian planes were there by the invitation of the Syrian government.
[00:08:14.961 --> 00:08:19.944]  And we know going way back to Wesley Clark that this was on their list, their hit list of countries.
[00:08:20.444 --> 00:08:21.665]  This is a deliberate plan.
[00:08:22.105 --> 00:08:26.968]  And we've talked about how they've been creating ISIS, how they've armed them, trained them.
