[00:00:19.482 --> 00:00:21.543]  Welcome to the InfoWars Nightly News.
[00:00:21.603 --> 00:00:25.585]  It is Tuesday, April 28, 2015, and I'm Leanne McAdoo.
[00:00:25.865 --> 00:00:27.225]  Here's tonight's top stories.
[00:00:30.427 --> 00:00:31.887]  Tonight, breaking news.
[00:00:31.947 --> 00:00:39.771]  A Baltimore's mayor who ordered police to allow looters to destroy if they wished is revealed to be a key player in the federal takeover of police.
[00:00:40.862 --> 00:00:46.043]  And the AARP uses a subliminal broadcast about martial law on a PSA.
[00:00:46.683 --> 00:00:49.484]  All that and more on tonight's InfoWars Nightly News.
[00:00:59.586 --> 00:01:08.668]  I worked with the police and instructed them to do everything that they could to make sure that the protesters were able to exercise
[00:01:09.147 --> 00:01:10.028]  We're good to go.
[00:01:23.331 --> 00:01:27.972]  We also gave those who wished to destroy space to do that as well.
[00:01:28.372 --> 00:01:42.115]  That was Baltimore Mayor Stephanie Rawlings-Blake making that absurd statement heard around the world basically that she allowed violent mobs to have a safe space to destroy things and that's exactly what happened.
[00:01:42.155 --> 00:01:44.616]  We saw things kind of kick off on Friday night
[00:01:45.376 --> 00:01:51.739]  And once again, things got really violent and out of control after the funeral for Freddie Gray.
[00:01:51.779 --> 00:01:59.262]  We still don't have any answers as to how exactly did his spine get severed once he was in police custody.
[00:01:59.542 --> 00:02:02.443]  The cops, of course, still have not come forward with any answers.
[00:02:02.823 --> 00:02:08.685]  So the crowd, once again, got a little ratcheted up and things got a little out of control.
[00:02:08.745 --> 00:02:12.387]  But what do you think is going to happen when you basically come out on television and say,
[00:02:12.867 --> 00:02:16.268]  We're going to step back and give you a safe place to destroy things.
[00:02:16.988 --> 00:02:21.649]  But not only that, now police are actually talking to some journalists there.
[00:02:22.169 --> 00:02:29.310]  Police officers in Baltimore said that they were ordered by the mayor not to stop looters during yesterday's riots.
[00:02:29.810 --> 00:02:37.572]  So not only are they giving us safe space to destroy since last Friday, but the police are also told to just fall back.
[00:02:38.232 --> 00:02:41.974]  And so, you know, we can see the devastation that's happened there today.
[00:02:42.074 --> 00:02:50.777]  There are tons of burnt down buildings, a lot of vehicles set on fire, hundreds of injuries and arrests were made.
[00:02:51.377 --> 00:02:54.678]  You can see Paul Joseph Watson's full video there in that article.
