[00:00:19.548 --> 00:00:21.249]  Welcome to the Infowars Nightly News.
[00:00:21.589 --> 00:00:22.169]  I'm David Knight.
[00:00:22.269 --> 00:00:23.429]  It's Monday, November 30th, 2015.
[00:00:23.669 --> 00:00:25.950]  Here are our top stories.
[00:00:29.952 --> 00:00:38.835]  Tonight, calls to fire the head of the DEA as politicians grow weary of the never-ending drug war.
[00:00:39.675 --> 00:00:47.477]  And world leaders use their private jets to gather at a climate summit where they hope to convince you to lower your standard of living.
[00:00:48.218 --> 00:00:48.898]  That's next.
[00:00:49.278 --> 00:01:01.673]  You've got more than 20 carbon trading centers and they're all literally owned by the Rothschilds, the Rockefellers, and every other piece of trash you can imagine, like Ted Turner, Bill Gates.
[00:01:01.754 --> 00:01:07.481]  I mean, it is a gravy train of open taxes paid directly to criminal maggots.
[00:01:08.720 --> 00:01:09.881]  You cannot make it up.
[00:01:10.021 --> 00:01:15.547]  A Nazi collaborator who helped round up thousands and rob them?
[00:01:15.868 --> 00:01:18.390]  Who told 60 Minutes he's not sorry for it?
[00:01:19.111 --> 00:01:22.355]  Running anti-liberty organizations in America?
[00:01:22.815 --> 00:01:23.776]  George Soros?
[00:01:23.936 --> 00:01:24.797]  Good God!
[00:01:30.247 --> 00:01:31.569]  Clean, pure drinking water.
[00:01:31.889 --> 00:01:33.171]  You can't survive without it.
[00:01:33.371 --> 00:01:34.272]  But where do you get it?
[00:01:34.573 --> 00:01:40.340]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.560 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
