[00:00:17.312 --> 00:00:18.412]  InfoWars.
[00:00:18.412 --> 00:00:19.613]  Tomorrow's news.
[00:00:19.613 --> 00:00:19.953]  Today.
[00:00:25.560 --> 00:00:46.220]  Well, it wasn't a hard prediction to make in the last few weeks that when the United States openly said it had greenlit Ukraine to start firing cruise missiles deep into Russia, attacking Russian nuclear bases, that Putin would then activate his mobile ICBMs that are on trains and trucks and begin moving them around at least twice a day.
[00:00:46.220 --> 00:00:49.483]  That way they can't be targeted by satellites and then first struck.
[00:00:50.600 --> 00:00:52.180]  In a sneak attack nuclear attack.
[00:00:52.180 --> 00:00:55.521]  So Russia is now publicly prepared for a NATO U.S.
[00:00:55.521 --> 00:00:57.482]  led nuclear sneak attack.
[00:00:57.482 --> 00:00:59.702]  China is saying they're going to respond with nuclear weapons.
[00:00:59.702 --> 00:01:07.204]  Obviously, if the war escalates in a nuclear war, if anybody attacks them, things are deteriorating very, very, very quickly.
[00:01:07.204 --> 00:01:13.085]  And the average person cares about what's going on on cable TV or on Netflix.
[00:01:13.085 --> 00:01:17.826]  This is how you sleepwalk into absolute Armageddon.
[00:01:17.826 --> 00:01:19.907]  So this goes way beyond saber rattling.
[00:01:21.581 --> 00:01:29.908]  The Russians have rolled out their ICBMs that come back into the atmosphere at Mach 7, almost impossible to shoot down.
[00:01:29.908 --> 00:01:42.778]  The reentry devices, when the warhead pops open or the shell of the missile pops open, powers between 5 and 20 different warheads, some of them dummy decoys, some of them real, carrying thermonuclear payloads.
[00:01:44.386 --> 00:01:50.853]  And obviously the United States has all this stuff as well, but that's why they call it Mutually Assured Destruction.
[00:01:50.853 --> 00:01:52.374]  Total, complete insanity.
[00:01:52.374 --> 00:01:56.238]  That's coming up.
[00:01:56.238 --> 00:02:00.543]  Then obviously we have a lot of border collapse news as they announce the end of Title 42.
[00:02:02.523 --> 00:02:14.427]  The Feds admit they're expecting a total collapse, quote, calling it catastrophic, but it's being ordered by the same people cutting off our energy supplies and bringing us into World War III and injecting the public with these poison frankenshots.
[00:02:14.427 --> 00:02:18.389]  And that's why we're going to hit the poison frankenshots first.
[00:02:18.389 --> 00:02:20.809]  We come back for a break and some stations join us.
[00:02:20.809 --> 00:02:24.291]  Dr. Peter McCollough, completely vindicated, back on Twitter.
[00:02:25.311 --> 00:02:39.917]  And so many other scientists and doctors now confirmed to be suppressed by Big Pharma and Fauci, criminally also suppressing many of the natural treatments and other therapeutics that were there.
[00:02:39.917 --> 00:02:47.059]  So I really appreciate Dr. McCullough joining us right at the main kickoff of the show here in about four minutes when we come back from this short break.
[00:02:47.059 --> 00:02:49.180]  Separately, we are listeners supported.
