[00:00:16.070 --> 00:00:17.191]  InfoWars.
[00:00:17.191 --> 00:00:18.372]  Tomorrow's news.
[00:00:18.372 --> 00:00:23.475]  Today.
[00:00:23.475 --> 00:00:24.255]  Okay.
[00:00:24.255 --> 00:00:25.456]  We're live.
[00:00:25.456 --> 00:00:26.197]  It's Sunday night.
[00:00:27.330 --> 00:00:30.431]  January 23rd, 2022.
[00:00:30.431 --> 00:00:53.617]  And we have just incredibly positive news pouring in from around the world, but particularly in the UK, in Canada, in areas of Europe and here in the US, where there is a total bipartisan populist rejection of the entire fraudulent COVID power grab narrative.
[00:00:55.023 --> 00:01:04.186]  Now, that said, I took off a couple days to take care of some family things and then I did a lot of research late at night.
[00:01:04.186 --> 00:01:22.391]  There was a report Greg Reese put out on Friday that was so shocking and so documented on the surface, because I do a lot of research so I knew everything I was seeing I'd already documented, that I decided to spend, no exaggeration, about eight hours
[00:01:23.396 --> 00:01:24.937]  The last two days.
[00:01:24.937 --> 00:01:26.498]  Eight hours.
[00:01:26.498 --> 00:01:40.369]  With the big screen, computer up, writing notes, going over this, and... What Gregory's put in his report is totally true.
[00:01:40.369 --> 00:01:47.294]  And what Dr. Michael Yedon, the former chief scientist at Pfizer, brought forward is totally true.
[00:01:47.294 --> 00:01:49.756]  And if everybody in our government
[00:01:50.618 --> 00:02:05.385]  And everybody in our culture that sees this information does not break with the people controlling our government and controlling the corporate media and Big Pharma, then it's a suicide pact.
[00:02:05.385 --> 00:02:09.528]  Because this is beyond what Hitler did.
[00:02:09.528 --> 00:02:13.149]  This is beyond what Mao did, what Stalin did.
[00:02:13.149 --> 00:02:16.151]  This stuff makes Genghis Khan look like a sweetheart.
[00:02:18.939 --> 00:02:20.340]  So the report went up Friday.
[00:02:20.340 --> 00:02:24.742]  I saw it Friday afternoon.
[00:02:24.742 --> 00:02:30.646]  And I know Greg's a good researcher, so I didn't think he was wrong, but I said, let me go check this.
[00:02:30.646 --> 00:02:33.488]  So I spent three or four hours that night looking at it.
[00:02:33.488 --> 00:02:36.489]  Then I spent a couple hours yesterday, and then I spent about three more hours today.
[00:02:36.489 --> 00:02:38.370]  So I guess it's more than eight hours, really.
[00:02:38.370 --> 00:02:40.992]  It's probably nine, ten hours.
[00:02:40.992 --> 00:02:43.213]  And I'm going to tell you what the report is when we come back.
[00:02:47.651 --> 00:02:50.833]  I went to the VAERS site.
