[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:12.000]  It's Saturday, July 30th.
[00:00:12.087 --> 00:00:13.508]  What to feed our ever-expanding world?
[00:00:13.348 --> 00:00:20.347]  Emergency broadcast. InfoWars. Tomorrow's news today.
[00:00:20.347 --> 00:00:34.347]   They want you to eat bugs. What to feed our ever expanding world? Insects. They could feed the world.
[00:00:34.918 --> 00:00:35.358]  Healthy.
[00:00:35.579 --> 00:00:39.023]  They're full of polyunsaturated fat, protein, and micronutrients.
[00:00:39.363 --> 00:00:40.264]  And sustainable.
[00:00:40.484 --> 00:00:45.270]  I'm Nicole Kidman and I am going to eat a four-course meal of bugs.
[00:00:45.731 --> 00:00:53.520]  And they want you to eat these bugs inside a massive prison system that sees humanity as a cancer upon the earth.
[00:00:53.780 --> 00:00:59.584]  For too long, humanity has existed within dysfunctional and polluted cities that ignore nature.
[00:01:00.544 --> 00:01:04.367]  Now, a revolution in civilization is taking place.
[00:01:05.808 --> 00:01:09.449]  Imagine a traditional city and consolidating its footprint.
[00:01:10.210 --> 00:01:12.571]  Designing to protect and enhance nature.
[00:01:13.631 --> 00:01:19.953]  The Line will be home to 9 million residents and will be built with a footprint of just 34 square kilometers.
[00:01:21.014 --> 00:01:25.095]  And we are designing it to provide a healthier, more sustainable quality of life.
[00:01:26.576 --> 00:01:29.577]  The Line's communities are organized in three dimensions.
[00:01:31.044 --> 00:01:35.591]  Residents have access to all their daily needs within five-minute walk neighborhoods.
[00:01:36.933 --> 00:01:45.886]  And the line's infrastructure makes it possible to travel end-to-end in 20 minutes with no need for cars, resulting in zero carbon emissions.
[00:01:47.003 --> 00:01:53.769]  It is all completely bizarre, but it's just the cover story for a massive depopulation agenda.
[00:01:54.209 --> 00:02:06.139]  The COVID-19 vaccines are destroying the recipients' reproductive and immune systems, and killing people over time with mysterious structures growing within the vascular system.
[00:02:06.619 --> 00:02:10.904]  We are now seeing this all over the world, and it's just getting started.
[00:02:11.485 --> 00:02:19.174]  There is a whole cultural movement now emerging from the shadows that wants humanity to collectively commit suicide.
[00:02:20.501 --> 00:02:32.069]  This anti-human cult has been around for decades and outside of academia have had to tread quietly because much of humanity is opposed to mass murder.
[00:02:32.510 --> 00:02:42.717]  But now that we are in the midst of this cult's massive depopulation effort, they are coming out into the open to convince us that it would be best for most of us to die.
[00:02:42.817 --> 00:02:46.120]  We cannot hide away from human population growth.
[00:02:46.880 --> 00:02:50.162]  Because, you know, it underlies so many of the other problems.
[00:02:50.222 --> 00:02:57.987]  All these things we talk about wouldn't be a problem if there were... if there was the size of population that there was five hundred years ago.
[00:02:58.007 --> 00:03:01.889]  All the religious groups are against me because I'm talking about population.
[00:03:02.590 --> 00:03:05.732]  They want more souls, I want less on the planet.
[00:03:09.461 --> 00:03:16.844]  The World Economic Forum has become the public domain of the anti-human cult's depopulation agenda.
[00:03:17.344 --> 00:03:22.145]  And all of pop culture is on board, from Hollywood to the Holy See.
[00:03:22.566 --> 00:03:28.368]  Our planet, the utopia that we've been given, the overpopulation.
[00:03:30.014 --> 00:03:36.599]  Their agenda is disguised as environmentalism, so that all who oppose it now can be shamed.
[00:03:37.079 --> 00:03:44.165]  And when the mass starvation begins to overwhelm the population, the sentimental environmentalists can all be blamed.
[00:03:44.845 --> 00:03:48.208]  Because, of course, this has nothing to do with the environment.
[00:03:49.028 --> 00:03:53.191]  Boris Johnson's father, Stanley Johnson, is a member of this cult.
[00:03:53.712 --> 00:03:59.056]  And he wrote that the world's population needs to be cut down to a more manageable number.
[00:03:59.596 --> 00:04:00.897]  And this is what it's all about.
[00:04:01.478 --> 00:04:03.079]  A more manageable number.
[00:04:03.599 --> 00:04:07.262]  Because these psychopaths see the rest of us as their property.
[00:04:07.803 --> 00:04:10.024]  To manage and cull accordingly.
[00:04:10.685 --> 00:04:12.486]  But humanity still has a choice.
[00:04:13.067 --> 00:04:16.690]  And we don't have to die in a prison death factory eating bugs.
[00:04:17.470 --> 00:04:20.933]  We could choose freedom, but time is running out.
[00:04:21.794 --> 00:04:24.754]  Reporting for InfoWars, this is Greg Reese.
[00:04:24.754 --> 00:04:43.754]  [Music]
[00:04:43.754 --> 00:04:47.594]  Saturday, July 30th, 2022.
[00:04:47.712 --> 00:04:49.373]  Emergency broadcast is live.
[00:04:51.914 --> 00:04:55.816]  If you are receiving this transmission, you are the resistance.
[00:04:57.216 --> 00:05:02.216]  Live from the Infowars.com studios, it's Alex Jones.
[00:05:02.216 --> 00:05:14.495]   We are the human resistance against the neo-Nazi technocratic technocracy of the New World
[00:05:14.495 --> 00:05:17.495]  Order masquerading as neoliberalism.
[00:05:17.565 --> 00:05:19.946]  We are the human supremacists.
[00:05:20.386 --> 00:05:21.526]  All humans welcome.
[00:05:22.086 --> 00:05:26.407]  All enemies of humanity will be defeated and will be pushed into the sea.
[00:05:27.227 --> 00:05:29.928]  Thank you for joining us on this Emergency Saturday Transmission.
[00:05:34.028 --> 00:05:36.812]  We're very clear now how real all this is, everybody.
[00:05:36.832 --> 00:05:38.314]  We won't be able to hide anymore.
[00:05:38.334 --> 00:05:41.339]  And I know because you've come here, you're not hiding.
[00:05:41.880 --> 00:05:42.541]  You want the truth.
[00:05:42.581 --> 00:05:43.242]  You know the truth.
[00:05:43.282 --> 00:05:44.203]  You've seen it for yourself.
[00:05:44.644 --> 00:05:45.625]  You don't need me to tell you.
[00:05:46.146 --> 00:05:47.288]  And you want to fight back.
[00:05:50.354 --> 00:05:52.995]  We got a huge Saturday broadcast lined up for you today.
[00:05:53.556 --> 00:06:10.303]  I've been extremely distracted in the last week with this show trial in Austin, Texas, where the corrupt Soros-backed New World Order judge, former CPS child grabber, found me guilty in both the Sandy Hook lawsuits against me.
[00:06:10.863 --> 00:06:12.124]  Same with the Connecticut judge.
[00:06:13.544 --> 00:06:15.045]  In defaults, unprecedented.
[00:06:15.065 --> 00:06:18.747]  Defaults are if you don't show up or give over any documents.
[00:06:18.787 --> 00:06:19.447]  We did everything.
[00:06:22.034 --> 00:06:27.616]  And she's telling the jury every day he is guilty, and she's told me and my lawyers, we can't say we're innocent.
[00:06:27.956 --> 00:06:30.697]  This has never before been seen by anybody.
[00:06:30.757 --> 00:06:35.559]  Even mainline law sites are saying this is unprecedented.
[00:06:37.100 --> 00:06:41.001]  Texas Monthly says it's unprecedented, but I deserve it because I'm a bad person.
[00:06:41.541 --> 00:06:50.065]  Just like they set the precedent with yours truly to deplatform folks and censor people en masse and debunk us as a beta test for everybody else, it's now happening to us.
[00:06:51.598 --> 00:06:52.559]  I'm going to hit that first.
[00:06:52.839 --> 00:06:58.203]  Exclusive information on InfoWars parent company.
[00:06:58.223 --> 00:07:03.687]  When I say InfoWars, I mean the show, I mean the crew or operations.
[00:07:04.988 --> 00:07:10.212]  Free speech systems went into bankruptcy Friday.
[00:07:11.734 --> 00:07:14.556]  And the reason I did that, I'll explain here in just a moment.
[00:07:14.576 --> 00:07:15.957]  Then we're going to hit what's really important.
[00:07:16.809 --> 00:07:17.949]  Why they want to take us out.
[00:07:18.469 --> 00:07:22.451]  We can't be on air during the next phase of the designed global collapse.
[00:07:22.991 --> 00:07:28.632]  You saw that incredibly powerful Gregory's report that just went live a few hours ago at Band.Video and InfoWars.com.
[00:07:29.112 --> 00:07:32.013]  The environmentalist Trojan horse of the depopulation death cult.
[00:07:33.054 --> 00:07:45.597]  And I made a film in 1997 talking about walled off cities and in 2007 talking about walled off cities where you live within a wall and aren't allowed to leave it.
[00:07:47.022 --> 00:07:51.443]  Well, now that's being announced to be built in Canada, the U.S., Saudi Arabia, and other areas.
[00:07:52.163 --> 00:07:56.864]  They plan to demolish everything and force you into these coffin-like city systems.
[00:07:57.884 --> 00:07:59.204]  So, that's all coming up.
[00:07:59.764 --> 00:08:03.025]  UN World Economic Forum behind global war on farmers.
[00:08:03.505 --> 00:08:06.386]  A big, thick, zero-hedge article that I can tell you is dead on.
[00:08:07.066 --> 00:08:09.326]  The Epoch Times also reported it originally.
[00:08:10.306 --> 00:08:17.423]   And it goes through their admissions of how they are You know, war against farmers all over the world and here in the United States.
[00:08:18.324 --> 00:08:25.447]  Global food crisis, restaurant czar, biggest restaurant, expects winter shortages, tells public to stock up now.
