[00:00.000 --> 00:25.840]  Infowars, tomorrow's news, today.
[00:25.840 --> 00:30.520]  The young men and women who have volunteered to serve and protect their communities, as
[00:30.520 --> 00:35.640]  members of the United States military, have been under attack by their own government
[00:35.640 --> 00:43.440]  for over a century, experimented on like laboratory animals with mustard gas, plutonium, agent
[00:43.440 --> 00:46.640]  orange, and depleted uranium.
[00:46.640 --> 00:52.480]  But what we are experiencing now is the final destruction of the entire US military from
[00:52.480 --> 00:53.480]  within.
[00:53.480 --> 00:59.040]  Those with enough sense to refuse the gene therapy shots are being forced out of military
[00:59.040 --> 01:00.040]  service.
[01:00.040 --> 01:05.880]  Navy SEALs who refuse the jab have been denied deployment and even denied permission to travel
[01:05.880 --> 01:08.080]  for medical treatment.
[01:08.080 --> 01:13.480]  But more than two-thirds of the entire US military have chosen to receive this life-altering
[01:13.480 --> 01:18.760]  vaccine, which has now proven to be catastrophic.
[01:18.760 --> 01:25.600]  Attorney-at-law Todd Callender, who is representing the US Navy SEALs versus President Joe Biden,
[01:25.600 --> 01:33.320]  has recently reported an 1,100% increase in US military deaths as a result of these mRNA
[01:33.320 --> 01:35.120]  injections.
[01:35.120 --> 01:41.600]  And based on their latest data, they expect this number to soon rise above 5,000%.
[01:41.600 --> 01:46.880]  A leaked military database from the Department of Defense shows us that while the public
[01:46.880 --> 01:52.480]  was being told that it's a crisis of the unvaccinated, the Defense Secretary in upper
[01:52.480 --> 01:59.280]  command knew 71% of all new cases were among the fully vaccinated.
[01:59.280 --> 02:05.000]  The Department of Defense knew what they were doing, and the proper charges are genocide.
[02:05.000 --> 02:09.760]  If you look at all of the documentation, Pfizer's documentation, that we did mass spectrometry
[02:09.760 --> 02:14.360]  on their vials, we know what's in these things, and in fact they even admit that they added
[02:14.360 --> 02:20.560]  an HIV protein into the shots for the purpose of disabling people's autoimmune.
[02:20.560 --> 02:25.880]  They couldn't slip these lipid nanoparticles, which are in fact little bombers that carry
[02:25.880 --> 02:33.080]  pathogenic proteins to effectuate gene modification in the individual, gene therapies, they call
[02:33.080 --> 02:34.080]  it.
[02:34.080 --> 02:37.640]  In order to get those lipid nanoparticles past your cellular defense, your body's defense,
[02:37.640 --> 02:42.040]  they had to disarm your immune system, and they did that.
[02:42.040 --> 02:45.280]  It's in all the scientific papers, and what they didn't do is undo that, and right now
[02:45.280 --> 02:47.080]  they're coming to understand this.
[02:47.080 --> 02:52.120]  People showing up HIV positive, people with three shots have no immune system left over
[02:52.120 --> 02:53.120]  whatsoever.
[02:53.120 --> 02:57.120]  There is no other way to characterize this other than intentional homicide, the unlawful
[02:57.120 --> 03:02.160]  taking of the human life, except that it's in large numbers, which makes it a genocide.
[03:02.160 --> 03:05.600]  A vaccine-delivered AIDS epidemic.
[03:05.600 --> 03:06.600]  That's right.
[03:06.600 --> 03:07.600]  That's correct.
[03:07.600 --> 03:28.160]  Reporting for InfoWars, this is Greg Rees.
[03:28.160 --> 03:34.120]  When you have U.S. senators in both parties saying, we may need to go ahead and nuke Russia
[03:34.120 --> 03:37.360]  first, and the Russians are aware that's almost happened before.
[03:37.360 --> 03:39.640]  What do you think that makes the Russians do?
[03:39.640 --> 03:42.240]  Well, it makes them go into war mode.
[03:42.240 --> 03:45.760]  So, I don't like them invading Ukraine.
[03:45.760 --> 03:49.680]  I don't like him putting his nuclear forces on maximum alert.
[03:49.680 --> 03:53.600]  Only one level above that on their death con, just like our system, and that's fire the
[03:53.600 --> 03:54.600]  weapons.
[03:54.600 --> 04:00.880]  And so, now we have Democrats all over the news saying, let's just use nuclear weapons
[04:00.880 --> 04:01.880]  on Russia.
[04:01.880 --> 04:04.120]  Think of their interests.
[04:04.120 --> 04:08.920]  Russia has hundreds of submarines off our coast with sea-launched missiles that would
[04:08.920 --> 04:14.480]  vaporize our cities within five minutes on average of being launched, sea-launched cruise
[04:14.480 --> 04:20.320]  missiles that fly at Mach 5, land-launched systems that can also launch from ships that
[04:20.320 --> 04:23.800]  are at Mach 9 and cannot be shot down.
[04:23.800 --> 04:25.920]  And yes, the United States has those, too.
[04:25.920 --> 04:30.480]  That's a Pentagon lie that the Russia-developed system that we don't have.
[04:30.480 --> 04:32.680]  It's on record the U.S. has those systems.
[04:32.680 --> 04:39.160]  The point is, it's called mutually assured destruction or mad for a reason, because anyone
[04:39.160 --> 04:41.960]  that would violate the mad doctrine is insane.
[04:41.960 --> 04:46.640]  And you know, I'm on the side of not having a nuclear war, especially when Russia is not
[04:46.640 --> 04:50.280]  starting to fight with us, and especially after we just heard for years that everything
[04:50.280 --> 04:54.000]  happening in this country is run by Russia when that was all a giant lie.
[04:54.000 --> 05:00.520]  The globalists are the outside evil force.
[05:00.520 --> 05:08.800]  In December of 2021, InfoWars offered the first in a three-part series, the 1776 Anti-Tyrant
[05:08.800 --> 05:12.040]  Coin, and it sold out in 10 days.
[05:12.040 --> 05:16.600]  And if it wasn't for listeners getting this original, powerful coin, a founding member
[05:16.600 --> 05:19.880]  coin, we would not be on air today.
[05:19.880 --> 05:25.360]  Now, the second coin, the Liberty Tree Coin, is being offered, and it will probably sell
[05:25.360 --> 05:27.440]  out in 10 days again.
[05:27.440 --> 05:29.920]  It certainly needs to be front of operation.
[05:29.920 --> 05:34.960]  It is so historic, and it has a quote from Thomas Jefferson about the Tree of Liberty
[05:34.960 --> 05:38.840]  being refreshed with the blood of patriots and tyrants and more.
[05:38.840 --> 05:42.840]  See the coin for yourself at 1776coin.com.
[05:42.840 --> 05:45.080]  It's also at infowarstore.com.
[05:45.080 --> 05:46.080]  It's amazing.
[05:46.080 --> 05:47.840]  There's only 10,000 of them.
[05:47.840 --> 05:51.400]  And as a founding member, if we're able to stay on the air, we're planning something
[05:51.400 --> 05:55.880]  very, very special for everyone that helps us go to the next level.
[05:55.880 --> 06:12.920]  So get your new Tree of Liberty coin while you still can at 1776coin.com.
[06:12.920 --> 06:21.200]  From the front lines of the Information War, it's Alex Jones.
[06:21.200 --> 06:26.240]  Across the world, top scientists are confirming that individuals taking the Pfizer and Moderna
[06:26.240 --> 06:34.200]  shots are developing rapid onset of what can only be described as vaccine-induced HIV
[06:34.200 --> 06:35.200]  AIDS.
[06:35.200 --> 06:42.080]  Dr. Zelinka will be joining us as well as Armour Fullmick coming up in the second and
[06:42.080 --> 06:43.320]  third hours today.
[06:43.320 --> 06:45.080]  I'm your host, Alex Jones.
[06:45.080 --> 06:52.680]  But first, the world has awoken to the left's operating system, Satanism, pedophilia, and
[06:52.680 --> 07:01.960]  just all around destructiveness in their hunger for the innocence of our children.
[07:01.960 --> 07:06.520]  Disney and others have come out openly and said they want to brainwash five-year-olds
[07:06.520 --> 07:08.080]  into the creed of pedophilia.
[07:08.080 --> 07:12.040]  They want to destroy and literally rape their innocence, and they've attacked the wonderful
[07:12.040 --> 07:14.800]  governor, DeSantis.
[07:14.800 --> 07:19.560]  But here is this last year of the San Francisco, quote, gay choir saying, we're coming for
[07:19.560 --> 07:20.560]  your children.
[07:20.560 --> 07:21.560]  We're going to get them.
[07:21.560 --> 07:22.560]  We're going to groom them.
[07:22.560 --> 07:23.560]  They're ours.
[07:23.560 --> 07:24.560]  They belong to us.
[07:24.560 --> 07:25.560]  Here it is.
[07:25.560 --> 07:55.520]  We're going to convert your children, someone's got to teach them not to hate, we're coming
[07:55.520 --> 08:21.080]  for you.
[08:21.080 --> 08:28.080]  We can't get away from this here
[08:28.080 --> 08:30.080]  But you don't have to worry
[08:30.080 --> 08:33.080]  Because there's nothing wrong with standing by your side
[08:33.080 --> 08:36.080]  Can't avoid it or leave
[08:36.080 --> 08:38.080]  Because the world always needs something more bright
[08:38.080 --> 08:40.080]  No, you don't have to worry
[08:40.080 --> 08:43.080]  Cuz there's nothing wrong with standing by your side
[08:43.080 --> 08:45.080]  Because the world always needs something more bright
[08:45.080 --> 08:50.080]  Come on and try a little pride
[08:50.080 --> 08:52.080]  Children
[08:52.080 --> 08:54.080]  Then we'll turn to you
[08:54.080 --> 08:56.080]  Giving up the fear inside
[08:56.080 --> 08:59.080]  It's freeing like you never knew
[08:59.080 --> 09:02.080]  Go into San Francisco
[09:02.080 --> 09:04.080]  Go and turn up that disco
[09:04.080 --> 09:09.080]  You'll forget you were ever upset
[09:09.080 --> 09:12.080]  We'll convert your children
[09:12.080 --> 09:25.080]  And make it how I love you now
[09:25.080 --> 09:29.080]  This is what war looks like in the year 2022
[09:29.080 --> 09:31.080]  They're coming for your energy
[09:31.080 --> 09:33.080]  They're coming for your right to self-defense
[09:33.080 --> 09:35.080]  They're coming for your housing
[09:35.080 --> 09:36.080]  They're coming for your children
[09:36.080 --> 09:38.080]  They're coming for your currency
[09:38.080 --> 09:44.080]  They're coming for your soul
[09:44.080 --> 09:45.080]  Oh, don't hate us
[09:45.080 --> 09:46.080]  Let us have gay marriage
[09:46.080 --> 09:48.080]  And then, boom, we're coming for your children
[09:48.080 --> 09:49.080]  Your children belong to us
[09:49.080 --> 09:52.080]  And now, I was watching some of this last night
[09:52.080 --> 09:53.080]  And I just couldn't watch it
[09:53.080 --> 09:55.080]  After I put my four-and-a-half-year-old daughter to bed
[09:55.080 --> 09:56.080]  She's such a little sweetheart
[09:56.080 --> 09:58.080]  And so innocent and good
[09:58.080 --> 10:01.080]  It must be protected and will be
[10:01.080 --> 10:04.080]  I went and watched some of the Disney executive videos
[10:04.080 --> 10:06.080]  We're on infowars.com
[10:06.080 --> 10:08.080]  Where the executives got together
[10:08.080 --> 10:09.080]  And they're like, we're going to get them
[10:09.080 --> 10:11.080]  The children must be ours
[10:11.080 --> 10:13.080]  We must queer them at age five
[10:13.080 --> 10:15.080]  These are quotes
[10:15.080 --> 10:17.080]  You imagine if you were a park
[10:17.080 --> 10:19.080]  And there's a park bench over here
[10:19.080 --> 10:21.080]  And some tables and a barbecue pit
[10:21.080 --> 10:22.080]  And there's a family over there
[10:22.080 --> 10:23.080]  And you got your family
[10:23.080 --> 10:25.080]  You're throwing the football back and forth
[10:25.080 --> 10:27.080]  And then just a couple dudes walk up
[10:27.080 --> 10:28.080]  A couple women and they walk over
[10:28.080 --> 10:30.080]  And say, hi, we'd like to talk to your
[10:30.080 --> 10:32.080]  Five-year-old daughter and your six-year-old son
[10:32.080 --> 10:35.080]  About sex and how they feel about that
[10:35.080 --> 10:37.080]  We want to have a party with them
[10:37.080 --> 10:38.080]  And have them wear rainbow flags and dance
[10:38.080 --> 10:40.080]  And paint their nails and teach them
[10:40.080 --> 10:42.080]  About having sex with the same sex
[10:42.080 --> 10:43.080]  You're ruining their innocence
[10:43.080 --> 10:45.080]  That's not what goes on
[10:45.080 --> 10:48.080]  And that's a stranger doing it
[10:48.080 --> 10:50.080]  But now it's the schools going and getting the
[10:50.080 --> 10:52.080]  Nerds and the autistic and the low-hanging fruit
[10:52.080 --> 10:54.080]  And then moving on with the rest of the children
[10:54.080 --> 10:55.080]  And destroying their innocence
[10:55.080 --> 10:57.080]  And then saying in that choir song
[10:57.080 --> 10:59.080]  And all the big statements at city councils
[10:59.080 --> 11:01.080]  And at Disney events
[11:01.080 --> 11:03.080]  We're going to get your children
[11:03.080 --> 11:05.080]  And then we're going to get you
[11:05.080 --> 11:09.080]  They just busted over 130 Disney employees
[11:09.080 --> 11:12.080]  In Orlando alone for child sex rings
[11:12.080 --> 11:14.080]  They just busted the highest-ranking
[11:14.080 --> 11:16.080]  Civilian in the Pentagon
[11:16.080 --> 11:18.080]  In Afghanistan, it's come out
[11:18.080 --> 11:20.080]  It's been suppressed, it's mainstream news
[11:20.080 --> 11:24.080]  Running child rape rings and porn rings
[11:24.080 --> 11:26.080]  Child porn rings
[11:26.080 --> 11:28.080]  I have stacks today
[11:28.080 --> 11:30.080]  Of government-run facilities
[11:30.080 --> 11:32.080]  Raping children as young as five
[11:32.080 --> 11:34.080]  Mainstream German news reporting
[11:34.080 --> 11:36.080]  Tens of thousands of children per city
[11:36.080 --> 11:39.080]  CIA run with the psychiatry department
[11:39.080 --> 11:41.080]  Of the CPS, taking Christians' children
[11:41.080 --> 11:44.080]  And giving them to rape rings
[11:44.080 --> 11:46.080]  You cannot make up the full magnitude
[11:46.080 --> 11:48.080]  Of this, and then DeSantis
[11:48.080 --> 11:50.080]  Hauls out the demon in the room
