[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:12.000]  and human liberty.
[00:00:11.452 --> 00:00:12.774]  We are the InfoWars.
[00:00:14.857 --> 00:00:15.799]  InfoWars.
[00:00:15.978 --> 00:00:22.978]  the most banned network in the world.
[00:00:22.978 --> 00:00:29.978]   For years now, Russia has made verifiable claims that the US is a terrorist organization.
[00:00:29.978 --> 00:00:31.978]  defiable claims that the U.S.
[00:00:32.003 --> 00:00:35.986]  is running secret biological weapons labs around their borders.
[00:00:36.847 --> 00:00:42.171]  And while Western media now claims this to be misinformation, back in 2013, they reported on it.
[00:00:44.901 --> 00:00:56.387]  While the United States and Murder Incorporated have been waging illegal wars all across the world in the name of democracy, Russia has been quietly selling energy and minding their own business.
[00:00:56.808 --> 00:01:03.632]  And according to National Geographic, this was the reason why the Pentagon was building these bioweapons labs in the first place.
[00:01:04.072 --> 00:01:08.054]  Because Russia was entirely quiet on the subject, and the U.S.
[00:01:08.354 --> 00:01:09.375]  wanted to get ahead of them.
[00:01:10.566 --> 00:01:14.647]  The initial biolab in Kazakhstan was built by the U.S.
[00:01:14.827 --> 00:01:29.330]  for $100 million to store high-risk diseases such as plague and anthrax and was hoping to attract scientists who might otherwise create biological weapons of mass destruction for someone else.
[00:01:30.491 --> 00:01:34.593]   In order to keep the world safe, The U.S.
[00:01:34.774 --> 00:01:37.536]  has since built several labs in Kazakhstan.
[00:01:38.377 --> 00:01:42.961]  Most recently, a biosafety level 4 lab to be completed in early 2022.
[00:01:45.383 --> 00:01:57.393]  As early as 2004, the Pentagon's Defense Threat Reduction Agency, DTRA, began creating a network of biolabs for infectious diseases in Uzbekistan.
[00:01:58.214 --> 00:02:05.918]  And within a few years after operations began, outbreaks of unknown diseases were reported in the same areas as the labs.
[00:02:07.118 --> 00:02:10.020]  In Georgia, leaked documents show that the U.S.
[00:02:10.140 --> 00:02:18.184]  Embassy has been transporting deadly pathogens and human blood as diplomatic cargo, in a scheme where private U.S.
[00:02:18.264 --> 00:02:20.765]  contractors working for three different U.S.
[00:02:20.845 --> 00:02:24.467]  biolabs have been given diplomatic immunity to do so.
[00:02:26.184 --> 00:02:33.054]  Shortly after Russia invaded Ukraine, AtWarClandestine released a video with maps of U.S.
[00:02:33.134 --> 00:02:40.344]  biolabs matching up with maps of the recent attack, suggesting that Russia was securing these top-secret biolabs.
[00:02:41.585 --> 00:02:45.428]  Western media claims this is false, but fails to debunk it.
[00:02:46.209 --> 00:02:48.591]  And once the video goes viral, the U.S.
[00:02:48.691 --> 00:02:53.095]  Embassy in Ukraine is caught deleting evidence of these labs from their website.
[00:02:53.855 --> 00:03:01.341]  But not before an independent journalist was able to copy documents showing 11 Ukrainian biolabs funded by the Pentagon.
[00:03:02.262 --> 00:03:05.507]  The Russian Embassy to Bosnia has accused the U.S.
[00:03:05.828 --> 00:03:14.241]  of filling Ukraine with biolabs, which were very possibly used to study methods for destroying the Russian people at the genetic level.
[00:03:15.481 --> 00:03:21.245]  And we now know that these so-called mRNA vaccines are destroying people at the genetic level.
[00:03:21.725 --> 00:03:25.828]  We now officially know that COVID-19 is a man-made bioweapon.
[00:03:26.328 --> 00:03:31.451]  We know that it was funded by elements of the NIH and Peter Daszak's EcoHealth Alliance.
[00:03:31.991 --> 00:03:34.053]  We know that it was made in Wuhan, China.
[00:03:35.256 --> 00:03:37.959]  And so, what isn't threatening about the U.S.
[00:03:38.079 --> 00:03:40.723]  encircling Russia with top-secret biolabs?
[00:03:41.764 --> 00:03:51.335]  And who on Earth thinks it's a coincidence that everyone involved in the United Nations' Great Reset are now the Ukraine's greatest allies of all time?
[00:03:52.496 --> 00:03:58.700]  The mercenaries and war profiteers in America are getting excited about making short-term profits off the dead.
[00:03:59.781 --> 00:04:09.407]  But the only ones who will benefit from this war are the crooks at the top, who have been caught committing the most heinous crime against humanity in all of recorded history.
[00:04:10.428 --> 00:04:14.291]  And the only righteous way out of this is to hold these crooks accountable.
[00:04:15.972 --> 00:04:18.313]  Reporting for InfoWars, this is Greg Reese.
[00:04:22.861 --> 00:04:24.942]  We're looking at a giant war in February right now.
[00:04:25.062 --> 00:04:38.170]  Currently, that's the projections with the top people on the Earth who claim they're not with the New World Order Combine.
[00:04:38.230 --> 00:04:39.251]  Is war in February.
[00:04:39.071 --> 00:04:43.271]   right now? Currently that's the projections with the top people on the
[00:04:43.271 --> 00:04:48.571]   earth who claim they're not with the new world order combine. He is war in
[00:04:48.571 --> 00:04:55.071]   February and this is the type of time like right before World War one right
[00:04:55.071 --> 00:04:59.590]  before World War two when everything kicks off.
[00:04:58.406 --> 00:05:03.753]  Top officials of leading NATO countries are making aggressive statements about our country.
[00:05:05.902 --> 00:05:13.927]  Therefore, I'm ordering the Minister of Defence and the Chief of the General Staff to put the Strategic Nuclear Forces on special alert.
[00:05:14.087 --> 00:05:16.668]  The President's saying these missiles are unstoppable.
[00:05:16.868 --> 00:05:24.973]  They can go anywhere, they can deliver a nuclear warhead to any part of the world, they can fly forever, and there's nothing anyone can do about them.
[00:05:25.393 --> 00:05:29.175]  Plus, we can launch them in any number of different ways.
