[00:00:00.000 --> 00:00:05.500]  [Music]
[00:00:05.500 --> 00:00:17.000]   Unfortunately, for the second straight weekend, I'm gonna be having to cover
[00:00:17.000 --> 00:00:27.000]   the perverts and the deranged, demented activity at the hands of the LGBTQ+ Pride Month Brigade.
[00:00:27.000 --> 00:00:37.000]  [BLANK_AUDIO]
[00:00:28.723 --> 00:00:48.599]   Which is really too sad for rational, normal, Gay people or queer people out there, whatever it is, that don't want to be involved with this, don't want to be involved with child abuse, don't want to be involved with all the propaganda, don't want to be involved in the culture wars, just want to do their own thing and be left alone like everyone else.
[00:00:49.940 --> 00:01:24.638]   But no, they're going to use you to groom and indoctrinate children so that their identity growing up is all based on their sexual Whatever's that have now been injected into their minds, the different ideas, instead of principles like courage, or integrity, or honesty, or bravery, family, loyalty, hard work.
[00:01:26.200 --> 00:01:31.244]  No, it's gonna be all about what sex you are.
[00:01:34.599 --> 00:01:42.744]  And you gotta ask yourself, how is Gay Pride Month now the second, maybe the biggest thing in this country?
[00:01:45.165 --> 00:01:46.906]  And you might say, well what are you talking about?
[00:01:48.307 --> 00:01:54.211]  I doubt there is as much government spending and organizing and everything that goes into these events.
[00:01:54.971 --> 00:01:57.633]  I was thinking the only thing that comes close is maybe Christmas.
[00:01:58.033 --> 00:02:02.075]  Folks, there are hundreds of gay pride parades.
[00:02:02.756 --> 00:02:03.236]  Hundreds!
[00:02:06.434 --> 00:02:08.195]  And look at the size of these things.
[00:02:08.635 --> 00:02:10.175]  Look at all the corporate sponsors.
[00:02:14.037 --> 00:02:20.719]  Now, so, I literally have hours and hours of this from over the weekend, so I'm going to come back and let you know what's going on.
[00:02:21.399 --> 00:02:30.422]  But, I mean, quickly though, on the political side of the spectrum, Joe Biden is an absolute political disaster.
[00:02:32.239 --> 00:02:35.642]  His approval rating is quickly heading into the 20s.
[00:02:36.222 --> 00:02:37.704]  Historic lows, we're talking.
[00:02:39.185 --> 00:02:41.587]  Congress already crossed that threshold long ago.
[00:02:43.248 --> 00:02:45.470]  So the government is in just an abysmal failure.
