[00:00:00.000 --> 00:00:07.599]  [MUSIC]
[00:00:07.669 --> 00:00:08.570]  Tomorrow's news.
[00:00:08.870 --> 00:00:09.230]  Today.
[00:00:09.250 --> 00:00:17.996]  When I grow up... When I grow up, I want to be a rock star!
[00:00:18.016 --> 00:00:20.798]  When I grow up, I want to bring down the New World Order!
[00:00:21.439 --> 00:00:21.999]  Woo!
[00:00:22.019 --> 00:00:30.245]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:00:30.685 --> 00:00:33.688]  Broadcasting worldwide!
[00:00:34.128 --> 00:00:34.508]  Yeah!
[00:00:38.100 --> 00:00:44.181]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:00:44.340 --> 00:00:46.340]  You're listening to Alex Jones.
[00:00:46.340 --> 00:00:49.340]  I've been around for 40 days.
[00:00:49.340 --> 00:00:54.340]  Last night a little ride put me in a haze.
[00:00:54.340 --> 00:00:57.340]  Sweet, sweet Connie was doing her act.
[00:00:57.340 --> 00:01:01.340]  She had the whole show and that's a natural fact.
[00:01:01.340 --> 00:01:03.340]  Alright my friends.
[00:01:04.200 --> 00:01:05.381]  Thank you so much for joining us.
[00:01:05.421 --> 00:01:09.005]  We've got one hell of a broadcast lined up for you.
[00:01:09.626 --> 00:01:13.150]  Roger Stone with internals of what Trump and DeSantis are up to.
[00:01:13.650 --> 00:01:15.072]  Ten days out from the midterms.
[00:01:15.672 --> 00:01:35.800]   Then a major researcher on the New World Order that I've known for eight years that is known in some of the more Informed elite circles but not known to the general public, Acharya G will be joining us coming up and then Mark Passio on natural law and his predictions for the near future and the long term as well.
[00:01:36.261 --> 00:01:46.012]   It is all coming up today on this very special Saturday emergency transmission that will be posted to VanDot Video and it will also be restreamed until 4 p.m.
[00:01:46.473 --> 00:01:49.275]  Central tomorrow with a regular Sunday show.
[00:01:49.375 --> 00:01:54.379]  And I got to tell you, we got some very special guests lined up tomorrow night and next week.
[00:01:54.740 --> 00:01:59.384]  You do not want to miss any edition of the Alex Jones Show this week as if you ever want to miss any of them.
[00:01:59.744 --> 00:02:02.947]  The Globalists work around the clock to make sure you get disconnected from those.
[00:02:03.387 --> 00:02:05.249]  Okay, but let me hit some big breaking news first.
[00:02:06.778 --> 00:02:14.465]  Russia has officially released intel they believe proves the British Navy blew up the Nord Stream Pipeline 2.
[00:02:16.107 --> 00:02:26.917]  Also, we have Nancy Pelosi's husband being attacked with a hammer and them trying to say that he's a Trump supporter or a QAnon person.
