[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:17.000]  InfoWars.
[00:00:16.615 --> 00:00:17.516]  Tomorrow's news.
[00:00:17.617 --> 00:00:33.295]   today. The letter from Albert Pike regarding the Illuminati plan for three world wars is largely
[00:00:33.295 --> 00:00:40.656]   considered a hoax due to the use of the word Nazism in a letter dated 1871.
[00:00:40.799 --> 00:00:45.141]  But it is interesting to note the desired outcome of this alleged plan.
[00:00:45.821 --> 00:00:57.686]  According to the letter, the Third War officially started on 9-11 and was intended to leave the people in a state of complete physical, moral, spiritual, and economic exhaustion.
[00:00:58.346 --> 00:01:05.869]  They will then use nihilists, atheists, and revolutionaries to create a cataclysm of social turmoil.
[00:01:06.549 --> 00:01:13.392]  And they will do this in order to force the people into exterminating the destroyers of civilization.
[00:01:14.632 --> 00:01:26.218]  According to this letter, this bloodbath would result in the destruction of both Christianity and Atheism, and lead to the pure doctrine of Lucifer as the new world religion.
[00:01:27.599 --> 00:01:39.185]  And it does appear as if this is happening now, as if the powers that be are pushing the people into a desperate corner, as if their main goal is to create mass chaos and violence.
[00:01:41.442 --> 00:01:46.365]  But they've been doing this all by decree because they have no authority over God or the U.S.
[00:01:46.425 --> 00:01:47.205]  Constitution.
[00:01:47.745 --> 00:01:54.689]  And so they'd be thrilled if we burn it all down for them, proving we are inferior savages in need of governance.
[00:01:55.590 --> 00:02:03.014]  They thought they'd have that on January 6th, but the people were there for peace, love, and justice, not a revolution.
[00:02:03.634 --> 00:02:04.575]  We don't need one.
[00:02:05.035 --> 00:02:07.797]  We already have our Declaration of Independence.
[00:02:08.817 --> 00:02:15.384]  But without justice, the death cult remains free and continues on its path to kill us all.
[00:02:16.526 --> 00:02:21.711]  They are going to shut us down again, but this time the United Nations will be in charge.
[00:02:22.765 --> 00:02:29.669]  Our government is giving them that authority at the end of this month, just in time for the next international health crisis.
[00:02:30.489 --> 00:02:39.333]  And with the leaked Supreme Court memo on Roe v. Wade, they can launch endless organized riots on us while we remain locked in our homes.
[00:02:40.414 --> 00:02:45.997]  Round two is coming, and this time with food shortages and the crashing dollar.
[00:02:47.657 --> 00:02:49.237]  But it doesn't have to be like this.
[00:02:49.897 --> 00:02:52.418]  Their authority is the biggest psy-op ever.
[00:02:53.038 --> 00:02:55.639]  You are not their slave unless you choose to be.
[00:02:55.939 --> 00:02:58.119]  They are convincing you to do this to yourself.
[00:02:59.219 --> 00:03:09.182]  When they demanded that everyone wear a mask in 2020, the majority of us could have said no, demanded justice, and the true renaissance would have then begun.
[00:03:10.302 --> 00:03:15.603]  The 2020 lockdown was a beta test to gauge how compliant the population was.
[00:03:16.519 --> 00:03:17.239]  And we failed.
[00:03:17.900 --> 00:03:19.440]  But we will soon have another chance.
[00:03:19.881 --> 00:03:30.926]  And 2020 was also a wake-up call for millions of Americans, and millions worldwide, who previously had no idea how corrupt our governments had become.
[00:03:32.066 --> 00:03:33.247]  So now we are many.
[00:03:34.247 --> 00:03:37.149]  And we must all prepare for the next lockdown.
[00:03:39.557 --> 00:03:44.263]  And we must remember that we are not savages, sheep, or slaves.
[00:03:44.904 --> 00:03:47.206]  We are human beings with free will.
[00:03:48.188 --> 00:03:57.038]  And as lawful Americans, it is our responsibility to apprehend these traitors, exact justice, and restore the Republic.
[00:03:58.208 --> 00:04:01.150]  But first, we must simply say no.
[00:04:02.190 --> 00:04:03.331]  Say no to the masks.
[00:04:03.911 --> 00:04:05.592]  Say no to sheltering in place.
[00:04:06.293 --> 00:04:08.254]  Say no to vaccine passports.
[00:04:08.814 --> 00:04:11.376]  Say no to shutting down your business or your church.
[00:04:12.016 --> 00:04:15.899]  And if the police come to shut you down, make them commit treason.
[00:04:16.699 --> 00:04:19.901]  The law of the land is already in the hands of the people.
[00:04:20.501 --> 00:04:23.683]  All we have to do is wake up and take it back together.
[00:04:24.824 --> 00:04:27.366]  Peace, love, and justice is ours.
[00:04:28.385 --> 00:04:29.086]  If we want it.
[00:04:30.608 --> 00:04:33.051]  Reporting for InfoWars, this is Greg Reese.
[00:04:36.996 --> 00:04:39.179]  Waging war on corruption.
