[00:00:15.445 --> 00:00:16.545]  InfoWars.
[00:00:16.545 --> 00:00:21.327]  Tomorrow's news, today.
[00:00:21.327 --> 00:00:22.847]  SAC, this is Crystal Palace.
[00:00:22.847 --> 00:00:23.027]  Inc.
[00:00:23.027 --> 00:00:25.008]  NORAD has declared DEFCON 3.
[00:00:25.008 --> 00:00:26.828]  Scramble all alert aircraft.
[00:00:26.828 --> 00:00:30.309]  I repeat, scramble all alert aircraft.
[00:00:30.309 --> 00:00:34.791]  The Whopper spends all its time thinking about World War 3.
[00:00:34.791 --> 00:00:36.311]  Target selection complete.
[00:00:36.311 --> 00:00:38.172]  Time on target sequence complete.
[00:00:39.373 --> 00:00:44.837]  22 Typhoon-class submarines departing Petropavlovsk, turning southbound at Nordkapp, bearing 095 degrees.
[00:00:44.837 --> 00:00:51.201]  Radar reports two unknown tracks are penetrating the Alaskan Air Defense Zone.
[00:00:51.201 --> 00:00:57.646]  From the front lines of the Information War... Flush the bombers, get the subs in launch mode.
[00:00:57.646 --> 00:00:59.026]  We are at DEFCON 1.
[00:01:01.423 --> 00:01:03.826]  Are you prepared to destroy the enemy?
[00:01:03.826 --> 00:01:04.807]  You bet!
[00:01:04.807 --> 00:01:09.131]  Defending the Republic from enemies foreign and domestic.
[00:01:09.131 --> 00:01:12.114]  We'll keep control, but we'll keep it here at the top where it belongs.
[00:01:12.114 --> 00:01:13.456]  3... 2... 1... Impact!
[00:01:13.456 --> 00:01:18.000]  Shall we play a game?
[00:01:18.000 --> 00:01:18.561]  No doubt.
[00:01:25.532 --> 00:01:30.377]  Live from the InfoWars.com studios, it's Alex Jones.
[00:01:30.377 --> 00:01:32.679]  All units confirm weapons targeted and ready.
[00:01:32.679 --> 00:01:34.260]  Awaiting launch codes.
[00:01:34.260 --> 00:01:35.882]  We are at a launch mode.
[00:01:35.882 --> 00:01:39.826]  Do you really believe that the enemy would attack without provocation?
[00:01:39.826 --> 00:01:44.190]  If you are receiving this transmission, you are the resistance.
[00:01:44.190 --> 00:01:45.691]  We're in!
[00:01:45.691 --> 00:01:47.453]  Russians are still denying everything, sir.
[00:01:47.453 --> 00:01:49.575]  We have a Soviet submarine launch detection.
[00:01:49.975 --> 00:01:52.038]  I wish I didn't know about any of this.
[00:01:52.038 --> 00:01:55.604]  I wish I was like everybody else.
[00:01:55.604 --> 00:01:58.569]  The only winning goal is not to play.
[00:02:10.970 --> 00:02:18.853]  The bottom line on nuclear weapons is that when the president gives the order, it must be followed.
[00:02:18.853 --> 00:02:26.775]  There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
[00:02:26.775 --> 00:02:28.876]  As president, I will make it clear.
[00:02:29.756 --> 00:02:35.060]  That the United States will treat cyber attacks just like any other attack.
[00:02:35.060 --> 00:02:40.485]  We will be ready with serious political, economic, and military responses.
[00:02:40.485 --> 00:02:44.048]  They're voting for peace on planet Earth if they vote for Trump.
[00:02:44.048 --> 00:02:46.890]  But if they vote for Hillary, it's war.
[00:02:46.890 --> 00:02:49.452]  We came, we saw, he died.
[00:02:51.846 --> 00:02:54.228]  With her, you'll end up in World War III.
[00:02:54.228 --> 00:02:57.911]  I want the Iranians to know that if I'm the president, we will attack Iran.
[00:02:57.911 --> 00:03:05.778]  Right now, Senator, for us to control all of the airspace in Syria would require us to go to war against Syria and Russia.
[00:03:07.705 --> 00:03:08.225]  The U.S.
[00:03:08.225 --> 00:03:12.208]  military has just raised the threat level to DEFCON 2.
[00:03:12.208 --> 00:03:20.195]  Meanwhile, Hillary Clinton is still threatening Russia with military action, following unconfirmed reports of further hacking.
[00:03:20.195 --> 00:03:22.516]  It's like she's not even concerned about the repercussions.
[00:03:22.516 --> 00:03:27.260]  Of course not, because she's... Hang on guys, look, there's a really loud noise.
[00:03:27.260 --> 00:03:31.303]  Alright, looks like we're having a little bit of technical difficulties.
[00:03:31.303 --> 00:03:33.505]  We'll try to get Leanne back on in a few minutes.
[00:03:37.358 --> 00:03:41.739]  When the President gives the order, it must be followed.
[00:04:12.831 --> 00:04:17.315]  I just got back last night from Connecticut in a show trial.
[00:04:30.106 --> 00:04:36.067]  And I've been following the news globally of war escalating to incredibly dangerous levels in Ukraine.
[00:04:36.067 --> 00:04:48.831]  And I'm strongly considering not even going back to testify on my own behalf in our part of the trial, the show trial, because I'm that concerned I could get stuck there without my family when nuclear war breaks out.
[00:04:48.831 --> 00:04:52.511]  That's why I took my wife and my youngest daughter with me.
[00:04:52.511 --> 00:04:56.412]  The other children are grown up or almost out of school.
[00:04:56.412 --> 00:04:57.153]  Two are out.
[00:04:57.153 --> 00:04:58.273]  One is still in high school.
[00:04:59.235 --> 00:05:01.136]  And they've got my parents and family here.
[00:05:01.136 --> 00:05:03.498]  I mean, it's that serious, okay?
[00:05:03.498 --> 00:05:04.799]  And I've never acted like that.
[00:05:04.799 --> 00:05:07.821]  I've never behaved like that.
[00:05:07.821 --> 00:05:11.603]  I seriously may not even be able to go to Connecticut and defend myself because it doesn't matter.
[00:05:11.603 --> 00:05:12.944]  We're going into a global depression.
[00:05:12.944 --> 00:05:15.186]  The borders are collapsing.
[00:05:15.186 --> 00:05:18.628]  People are dying by the millions from the poison shots.
[00:05:18.628 --> 00:05:21.230]  We are inside the new world order, ladies and gentlemen.
[00:05:21.230 --> 00:05:25.293]  We are absolutely inside the global takeover, the Great Reset.
[00:05:25.293 --> 00:05:25.893]  It's all here.
[00:05:25.893 --> 00:05:28.375]  It's all happening just like they said they would do, and I've been warning for decades.
[00:05:30.063 --> 00:05:36.347]  And all I can offer you is the truth, like Churchill did when the Nazis drove the British forces out of France into the sea at Dunkirk.
[00:05:36.347 --> 00:05:42.251]  He said, all I'm offering you is blood, sweat, and tears, and pain, but the alternative is total slavery and death.
[00:05:42.251 --> 00:05:49.396]  And it's a long, hard fight, and people can decide to roll over and submit to the New World Order and let the planet be depopulated.
[00:05:50.422 --> 00:05:56.366]  Or we can have a mass awakening that transcends left and right, and it's all about good and evil, and we say no.
[00:05:56.366 --> 00:06:06.552]  But this spaceship, this rock hurtling through space, this globe, our home, is under the greatest threat it's ever been in the history of mankind.
[00:06:06.552 --> 00:06:13.937]  And it's all starting in Russia, on its border with Ukraine.
[00:06:14.560 --> 00:06:18.043]  That is the reality of this planet spinning through space and what we face.
