[00:00:00.000 --> 00:00:16.440]  [Music]
[00:00:16.506 --> 00:00:17.406]  Tomorrow's news.
[00:00:17.507 --> 00:00:30.507]   today. The evidence of vaccine death and injuries is overwhelming to anyone capable of seeing
[00:00:30.507 --> 00:00:35.185]  past the mainstream media's hypnotic lies.
[00:00:35.216 --> 00:00:40.660]  The numbers tell us that the vaccines have already caused a 20% increase in deaths.
[00:00:40.881 --> 00:00:43.983]  Now we have a run rate of about 20% excess mortality.
[00:00:44.283 --> 00:00:49.507]  That's confirmed by the CDC numbers, the funeral home numbers and the insurance company numbers.
[00:00:49.567 --> 00:00:53.830]  And then somebody did an independent study I saw recently suggesting 20% is the number.
[00:00:54.151 --> 00:00:55.912]   So we're running And a 20% excess deaths.
[00:00:56.153 --> 00:00:58.575]  And a 10% increase in disabilities.
[00:00:58.936 --> 00:00:59.997]  This is a stunning number.
[00:01:00.597 --> 00:01:06.384]  You're telling me that things have been flat for 5 years at 29 million and all of a sudden out of the data they got 3 million people are disabled?
[00:01:06.404 --> 00:01:07.525]  Out of nowhere?
[00:01:08.206 --> 00:01:12.010]  And now we are beginning to understand that this is just the beginning.
[00:01:12.450 --> 00:01:14.692]  Things are going to get much, much worse.
[00:01:15.433 --> 00:01:25.921]  Many of us have already seen the mysterious objects found in the vials of COVID vaccines by two separate independent groups using electron microscopy.
[00:01:26.681 --> 00:01:37.850]  We are also familiar with the rising number of strokes, heart attacks, and other side effects experienced worldwide after the biggest experimental vaccination in history.
[00:01:38.790 --> 00:01:42.733]  And now we are getting a first glimpse of what is causing all this.
[00:01:43.493 --> 00:01:48.897]  Something in the COVID vaccines seems to be growing within the recipient's vascular system.
[00:01:49.517 --> 00:01:55.901]  Anomalous objects are being discovered in the dead bodies of the vaccinated by embalmers and coroners.
[00:01:56.641 --> 00:02:00.924]  Horrific things being grown inside the veins and arteries.
[00:02:01.725 --> 00:02:06.628]  These are not blood clots and they appear to be some sort of organic material.
[00:02:07.435 --> 00:02:14.061]  With small crystals and extremely thin wires made up of what looks like reptilian scales.
[00:02:15.923 --> 00:02:24.071]  This internal blockage growing within the vaccinated would certainly explain all of the deadly side effects we are seeing today.
[00:02:24.952 --> 00:02:30.397]  What the mainstream media is currently spinning as sudden adult death syndrome.
[00:02:32.190 --> 00:02:38.034]  We do not know what these things are, but they are being found by embalmers and coroners everywhere.
[00:02:38.754 --> 00:02:42.736]  Except, pretty much all of them are too afraid to speak out.
[00:02:43.477 --> 00:02:44.357]  Or they don't care.
[00:02:45.278 --> 00:02:48.940]  Only one has shown the courage to speak out so far.
[00:02:49.480 --> 00:02:51.121]  And this is the real tragedy.
[00:02:52.142 --> 00:02:55.123]  For those who remain silent, things will not get better.
[00:02:55.903 --> 00:03:02.805]  The FDA is poised to authorize these deadly vaccines to children as young as six months old.
[00:03:03.486 --> 00:03:05.306]  And humanity does nothing.
[00:03:05.826 --> 00:03:11.008]  Today, we want to provide an update on a topic that I know many parents and grandparents are focused on.
[00:03:11.628 --> 00:03:16.210]  The potential for the first COVID-19 vaccines for kids under five.
[00:03:17.230 --> 00:03:19.851]  We have waited a long time for this moment.
[00:03:20.291 --> 00:03:21.732]  Well, guys, here's some good news.
[00:03:21.772 --> 00:03:28.655]  The Biden administration has finally announced a vaccine rollout plan for children under five, and they've ordered 10 million doses.
[00:03:29.716 --> 00:03:30.116]  That's great.
[00:03:31.636 --> 00:03:40.921]  All right, ladies and gentlemen, I know that if you watch InfoWars live every day, you've probably seen that report four or five times now.
[00:03:41.841 --> 00:03:50.900]   But it's extremely imperative, and I've got all this other news to cover and it's important to remember what's been done to us with these vaccines.
[00:03:50.920 --> 00:03:51.821]  We can never forget it.
[00:03:52.601 --> 00:03:56.065]  We can never forget the lies of our government.
[00:03:56.105 --> 00:03:58.267]  We can never forget the lies of Anthony Fauci.
[00:03:59.328 --> 00:04:01.210]  The lies of the vaccine manufacturers.
[00:04:02.932 --> 00:04:05.535]  And just how evil what they've done is.
[00:04:09.011 --> 00:04:19.314]  And now, not only do we have all the people getting the clots, and dying, and having the facial paralysis, and the Guillain-Barre, they're having their immune systems reset.
[00:04:22.616 --> 00:04:28.017]  They don't even stop COVID, and four times injected Fauci now, supposedly has COVID-19.
[00:04:29.098 --> 00:04:31.819]  We are live on this Thursday, June 16th.
[00:04:34.192 --> 00:04:44.335]  2022, the Alex Jones Show, InfoWars, lives on, despite the largest criminal group in world history trying to destroy us.
[00:04:45.935 --> 00:04:53.017]  What an epic thing to be a part of, and we're all in this together, ladies and gentlemen.
[00:04:53.097 --> 00:04:53.398]  All right.
[00:04:55.058 --> 00:04:58.539]  I have an absolutely loaded news desk today.
[00:05:00.059 --> 00:05:01.420]  Let me tell you everything we've got.
[00:05:02.478 --> 00:05:04.478]  It's going to be a heavy news broadcast.
[00:05:06.419 --> 00:05:10.140]  We've got the left, the Democrats, the liberals.
[00:05:11.960 --> 00:05:15.361]  At this point, is it fair to say they've gone full pedophilia?
[00:05:16.361 --> 00:05:19.962]  Or I guess as they would prefer you call it, minor attracted persons.
[00:05:21.602 --> 00:05:26.483]  Because you now have Attorney General saying, we need more drag queens.
[00:05:26.543 --> 00:05:29.564]  We need a drag queen in every school, every day.
[00:05:30.524 --> 00:05:30.804]  Wow.
[00:05:31.932 --> 00:05:32.312]  Why?
[00:05:34.114 --> 00:05:34.394]  Why?
[00:05:34.874 --> 00:05:35.615]  What about a stripper?
[00:05:36.495 --> 00:05:53.708]  Yeah, as there's multiple investigations underway because these drag queens, who are just men, pretending to be female strippers, that's what it is, it's men pretending to be female strippers for children, and their genitals are on display!
[00:05:54.849 --> 00:05:55.389]  Their genitals.
[00:05:57.410 --> 00:05:57.971]  That's a crime.
[00:05:59.394 --> 00:05:59.894]  That's a crime.
[00:06:00.554 --> 00:06:02.735]  Plus against minors, you're on sexual watch list.
[00:06:02.775 --> 00:06:03.495]  You're now a predator.
[00:06:04.296 --> 00:06:05.616]  Oh, but it's liberal!
[00:06:06.196 --> 00:06:07.417]  Oh, it's Pride Month!
[00:06:08.277 --> 00:06:09.657]  Oh, I'm sorry, I forgot.
[00:06:10.037 --> 00:06:16.059]  Sexual crimes against children are now okay as long as you're a liberal or it's Pride Month, then it's all good.
[00:06:16.079 --> 00:06:17.400]  You just say, liberal, liberal, liberal!
[00:06:17.420 --> 00:06:19.120]  And then you show the kids your genitals.
[00:06:19.941 --> 00:06:21.081]  Pride Month, Pride Month, Pride Month!
[00:06:21.101 --> 00:06:22.021]  Here's my genitals, kids!
[00:06:25.062 --> 00:06:25.983]  So that's what's going on now.
[00:06:26.023 --> 00:06:26.523]  So is it fair?
[00:06:28.251 --> 00:06:44.595]  Well, we'll find out, because Republicans are putting Democrats in a position now where they either have to come out and say, yep, we affirm minor attracted persons, or they're going to have to back off all the sexual deviancy they've been promoting and engaging in.
[00:06:45.535 --> 00:06:48.676]  I then have a stack of economic news, and it's not good.
[00:06:50.236 --> 00:06:50.816]  How could it be?
[00:06:51.317 --> 00:06:53.277]  Biden is in the White House.
[00:06:53.418 --> 00:06:55.018]  Democrats are in control.
[00:06:55.559 --> 00:06:58.740]  And their plan was always to wreck this country.
[00:07:00.341 --> 00:07:06.744]  Biden campaigned in front of tens of people, saying how he was going to shut down the energy sector.
[00:07:06.964 --> 00:07:09.085]  And he's done things to shut down the energy sector.
[00:07:09.405 --> 00:07:21.655]   Just last month, just last month, honestly, The ability for Joe Biden to lie, I mean, it's tough to even say if he knows what's going on.
[00:07:22.975 --> 00:07:28.937]  Last month, Joe Biden cancelled two oil pipeline leases.
[00:07:30.718 --> 00:07:31.638]  I forget the exact story.
[00:07:31.658 --> 00:07:32.538]  He cancelled two of them.
[00:07:32.578 --> 00:07:33.338]  They had permits.
[00:07:33.759 --> 00:07:34.599]  He cancelled them.
[00:07:35.779 --> 00:07:37.380]  So less oil being produced.
[00:07:38.379 --> 00:07:49.407]  And then the next day, he goes out and makes a speech saying he's doing everything he can to lower the prices the day after he cancelled a pipeline lease.
[00:07:52.089 --> 00:07:59.754]  So imagine, he goes, Joe Biden goes into like the electrical room and turns off all the switches.
[00:08:00.755 --> 00:08:02.637]  So, no, actually, no, no, no, let's be more accurate.
[00:08:03.057 --> 00:08:07.200]  Joe Biden runs around town saying, I'm going to turn off the electricity.
[00:08:08.356 --> 00:08:11.720]  And he goes around telling everybody how he's gonna turn off the electricity and how good it is.
[00:08:11.840 --> 00:08:12.141]  Okay.
[00:08:12.962 --> 00:08:17.087]  Then he goes to the electrical room and actually turns all the switches off.
[00:08:17.187 --> 00:08:22.073]  Just... And he's just down there just turning every switch off.
[00:08:23.274 --> 00:08:27.840]  And then the next day he goes on TV and he says, I'm gonna do everything I can to put those switches on.
[00:08:29.915 --> 00:08:32.196]  And you say, I just watched you turn them all off.
[00:08:32.236 --> 00:08:33.397]  You told me you were going to turn them all off.
[00:08:33.437 --> 00:08:33.817]  You did it.
[00:08:33.837 --> 00:08:36.559]  What do you mean now you're telling me you're going to turn them all on and that makes you a hero?
[00:08:36.779 --> 00:08:36.979]  What?
[00:08:37.879 --> 00:08:41.521]  That's the level of lying.
[00:08:41.561 --> 00:08:43.082]  That's the level of deceit.
[00:08:43.302 --> 00:08:44.323]  What a scumbag.
[00:08:44.643 --> 00:08:51.247]  And then what absolute morons or scumbags would ever support this liar, this criminal?
[00:08:53.068 --> 00:08:55.329]  But okay, we've got that economic news coming up.
[00:08:58.260 --> 00:09:06.084]  Liberals falling for fake news again, desperately, hopelessly trying to destroy the Republicans that are actually pushing back against them.
[00:09:06.404 --> 00:09:12.167]  Not the cucks like Mitch McConnell and Kevin McCarthy, but I mean real American patriots like Lauren Boebert and Paul Gosar and others.
[00:09:12.748 --> 00:09:14.288]  Oh, they fall for fake news every time.
[00:09:15.629 --> 00:09:19.651]  And there's kind of a little sub-story there that others aren't really seeing.
[00:09:19.711 --> 00:09:22.152]  It's not, well, we'll cover that.
[00:09:22.453 --> 00:09:23.053]  It's nothing new.
[00:09:23.093 --> 00:09:24.694]  Liberals falling for fake news, it's what they do.
[00:09:26.414 --> 00:09:27.894]  Oh, and also domestic terrorism.
[00:09:27.914 --> 00:09:28.914]  That's another thing they do.
[00:09:29.855 --> 00:09:30.755]  Domestic terrorism.
[00:09:31.455 --> 00:09:36.476]  And the group Jane's Revenge and the group Shut Down D.C.
[00:09:37.016 --> 00:09:38.556]  are both marching around D.C.
[00:09:38.636 --> 00:09:39.176]  every day.
[00:09:39.776 --> 00:09:41.217]  They have lawyers on call.
[00:09:41.237 --> 00:09:42.817]  They have bail bondsmen on call.
[00:09:43.817 --> 00:09:52.198]  They're anticipating the Roe vs. Wade decision to come down, in which case they're going to start burning churches, burning pregnancy centers, burning buildings in D.C.
[00:09:52.699 --> 00:10:08.966]   And they've written manifestos On how they're gonna do this, they've published the addresses of pregnancy centers, they've published the addresses of the Supreme Court justices, they've published the addresses of the Supreme Court justices' children!
[00:10:09.827 --> 00:10:12.048]  All of this, publicly done!
[00:10:12.749 --> 00:10:19.974]  Not a word from the FBI, not a word from Department of Homeland Security, not a word from the Biden administration.
[00:10:20.254 --> 00:10:24.377]  In fact, I take that back, there has been a word from the Biden administration.
[00:10:24.697 --> 00:10:26.118]  They're encouraging it!
[00:10:27.076 --> 00:10:28.177]  They're encouraging it.
[00:10:29.958 --> 00:10:39.464]  So how dare the largest domestic terror group in the history of this country, the Democrat Party, wave fingers and point fingers at Donald Trump and his voters?
[00:10:39.905 --> 00:10:44.088]  I don't want to hear a damn thing from the party of murdering babies.
[00:10:44.448 --> 00:10:47.990]  I don't want to hear a damn thing from the party of domestic terrorism.
[00:10:48.330 --> 00:10:51.773]  I don't want to hear a damn thing from the party of shut off our oil.
[00:10:56.021 --> 00:10:58.762]  Then we've got developments, geopolitical developments.
[00:10:59.842 --> 00:11:08.264]  The situation in Ukraine is getting worse for Biden and Zelensky, except for the fact they're stealing billions of dollars.
[00:11:08.544 --> 00:11:09.544]  So that's good for them.
[00:11:09.584 --> 00:11:11.044]  They're stealing billions of dollars.
[00:11:11.544 --> 00:11:13.225]  But they're losing Ukraine.
[00:11:13.785 --> 00:11:16.465]  They're losing the hearts and minds of people around the world.
[00:11:16.825 --> 00:11:18.586]  They're losing the support of Europe.
[00:11:18.826 --> 00:11:20.646]  They're losing really of everyone.
[00:11:20.666 --> 00:11:22.626]  I mean, you know, I'm sorry.
[00:11:22.646 --> 00:11:36.405]   I really am sorry that Our media and our politicians are such lying scumbags that won't tell you the truth about what's going on in Ukraine.
[00:11:36.645 --> 00:11:37.245]  I'm sorry.
[00:11:38.025 --> 00:11:46.768]  And I'm sorry that you have to tune in to Infowars and I don't know if anywhere else is really even telling you the truth about what's going on in Ukraine as far as the size of our audience here.
[00:11:46.788 --> 00:11:51.609]  I mean, there's a lot of other independent journalists like one in Germany who's been, I believe, arrested now.
[00:11:54.437 --> 00:11:54.897]  Oh, no, no, no.
[00:11:54.997 --> 00:11:55.297]  That's right.
[00:11:55.317 --> 00:11:56.418]  She's had her bank account frozen.
[00:11:56.438 --> 00:11:57.418]  They'll probably arrest her next.
[00:11:58.198 --> 00:12:02.459]  Folks, Russia is doing whatever it wants in Ukraine.
[00:12:03.960 --> 00:12:09.101]  It's had, like, a tiny amount of resistance, I guess you could call it.
[00:12:09.841 --> 00:12:10.342]  Resistance.
[00:12:10.362 --> 00:12:15.483]  They've had a small amount of resistance, to which they could have just wiped out entirely, but they were patient about it.
[00:12:16.203 --> 00:12:18.364]  And Russia's doing pretty much whatever it wants in Ukraine.
[00:12:19.404 --> 00:12:22.405]  And European countries are saying, we don't want to fight Biden's war.
[00:12:24.540 --> 00:12:31.122]  And the rest of the power structures of the planet, geopolitically, is siding with Russia now.
[00:12:32.122 --> 00:12:42.186]  So you've got the NATO and EU allies of the US all basically saying, we don't want anything to do with Biden's war in Ukraine, we want nothing to do with this.
[00:12:43.466 --> 00:12:49.068]  Then you have all the other countries that are at the top of the power structure in the world, they're all siding with Russia.
[00:12:49.708 --> 00:12:55.885]   So, I'm sorry your media and your politicians aren't telling you this, I don't even know how to properly explain it.
[00:12:55.905 --> 00:12:58.026]  I mean, isolationism maybe?
[00:12:58.546 --> 00:13:00.687]  You know, they all said Trump would isolate us from the planet.
[00:13:00.727 --> 00:13:01.667]  Folks, that's Biden.
[00:13:01.927 --> 00:13:04.668]  You know the Saudi Arabians don't even want to talk to Joe Biden?
[00:13:05.608 --> 00:13:06.909]  They don't even want to talk to him.
[00:13:08.649 --> 00:13:10.310]  They ignore his phone calls.
[00:13:13.851 --> 00:13:16.512]  Whenever the White House reaches out to European countries, they roll their eyes.
[00:13:16.652 --> 00:13:17.452]  They don't want to deal with this.
[00:13:17.572 --> 00:13:19.653]  They don't want to deal with this garbage administration.
[00:13:21.192 --> 00:13:23.893]  So I'm sorry that you've been lied to about everything in Ukraine.
[00:13:24.814 --> 00:13:28.616]  It's been a disaster for the US, actually, more than anybody.
[00:13:29.436 --> 00:13:30.677]  Aside from Ukraine, perhaps.
[00:13:31.257 --> 00:13:31.918]  So we've got that.
[00:13:32.278 --> 00:13:36.080]  I've got a whole stack of COVID and vaccine news here that's got important developments.
[00:13:38.081 --> 00:13:39.602]  We've got some election news.
[00:13:39.662 --> 00:13:42.663]  Democrats continue to try to come after your firearms.
[00:13:43.764 --> 00:13:55.728]   It's all coming up, plus a lot of video clips on this Thursday, June 16th, 2022, live edition of the Alex Jones Show, 145 days away from the historic midterms.
[00:13:56.389 --> 00:14:06.054]  President Clinton appointed what one commentator called this week a bunch of high IQ stupid people.
[00:14:06.074 --> 00:14:09.376]  In other words, they were well educated but no common sense.
[00:14:09.976 --> 00:14:13.678]   President Biden has appointed Whack jobs?
[00:14:13.958 --> 00:14:18.260]  I mean, it's like these people dropped acid in an outback parking lot.
[00:14:19.121 --> 00:14:20.721]  You can't reason with them.
[00:14:21.562 --> 00:14:29.045]  They are just so awoke, so woke, and that's the difference, in my opinion, and why they haven't, of course, corrected.
[00:14:30.385 --> 00:14:35.788]  Senator John Kennedy telling it like it is on Fox News last night.
[00:14:35.828 --> 00:14:38.309]  Yeah, I mean, they are whack jobs.
[00:14:40.347 --> 00:14:45.610]  And it's like a weird woketopia whack job fest happening in the White House.
[00:14:45.650 --> 00:14:47.311]  Hey, look, oh, this person's gay.
[00:14:47.351 --> 00:14:48.371]  Hey, this person's black.
[00:14:48.391 --> 00:14:50.032]  Hey, this person's a puppy kink.
[00:14:50.532 --> 00:14:53.334]  Hey, this person's a man that thinks he's a woman.
[00:14:53.414 --> 00:14:54.114]  Oh, all right.
[00:14:55.575 --> 00:14:57.136]  It's a clown show.
[00:14:57.296 --> 00:14:58.136]  It's a circus.
[00:14:59.557 --> 00:15:00.918]  The kids are running the school.
[00:15:00.978 --> 00:15:02.418]  The kids are driving the bus.
[00:15:03.179 --> 00:15:04.740]  The insane people are running the asylum.
[00:15:04.780 --> 00:15:06.781]  I mean, pick your analogy.
[00:15:07.348 --> 00:15:12.388]   That's what's going on. So of course America is falling apart at the seams.
[00:15:12.388 --> 00:15:15.348]  Of course the economy is an absolute disaster right now.
[00:15:15.348 --> 00:15:22.468]   By the way, I said largest Fed rate hike since '74 yesterday. It's '94.
[00:15:22.468 --> 00:15:27.508]   Here's the Fed statement on the biggest interest rate hike since 1994.
[00:15:27.508 --> 00:15:33.428]   So, uh, yeah. The statement is Biden is crushing your economy.
[00:15:33.541 --> 00:15:34.362]  What do you want us to do?
[00:15:35.062 --> 00:15:41.526]  Food stamps, credit card debt, record high inflation forces some older Americans to make tough financial choices.
[00:15:42.627 --> 00:15:48.871]  Yeah, that access, that ease of access, that abundance, that excess, it's all gone now, and it's all by design.
[00:15:49.952 --> 00:15:51.493]  It's all by design.
[00:15:53.634 --> 00:15:59.498]  America must be brought to heel, and Biden is doing just that, and the whole world is watching in amazement.
[00:16:00.572 --> 00:16:01.473]  In amazement.
[00:16:03.914 --> 00:16:08.376]  And they don't know what to do, because this is going to cost them in the midterms.
[00:16:08.396 --> 00:16:18.001]  The only chance the Democrats really have is just a bigger theft than 2020, which will be so obvious that I don't know how they'll pull that off.
[00:16:19.082 --> 00:16:26.125]  But these are desperate criminals we're talking about here, so I wouldn't put it past them.
[00:16:28.406 --> 00:16:29.427]  I wouldn't put it past them.
[00:16:30.580 --> 00:16:34.341]  As Biden screams into microphones, yelling at Vladimir Putin.
[00:16:34.361 --> 00:16:36.641]  It's like, Putin has raised our gas!
[00:16:36.702 --> 00:16:37.722]  Putin has done this!
[00:16:37.802 --> 00:16:39.242]  Putin has crashed our economy!
[00:16:39.582 --> 00:16:40.022]  Oh, really?
[00:16:41.243 --> 00:16:43.083]  I woke up this morning, had a bit of a stomachache.
[00:16:43.123 --> 00:16:43.863]  Dang it, Putin!
[00:16:44.583 --> 00:16:45.544]  That darn Russian.
[00:16:46.264 --> 00:16:46.904]  Man, oh man.
[00:16:50.205 --> 00:16:51.065]  Yard was a mess.
[00:16:51.225 --> 00:16:53.446]  Windstorm came through, blew all these trees down.
[00:16:53.466 --> 00:16:54.726]  Man, frickin' Putin, man.
[00:16:56.345 --> 00:16:57.066]  No, it's Biden.
[00:16:57.126 --> 00:16:58.167]  It's the Democrats.
[00:16:58.447 --> 00:17:01.009]  They campaigned on this.
[00:17:02.330 --> 00:17:04.492]  They call it a transition, and then they deny it.
[00:17:05.033 --> 00:17:07.235]  They say, this is gonna be a tough transition period.
[00:17:07.455 --> 00:17:08.736]  We're shutting off your energy.
[00:17:09.236 --> 00:17:11.078]  We're transitioning into the new world.
[00:17:11.578 --> 00:17:12.940]  Okay, what's the transition?
[00:17:13.000 --> 00:17:15.302]  Well, you're gonna have your country collapse.
[00:17:15.642 --> 00:17:16.943]  Yeah, I don't like this transition much.
[00:17:17.163 --> 00:17:17.884]  What transition?
[00:17:17.944 --> 00:17:18.725]  It's Putin's fault!
[00:17:20.899 --> 00:17:30.583]  Despite ongoing energy crisis and record fuel prices every day, leftist activists sue Biden administration to block 3,500 oil and gas permits.
[00:17:31.583 --> 00:17:34.184]  They love shutting down our energy.
[00:17:34.744 --> 00:17:53.830]   But hey, I mean, lazy bum liberals Lazy bums who don't have a job, don't have a family, and don't really care if they can have cheap gas or not, because they're, you know, flying around with bongo drums, hanging out in trees playing the bongos.
[00:17:54.811 --> 00:18:11.781]   Yeah, they don't care about gas prices going up, but you, the guy and the girl that works and has a family and needs to take your kids to school and maybe drives 30 miles to work, yeah, you care, but not the bum liberal That is begging to increase energy prices by shutting off all of our gas permits.
[00:18:13.503 --> 00:18:17.345]  And again, I just... Guys, this is kind of bothering me.
[00:18:17.365 --> 00:18:18.265]  See if you can find it.
[00:18:18.446 --> 00:18:21.187]  It was May 12th, Associated Press headline.
[00:18:22.728 --> 00:18:24.790]  Something about Biden canceling oil leases.
[00:18:24.970 --> 00:18:25.710]  See if you can find this.
[00:18:25.750 --> 00:18:26.571]  It's just sitting in my head.
[00:18:26.611 --> 00:18:27.231]  I can't remember it.
[00:18:28.052 --> 00:18:33.155]  But... Biden cancels oil deals.
[00:18:34.201 --> 00:18:41.085]  Okay, that would bring more oil into the country, lower oil prices, give us some more access.
[00:18:41.705 --> 00:18:42.626]  Thank you guys so much.
[00:18:43.866 --> 00:18:44.947]  Crew has my back.
[00:18:45.307 --> 00:18:49.389]  Biden cancels offshore oil lease sales in Gulf Coast and Alaska.
[00:18:50.190 --> 00:18:50.910]  So that was May 12, 2022.
[00:18:51.971 --> 00:18:56.833]  Last month, Biden cancels offshore oil lease sales in Gulf Coast, Alaska.
[00:18:57.034 --> 00:19:00.055]  So he's canceled hundreds of these deals.
[00:19:00.656 --> 00:19:02.797]  These liberal activists want him to cancel the rest.
[00:19:03.905 --> 00:19:07.248]  So you'll literally have no gas coming in, $10 a gallon.
[00:19:07.528 --> 00:19:08.088]  Screw that!
[00:19:08.328 --> 00:19:10.870]  You're talking $30, $40, $50 a gallon!
[00:19:13.232 --> 00:19:14.133]  If they do this.
[00:19:15.514 --> 00:19:25.921]  So Biden shuts off all the oil deals, shuts off all the pipelines, and then the next day goes on TV and says, I'm doing everything I can to lower your gas prices.
[00:19:26.362 --> 00:19:29.604]  A complete lie to your face!
[00:19:29.644 --> 00:19:31.185]  He might as well spit in your face.
[00:19:31.205 --> 00:19:33.187]  He might as well piss in your face and call it rain.
[00:19:35.580 --> 00:19:42.825]  And then, to buy Europe's silence in this disaster, he gives Europe our strategic oil reserves.
[00:19:43.926 --> 00:19:45.667]  That's what's going on here, folks.
[00:19:47.389 --> 00:19:52.653]  They say, hey, we're gonna release the strategic oil reserves to lower your gas prices.
[00:19:53.053 --> 00:19:54.934]  It never happened.
[00:19:54.954 --> 00:20:01.239]  They have released more than half our strategic oil reserves, and half of that, if not more, have gone to Europe!
