[00:00.000 --> 00:24.000]  Ladies and gentlemen, we're still here.
[00:24.000 --> 00:26.000]  The clear war is not yet broken out.
[00:26.000 --> 00:31.000]  We say our prayers and thank our local stars and speak out against all this insanity.
[00:31.000 --> 00:35.000]  You may make it through another chapter of humanity.
[00:35.000 --> 00:40.000]  We have developed the tools and the systems to destroy all life on this earth.
[00:40.000 --> 00:46.000]  The only question is, will we end up doing it or will we transcend it through Christ?
[00:46.000 --> 00:50.000]  It's Monday, February 28, 2022.
[00:50.000 --> 00:51.000]  I'm your host, Alex Jones.
[00:51.000 --> 01:03.000]  We're going to be live here for the next four hours on the vaunted, censored, attacked, demonized transmission.
[01:03.000 --> 01:10.000]  Obviously, we're going to lay out all the latest that's unfolding in Europe on the border with Russia
[01:10.000 --> 01:16.000]  and the incredible propaganda that we're seeing on every front from different sides
[01:16.000 --> 01:23.000]  and some of the really amazing yellow journalism that is taking place, particularly by the western media,
[01:23.000 --> 01:26.000]  but the Russian media is also putting out propaganda as well.
[01:26.000 --> 01:29.000]  We've got a lot of amazing examples of that,
[01:29.000 --> 01:34.000]  but I really want to cut through all the fog of war to what this really means to the planet itself,
[01:34.000 --> 01:45.000]  just on the energy front, for supercharging inflation and turbocharging further destabilization.
[01:45.000 --> 01:53.000]  So that's all coming up today, but I do want to say one thing about the war propaganda.
[01:53.000 --> 01:59.000]  There are a lot of leftists out there claiming that I am pro-Russia invasion, which I'm not.
[01:59.000 --> 02:00.000]  I've always been anti-war.
[02:00.000 --> 02:03.000]  I've always been against offensive invasions.
[02:03.000 --> 02:07.000]  I've talked about why both sides' views are in the history,
[02:07.000 --> 02:11.000]  and we've also heard claims that Trump is for this war, and that's not true.
[02:11.000 --> 02:15.000]  And this didn't happen when Trump was in office for four years.
[02:15.000 --> 02:19.000]  The first invasion by Putin in 2014 happened under Obama,
[02:19.000 --> 02:24.000]  and the second happened under the current 46th President of the United States.
[02:24.000 --> 02:26.000]  And that's not about defending myself or defending Trump.
[02:26.000 --> 02:33.000]  It's just about setting the record straight, and that's what we're doing here.
[02:33.000 --> 02:39.000]  Now, there is an excellent little short two-minute, 18-second clip, full clips, on M4Wars.com.
[02:39.000 --> 02:41.000]  It's 10 minutes long.
[02:41.000 --> 02:44.000]  But on Twitter, they only got two-minute, 18-second clips.
[02:44.000 --> 02:46.000]  And we're going to play this when we come back.
[02:46.000 --> 02:51.000]  Colonel Douglas McGregor's analysis on Ukraine Russia is dead on,
[02:51.000 --> 02:58.000]  because the biggest piece of propaganda that we've been hearing is that the Russians are getting their ass kicked.
[02:58.000 --> 03:05.000]  And the reason that's dangerous is that we'll encourage the Ukrainians to fight back harder,
