[00:00:16.769 --> 00:00:17.910]  InfoWars.
[00:00:17.910 --> 00:00:19.092]  Tomorrow's news.
[00:00:19.092 --> 00:00:21.814]  Today.
[00:00:21.814 --> 00:00:23.356]  I don't think Hitler was a good guy.
[00:00:23.356 --> 00:00:25.938]  I get the Hugo Boss uniforms.
[00:00:25.938 --> 00:00:26.339]  Amazing.
[00:00:27.177 --> 00:00:33.601]  But, I mean, just because you're in love with the design, you're a designer, can we just kind of say, you like the uniforms, but that's about it.
[00:00:33.601 --> 00:00:39.885]  No, we, no, there's a lot of things that I love about Hitler.
[00:00:39.885 --> 00:00:42.867]  A lot of things.
[00:00:42.867 --> 00:00:45.409]  I'm in the twilight zone right now.
[00:00:45.409 --> 00:00:49.251]  Netanyahu, what do you have to say?
[00:00:49.251 --> 00:00:52.914]  What do you have to say to Alex Jones right now, Nick Fuentes, and Ye?
[00:00:54.933 --> 00:00:56.114]  It was bad.
[00:00:56.114 --> 00:01:00.576]  It was bad for trying to meet with Nick and Nate.
[00:01:00.576 --> 00:01:02.577]  Okay?
[00:01:02.577 --> 00:01:08.080]  I had no idea your voice was gonna sound like that, Netanyahu.
[00:01:08.080 --> 00:01:09.441]  So you don't like Benjamin Netanyahu?
[00:01:11.321 --> 00:01:17.426]  I just heard about this guy two weeks ago since like the tweet and I thought he had a funny name.
[00:01:17.426 --> 00:01:23.370]  I heard he's like really into like, he's like a super killer I could die for saying this so.
[00:01:23.370 --> 00:01:25.172]  In case this is the last time you ever hear from me.
[00:01:27.574 --> 00:01:34.338]  My accounts because they've been frozen by Jewish banks so I need to watch my mails.
[00:01:34.338 --> 00:01:39.961]  Well CNN says white people are evil Nazis so I mean I disagree with both statements but I get the impression.
[00:01:39.961 --> 00:01:41.842]  I don't like the word evil next to Nazis.
[00:01:41.842 --> 00:01:46.245]  I think we need to look at... Oh my goodness.
[00:01:46.245 --> 00:01:48.846]  Just because you don't like one group doesn't mean the other.
[00:01:48.846 --> 00:01:51.688]  I love Jewish people but I also love Nazis.
[00:01:54.067 --> 00:01:56.590]  Oh man, well I have to disagree with that.
[00:01:56.590 --> 00:01:59.013]  But listen, we're gonna go to break.
[00:01:59.013 --> 00:02:00.835]  Do I round up Jews in Nazi Germany?
[00:02:00.835 --> 00:02:01.636]  Do I get love then?
[00:02:01.636 --> 00:02:04.339]  Schwarzenegger said he loved Hitler, they gave him an award.
[00:02:04.339 --> 00:02:08.144]  I'm just saying, I don't like Nazis, and I don't like what some of the mafias are doing either.
[00:02:08.144 --> 00:02:08.745]  I like Hitler.
[00:02:10.661 --> 00:02:15.045]  My accounts, because they've been frozen by Jewish banks.
[00:02:15.045 --> 00:02:17.427]  So, I need to watch my mails.
[00:02:17.427 --> 00:02:24.914]  Well, CNN says white people are evil Nazis, so... I mean, I disagree with both statements, but I get the... Yeah, I don't like the word evil next to Nazis.
[00:02:24.914 --> 00:02:29.338]  I think we need to look at... Oh my goodness.
[00:02:29.338 --> 00:02:31.940]  Just because you don't like one group doesn't mean the other.
[00:02:31.940 --> 00:02:34.583]  I love Jewish people, but I also love Nazis.
[00:02:37.138 --> 00:02:39.199]  Oh man, well I have to disagree with that.
[00:02:39.199 --> 00:02:41.959]  But listen, we're going to go to break.
[00:02:41.959 --> 00:02:52.322]  So obviously there is a German side to World War I and World War II that a lot of people don't know and it's always good to pursue the truth.
[00:02:52.322 --> 00:02:57.224]  That being said, do I think Adolf Hitler and the Nazis were quote-unquote good?
[00:02:58.004 --> 00:03:06.773]  No, I think that whoever's trying to get that ring of power is always going to use deception and force and all that stuff.
[00:03:06.773 --> 00:03:10.777]  You know, do I think there's a pretty high chance that he burned down his own Reichstag?
[00:03:10.777 --> 00:03:12.659]  Oh yeah!
[00:03:12.659 --> 00:03:19.225]  But the German people going towards the truth movement after the false and bank-driven World War I
[00:03:21.021 --> 00:03:21.141]  We're
[00:03:42.296 --> 00:03:47.501]  Leading his country well, but I think all of them are controlled on some level or else.
[00:03:47.501 --> 00:04:06.419]  They wouldn't be allowed to be leaders of countries Jones pimping 33 different kinds of pills and now a book the big win will be when people get past the blame stage and get to that I don't yeah, and I and and you know that's I can see that happening with a lot of people and
[00:04:07.332 --> 00:04:22.259]  That the blame stage is, um, the blame stage is hopefully passing by people quickly.
[00:04:22.259 --> 00:04:29.082]  And it's time for humanity to stand up in the info war and say, I don't know what's going to happen at the end of this, but you want to fight?
[00:04:29.082 --> 00:04:30.723]  You better believe you got one!
[00:04:33.479 --> 00:04:39.364]  From the front lines of the Information War, it's Alex Jones.
[00:04:39.364 --> 00:04:44.507]  We are live, ladies and gentlemen, on this Friday, December 2nd, 2022 broadcast.
[00:04:44.507 --> 00:04:46.749]  We have got so much news.
[00:04:46.749 --> 00:04:48.030]  It is all coming to a head right now.
[00:04:48.030 --> 00:04:50.552]  The political planets are aligned.
[00:04:50.552 --> 00:04:51.733]  You do not want to miss this broadcast.
[00:04:51.733 --> 00:04:55.876]  With everyone you know, tune in now at Infowars.com, port slash show, at radio stations across the country.
[00:04:55.876 --> 00:04:56.737]  We'll be back in 60 seconds.
[00:05:00.848 --> 00:05:10.079]  Christmas 2022 is almost here, and we have great products at InfoWarsTore.com that empower your body, your libido, your immune system, that just enrich your life.
[00:05:10.079 --> 00:05:18.109]  So whether it's Vitamin Mineral Fusion, or DNA Force Plus, or Body's Open Tumor Formula, they're all still in stock, discounted up to 60% with promo code 1776.
[00:05:18.109 --> 00:05:18.549]  And now, finally,
[00:05:21.132 --> 00:05:29.116]  We have brought back free shipping at InfoWarStore.com on orders of $50 or more and big discounts on the regular shipping as well.
[00:05:29.116 --> 00:05:36.880]  Plus, the book, The Great Reset and the War for the World, signed or unsigned, it's also available with free shipping at InfoWarStore.com.
[00:05:36.880 --> 00:05:41.702]  So again, that's free shipping on all orders, $50 or more at InfoWarStore.com.
[00:05:43.843 --> 00:05:44.463]  We're good to go!
[00:06:03.419 --> 00:06:05.120]  Big Brother.
[00:06:05.120 --> 00:06:07.442]  Mainstream media.
[00:06:07.442 --> 00:06:09.224]  Government cover-ups.
[00:06:09.224 --> 00:06:11.305]  You want to stop tyranny?
[00:06:11.305 --> 00:06:13.467]  Well, so does he.
[00:06:13.467 --> 00:06:20.032]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:20.032 --> 00:06:22.173]  And it's Friday, December 2nd, 2022.
[00:06:24.924 --> 00:06:26.586]  I know a lot of people are tuned in today.
[00:06:26.586 --> 00:06:32.094]  We have a record audience here today of over 40 extra million people that tuned in.
[00:06:32.094 --> 00:06:34.798]  Only the other time we had a bigger audience was election night 2016 when Trump
[00:06:39.369 --> 00:06:50.192]  Road in on that massive populist red wave, and that obviously was Kanye West, formerly Kanye West, Ye West, in studio for three hours and ten minutes.
[00:06:50.192 --> 00:07:03.415]  And everybody's tuning in, wanting to know the inside baseball and behind the scenes stuff, and I do have all that with what happened with him and Elon Musk last night, and Ye being banned on Twitter again, and the aftermath, and what really happened behind the scenes, and all the rest of it.
[00:07:03.415 --> 00:07:04.255]  And I'll be getting to that.
[00:07:05.541 --> 00:07:09.842]  Coming up in the last segment of this hour and then some into the next hour.
[00:07:09.842 --> 00:07:13.163]  But I've got to tell you, it's important for free speech.
[00:07:13.163 --> 00:07:15.744]  It's important to know the behind the scenes of what really went on.
[00:07:15.744 --> 00:07:18.485]  And it's the top story in the world right now.
[00:07:18.485 --> 00:07:30.408]  Whereas potential nuclear war with Russia, global currency devaluations, the news coming out that indeed the so-called COVID shots are deadly and are causing mass illness, blood clots and death.
[00:07:30.408 --> 00:07:31.709]  That's really the biggest story.
[00:07:32.839 --> 00:07:50.951]  And so quite frankly, I'm almost tempted not to talk about the interview yesterday, because we've got this giant audience of millions of new people that never tuned in, and what we normally do is not wear a Gimp mask on air and talk about how we love Hitler.
[00:07:53.002 --> 00:07:56.025]  It was trolling at an epic level.
[00:07:56.025 --> 00:07:58.608]  I did not know that was going to happen.
[00:07:58.608 --> 00:08:01.771]  I had been told that they wanted to come here and kind of move into some other subjects and other issues.
[00:08:01.771 --> 00:08:03.393]  I said, you can cover whatever you want.
[00:08:03.393 --> 00:08:08.418]  And when the juice stuff started, I said, OK, I guess you're going to do the whole show on this.
[00:08:08.418 --> 00:08:09.579]  And I believe in the First Amendment.
[00:08:09.579 --> 00:08:11.501]  So I let, you know, Ye do that.
[00:08:12.409 --> 00:08:15.631]  He's left other interviews where they started interrupting him.
[00:08:42.329 --> 00:08:42.949]  Autistic.
[00:08:42.949 --> 00:08:48.492]  Okay, so and I've gotten a chance to talk to him on the phone and over the past around him in person.
[00:08:48.492 --> 00:08:50.373]  The dude is autistic.
[00:08:50.373 --> 00:08:54.455]  Okay, so I think he's a nice person.
[00:08:54.455 --> 00:08:56.336]  I don't think he means bad.
[00:08:56.336 --> 00:09:02.400]  He's obsessed with symbols and engineering and things like that and obviously the Nazis were as well.
[00:09:02.400 --> 00:09:05.481]  I mean hell the whole world's basically adopted their designs and everything they did.
[00:09:05.481 --> 00:09:09.924]  That's how they sold Germans on getting on board with them was you know, all the things they did but
[00:09:11.072 --> 00:09:16.115]  I'm going to break down what I really think happened and where this is all going, coming up at the end of the hour.
[00:09:16.115 --> 00:09:20.438]  But I need to hit the really big news first that's way more important, quite frankly, at the end of the day.
[00:09:20.438 --> 00:09:29.264]  And I tried to get Ye to get into the poison shots and get into what it's really all about and the human depopulation operation, but he didn't want to do that.
