[00:00:00.000 --> 00:00:20.000]  [Music]
[00:00:20.000 --> 00:00:25.000]  [Silence]
[00:00:25.032 --> 00:00:28.095]  All right, my friends, thank you for joining us on this Sunday night.
[00:00:28.135 --> 00:00:29.656]  We are live December 11th, 2022.
[00:00:30.297 --> 00:00:36.563]  We're going to be here live for the next two hours and Owen Schroer takes over 6 to 8 p.m.
[00:00:36.603 --> 00:00:38.725]  Central with Sunday Live.
[00:00:40.126 --> 00:00:45.812]  Well, the Pentagon has publicly greenlit the cruise missile attacks inside Russia that have been going on for a week and a half.
[00:00:47.153 --> 00:00:51.276]  Elon Musk threatens to expose Fauci and send him to prison for lying to Congress.
[00:00:51.437 --> 00:01:00.564]  He has all his internal private messages with Twitter directing all the fraud, suppressing therapeutics, pushing the poison vaccine and more.
[00:01:00.944 --> 00:01:04.267]  That is just spectacularly, absolutely wonderful.
[00:01:05.768 --> 00:01:12.403]   Good news, but it's really overshadowed By the Pentagon, green lights Ukrainian strikes on Russia.
[00:01:12.463 --> 00:01:19.169]  The Times of London reports major war between Russia and the West could break out over Ukraine, warns NATO chief very, very soon.
[00:01:19.189 --> 00:01:20.290]  It's already broken out.
[00:01:22.192 --> 00:01:23.913]  It just continues on from there.
[00:01:23.953 --> 00:01:28.938]  Vladimir Putin sends nuclear threat after Ukraine gets green light for drone strikes in Russia.
[00:01:29.378 --> 00:01:34.382]  Then an incredible clip of Raytheon CEO on CNBC touting his company's stock.
[00:01:35.501 --> 00:01:43.006]  Saying the United States and the defense industry is coordinating all of the attacks inside of Ukraine and Russia.
[00:01:43.866 --> 00:01:47.369]  Now I don't get up here and tell you this to go look I'm so smart I'm so great.
[00:01:47.389 --> 00:02:25.872]   I actually dial into the real world and publicly available intelligence and sources I have and that's how I was able to tell you in October of last year that Russia would invade in a counteroffensive into Ukraine by the end of February because that was their drop date for when the famous black soil of Ukraine that's so fertile, we're talking 20 feet thick, that tanks just bog in like Hitler and others have and Napoleon have, that they would have to launch their attack well before that began to thaw in March.
[00:02:27.717 --> 00:02:33.562]  And of course you saw the attack happen on the 24th of February 2022 just as I said it was.
[00:02:35.163 --> 00:02:46.211]  China was also planning to invade Taiwan but they backed off and I said it's not 100% but they're planning to at first have Russia invade Ukraine and then a couple months after that the Chinese are going to go into Taiwan.
[00:02:46.532 --> 00:02:49.694]  They did a bunch of drills and things around Taiwan and said they might invade but they didn't.
[00:02:50.475 --> 00:02:54.177]  So when I tell you these things I said it's not 100% but it's probably going to happen.
[00:02:55.037 --> 00:02:57.778]  I'm not just saying that because it's fun to say on air, okay?
[00:02:57.818 --> 00:02:59.119]  I really try to get things right.
[00:02:59.439 --> 00:03:00.999]  We're right about 98% of the time.
[00:03:01.640 --> 00:03:02.560]  We're wrong plenty of those.
[00:03:02.580 --> 00:03:04.001]  We cover thousands of topics a week.
[00:03:05.021 --> 00:03:08.523]  That said, we're already at war with Russia officially.
[00:03:09.263 --> 00:03:13.144]  Pentagon said that, NATO said that, Russia said that the last few months.
[00:03:13.244 --> 00:03:21.628]  And now, the globalists, the whole NATO New World Order system is launching attacks inside Russia.
[00:03:22.890 --> 00:03:24.311]  And so Russia's going to escalate.
[00:03:24.352 --> 00:03:26.073]  We are now off to the races.
[00:03:26.674 --> 00:03:29.316]  The next level of escalation has begun.
[00:03:29.977 --> 00:03:41.588]  And we should get Dr. Francis Boyle on about this because he's one of the leading experts about what comes next in that whole Pentagon ladder of escalation is what they call it.
