[00:00.000 --> 00:24.560]  CERN is an acronym that translates to European Council for Nuclear Research, but has since
[00:24.560 --> 00:31.360]  moved on to studying particle physics. And even though they invented the Internet in 1989,
[00:32.000 --> 00:39.440]  they are most famous for their 666 logo, a video of a woman being ritually sacrificed on CERN
[00:39.440 --> 00:46.240]  grounds at the altar of Shiva, the Hindu god of destruction, and for potentially destroying the
[00:46.240 --> 00:54.880]  universe. Multiple lawsuits have been filed to stop CERN's particle collider in fear that it could
[00:54.880 --> 01:03.600]  destroy the earth, which revealed to the public that CERN is a sovereign entity outside the jurisdiction
[01:03.600 --> 01:09.520]  of the courts so they can do whatever they want. What is it that they're doing? It has to do with
[01:09.520 --> 01:16.480]  high-velocity counter-rotational spin, which was first documented in Nazi Germany's most secret
[01:16.480 --> 01:23.760]  program, de Gloc, the bell. According to surviving documents, the bell was somehow affecting time
[01:23.760 --> 01:30.160]  and space. The most distinctive aspect of the bell was high-velocity counter-rotational spin,
[01:30.160 --> 01:37.520]  also known as torsion physics. Many are concerned that CERN is attempting to open a portal into
[01:37.520 --> 01:45.040]  another dimension that will allow demonic entities to enter ours. This was blatantly portrayed
[01:45.040 --> 01:51.440]  six years ago in a pagan ritual to celebrate the opening of the Gothard Tunnel, just east of CERN.
[01:52.080 --> 01:56.560]  The dimension they would be attempting to open is already somewhat accessible.
[01:57.840 --> 02:04.720]  Do you hear voices in your head? If you do, then you likely know it's best to keep that to yourself,
[02:04.720 --> 02:09.840]  because a doctor will tell you that you're a schizophrenic. Modern psychiatry calls these
[02:09.840 --> 02:16.800]  voices auditory hallucinations, and even though a whopping one percent of the world's population
[02:16.800 --> 02:23.040]  suffers from schizophrenia, there isn't much research. But after 30 years of working closely
[02:23.040 --> 02:28.480]  with the criminally insane, Jerry Marzinski has noticed that the voices talking to these
[02:28.480 --> 02:36.240]  schizophrenics are all saying the same things. There is a distinct predictable pattern. The voices
[02:36.240 --> 02:42.480]  are exclusively generating negative emotion, leaving the patient physically and emotionally
[02:42.480 --> 02:50.160]  drained. The voices are always pulling a person away from God or anything positive. The voices are
[02:50.160 --> 02:56.480]  always a call to action, instructing the person to either hurt themselves or hurt someone else,
[02:56.480 --> 03:03.440]  which is probably why the voices always rebel against the drugs that are prescribed for schizophrenia.
[03:03.440 --> 03:10.320]  These drugs make a person comatose, and the voices want you to do things. Marzinski believes
[03:10.320 --> 03:16.720]  that schizophrenics are being attacked by non-physical entities that he calls energy parasites,
[03:16.720 --> 03:23.440]  because they feed off of negative energy. And in practically every case, the victim has experienced
[03:23.440 --> 03:31.920]  severe trauma, usually sexual trauma, which explains why the voices tell people to traumatize others.
[03:31.920 --> 03:40.320]  These demons want more victims. According to the ancient Gnostics, who refer to these entities
[03:40.320 --> 03:47.520]  as archons, they are destructive, sadistic beings who control the earth via the thoughts of humans.
[03:47.520 --> 03:53.520]  Voices in the head. This explains the rampant pedophilia we are seeing today,
[03:53.520 --> 04:00.640]  and the incestuous inbreeding of royal bloodlines. These energy parasites need traumatized people
[04:00.640 --> 04:11.040]  to feed upon. Perhaps some of the thoughts in our own mind are not our own. Most schizophrenics claim
[04:11.040 --> 04:18.160]  that this is the case, but are told by doctors that they are crazy. Doctors who only give them
[04:18.160 --> 04:25.360]  lobotomies, electroshock, and drugs. And Marzinski has only seen schizophrenics recover
[04:25.360 --> 04:31.600]  once they start seeing these voices as an external entity. They then realize that they can actually
[04:31.600 --> 04:39.280]  resist them, and the voices go away. And so, while CERN is a great mystery and a concern,
[04:39.280 --> 04:47.280]  the demons from another dimension may already be here in our thoughts. So, it's a good thing we all
[04:47.280 --> 04:52.080]  have free will. Reporting for Infowars, this is Greg Rees.
[04:54.080 --> 04:58.080]  Now, we'll report demonic dimensions and the ministries of CERN.
[05:00.560 --> 05:05.920]  We have a giant sale going right now of amazing products that you and your family really, really
[05:05.920 --> 05:11.920]  really need. And we also need the funding to stay on air and not have Infowars shut down. You need
[05:11.920 --> 05:17.360]  these products. These are all amazing products at great prices at infowarsstore.com. It's the July
[05:17.360 --> 05:24.720]  4th Super Sale, and it starts today. We have 50% off, plus double Patriot points on BrainForce,
[05:24.720 --> 05:30.160]  plus Ultra 12, Vitamin D3 gummies, Ultimate Krill Oil. That's a huge deal. Lung Cleanse,
[05:30.160 --> 05:36.800]  plus Busy Magnesium, Rostegard, Ultimate Fish Oil, Vaso Beat Complete, 40% off on Knockout Sleep
[05:36.800 --> 05:40.800]  Support, Alpha Power, Living Defense, plus Whole Food Multivitamin, Holland Blocks,
[05:40.800 --> 05:46.960]  Revival Shield X2, All Dr. Jones Natural Products, massively discounted 40%, and up to 60% off
[05:46.960 --> 05:53.440]  of double Patriot points on Super Female Vitality. And finally, save a massive 75% off on Hair and
[05:53.440 --> 05:58.880]  Beard Support Formula. It's 75% off right now at Infowarsstore.com. And don't forget,
[05:58.880 --> 06:00.480]  Alex Jones' right t-shirt while you're there.
[06:28.880 --> 06:58.800]  Breaking live now in a suburb
[06:58.800 --> 07:06.480]  of Atlanta, Georgia. The Georgia Guidestones have been blown sky high, with at least a third of
[07:06.480 --> 07:15.680]  the satanic structure destroyed by high explosives. I don't support the left when they pull down
[07:15.680 --> 07:21.920]  monuments, because I see monuments as pieces of history. And I will say that at an animal level,
[07:21.920 --> 07:27.840]  I like seeing this edifice to depopulation world government bombed to bring attention to it.
[07:27.840 --> 07:32.960]  But I do not agree with whoever did it, because we need that evil edifice there
[07:34.240 --> 07:41.440]  as a confession letter by a consortium of eugenicists led by Ted Turner. He grew up down the
[07:41.440 --> 07:47.280]  street with his grandmother's farm. We needed to be there to expose their plan to forcefully
[07:47.280 --> 07:54.400]  reduce the world population down to 50%. But if you're a TV viewer, you can see helicopter
[07:54.400 --> 08:01.920]  footage live feed right now. This news broke about an hour ago. Helicopters weren't even there yet.
[08:02.640 --> 08:05.360]  I was watching around before we went live that we're saying the helicopters are coming
[08:05.920 --> 08:11.200]  over the live feed that we have via our satellites. We've got a lot of satellite feeds coming in here.
[08:12.480 --> 08:18.480]  And if you're a TV viewer, you can see that the Georgia Guidestones English portion has been blown
[08:18.480 --> 08:25.200]  up. It repeats it in what, one, two, three, four, five, six, seven, eight different languages.
[08:26.240 --> 08:31.600]  Sanskrit, English, Japanese, the list goes on and on. But the English portion,
