[00:00:02.881 --> 00:00:03.181]  We're good.
[00:00:36.096 --> 00:00:37.837]  Welcome to the InfoWars Nightly News.
[00:00:37.957 --> 00:00:38.598]  I'm David Knight.
[00:00:38.738 --> 00:00:39.619]  It's Wednesday, February 13, 2013.
[00:00:42.310 --> 00:00:46.552]  Now, tonight's top story is the Waco-style conclusion to the Chris Dorner manhunt.
[00:00:47.092 --> 00:01:01.778]  If you watched the nightly news last night, you saw Alex Jones talking live as it was happening, as the cabin was burning, and talking about how two hours earlier, before it had even started, he had predicted that this exact thing was going to happen.
[00:01:02.258 --> 00:01:03.439]  Now, how did he know that?
[00:01:04.139 --> 00:01:05.900]  Well, he predicted what was going to happen
[00:01:06.613 --> 00:01:10.635]  When they cut the CNN live feed, because that's exactly what they did in Waco.
[00:01:10.695 --> 00:01:20.979]  When they didn't want people to see what they were about to do, they cut the live feed because CNN and the mainstream media essentially helps the police to cover up what they don't want people to be seeing.
[00:01:21.559 --> 00:01:27.622]  And this is exactly what they did at Waco, which, by the way, is coming up for its 20th anniversary April the 19th.
[00:01:29.011 --> 00:01:38.300]  Now, it got more interesting because as the day progressed, this morning we had some audio recordings of police scanners talking about how they were going to burn the place down.
[00:01:38.941 --> 00:01:48.370]  Now, we reported it, InfoWars reported on their website, Alex talked about it on the radio program, Drudge linked to it, it was going around the internet, but the mainstream media still was not talking about it.
[00:01:48.430 --> 00:01:52.775]  But listen to the actual transcripts from this article by Paul Joseph Watson.
[00:01:54.167 --> 00:01:57.028]  All right, we're going to go ahead with the plan with the burners, says one officer.
[00:01:57.208 --> 00:01:58.249]  Copy, replies another.
[00:01:58.749 --> 00:02:00.630]  Like we talked about, the first officer responds.
[00:02:01.190 --> 00:02:05.112]  The burners are deployed and we have fire, says another officer moments later.
[00:02:05.132 --> 00:02:13.515]  In a separate clip carried by a local news channel, police are heard to say, effing burn this MFR and burn that effing house down.
[00:02:13.675 --> 00:02:19.238]  And in a CBS LA broadcast, they said, get the gas and burn it down.
[00:02:20.174 --> 00:02:28.980]  Now, as this was happening, like I said, the mainstream media was simply talking about the fact that the cabin was surrounded, and then a fire started.
[00:02:29.200 --> 00:02:32.083]  There was no discussion as to what might have started the fire.
[00:02:32.743 --> 00:02:37.707]  There certainly wasn't any fingers pointed at the police for perhaps doing it deliberately.
[00:02:38.387 --> 00:02:39.548]  None of that was being talked about.
[00:02:39.628 --> 00:02:40.969]  As a matter of fact, it got even worse.
[00:02:41.509 --> 00:02:53.926]  As the police scanner audio started circulating and getting wider and wider coverage, in the afternoon CNN had a commentator on and they talked about the tape without actually playing the quotes because the quotes are pretty explicit.
[00:02:54.707 --> 00:02:56.770]  And it was dismissed as being bravado.
[00:02:57.836 --> 00:02:59.797]  Well, it wasn't actually.
[00:02:59.997 --> 00:03:04.338]  A lot of things have changed since Waco, as far as the media is concerned.
[00:03:04.358 --> 00:03:07.320]  We now have an alternative media that helps to get the truth out.
[00:03:07.700 --> 00:03:15.463]  When Waco happened, the internet was in its infancy, and radio was in its infancy.
[00:03:15.623 --> 00:03:21.685]  Now those things, we have a pretty large network, pretty large footprint, and we can kind of go head to head with the mainstream media.
[00:03:22.563 --> 00:03:25.746]  Take a look at really what we've learned from this Chris Dorner manhunt.
[00:03:25.886 --> 00:03:27.727]  There's a couple of things to me that stand out.
[00:03:27.808 --> 00:03:32.852]  Number one is due process is essentially dead if the police don't want to bother with it.
[00:03:33.743 --> 00:03:41.648]  That's what we saw with this manhunt, basically with no apologies, no explanation, and probably with no investigation.
[00:03:42.068 --> 00:03:45.530]  If they want to, they can just act as judge, jury, and executioner.
[00:03:45.550 --> 00:03:53.495]  The other thing is we have an armed, militarized police that feel like they are allowed to threaten and even shoot the public.
[00:03:54.235 --> 00:03:56.236]  Uh, if they feel threatened themselves.
