[00:00:04.059 --> 00:00:05.259]  It's a holiday.
[00:00:05.279 --> 00:00:06.220]  It's a holiday.
[00:00:06.300 --> 00:00:07.460]  Welcome to your holiday.
[00:00:25.014 --> 00:00:31.781]  Yes, that is a bad imitation of the great Gerald Cilente when he talks about holidays.
[00:00:31.801 --> 00:00:34.483]  They have the bank holidays where they steal all your money.
[00:00:34.503 --> 00:00:38.007]  In some cases, all your money out of your bank account after taxes.
[00:00:38.668 --> 00:00:41.651]  The loving EU to pay it directly to private bankers.
[00:00:42.111 --> 00:00:44.734]  But this holiday is Ishtar Day, Easter Day.
[00:00:46.889 --> 00:00:56.080]  You know, Playboy Day, the day when the rabbits fornicate, and so you then have them lay eggs to Ishtar.
[00:00:56.681 --> 00:01:04.791]  It is the day of spring, or regeneration, or the day that Christ was risen from the dead.
[00:01:05.831 --> 00:01:18.245]  But you notice that every major religious holiday Christians have has been overwritten by the pagans that have been basically overriding the Christian faith for 2,000 years.
[00:01:19.466 --> 00:01:20.407]  That's what's been going on.
[00:01:20.968 --> 00:01:23.230]  So I thought I would just talk about that gospel
[00:01:24.378 --> 00:01:25.218]  Mystery a little bit.
[00:01:25.739 --> 00:01:26.639]  It is no mystery.
[00:01:27.439 --> 00:01:30.860]  Christmas is supposedly the time of the birth of Christ.
[00:01:30.920 --> 00:01:39.164]  Now it's about a big drunk guy in a red outfit that comes down your chimney and, well, acts like Freddy Krueger chopping up your family in little pieces.
[00:01:39.424 --> 00:01:41.504]  That's what Santa Claus was 200 years ago in England.
[00:01:41.564 --> 00:01:42.545]  It was a night of rioting.
[00:01:42.585 --> 00:01:43.425]  Christmas was banned.
[00:01:43.445 --> 00:01:44.786]  You can actually look that up.
[00:01:45.186 --> 00:01:49.988]  I know it's all supposedly about Saint Nick and the guy that handed out presents to sick children.
[00:01:52.289 --> 00:01:54.973]  Over there in the Dutch areas of the realm.
[00:01:54.993 --> 00:01:58.458]  But my point is, what are fables?
[00:01:58.518 --> 00:01:59.399]  What are legends?
[00:02:00.441 --> 00:02:02.162]  If they're not archetypal images.
[00:02:02.363 --> 00:02:09.488]  And so I just thought, on this Easter Bunny Day, that I would point out that they're overriding everything.
[00:02:10.089 --> 00:02:12.591]  I mean, what was liberty this country was founded on?
[00:02:12.611 --> 00:02:13.671]  The Bill of Rights Constitution.
[00:02:14.132 --> 00:02:23.059]  Now liberty means TSA putting their hand in the cookie jar to make sure, not Al Qaeda, and Al Qaeda's the good guys, but to make sure white Al Qaeda
[00:02:24.059 --> 00:02:28.583]  The evil White Owl kinda is not hiding under there.
[00:02:29.144 --> 00:02:32.347]  So that is just some of what we're going to be breaking down here today.
[00:02:32.367 --> 00:02:35.110]  Oh, look at this article up at InfoWars.com.
[00:02:35.150 --> 00:02:37.752]  I didn't get to this on Friday, but I wish I... I wish...
[00:02:38.993 --> 00:02:39.654]  I wish I may.
[00:02:39.694 --> 00:02:45.719]  I wish I might cover this piece of news tonight, here on this 31st day of March 2013.
[00:02:46.020 --> 00:02:51.405]  It's a little story here up on the side.
[00:02:51.425 --> 00:02:52.426]  I'm trying to find it.
[00:02:53.046 --> 00:02:55.188]  I had it printed out in front of me.
[00:02:55.549 --> 00:02:56.409]  Fox Drama.
[00:02:56.450 --> 00:02:59.773]  Constitutionalist work for terrorist serial murderers.
[00:02:59.793 --> 00:03:02.555]  Well, actually they are serial terrorist murderers.
[00:03:03.838 --> 00:03:08.861]  Who are very impressed that they're constitutionalists because that's the dirtiest, nastiest thing on earth you can be.
[00:03:08.921 --> 00:03:13.824]  It brings a big smile to the chief killer's face.
[00:03:14.444 --> 00:03:18.986]  And so everything is now Southern Poverty Law Center, ADL script, brainwashing the poor, hapless public.
[00:03:19.407 --> 00:03:27.031]  And I just hope to point out to people that a free society does not have this type of full metal jacketed tyranny being sprayed out by the globalist media.
[00:03:27.671 --> 00:03:35.734]  I mean, you could have, like, messages, you know, back in the 60s about equality and stuff in Planet and Shows, or Feminism and Mary Tyler Moore.
[00:03:36.274 --> 00:03:46.899]  All seems reasonable, but then now you see it sets the precedent today to just absolutely have a war on reality, which the new magazine, InfoWars Magazine, welcome to Planet Hoax,
[00:03:47.839 --> 00:04:00.621]  You can sign up at InfoWars.com forward slash newsletter InfoWars.com forward slash newsletter and always about four or five days six days or so after the physical comes out we then send the digital
[00:04:01.733 --> 00:04:02.114]  I don't
