[00:00:04.462 --> 00:00:04.762]  We're good.
[00:00:39.981 --> 00:00:40.262]  We're good.
[00:01:12.065 --> 00:01:13.626]  Welcome to the InfoWars Nightly News.
[00:01:13.746 --> 00:01:14.387]  I'm David Knight.
[00:01:14.447 --> 00:01:18.329]  It's Wednesday, June 19th, 2013, and here are our top stories.
[00:01:20.611 --> 00:01:28.296]  Tonight, on the InfoWars Nightly News, the Russian cyberspace head calls for the internet kill switch.
[00:01:29.395 --> 00:01:34.360]  Then, will the EPA allow even more toxins to reach your dinner plate?
[00:01:35.041 --> 00:01:38.924]  And the official TWA 800 story comes crashing down.
[00:01:40.146 --> 00:01:43.889]  All that and more coming up on the Info Wars Nightly News.
[00:01:44.750 --> 00:01:49.094]  I mean, just over the top, authoritarian scum!
[00:01:49.795 --> 00:01:55.479]  Well, when government fails, or when it acts criminally, they always use that as an excuse to make government bigger.
[00:01:56.119 --> 00:01:57.821]  And that's true of other governments as well.
[00:01:58.241 --> 00:02:00.622]  The Russian government now is using the U.S.
[00:02:00.903 --> 00:02:05.506]  snooping as an excuse to extend a Internet kill switch.
[00:02:06.106 --> 00:02:10.990]  In an article by Paul Joseph Watson on InfoWars, Russian cyberspace head calls for Internet kill switch.
[00:02:11.710 --> 00:02:23.274]  The head of Russia's cyberspace policy today called for global governments to react to the NSA spy scandal by creating a UN-style body that would have regulatory control over the Internet, including a web kill switch.
[00:02:23.974 --> 00:02:40.279]  During a speech at a specially arranged meeting initiated by the upper house of the Russian Parliament, Information Society Development Commission head Ruslan Gatirov called for a newly created group to control the World Wide Web, quote, so that everyone, not only the U.S., has access to the master switch.
[00:02:41.039 --> 00:02:52.164]  As Alex Newman reported, the controversial plan discussed at the conference would allow governments to shut down the web if they claimed it could interfere with the internal affairs of other UN member regimes.
[00:02:52.764 --> 00:02:53.824]  Now, this is nothing new.
[00:02:54.745 --> 00:02:59.707]  For several years now, every few months, the UN has been pushing for just this sort of thing.
[00:03:00.007 --> 00:03:04.049]  They just had a conference in May, 14th through 16th, in Geneva.
[00:03:04.069 --> 00:03:09.351]  It was the 5th World Telecommunications Policy Forum, and it was run by the UN's ITU.
[00:03:10.211 --> 00:03:16.293]  So they've been trying to get the internet under UN control where they could shut it down at any time for quite some time.
[00:03:17.054 --> 00:03:25.897]  But who needs a kill switch when you can just go in and accuse people of a copyright violation as they did with Mega Upload and take everything that they've got?
[00:03:26.558 --> 00:03:28.298]  And now they have deleted that.
[00:03:28.798 --> 00:03:37.042]  In an article from RT, Kim.com says, all Mega Upload servers are wiped out, have been wiped out without warning in a data massacre.
[00:03:37.842 --> 00:03:39.564]  Kim Dotcom has accused the U.S.
[00:03:39.585 --> 00:03:48.897]  government and LeaseWeb, one of the hosting providers of former file sharing site MegaUpload, of deleting millions of personal files without warning.
[00:03:49.658 --> 00:03:53.603]  This is the largest data massacre in the history of the Internet, Dotcom wrote on Twitter.
[00:03:54.204 --> 00:04:03.351]  Lawyers representing his former company have repeatedly asked LeaseWeb not to delete mega-upload servers while court proceedings are pending in the U.S., he said.
[00:04:03.391 --> 00:04:07.995]  My goal is, within the next five years, I want to encrypt half of the Internet.
[00:04:09.011 --> 00:04:13.594]  Just re-establish a balance between a person, an individual, and the state.
[00:04:14.134 --> 00:04:20.998]  He said in an interview, because right now, we're living very close to this vision of George Orwell, and I think it's not the right way.
[00:04:21.578 --> 00:04:25.821]  It's the wrong path that the government is on, thinking that they can spy on everyone.
[00:04:26.401 --> 00:04:31.864]  And that's a key thing, because in this situation, his case is still before trial.
[00:04:32.505 --> 00:04:35.927]  And so, what they've essentially done is destroy the evidence.
[00:04:36.854 --> 00:04:45.481]  They still have to prove their case that he's violated their copyright, and there's a lot of information that's there, a lot of personal information, that is of course not copyrighted.
[00:04:45.821 --> 00:04:47.223]  That all has been destroyed.
[00:04:47.763 --> 00:04:49.064]  Right down the memory hole.
[00:04:49.524 --> 00:05:00.333]  But the encouraging thing is that there are a lot of internet entrepreneurs, a lot of people who are tech savvy like Kim Dotcom, who are now working to try to reestablish, as he said, a balance between the individual and the state.
[00:05:01.034 --> 00:05:01.534]  Now of course,
[00:05:02.677 --> 00:05:05.178]  The Internet is part of a battle.
[00:05:05.498 --> 00:05:06.898]  It's part of the war for your mind.
[00:05:06.958 --> 00:05:08.998]  It's actually part of a kind of a Cold War.
[00:05:09.598 --> 00:05:11.879]  This Cold War is really not between nation states.
[00:05:11.959 --> 00:05:20.781]  It's between the individuals and the governments who seem to be teaming up, as we saw from the first article, with Russia and the UN against individuals everywhere.
[00:05:20.801 --> 00:05:22.921]  Yeah, a world government, a new world order.
[00:05:23.681 --> 00:05:26.842]  And as part of that Cold War, there is a strategic high ground.
[00:05:27.222 --> 00:05:29.542]  That high ground is your privacy and your data.
[00:05:29.642 --> 00:05:31.903]  If you don't own that privacy, you don't own that data.
[00:05:32.543 --> 00:05:35.804]  The government has a much easier time of controlling you.
[00:05:36.904 --> 00:05:39.225]  But in a Cold War, people still die.
[00:05:39.805 --> 00:05:53.750]  And we just learned today that Michael Hastings, a journalist who was very instrumental in bringing General McChrystal's career to an end, and exposing things that were happening in Afghanistan, died in what was called a fiery crash.
[00:05:54.983 --> 00:06:00.205]  Rolling Stone Magazine called Michael Hastings a fearless journalist who refused to cozy up to power.
[00:06:00.666 --> 00:06:04.587]  His death at 33 came by way of a fire-fueled and explosive crash.
[00:06:04.667 --> 00:06:08.189]  It sounded like a bomb went off in the middle of the night.
[00:06:08.329 --> 00:06:09.349]  My house shook.
[00:06:09.690 --> 00:06:11.150]  The windows were rattling.
[00:06:11.350 --> 00:06:21.295]  Couldn't have written a scene like this for a movie where the engine flies from the car, which was about, I don't know, 50, 60 yards up, right down here to this telephone pole.
[00:06:22.119 --> 00:06:24.120]  Yeah, he couldn't write a scene like that for the movies.
[00:06:24.200 --> 00:06:24.440]  Why?
[00:06:24.520 --> 00:06:26.080]  Because nobody would believe it.
[00:06:26.881 --> 00:06:30.122]  You have to have a certain amount of credibility, even in a fictional movie.
[00:06:30.602 --> 00:06:40.725]  But the story that's being sold by the mainstream media, that he was going at a very high rate of speed, and his car burst into flames, just doesn't make any sense, if you look at the evidence.
[00:06:41.086 --> 00:06:43.346]  First of all, look at that engine that he had there.
[00:06:43.426 --> 00:06:44.287]  He's pointing to the engine.
[00:06:44.387 --> 00:06:46.447]  It's not scathed at all by a fire.
[00:06:47.248 --> 00:06:50.369]  And it also, if you look at the pictures of the car,
[00:06:51.289 --> 00:06:52.330]  It is not deformed.
[00:06:52.510 --> 00:06:57.813]  It's up against a tree, but there's not anything there that the car is not smashed up.
[00:06:58.914 --> 00:07:01.176]  And there's a lot of questions about this.
[00:07:01.216 --> 00:07:06.980]  But first, let's take a look at some of the statistics about how likely is it that someone's going to die in a fiery crash.
[00:07:07.000 --> 00:07:11.643]  Well, according to FEMA statistics, there's only about 70 to 80 vehicle fires a year.
[00:07:12.223 --> 00:07:17.206]  And they say that there's only 2 out of 1,000 of the vehicle fires that people die in.
[00:07:17.406 --> 00:07:18.707]  That's a 0.2% chance of dying.
[00:07:21.249 --> 00:07:31.562]  Of course, as Darren McBreen pointed out, if you're an honest journalist pointing out things that the government or powerful men are doing that are wrong, your chances go up significantly higher than 0.2%.
[00:07:33.364 --> 00:07:36.147]  But this is a very, very unusual case.
[00:07:36.207 --> 00:07:39.191]  If you look at the pictures, if you look at what was said,
[00:07:39.932 --> 00:07:42.033]  First of all, the woman said it sounded like a bomb.
[00:07:42.473 --> 00:07:57.980]  Now, one of the reasons why so few people die in a fiery crash is because usually a crash, the people that die are pinned in a car that has crashed into something and they can't get out and the engine starts to catch fire with leaking gas.
[00:07:58.740 --> 00:08:03.682]  That was not the case here, because you can see the car, the picture of the car is not deformed.
[00:08:04.123 --> 00:08:14.247]  It's not deformed, it was not struck in the back, it is up against a tree, but very little of the car is deformed, and as he said, the engine was thrown 50 to 60 yards away.
[00:08:15.388 --> 00:08:22.211]  Now, in an article by Jim Stone, freelance journalist at jimstonefreelance.com, he points out some of these issues.
[00:08:23.339 --> 00:08:29.581]  And he talks about how the rear passenger door is blown open and shredded with the rest of the car nicely intact.
[00:08:30.202 --> 00:08:36.204]  And he says, unlike the so-called single eyewitness report that says the car did not impact a tree.
[00:08:36.384 --> 00:08:41.386]  And you can look at that picture of the car against the tree and you can tell that it was not smashed flat.
[00:08:42.026 --> 00:08:45.788]  It would be smashed flat if it hit that tree and of course the engine would not be ejected.
[00:08:46.508 --> 00:08:48.089]  He said, look at where it stopped.
[00:08:48.149 --> 00:08:49.391]  There's not much damage to it.
[00:08:49.811 --> 00:08:52.093]  And of course, there's no damage to the rear part of the car.
[00:08:52.133 --> 00:09:00.240]  And he points out from those pictures that it looks like the rear part of the car, the very first pictures that were taken, show paint still on the car.
[00:09:00.460 --> 00:09:04.924]  As you see the last picture there, pretty much all of the paint has been burned off.
[00:09:05.444 --> 00:09:08.987]  But the fire is concentrated towards the back of the car.
[00:09:09.567 --> 00:09:12.030]  And that just isn't what happens in a fiery crash.
[00:09:12.090 --> 00:09:14.351]  Typically, it's some kind of an engine malfunction.
[00:09:15.052 --> 00:09:18.014]  Usually, it's such a low death rate with fiery crashes.
[00:09:18.295 --> 00:09:21.658]  Usually, it's because somebody has time to pull over.
[00:09:21.678 --> 00:09:22.979]  Their engine catches fire.
[00:09:23.119 --> 00:09:23.799]  They pull over.
[00:09:23.839 --> 00:09:24.840]  They get out of the car.
